"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-02-08 08:46:49-03","NBC","NL-BOTANY","U.1475081","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","Lindeman JC; Haas JH de",NA,"1967","01","12","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1475081 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1475081",NA,"Asparagales","(Barb.Rodr.) Pabst","Barros F de","Paraná",NA,"Est. Paraná. Serra do Mar; Upper Rio do Corvo, S. of old road to Morretes, c. 25 km E. of Curitiba.",NA,NA,NA,NA,"NL-U1475081",NA,NA,"Magnoliopsidae","U 0251104",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 12:17:31-03","ESALQ","ESA","69222","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Silva, J.M. ; Ribas, O.S.","3142.0","2000","01","07",NA,"Brasil",NA,NA,NA,"ESA069222","Magnoliophyta",NA,"(Barb.Rodr.) Pabst","Hatschbach, G.","Paraná","Bocaiúva do Sul",NA,"-49.1150016784668","-25.2061004638672",NA,NA,"ESA069222","61623","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:41:14-03","MN","R","137802","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","Mello Filho, L.E.; Emmerich, M. 4272","4085","1975","03","18",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Barb. Rodr.) Berman","Pabst, G.F.J.","São Paulo","Campos de Jordão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","05","29",NA,NA,NA,NA
"14","2021-03-31 13:41:14-03","MN","R","222295","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","Menini Neto, L.; Forzza, R.C.; Garcia, M.C.M.; Dias-Melo, R. & Monteiro, R.F.","30","2003","10","18",NA,"Brasil",NA,NA,"Universidade Federal de Juiz de Fora/Herbário Leopoldo Krieger",NA,NA,NA,"(Barb. Rodr.) Berman","Menini Neto, L.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003","12",NA,NA,NA,NA,NA
"15","2021-03-31 13:41:14-03","MN","R","222296","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","Menini Neto, L.; Forzza, R.C.; Garcia, M.C.M.; Dias-Melo, R. & Monteiro, R.F.","108","2004","02","05",NA,"Brasil",NA,NA,"Universidade Federal de Juiz de Fora/Herbário CESJ",NA,NA,NA,"(Barb. Rodr.) Berman","Menini Neto, L.","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","03",NA,NA,NA,NA,NA
"16","2019-08-27 13:26:35-03","IAP","PACA-AGP","8753","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Rambo, B.",NA,"1942","01","14",NA,"Brasil",NA,NA,"Habitat: In silvula nebulari, epiphytica Fenofase: flor","PACA008753","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto","Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"17","2019-08-27 13:26:35-03","IAP","PACA-AGP","67258","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Arno A. Lise",NA,"1974","12","01",NA,"Brasil",NA,NA,"Flores laranja-amareladas.&nf;Herb. do ICN n.1133 Fenofase: flor","PACA067258","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"18","2019-08-27 13:26:35-03","IAP","PACA-AGP","50986","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Sehnem, A.","5107","1950","12","19",NA,"Brasil",NA,NA,"Habitat: In silvula nebulari, epiphytica Fenofase: flor","PACA050986","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS","São Francisco de Paula","Serra do Fachinal","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715","auto","Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"19","2019-08-27 13:26:35-03","IAP","PACA-AGP","49426","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Rambo, B.",NA,"1950","12","18",NA,"Brasil",NA,NA,"Habitat: In araucarieto, epiphytica Fenofase: flor","PACA049426","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,NA,NA,"76715","auto","Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"20","2019-08-27 13:26:35-03","IAP","PACA-AGP","57183","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides",NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,"PACA057183","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"21","2019-08-27 13:26:35-03","IAP","PACA-AGP","84985","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Sehnem, A.","4238","1950","01","18",NA,"Brasil",NA,NA,NA,"PACA084985","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS",NA,"Serra do Rocinha",NA,NA,NA,NA,NA,NA,NA,"Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"22","2019-08-27 13:26:35-03","IAP","PACA-AGP","33958","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Sehnem, A.",NA,"1941","01","15",NA,"Brasil",NA,NA,"Habitat: In silvula campestri, epiphytica Fenofase: flor","PACA033958","Magnoliophyta","Orchidales","(Barb. Rodr.) Pabst","Castro, J. B.","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,"55856","auto","Liliatae",NA,"2016","07","26",NA,NA,NA,NA
"23","2019-08-27 13:26:39-03","IAP","PACA-AGP","33958.1","PreservedSpecimen","Plantae","Orchidaceae","Theodorea","gomezoides","Theodorea gomezoides","Sehnem, A.",NA,"1941","01","15",NA,"Brasil",NA,NA,"SEM MATERIAL Habitat: In silvula nebulari, epiphytica Fenofase: flor","PACA033958-1","Magnoliophyta","Orchidales","Barb. Rodr.","G. Pabst","RS","Vacaria","Serra da Rocinha","-50.9338989257812","-28.5121994018555",NA,NA,NA,"63451","auto","Liliatae",NA,"1954","09","04",NA,NA,NA,NA
"24","2016-07-05 11:14:20-03","FFCLRP","LBMBP","448","S","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","E.R. Pansarin",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Berman","E.R. Pansarin","São Paulo","Jundiaí",NA,"-46.883333","-23.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46°53'W","23°11'S",NA,NA
"25","2019-11-21 14:40:45-03","UFJF","CESJ","59088","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","L. Menini Neto; L.C.Pereira; R.M.Mello","772","2010","02","27","América do Sul","Brasil",NA,NA,"Epífita no interior de floresta ombrófila mista, incomum. Pseudobulbo verde-claro, folha verd-escura, sépalas e pétalas verde-amareladas, matizadas de vináceo, labelo creme com mácula longitudinal central laranja, frutos verdes.","CESJ059088","Angiosperma",NA,"(Barb. Rodr.) Pabst","L. Menini Neto","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta ombrófila mista, com Podocarpus e Araucaria. Em frente ao Centro de Pesquisadores.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"29865","auto",NA,NA,"2010","02","27",NA,NA,NA,NA
"26","2019-11-21 14:40:45-03","UFJF","CESJ","63822","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","C. Nardy; L. Menini Neto; S.G. Furtado; A. Cabral","06","2013","09","15","América do Sul","Brasil",NA,NA,"Erva epífita, pseudobulbo verde claro, folhas verdes claras, furto maduro verde claro, com brácteas verdes claras.","CESJ063822","Angiosperma",NA,"(Barb. Rodr.) Pabst","L. Menini Neto; C. Nardy","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Fragmento de Floresta Ombrofila Mista, ca. 2m de altura ca. 1650 m.s.m.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-30 18:32:38-03","UFJF","CESJ","66977","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","B. Moreira; L.C.D.Dias","146","2015","01","20","América do Sul","Brasil",NA,NA,"Epífita, flores amarelas. Interior de mata","CESJ066977","Angiosperma",NA,"(Barb. Rodr.) Pabst","B. Moreira","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta nebular, trilha da janela do céu, próxima ao areal","-43.886389","-21.679444","1600","1600",NA,NA,NA,NA,NA,"2015","02","10","-43.886389","-21.679444",NA,NA
"28","2019-11-21 14:40:45-03","UFJF","CESJ","61979","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","S.G. Furtado; L. Menini Neto; M.A. Manhães","210","2013","01","26","América do Sul","Brasil",NA,NA,"Epífita, no interior da floresta ombrófila mista. Sépalas e pétalas verde-amareladas, com mácula vinácea na base, labelo creme com mácula amarela entre os calos, coluna creme.","CESJ061979","Angiosperma",NA,"(Barb. Rodr.) Pabst","L. Menini Neto; S.G. Furtado","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, Cambuí.","-44.8899993896484","-21.9589004516602",NA,NA,NA,"29865","auto",NA,NA,"2013","01","26",NA,NA,NA,NA
"29","2019-11-21 14:40:58-03","UFJF","CESJ","46623","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","N.L. Abreu; L. Menini Neto; P.L. Viana; F.S. Souza; T.U.P. Konno; C.N. Matozinhos; V. Belch","61","2006","01","21","América do Sul","Brasil",NA,NA,"Erva epífita em #?#Clusia . Pseudobulbo, folhas, pedúnculo e brácteas verde-claro. Sépalas e pétalas verde amareladas maculada de vináceo. Labelo alvo com mácula laranja entre os calos. Coluna e anteras alvas.","CESJ046623","Angiosperma",NA,"(Barb. Rodr.) Berman","L. Menini Neto; N.L. Abreu","Minas Gerais","Rio Preto","Serra Negra, Cachoeira do Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"20815","auto",NA,NA,"2006","01",NA,NA,NA,NA,NA
"30","2019-11-21 14:40:58-03","UFJF","CESJ","42764","PreservedSpecimen","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","44","2004","08","21","América do Sul","Brasil",NA,NA,"Epífita, em campo rupestre, pétalas verdes a vináceas na base, labelo branco na face interior. Flores em botão.","CESJ042764","Angiosperma",NA,"(Barb. Rodr.) Berman","N.L. Abreu","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"20815","auto",NA,NA,"2004","10",NA,NA,NA,NA,NA
"31","2019-08-20 10:01:01-03","UNICAMP","UEC","122208","S","Plantae","Orchidaceae","Rodrigueziella","gomezoides","Rodrigueziella gomezoides","Pansarin, ER","771","2001","01","21",NA,"Brazil",NA,NA,"Epífita.","UEC027167","Liliopsida",NA,"(Barb.Rodr.) Berman","Pansarin, ER","São Paulo","Jundiaí","Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE. Em locais com grande altitude.","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027167","17840","auto",NA,NA,"2001","02",NA,NA,NA,NA,NA
"32","2019-11-06 09:56:52-03","UFOP","OUPR","24730","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Tonaco, A.C.; Cândido, E.S. & Silva, L.A. da","14","2010","01","20",NA,"Brasil",NA,NA,"Erva epífita. Frutos meduros verdes. Em uma dolina( 20 m de profundidade).",NA,NA,NA,"(Barb.Rodr.) Pabst","Batista, J.A.N.","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca.","-43.488889","-20.431944","1600","1600",NA,NA,NA,NA,NA,"2011","04",NA,"-43.488889","-20.431944",NA,NA
"33","2019-11-06 09:56:52-03","UFOP","OUPR","24731","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Tonaco, A.C.; Neto, M.F.","105","2010","10","27",NA,"Brasil",NA,NA,"Erva epífita. Em uma dolina (20 m de profundidade).",NA,NA,NA,"(Barb.Rodr.) Pabst","Batista, J.A.N.","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"44599","auto",NA,NA,"2011","04",NA,NA,NA,NA,NA
"34","2020-12-04 13:19:33-03","UDESC","LUSC","10207","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Gomes, J.P.",NA,"2017","12","15",NA,"Brasil",NA,NA,NA,"LUSC009899",NA,NA,"(Barb.Rodr.) Pabst",NA,"Santa Catarina","Rio Rufino","Fazenda das Nascentes.","-49.783333","-27.883333","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,"49º47'W","27º53'S",NA,NA
"35","2020-12-04 13:19:33-03","UDESC","LUSC","10204","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Gomes, J.P.",NA,"2017","12","15",NA,"Brasil",NA,NA,NA,"LUSC009896",NA,NA,"(Barb.Rodr.) Pabst",NA,"Santa Catarina","Rio Rufino","Fazenda das Nascentes. Interior de floresta.","-49.783333","-27.883333","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,"49º47'W","27º53'S",NA,NA
"36","2020-12-04 13:19:33-03","UDESC","LUSC","10200","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Gomes, J.P.",NA,"2017","10","31",NA,"Brasil",NA,NA,NA,"LUSC009892",NA,NA,"(Barb.Rodr.) Pabst",NA,"Santa Catarina","Urupema","Interior de floresta.","-49.866667","-27.916667","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,"49º52'W","27º55'S",NA,NA
"37","2020-10-14 10:04:09-03","FURB","FURB","17408","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","754","2009","11","19",NA,"Brasil",NA,NA,"Epífita IFFSC e47a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: epífita; flor branca e labela com faixa laranja","FURB02776",NA,NA,"(Barb.Rodr.) Pabst","Mancinelli, WS","Santa Catarina","Siderópolis","Serrinha.","-49.59","-28.62","479","479","FURB02776",NA,NA,NA,NA,"2010","01","25","-49.5900000","-28.6200000",NA,NA
"38","2020-10-14 10:04:09-03","FURB","FURB","66343","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Kassner-Filho, A.","5549","2019","11","20",NA,"Brasil",NA,NA,"flor verde-limão e branca Habitat: interior do fragmento Habito: epífita","FURB66343",NA,NA,"(Barb.Rodr.) Pabst","Kassner-Filho, A.","Santa Catarina","Rio Fortuna","U.A. 193, Canyon Espraiado.","-49.3205556","-27.9905555","1450","1450","FURB66343",NA,NA,NA,NA,"2019","11","20","-49.3205556","-27.9905555",NA,NA
"39","2021-03-16 17:50:18-03","UCS","HUCS","34332","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Wasum, R.A.","s.n.","1998","11","22",NA,"Brasil",NA,NA,"sobre troncos- interior da mata",NA,"Angiospermae","Asparagales","(Barb. Rodr.) Pabst","Castro, J.B.","Rio Grande do Sul","Cambará do Sul","Estação para Fortaleza","-50.1446990966797","-29.0478000640869","1050","1050",NA,"30776","auto",NA,NA,"2016","08","12",NA,NA,NA,NA
"40","2021-03-16 17:50:18-03","UCS","HUCS","23608","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ribas, O.S.","5791","2004","01","16",NA,"Brasil",NA,NA,"epífita, flor com pétalas creme-esverdeadas, labelo amarelo-pálido, guia de néctar amarelo-forte; matinha nebular da encosta do morro",NA,"Angiospermae","Asparagales","(Barb. Rodr.) Pabst","Hatschbach, G.","Paraná","Bocaiuva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,NA,"61623","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"41","2020-04-27 16:10:58-03","UFES","VIES","33503","S","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Zorzanelli, J.P.F.","923","2014","01","27",NA,"Brasil",NA,NA,NA,"VIES033503",NA,NA,"(Barb.Rodr.) Pabst","Zorzanelli, J.P.F.","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1398","1398","VIES033503","32198","auto",NA,NA,"2014","01","28",NA,NA,NA,NA
"42","2020-04-27 16:10:58-03","UFES","VIES","31802","S","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Zorzanelli, J.P.F.; Kollmann, L.J.C. & Fontana, A.P.","680","2013","05","30",NA,"Brasil",NA,NA,NA,"VIES031802",NA,NA,"(Barb.Rodr.) Pabst","Zorzanelli, J.P.F.","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803","1600","1600","VIES031802","32198","auto",NA,NA,"2013","06","06",NA,NA,NA,NA
"43","2019-08-16 08:40:23-03","UTFPR","HCF","10255","S","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","M.G. Caxambu","3708","2012","02","02",NA,"Brasil",NA,NA,"erva epífita, semi-ciófila. Flores verdes com labelo amarelado.",NA,NA,NA,"(Barb.Rodr.) Pabst","J. Cordeiro","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.820528","-25.132861","1576","1576",NA,NA,NA,NA,NA,"2013",NA,NA,"48°49'13,9 W","25°07'58,3 S",NA,NA
"44","2020-12-21 16:38:30-03","MBM","MBM","291636","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ribas, O.S.; Silva, J.M.; Simon, G.F.; Silva, J.M.; Simon, G.F.","5791","2004","01","16","Southern America","Brazil",NA,NA,"Epífita, flor com pétalas creme-esverdeadas, labelo amarelo-pálido, guia de néctar amarelo-forte. Matinha nebular da encosta do morro","MBM291636",NA,NA,"(Barb. Rodr.) Pabst","Hatschbach, G.","Paraná","Bocaiúva do Sul","Serra da Bocaina","-49.1150016784668","-25.2061004638672",NA,NA,"MBM291636","61623","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:38:30-03","MBM","MBM","395043","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Ariati, V.; Lozano, E.D.; Kersten, R.; Lozano, E.D.; Kersten, R.","1033","2009",NA,NA,"Southern America","Brazil",NA,NA,"Epífita, flor verde, labelo branco.; Floresta Ombrófila Densa Altomontana.","MBM395043",NA,NA,"(Barb. Rodr.) Pabst","Ariati, V.","Paraná","Campina Grande do Sul","Morro Caratuva","-48.832303","-25.239225",NA,NA,"MBM395043",NA,NA,NA,NA,"2009",NA,NA,"-48.832303","-25.239225",NA,NA
"46","2020-12-21 16:38:30-03","MBM","MBM","426086","PreservedSpecimen","Plantae","Orchidaceae","Gomesa","gomezoides","Gomesa gomezoides","Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","4610","2020","01","07","Southern America","Brazil",NA,NA,"Epífita, 10 cm, flores amarelas, interior da mata.; Floresta Ombrófila Densa Altomontana.","MBM426086",NA,NA,"(Barb. Rodr.) Pabst","Engels, M.E.","Paraná","Campina Grande do Sul","Capivarí Grande, na subida do morro","-48.820444","-25.133",NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,"-48.820444","-25.133",NA,NA
