"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","individualCount","relatedCatalogItem"
"32","2020-12-20 21:19:20-03","UFV","VIC","001137","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Standley","s.n.","1931","01","17",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC001137","VIC001137","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-20 21:19:20-03","UFV","VIC","001704","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Kulhmann","s.n.","1934","12","24",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arvorezinha moita","VIC001704","VIC001704","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:19:20-03","UFV","VIC","002746","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Kulhmann","s.n.","1935","08","02",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,"VIC002746","VIC002746","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:19:20-03","UFV","VIC","020534","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Meira, Neto J A","s.n.","1993","11","09",NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arbusto em interior de mata com flores e botões","VIC020534","VIC020534","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:19:20-03","UFV","VIC","020532","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Meira, Neto J A","s.n.","1993","12",NA,NA,"Brasil","Minas Gerais","Viçosa","Mata da Sivicultura","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arvoreta na mata de 4 m de altura com botões","VIC020532","VIC020532","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:19:20-03","UFV","VIC","026933","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Baptista, M.L.; et al.","s.n.","2002","11","25",NA,"Brasil","Minas Gerais","Viçosa","Mata do Paraiso","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Arbustivo de flores de botões verdes, coletada em trilha principal.","VIC026933","VIC026933","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:19:20-03","UFV","VIC","017126","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","conjugens","Psychotria conjugens","Mueel Arg",NA,"Lopes, W.P.; et al.","s.n.","1994","06","25",NA,"Brasil","Minas Gerais","Viçosa","Projeto JB II","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Árvore de cerca de 4 m, casca e alburno de cor bege,ind 1079","VIC017126","VIC017126","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-03-13 19:34:58-03","UFJF","CESJ","31068","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","J.A. Oliveira","P.C.L. Faria; L.D. Meireles; P.C. Zampa; F. Magalhâes; P.O. Garcia; L.F. Fazza","s.n.","2000","02","25","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Erva, 1m, frutos esverdeados (Coleta 77)","CESJ031068",NA,"11991","auto",NA,NA,"2010","04",NA,NA,NA,NA,NA
"40","2020-03-13 19:34:58-03","UFJF","CESJ","34831","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","J.A. Oliveira","R.M. Castro; V.R. Almeida; P.C.L. Faria; B.K.S. Franco; L.S. Fermandes","644","2001","10","31","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arvoreta no interior da mata. Flores verde claro.","CESJ034831",NA,"11991","auto",NA,NA,"2010","04",NA,NA,NA,NA,NA
"41","2020-03-11 19:20:08-03","UFJF","CESJ","72150","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","M. Gomes","C.M. Sakuragui; L.Y.S. Aona; S. Edwards; D. Zappi","1624","2004","11","26","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.953889","-21.43",NA,NA,NA,"Mata estacional. Arbusto 2m alt., no interior da mata, corola alva com anel vináceo na fauce (por vezes anel, amarelo na fauce), foto.","CESJ072150",NA,NA,NA,"-42.953889","-21.43","2016","07","14",NA,NA,NA,NA
"42","2020-03-13 19:34:58-03","UFJF","CESJ","24581","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","J.A. Oliveira","O.S.T. Moreira; S.H. Borges","s.n.","1989","03","02","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica Poço D'Anta","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arbusto ca. 5m, à beira de trilha, em clareira; poucas populações. Frutos imaturos.","CESJ024581",NA,"36144","auto",NA,NA,"2010","04",NA,NA,NA,NA,NA
"43","2019-11-21 14:44:37-03","UFJF","CESJ","54908","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","J.A. Oliveira","F.S. Souza; F.R.G. Salimena; A.P.G. de Faria","794","2009","11","01","América do Sul","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arbusto no interior de mata. Botões verdes.","CESJ054908",NA,"11991","auto",NA,NA,"2010","05",NA,NA,NA,NA,NA
"44","2019-11-21 14:44:37-03","UFJF","CESJ","60042","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","D.S. Pifano; C.N. Silva","C.N. Silva","244","2012","05","10","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF, Interior de mata.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Interior de mata. Arbusto, ca. de 1,8m de alt., frutos roxos.","CESJ060042",NA,"36144","auto",NA,NA,"2012","06","28",NA,NA,NA,NA
"45","2019-11-21 14:44:37-03","UFJF","CESJ","57685","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","J.A. Oliveira","F.R.G. Salimena; C. Neves; M.S. Machado; P.H. Nobre","3238","2011","03","26","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Altitude 700 - 800m. À esquerda da trilha do portão.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arvoreta 2,0m, frutos imaturos verdes e maduros negros.","CESJ057685",NA,"36144","auto",NA,NA,"2011","04",NA,NA,NA,NA,NA
"46","2019-11-21 14:44:37-03","UFJF","CESJ","57686","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","J.A. Oliveira","F.R.G. Salimena; C. Neves; M.S. Machado; P.H. Nobre","3243","2011","03","26","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Altitude 700 - 800m. Junto ao lago.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Arvoreta ca. 3m, frutos imaturos verdes, maduros negros.","CESJ057686",NA,"36144","auto",NA,NA,"2011","04",NA,NA,NA,NA,NA
"47","2019-11-21 14:44:37-03","UFJF","CESJ","58918","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.","D.S. Pifano; C.N. Silva","C.N. Silva; D.S. Pifano","161","2012","01","25","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Jardim Botânico da UFJF - Mata do Krambeck, Interior de mata.","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Interior de mata. Arvoreta, ca. de 1,5m de alt., flores de cor creme.","CESJ058918",NA,"36144","auto",NA,NA,"2012","06","28",NA,NA,NA,NA
"48","2019-11-21 14:44:37-03","UFJF","CESJ","54998","PreservedSpecimen","Plantae","Angiosperma",NA,"Rubiaceae","Psychotria","rhytidocarpa","Psychotria rhytidocarpa","Müll.Arg.",NA,"J.A. Oliveira; A.C.M.Pires; A.P.G. de Faria; J.H.C. Ribeiro; S.M. Dutra","121","2009","11","20","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Fazenda Sera Negra, trilha em direção à Gruta das Bromélias.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Arvoreta ca. 2,5m, no interior de mata, folhas discolores, inflorescência verde, flores alvas.","CESJ054998",NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
