"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2212568","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"G. T. Prance","4459","1967","02","17","Brazil","Roraima",NA,"Serra Tepequem, forest on upper west facing slopes.","-61.755459","3.760455",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353872' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212568","NY02212568_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","03227521","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"M. Polak","528","1991","11","14","Guyana",NA,NA,"Takutu area, concession of Willems Timber Comp., along main road.","-58.83","7",NA,NA,NA,"100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537080' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227521","NY03227521_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2212606","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. M. Pires","51631","1961","10","09","Brazil","Amapá",NA,"Rio Araguari. Camp 13",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353912' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212606","NY02212606_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03227566","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"O. Buchtien","1166","1926","07","10","Bolivia",NA,NA,"Hoher Baum [?] San Garten [?] (Mapini-Region) [?]",NA,NA,NA,NA,"850",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537187' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227566","NY03227566_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2212640","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"G. T. Prance","15770","1971","10","21","Brazil","Amazonas",NA,"Tapuruquara","-65.0192","-0.4142",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353947' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212640","NY02212640_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03227536","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"B. G. Stergios D.","13579","1989","04","03","Venezuela","Bolívar",NA,"Hoja NB20-5, Serrania Maigualido, Frente 9, HP 1, al este del Río Caura","-64.6233","6.63",NA,NA,"200","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537111' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227536","NY03227536_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03227570","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"R. S. Williams","596","1902","01","08","Bolivia",NA,NA,"Tumupasa",NA,NA,NA,NA,"549",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537192' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227570","NY03227570_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","03227571","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"R. S. Williams","596","1902","01","08","Bolivia",NA,NA,"Tumupasa",NA,NA,NA,NA,"549",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537194' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227571","NY03227571_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","03227501","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"E. P. Killip","24797","1929","06","09","Peru","Junín",NA,"San Ramón","-75.361061","-11.125938",NA,NA,"900","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3536892' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227501","NY03227501_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","03227532","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. J. Wurdack","41384","1956","01","26","Venezuela","Bolívar",NA,"In eastern outlier of Cerro Marimarota (Cerro la Puerta)",NA,NA,NA,NA,"100","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537106' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227532","NY03227532_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","03227560","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"A. Cruz","18","1976","07","07","Bolivia","El Beni",NA,"Prov. Ballivian El Triunfo, rio Matos.",NA,NA,NA,NA,"240",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537181' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227560","NY03227560_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","03227545","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"B. M. Boom","10561","1992","03","17","Venezuela","Bolívar","Cedeño","Along Río Mawela, tributary of Erebato","-64.93","5.13",NA,NA,"300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537155' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227545","NY03227545_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","617240","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"A. Peixoto","3289","1985","02","02","Brazil","Espírito Santo","Linhares","Linhares, Reserva Florestal da CVRD. Transect 7","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162003' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617240","NY00617240_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","03227588","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"A. L. Bernardi","s.n.","1956","01","07","Venezuela","Mérida",NA,"tipo Castilla",NA,NA,NA,NA,NA,NA,"creo se trate delpié [female] del árbol de Guaipani [?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537219' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227588","NY03227588_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1145584","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin","P. Fiaschi",NA,NA,NA,"P. Fiaschi","3188","2007","07","18","Brazil","Amazonas",NA,"Rodovia de Manaus (AM) a Porto Velho (RO), trecho um pouco antes do Rio Castanho, na altura do km 107. Árvore comum ao longo daestrada, antes do Rio Castanho (após o Castanho não foi vista).","-60.3847003","-3.8521799",NA,NA,"28","28","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320553' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145584","NY01145584_01 NY01145584_02","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","03227516","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"N. L. Britton","2511","1921","03","22","Trinidad and Tobago",NA,NA,"British West Indies; O'Meara Savanna",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3536956' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227516","NY03227516_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","617237","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"S. C. de Sant'Ana","387","1993","10","06","Brazil","Sergipe","Santa Luzia do Itanhi","Cerca de 2.5 km do distrito de Crasto, na estrada para Santa Luzia do Itanhi","-37.4481","-11.3508",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617237","NY00617237_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","03227559","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"M. Saldías Paz","741","1989","08","27","Bolivia","Santa Cruz",NA,"Prov. Andres Ibañez. La Miel. 17 km WSW (línea recta) del centro de Santa Cruz","-63.35","-17.8",NA,NA,"460",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537180' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227559","NY03227559_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","03227591","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. M. Schunke-Vigo","17","1968","05","21","Peru","Huánuco","Pachitea","Dtto. Honoria. La carretera Miel de Abejas km. 3.",NA,NA,NA,NA,"300",NA,"This tree, given field number 160P, was visited periodically to obtain complete herbarium material which was determined and distributed by Field Museum of Natural History. The tree was then felled to obtain wood specimens for testing and distribution by U.S. Forest Products Laboratory. The material was collected by Servicio Forestal y de Caza, Lima, Peru, under U.S. Public LAw 480, Proj. S8-FS-1.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537586' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227591","NY03227591_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","03227626","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"M. J. Jansen-Jacobs","1400","1989","09","02","Guyana",NA,NA,"Gunn's, Essequibo River.","-58.63","1.65",NA,NA,"240","260","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537686' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227626","NY03227626_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","03227639","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"O. Huber","6390","1982","05","29","Venezuela","Amazonas","Atabapo","Río Puruname (afluente derecho (oriental del Río Orinoco); a aprox. 40 km (en línea recta) desde la boca.","-66.3","3.42",NA,NA,"100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537703' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227639","NY03227639_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","03227622","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"Collector unknown","1438","1892","04",NA,"Bolivia",NA,NA,"Guanai-Tipuani",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537668' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227622","NY03227622_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","03227558","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"E. Sanoja","2562","1989","02",NA,"Venezuela","Bolívar","Sucre","2 Km al noreste de Santa María de Erebato.","-64.82","4.98",NA,NA,"370",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537175' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227558","NY03227558_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","03227551","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"G. S. Bunting","9040","1980","02","14","Venezuela","Zulia","Bolívar","entre Las Tres Marías (área 8 km al este de El Pensado, o sea 12 km de Quirós) y el río Chiquito, trayecto de unos 8 km al sureste de Las Tres Marías","-70.92","10.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537165' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227551","NY03227551_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","03227595","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"H. H. Smith","1477","1898",NA,NA,"Colombia",NA,NA,"Santa Marta; Agua Dulce road, about 1000 ft",NA,NA,NA,NA,"305","914","Nov. 21 [which year?] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537597' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227595","NY03227595_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","03227607","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"B. Maguire","54262","1963","07","19","Suriname",NA,NA,"Wilhelmina Gebergte; 9 km north of Lucie Rivier, 12 km west of Oost RIvier",NA,NA,NA,NA,"520",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537643' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227607","NY03227607_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","03227617","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"Oldeman","1604","1965","10","12","French Guiana",NA,NA,"Route de Larivot, Ile de Cayenne.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537658' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227617","NY03227617_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03227623","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"Collector unknown","1438","1892","04",NA,"Bolivia",NA,NA,"Guanai-Tipuani",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537670' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227623","NY03227623_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2212630","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"J. G. Kuhlmann","364","1923","09","04","Brazil","Amazonas",NA,"Madeira.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353937' target='other'> <mi>dwc_moreinfo</mi></a>","NY02212630","NY02212630_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","617239","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"L. A. Mattos Silva","3528","1997","03","25","Brazil","Bahia","Ilhéus","Fazenda Nossa Senhora de Fátima, km 2 do ramal para Japu, com entrada no km 14 da Rodovia Ilhéus/Itabuna, lado esquerdo","-39.1652861","-14.8114585",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=162002' target='other'> <mi>dwc_moreinfo</mi></a>","NY00617239","NY00617239_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","03227632","PreservedSpecimen","Plantae","Araliaceae","Schefflera","morototoni","Schefflera morototoni","(Aubl.) Maguire, Steyerm. & Frodin",NA,NA,NA,NA,"C. E. O. Kuntze","s.n.","1892","06",NA,"Bolivia",NA,NA,"Yapacaní, [see collection notes]","-63.95","-17.18",NA,NA,"400",NA,"[second label:] Locations where Kuntze collected in Bolivia in 1892 from his intinerary in: Kuntze, O. 1898. Revisio Generum Planatarum 3(2): 1-2. Yapacaní: Depto. Santa Cruz, Prov. Ichilo [earlier part of Prov. Sara], somewhere along the Río Yapacaní, probably ca. 17°11S, 63°57'W, alt. 250 m, in what is now called Puerto Gutiérrez, 31 May - 30 June 1892 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3537694' target='other'> <mi>dwc_moreinfo</mi></a>","NY03227632","NY03227632_01","Magnoliophyta","Apiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
