"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","class","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","sex"
"50","2015-03-20 12:06:07-03","F","FMNH-SEEDPLANTS","V0299448F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0299448F",NA,NA,"V0299448F_01",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-07-23 12:21:50-03","CEPLAC","CEPEC","125831","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,"M. S. Ferrucci","A. M. Amorim","7193",NA,NA,NA,NA,"Brasil","Espírito Santo","NOVA VENÉCIA",NA,"-40.4006004333496","-18.710599899292",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"42400","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-07-23 12:21:50-03","CEPLAC","CEPEC","93951","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus",NA,"M. S. Ferrucci","G. Hatschbach","69129","1999","05","17",NA,"Brasil","Espírito Santo","venda nova do imigrante","Mirante da Torre de TV. Alto do morro.","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,"30/12/2001",NA
"53","2021-03-04 15:46:32-03","IF","SPSF","00752","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","M.S.Ferrucci","D.Bento Pickel",NA,"1943","11","17","América do Sul","Brasil","SP","São Paulo","Arboreto de Vila Amália","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: cuncum; GEOGRAFIA: Quadra 12 número 11;",NA,NA,NA,NA,NA,"Magnoliopsida","1997","53584","auto","12","30",NA,NA,NA,NA,NA,NA
"54","2021-03-04 15:46:32-03","IF","SPSF","00549","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","M.S.Ferrucci","D.Bento Pickel",NA,"1943","01","01","América do Sul","Brasil","SP","São Paulo","bairro de Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Na mata&nf;Nome popular: cuncum;",NA,NA,NA,NA,NA,"Magnoliopsida","1997","53584","auto","12","30",NA,NA,NA,NA,NA,NA
"55","2021-03-04 15:46:32-03","IF","SPSF","16623","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","M.S.Ferrucci","L.G.Tenente",NA,"1993","10","29","América do Sul","Brasil","SP","São Paulo","bairro de Vila Rosa","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Árvore 10m altura; frutos imaturos esverdeados.; GEOGRAFIA: Fundos da mata do P.E.Alberto Löfgren.;",NA,NA,NA,NA,NA,"Magnoliopsida","1997","53584","auto","12","30",NA,NA,NA,NA,NA,NA
"56","2021-03-04 15:46:32-03","IF","SPSF","03755","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","M.S.Ferrucci","F.Lopes","486","1935","03","01","América do Sul","Brasil","SP","São Paulo","Serra da Cantereira","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: pé-de-galinha;",NA,NA,NA,NA,NA,"Magnoliopsida","1997","53584","auto","12","30",NA,NA,NA,NA,NA,NA
"57","2021-03-04 15:46:32-03","IF","SPSF","07515","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","G.V.Somner","L.Gonzaga","659","1940","02","01","América do Sul","Brasil","SP","São Paulo","Vila Amália","-46.6300010681152","-23.5400009155273",NA,"COLETA: XLS: SPSFAntigo&nf;Nome popular: cuncum&nf;Frutos em fevereiro;",NA,NA,NA,NA,NA,"Magnoliopsida","1997","53584","auto","10","08",NA,NA,NA,NA,NA,NA
"58","2014-10-09 13:58:34-03","UHH","HBG","510497","S","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.","Radlkofer, L.","Ule, E.","2377","1891","11",NA,"South America","Brazil",NA,NA,"Rio de Janeiro, Corcovado",NA,NA,NA,"Herb. E. Ule; Baum NEOTROP <br> Herbarium Hamburgense Evacuated and inaccessible 1943-1992","HBG510497",NA,NA,"HBG510497","Isosyntype",NA,"1898",NA,NA,"10","03",NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:13:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Glaziou, AFM","Hb. Warm.2951","1869",NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Lagoa de Freitas.",NA,NA,NA,"Fr. mat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:13:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Martius, CFP","s.n.","1869",NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Serro Frio et versus fl. S. Francisco.",NA,NA,NA,"Fr. mat.; In campis deserti.; HABITAT: In campis deserti.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:13:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Schwacke, A","1039","1876","10",NA,"Southern America","Brazil","Rio de Janeiro",NA,"Ad Palmeiras in monte Corcovado.",NA,NA,NA,"Alab.; In silvis.; HABITAT: In silvis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:13:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Ule, EHG","Hb. Tauber2377","1891","11",NA,"Southern America","Brazil","Rio de Janeiro",NA,"Corcovado.",NA,NA,NA,"Flor.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:13:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Burchell, WJ","Hb. Mart.4561",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,"TEM INFO DE HB, COMO ADICIONO NO REGISTRO DO BURCHELL?&nf;Fr. mat.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:13:44-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlk.",NA,"Pohl, JBE","Hb. Vindob1968",NA,NA,NA,"Southern America","Brazil",NA,NA,"Loco accuratius non indicato.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2010-08-16 16:41:23-03","GH","HU-HERB","GH 00050607","PreservedSpecimen","Plantae",NA,NA,"Sapindaceae","Allophylus","melanophloeus","Allophylus melanophloeus","Radlkofer",NA,"W. J. Burchell","4561",NA,NA,NA,"South America","Brazil","São Paulo",NA,NA,NA,NA,"Sheet",NA,NA,NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,"4561",NA,NA,"undetermined"
