"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","class","monthIdentified","dayIdentified","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber"
"35","2013-10-21 21:17:00-02","MO","MOBOT","100569283","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","G. A. Parada (USZ), 2013","G.A. Parada|Y. Inturias|M.T. Martinez|H. Fernandez","Parada-Gutierrez 5331","2013","2","1","South America","Bolivia","Santa Cruz","Vallegrande","A 32 km del camino entre Vallegrande-Postrervalle.","-63.94","-18.5447222","2644.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","13-19"
"36","2015-04-21 05:44:00-03","MO","MOBOT","100570841","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","G. A. Parada (USZ) 2013","Michael H. Nee|Ivan Linneo","Nee 56815","2009","11","15","South America","Bolivia","Santa Cruz","Vallegrande",NA,"-64.0341666","-18.6497222","2470.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"37","2015-01-05 09:45:00-02","MO","MOBOT","100768195","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","J. Pruski (MO)","C.G. Jordán|Israel G. Vargas C.","Jordán 285","2002","12","1","South America","Bolivia","Santa Cruz",NA,"Prov. Caballero. La Jara, Siberia. Camino a Laguna Brava. Borde de camino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"38","2020-10-22 15:33:00-03","MO","MOBOT","101230079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"Michael H. Nee","Nee 60769","2014","2","26","South America","Bolivia","Santa Cruz","Germán Busch","26 km al SW del centro de Puerto Suárez, Cerro Mutún, 7.5 km ENE (linea directa) de las oficinas y entrada de la empresa.","-57.8752778","-19.1913889","725.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"39","2012-03-27 17:57:00-03","MO","MOBOT","1517481","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"P. Saravia","Saravia 863",NA,NA,NA,"South America","Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1527288","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","J. Pruski","Michael H. Nee","Nee 46655",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-63.95","-18.10833","2100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2014-05-05 22:48:00-03","MO","MOBOT","1532899","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"Michael H. Nee","Nee 40346",NA,NA,NA,"South America","Bolivia","Santa Cruz","Vallegrande","Province of Vallegrande","-64.106944","-18.489722","2300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","1534400","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","H. Robinson (US)","Michael H. Nee","Nee 50645","1999","11","25","South America","Bolivia","Santa Cruz",NA,"Within the Flora de la Region del Parque Nacional Amboro, but above the 700 m contour","-64.53333","-17.85833","2320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2011-06-09 17:46:00-03","MO","MOBOT","1715993","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","H. Robinson '96","Israel G. Vargas C.","Vargas Caballero 880","1994","12","30","South America","Bolivia","Santa Cruz","Vallegrande","Tramo entre El Zapallar-Pujio. Ubicado a 15 km al S de Pucará (línea recta). vegetación arbustiva muy intervenida por ganadería y barbechos aislados.","-64.16666","-18.9","2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","1716002","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","H. Robinson '96","Israel G. Vargas C.|M. Toledo G.","Vargas Caballero 3070","1997","12","27","South America","Bolivia","Santa Cruz","Vallegrande","Comunidad de Chapas, 2-3 km al S de El Palmar. 10 km al E de la ciudad de Vallegrande, siguiendo el camino hacia Tierras Nuevas. vegetación arbustiva y pajonal de arbustos ralos como Bacchari spp., Berberis sp. y Myrica sp.","-63.95138","-18.53472","2500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1716013","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","H. Robinson '96","Israel G. Vargas C.|et al.","Vargas Caballero 3247",NA,NA,NA,"South America","Bolivia","Santa Cruz","Chiquitos","Cerro Mutún, 7 km al NE de la pista de aterrizaje del campamento minero (25 km al S de Puerto Suárez). Pequeños cerros (suelo ondulado), con afloramiento de piedra. Cerrado, árboles y arbustos ralos hasta 15 m de altura; laderas con hierbas principalmente gramíneas. Area con signo evidente de estar sometida a quemas periódicas.","-57.86861","-19.18444","730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1752098","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","Judith Caballero (USZ)","J. Caballero|et al.","Caballero 152","1999","12","21","South America","Bolivia","Chuquisaca","Hernando Siles","Localidad de Huacareta sobre el camino a San Juan Serrania Los Milagros. Bosque nublado alto, en piso inferior de la selva Tucumano Boliviano. Suelos franco arenoso.","-64.0075","-20.363611","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-12-10 05:33:00-02","MO","MOBOT","1908779","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.","N. Soria (FCQ)","Aurelio Schinini|Marita Dematteis|Reinilda Duré|Marizza Quintana","Schinini Cacace 35897","2002","3","6","South America","Paraguay","Amambay",NA,"27 km de P.J. Caballero. En campos cerrados","-55.91666","-22.35",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","3351724","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","asteriflorus","Lessingianthus asteriflorus","(Mart. ex DC.) H. Rob.",NA,"Miguelina Muñoz","Muñoz E. 138","1903","4","19","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","A 31 km de Comarapa de ida hacia Cochabamba, entrando el cruze Empalme. Presenta un bosque Pinar Yungueño.","-64.68444","-17.85138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
