"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","498428","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","26512","1971","02","25","Brazil","Paraná","Pitanga","Rio Bonito","-51.7614","-24.7572",NA,NA,NA,NA,"NY00498428","NY00498428_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401942' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","498417","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","H. O. Sleumer",NA,NA,NA,"L. B. Smith","10571","1957","02","01","Brazil","Santa Catarina","Campo Alegre","Upper fazenda of Ernesto Scheide, Campo Alegre","-49.2656","-26.1925",NA,NA,"900","1100","NY00498417","NY00498417_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401944' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1183689","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"J. Bordin","93","2005","01","21","Brazil","Rio Grande do Sul","Caxias do Sul","Campus da UCS","-51.1794","-29.1681",NA,NA,"780","780","NY01183689","NY01183689_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452274' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02450324","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto",NA,NA,NA,NA,"K. Kubitzki","84-19","1984","02","28","Brazil",NA,NA,"Serra da Mantiqueira, nahe Serra das Alguhas Negras.",NA,NA,NA,NA,"2200","2200","NY02450324","NY02450324_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2641503' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","498406","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1989","03","04","Brazil","Rio Grande do Sul",NA,"Conceiçao",NA,NA,NA,NA,"750","750","NY00498406","NY00498406_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401930' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","570590","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"S. Diesel","1205","1998","02","17","Brazil","Rio Grande do Sul",NA,"Sao Francisco de Paulo","-50.576516","-29.448498",NA,NA,NA,NA,"NY00570590","NY00570590_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401937' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","498437","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","F. Zapata",NA,NA,NA,"J. E. Leite","165","1941","01",NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"NY00498437","NY00498437_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413297' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","497197","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","H. O. Sleumer",NA,NA,NA,"A. F. C. P. Saint-Hilaire","2790bis","1816",NA,NA,"Brazil",NA,NA,"Province de Rio Grande",NA,NA,NA,NA,NA,NA,"NY00497197","NY00497197_01","[Collection number unclear - see label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401956' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","498420","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto",NA,NA,NA,NA,"E. Pereira","5559","1960","03","01","Brazil","Rio de Janeiro","Teresópolis","Terezópolis","-42.986352","-22.417353",NA,NA,"1300","1300","NY00498420","NY00498420_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401954' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","498402","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1989","01","18","Brazil","Rio Grande do Sul","Farroupilha","Sao Roque","-51.339909","-29.218747",NA,NA,"700","700","NY00498402","NY00498402_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401926' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1039825","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","F. Zapata",NA,NA,NA,"C. Gaudichaud-Beaupré","s.n.",NA,NA,NA,"Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"NY01039825","NY01039825_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1497320' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-29 12:26:00-03","NY","NYBG","498415","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida",NA,NA,NA,NA,NA,"G. Davidse","11058","1976","03","10","Brazil","Santa Catarina","Papanduva","5 km NE of Papanduva along Highway BR-116 to Curitiba","-50.1442","-26.3706",NA,NA,"780","780","NY00498415","NY00498415_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401955' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","776849","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","1319","2002","02","10","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Linha Sao","-50.5833","-29.4483",NA,NA,"830","830","NY00776849","NY00776849_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401938' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","498435","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","F. Zapata",NA,NA,NA,"K. Lems","s.n.","1964","03","19","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgaos near Theresopolis. Pedra do Sino, along trail between 1100 and 1700 m","-42.9656","-22.4122",NA,NA,"1100","1700","NY00498435","NY00498435_01","640519 [this number written in pencil on label] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413301' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1019508","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto",NA,NA,NA,NA,"L. Schumm","41","2005","04",NA,"Brazil","Minas Gerais","Bocaina de Minas","Parque Nacional do Itatiaia (Alto dos Brejos)","-44.3947","-22.1675",NA,NA,NA,NA,"NY01019508","NY01019508_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1285923' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2017-08-10 10:43:00-03","NY","NYBG","02450323","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida",NA,NA,NA,NA,NA,"Collector unspecified","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NY02450323","NY02450323_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2641502' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","497199","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","398","2000","01","07","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-50.890537","-29.219297",NA,NA,"780","780","NY00497199","NY00497199_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401936' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","498426","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","H. O. Sleumer",NA,NA,NA,"L. B. Smith","14948","1965","01","22","Brazil","Paraná","Irati","Riozinho da Cima, 9 km south of Irati","-50.87","-25.53",NA,NA,"800","800","NY00498426","NY00498426_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401939' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","498439","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","F. Zapata",NA,NA,NA,"F. Sellow","s.n.","1815",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00498439","NY00498439_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413303' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","498427","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","C. Kozera",NA,NA,NA,"V. A. de O. Dittrich","43","1996","01","16","Brazil","Paraná","Curitiba","Parque Barigui","-49.22","-25.37",NA,NA,NA,NA,"NY00498427","NY00498427_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401924' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","498408","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1992","02","10","Brazil","Rio Grande do Sul","Imigrante","Imigrante - linha Imhof","-51.7767","-29.3556",NA,NA,"350","350","NY00498408","NY00498408_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401932' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","497200","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","423","2000","01","24","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.5833","-29.4483",NA,NA,"830","830","NY00497200","NY00497200_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401935' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","498442","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","F. Zapata",NA,NA,NA,"M. de J. Robim","221","1985","02","26","Brazil","São Paulo","Campos do Jordao","Parque Estadual de Campos do Jordao, Instituto Florestal, trilha do rio Sapucaí","-45.59","-22.73",NA,NA,NA,NA,"NY00498442","NY00498442_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=413305' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","498401","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1988","11","09","Brazil","Rio Grande do Sul","Caxias do Sul","Ana Rech - Faxinal","-51.094927","-29.108528",NA,NA,"700","700","NY00498401","NY00498401_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401925' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1039820","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","F. Zapata",NA,NA,NA,"R. A. Wasum","423","2000","01","24","Brazil","Rio Grande do Sul","Sao Francisco de Paula","RS 235","-50.5833","-29.4483",NA,NA,"830","830","NY01039820","NY01039820_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1497313' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","778628","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"A. Kegler","1443","2003","01","31","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Cristina.","-51.167635","-29.308783",NA,NA,"150","150","NY00778628","NY00778628_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796515' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","498425","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","529","1966","03","06","Brazil","Paraná","Curitiba","Near Barigui","-49.2731","-25.4281",NA,NA,NA,NA,"NY00498425","NY00498425_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401941' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","498429","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","M. Colella",NA,NA,NA,"J. H. Kirkbride Jr.","1721","1972","04","16","Brazil","Rio de Janeiro","Rio de Janeiro","Base of Pedra do Sino, Serra dos Orgaos, E. do Rio de Janeiro","-43.031537","-22.461989",NA,NA,"2150","2150","NY00498429","NY00498429_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401922' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","498405","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"R. A. Wasum","s.n.","1995","01","18","Brazil","Rio Grande do Sul","Sao Francisco de Paula","Sao Francisco de Paula - Floresta Nacional I","-50.395632","-29.433343",NA,NA,"800","800","NY00498405","NY00498405_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401933' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","498404","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"J. Brinker","s.n.","1988","12","31","Brazil","Rio Grande do Sul","Sao Sebastiao do Caí","Sao Sebastiao do Caí","-51.3756","-29.5869",NA,NA,NA,NA,"NY00498404","NY00498404_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401928' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","498409","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","S. F. Smith",NA,NA,NA,"M. Rossato","10","1999","02","24","Brazil","Rio Grande do Sul","Jaquirana","Fazenda Rodeio Velho","-50.4386","-28.8875",NA,NA,"1000","1000","NY00498409","NY00498409_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401934' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 12:26:00-03","NY","NYBG","498419","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida",NA,NA,NA,NA,NA,"G. F. J. Pabst","7302","1963","02","24","Brazil","Rio de Janeiro","Petrópolis","Km 20 da Itaipava-Teresópolis","-43.1783","-22.505",NA,NA,"1300","1300","NY00498419","NY00498419_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401950' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","498416","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","H. O. Sleumer",NA,NA,NA,"R. Reitz","6002","1958","02","09","Brazil","Santa Catarina","Campo Alegre","Morro do Iquererim, Campo Alegre","-49.2656","-26.1925",NA,NA,"900","900","NY00498416","NY00498416_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401943' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2016-09-29 12:26:00-03","NY","NYBG","498418","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida",NA,NA,NA,NA,NA,"E. Pereira","7047","1962","03","06","Brazil","Rio de Janeiro","Itatiaia","Rio-Itatiaia-Planalto","-44.5631","-22.4961",NA,NA,"2200","2400","NY00498418","NY00498418_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401948' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","498423","PreservedSpecimen","Plantae","Escalloniaceae","Escallonia","bifida","Escallonia bifida","Link & Otto","H. O. Sleumer",NA,NA,NA,"E. L. Ekman","1947","1907","12","26","Argentina","Misiones",NA,"Posadas, Bonpland",NA,NA,NA,NA,NA,NA,"NY00498423",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=401947' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Escalloniales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
