"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","dayIdentified","coordinatePrecision","geoFlag","individualCount","preparationType","order","class"
"51","2021-03-04 15:42:04-03","IF","SPSF","51366","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","C.N. Fraga","2016","02","A. Maruyama & L. Cicco","303","2016","02","23","América do Sul","Brasil","SP","Campos do Jordão",NA,"-45.5425","-22.671944",NA,NA,"COLETA: Epífita em forófito de Moquiniastrum sp. com flores de coloração marrom e amarela.; GEOGRAFIA: Campo de altitude;",NA,"1431","1431",NA,"23",NA,NA,NA,NA,"Orchidales","Liliopsida"
"52","2021-03-04 15:42:04-03","IF","SPSF","51366","PreservedSpecimen","Plantae","Magnoliophyta","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn.) Luer","C.N. Fraga","2016","02","A. Maruyama & L. Cicco","303","2016","02","23","América do Sul","Brasil","SP","Campos do Jordão",NA,"-45.5425","-22.671944",NA,NA,"COLETA: Epífita em forófito de Moquiniastrum sp. com flores de coloração marrom e amarela.; GEOGRAFIA: Campo de altitude;",NA,"1431","1431",NA,"23",NA,NA,NA,NA,"Orchidales","Liliopsida"
"53","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Masdevallia","lilliputiana","Masdevallia lilliputiana","Cogn.",NA,NA,NA,"Edwall, G","s.n",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in sylvis supra arbores ad Campos de Bocaina prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0115",NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:11:59-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Orchidaceae","Masdevallia","lilliputiana","Masdevallia lilliputiana","Cogn.",NA,NA,NA,"Edwall, G","s.n?",NA,NA,NA,"Southern America","Brazil","São Paulo",NA,"Habitat in sylvis supra arbores ad Campos de Bocaina prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"P03P6N0115",NA,NA,NA,NA,NA,NA,NA
"55","2021-02-08 12:52:13-03","UFRGS","ICN","015007","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Dutra, J",NA,NA,"Dutra, J","1007","1927","12",NA,"América do Sul","Brasil","RS","São Leopoldo","Ferrabraz","-51.1472015380859","-29.7602996826172",NA,NA,"Mato no morro","ICN00039658",NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA
"56","2021-02-08 12:52:13-03","UFRGS","ICN","035292","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Waechter, JL","1985","08","Waechter, JL","633","1977","10","21","América do Sul","Brasil","RS","Torres","Faxinal (mato do Sr. Clemente)","-49.7268981933594","-29.3353004455566",NA,NA,"Epífita a mais ou menos 8 m de altura, flores verde-claras salpicadas de púrpura.; Sobre Matayba","ICN00039656",NA,NA,NA,"09","20837","auto",NA,NA,NA,NA
"57","2021-02-08 12:52:13-03","UFRGS","ICN","061649","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Waechter, JL","1985","08","Folz, Y","s.n.","1984","12","31","América do Sul","Brasil","RS","São Francisco de Paula","Padilha","-50.5835990905762","-29.4480991363525",NA,NA,"Epífito a cerca de 2 m de altura, flores esbranquiçadas com pintas purpúreas, labelo (lobo terminal) verde-claro, anteras purpúreas.; Em mata de encosta, mata úmida e sombreada","ICN00039655",NA,NA,NA,"09","76715","auto",NA,NA,NA,NA
"58","2021-02-08 12:52:13-03","UFRGS","ICN","043899","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Waechter, JL",NA,NA,"Waechter, JL","1138","1979","01","07","América do Sul","Brasil","SC",NA,"Praia Grande- Malacara",NA,NA,NA,NA,"Epifítica com sépalas beges e pintas purpúreas.","ICN00039657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:52:13-03","UFRGS","ICN","015007","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Dutra, J",NA,NA,"Dutra, J","1007","1927","12",NA,"América do Sul","Brasil","RS","São Leopoldo","Ferrabraz","-51.1472015380859","-29.7602996826172",NA,NA,"Mato no morro","ICN00039658",NA,NA,NA,NA,"10287","auto",NA,NA,NA,NA
"60","2021-02-08 12:52:13-03","UFRGS","ICN","035292","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Waechter, JL","1985","08","Waechter, JL","633","1977","10","21","América do Sul","Brasil","RS","Torres","Faxinal (mato do Sr. Clemente)","-49.7268981933594","-29.3353004455566",NA,NA,"Epífita a mais ou menos 8 m de altura, flores verde-claras salpicadas de púrpura.; Sobre Matayba","ICN00039656",NA,NA,NA,"09","20837","auto",NA,NA,NA,NA
"61","2021-02-08 12:52:13-03","UFRGS","ICN","061649","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Waechter, JL","1985","08","Folz, Y","s.n.","1984","12","31","América do Sul","Brasil","RS","São Francisco de Paula","Padilha","-50.5835990905762","-29.4480991363525",NA,NA,"Epífito a cerca de 2 m de altura, flores esbranquiçadas com pintas purpúreas, labelo (lobo terminal) verde-claro, anteras purpúreas.; Em mata de encosta, mata úmida e sombreada","ICN00039655",NA,NA,NA,"09","76715","auto",NA,NA,NA,NA
"62","2021-02-08 12:52:13-03","UFRGS","ICN","043899","S","Plantae","Monocotyledon","Orchidaceae","Dryadella","lilliputiana","Dryadella lilliputiana","(Cogn) Luer.","Waechter, JL",NA,NA,"Waechter, JL","1138","1979","01","07","América do Sul","Brasil","SC",NA,"Praia Grande- Malacara",NA,NA,NA,NA,"Epifítica com sépalas beges e pintas purpúreas.","ICN00039657",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 10:13:06-03","IBt","SP","50515","S","Plantae",NA,"Orchidaceae","Dryadella","liliputiana","Dryadella liliputiana","(Cogn.) Luer","Udulutsch, RG","2007","04","Orth, C","s.n.","1932","11","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"09","29946","auto",NA,NA,NA,NA
"64","2019-11-21 10:13:06-03","IBt","SP","401847","S","Plantae",NA,"Orchidaceae","Dryadella","liliputiana","Dryadella liliputiana","(Cogn.) Luer","Barros, F","2007","03","Barros, F","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina, Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 12733, florescendo em 19-XI-2004","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,"08","30784","auto",NA,NA,NA,NA
"65","2019-11-21 10:13:06-03","IBt","SP","50515","S","Plantae",NA,"Orchidaceae","Dryadella","liliputiana","Dryadella liliputiana","(Cogn.) Luer","Udulutsch, RG","2007","04","Orth, C","s.n.","1932","11","05",NA,"Brasil","Rio Grande do Sul","Porto Alegre","Morro da Glória","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,"09","29946","auto",NA,NA,NA,NA
"66","2019-11-21 10:13:06-03","IBt","SP","401847","S","Plantae",NA,"Orchidaceae","Dryadella","liliputiana","Dryadella liliputiana","(Cogn.) Luer","Barros, F","2007","03","Barros, F","s.n.",NA,NA,NA,NA,"Brasil","São Paulo","São José do Barreiro","Serra da Bocaina, Cultivada na Seção do Orquidário do Instituto de Botânica sob nº 12733, florescendo em 19-XI-2004","-44.5699996948242","-22.6399993896484",NA,NA,NA,NA,NA,NA,NA,"08","30784","auto",NA,NA,NA,NA
