"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","fieldNumber","individualCount","dayIdentified"
"11","2020-02-08 09:43:02-03","NBC","NL-BOTANY","U.1081573","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Fonsesca Vaz AMS da",NA,"1989","09","13","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081573 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081573","NL-U1081573",NA,NA,NA,NA,"Magnoliopsidae","U 0143907",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:43:02-03","NBC","NL-BOTANY","U.1081574","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Pessoa SVA",NA,"1986","11","25","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081574","NL-U1081574","Maas PJM",NA,NA,NA,"Magnoliopsidae","U 0143908",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:43:02-03","NBC","NL-BOTANY","U.1081575","PreservedSpecimen","Plantae",NA,"Magnoliales","Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Vieira CM; et al.",NA,"1989","04","03","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1081575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1081575","NL-U1081575","Maas PJM",NA,NA,NA,"Magnoliopsidae","U 0143909",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 10:59:15-03","ESALQ","ESA","83880","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Queiroz, L.P. et al.","1673.0","1987","06","22",NA,"Brasil","Bahia","Ituaçu",NA,"-41.2966995239258","-13.8133001327515",NA,NA,NA,"ESA083880",NA,"Lopes, J.C.",NA,NA,NA,NA,NA,"36625","auto",NA,NA,NA,NA,NA,NA
"15","2020-11-04 10:59:28-03","ESALQ","ESA","124664","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Annonaceae","Rollinia","xylopifolia","Rollinia xylopifolia",NA,"Vieira, C.M.","24.0","1905","06","11",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,NA,"ESA124664",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-31 13:35:11-03","MN","R","232725","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Uribbe, F.P. 303; Manhães, V.",NA,"2017","06","03",NA,"Brasil","Rio de Janeiro","Lidice",NA,NA,NA,NA,NA,NA,"R010045093,R010045094","R010045093 R010045094",NA,"44.164.380W","22.902.002S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-02-02 14:37:44-02","BGBM","B","B 10 0243116","S","Plantae",NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","R.E.Fr.","A. F. M. Glaziou","6079",NA,NA,NA,"Middle and South America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100243116 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100243116","B100243116",NA,NA,NA,NA,NA,NA,NA,NA,"syntype",NA,NA,NA,NA,NA
"18","2019-11-05 16:42:52-03","UFOP","OUPR","258","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Magalhães-Gomes, C.T.; Silveira, A.A.","s.n.","1896","10",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Passadez","-43.5080986022949","-20.2875003814697",NA,NA,"Frutex.",NA,NA,"Lobão, A.",NA,NA,NA,NA,NA,"44599","auto",NA,"2007","03",NA,NA,NA
"19","2019-11-05 16:42:52-03","UFOP","OUPR","2218","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Peron, M.V.","s.n.","1987","02","08",NA,"Brasil","Minas Gerais","Ouro Preto","Riacho Tripuí, Entre ALCAN e Tripuí","-43.5080986022949","-20.2875003814697",NA,NA,"Árvore de aproximadamente 4,0m. Heliófila. Somente com frutos.",NA,NA,"Lobão, A.",NA,NA,NA,NA,NA,"44599","auto",NA,"2007","03",NA,NA,NA
"20","2020-12-21 16:11:55-03","MBM","MBM","390884","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil. & Tul.","Dunaiski Jr.; A.","s.n.","2004","10","26","Southern America","Brazil","Paraná","Curitiba","Bairro Abranches","-49.2731018066406","-25.4277992248535",NA,NA,"Árvore de 4m, flores creme.","MBM390884","MBM390884","Cordeiro, J.; Barboza, E.",NA,NA,NA,NA,NA,"25180","auto",NA,"2012",NA,NA,NA,NA
"21","2020-12-21 16:11:55-03","MBM","MBM","390885","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil. & Tul.","Dunaiski Jr.; A.","1414","1999","10","30","Southern America","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore de 3m, flores creme.","MBM390885","MBM390885","Cordeiro, J.; Barboza, E.",NA,NA,NA,NA,NA,"12577","auto",NA,"2012",NA,NA,NA,NA
"22","2015-10-02 20:13:44-03","MNHN","RECOLNAT_MNHN_P","P00735009","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Glaziou, A.",NA,"1888","1","22",NA,"Brésil",NA,NA,"Rio de Janeiro: Alto Macahé , Nova Friburgo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735009' target='other'> <mi>dwc_moreinfo</mi></a>","P00735009","P00735009_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16691",NA,NA
"23","2015-10-02 20:12:56-03","MNHN","RECOLNAT_MNHN_P","P00735007","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Glaziou, A.",NA,"1882","1","2",NA,"Brésil",NA,NA,"Rio Janeiro : Nova Friburgo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735007' target='other'> <mi>dwc_moreinfo</mi></a>","P00735007","P00735007_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13509",NA,NA
"24","2015-09-30 23:18:07-03","MNHN","RECOLNAT_MNHN_P","P00735008","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Glaziou, A.",NA,"1882","1","2",NA,"Brésil",NA,NA,"Rio Janeiro : Nova Friburgo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735008' target='other'> <mi>dwc_moreinfo</mi></a>","P00735008","P00735008_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13509",NA,NA
"25","2015-10-02 20:14:08-03","MNHN","RECOLNAT_MNHN_P","P00735010","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Glaziou, A.",NA,"1888","1","22",NA,"Brésil",NA,NA,"Rio de Janeiro: Alto Macahé , Nova Friburgo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735010' target='other'> <mi>dwc_moreinfo</mi></a>","P00735010","P00735010_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16691",NA,NA
"26","2015-09-30 23:18:52-03","MNHN","RECOLNAT_MNHN_P","P00735011","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Glaziou, A.",NA,"1888","1","22",NA,"Brésil",NA,NA,"Rio de Janeiro: Alto Macahé , Nova Friburgo",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735011' target='other'> <mi>dwc_moreinfo</mi></a>","P00735011","P00735011_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16691",NA,NA
"27","2015-10-02 20:15:05-03","MNHN","RECOLNAT_MNHN_P","P00735012","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Glaziou, A.|Drognat, avec le Dr.",NA,"1872","12","8",NA,"Brésil",NA,NA,"rio de Janeiro. Tijuca",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735012' target='other'> <mi>dwc_moreinfo</mi></a>","P00735012","P00735012_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6079",NA,NA
"28","2015-10-02 20:15:17-03","MNHN","RECOLNAT_MNHN_P","P00735013","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Richard, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Montagne de Tijuca près Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735013' target='other'> <mi>dwc_moreinfo</mi></a>","P00735013","P00735013_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-10-03 00:59:18-03","MNHN","RECOLNAT_MNHN_P","P00735014","PreservedSpecimen",NA,NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A.St.-Hil. & Tul.) R.E.Fr.","Richard, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Montagne de Tijuca près Rio de Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00735014' target='other'> <mi>dwc_moreinfo</mi></a>","P00735014","P00735014_01","Maas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:31:30-03","UFMG","BHCB","147557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","Gasper, AL de; Bueno, ML; Kamino, LHY; Leal, BSS; Rezende, VL","2737","2011","03","20","Southern America","Brasil","Minas Gerais","Delfim Moreira","Estrada entre a Fazenda Boa Esperança e a Fazenda, Floresta Atlântica","-45.324722","-22.580278","1475",NA,"beira da estrada subarbustiva, flor cor: botão marrom",NA,NA,NA,"-45.324722","-22.580278","1475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2012-08-24 09:47:00-03","MO","MOBOT","3402478","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Dionisio","Dionisio 8665",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Morro de Jard. Bot.",NA,NA,NA,NA,NA,NA,NA,"G.E. Schatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2012-08-24 09:44:00-03","MO","MOBOT","3402745","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Gert G. Hatschbach","Hatschbach 45584","1982","10","10","South America","Brazil",NA,NA,"Serra da Mantiqueira (mun. Itamonte)",NA,NA,NA,NA,NA,NA,NA,"G.E. Schatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2012-08-24 09:44:00-03","MO","MOBOT","3402809","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Auguste F.M. Glaziou","Glaziou 6079","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G.E. Schatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2012-08-24 09:45:00-03","MO","MOBOT","3402896","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Auguste F.M. Glaziou","Glaziou 13509","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G.E. Schatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2012-08-24 09:46:00-03","MO","MOBOT","3402925","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Anonymous","Anonymous s.n.",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G.E. Schatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2012-08-24 09:46:00-03","MO","MOBOT","3402969","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A. St.-Hil.","Auguste F.M. Glaziou","Glaziou 16691","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G.E. Schatz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","19302",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","L. Kollmann; et al","5896","2003","01","14",NA,"Brasil","Espírito Santo","Santa Maria de Jetibá","Belém","-40.697222","-20.043333",NA,NA,"Arvoreto 4m. Flores verdes.","MBML019302","MBML019302","A. Lobão/Jan.2010","40W41'50","20S2'36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","24981",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","A. P. Fontana; et al","1383","2005","04","23",NA,"Brasil","Espírito Santo","Itaguaçu","Pedra do Caparaó","-40.981111","-19.741389",NA,NA,"Arbusto 1,5m, umbrófilo, frutos verdes.","MBML024981","MBML024981","A. Lobão/Jan.2010","40W58'52","19S44'29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","25127",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","A. P. Fontana; et al","1233","2005","03","26",NA,"Brasil","Espírito Santo","Castelo","P.E.Forno Grande, subida pela frente do mirante","-41.100556","-20.519167",NA,NA,"Arvoreto 3m, botões amarelos.","MBML025127","MBML025127","A. Lobão/Jan.2010","41W6'2","20S31'9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","37127",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","A. P. Fontana; et al","5369","2008","07","16",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.083611","-20.516111",NA,NA,NA,"MBML037127","MBML037127","A. Lobão/Jan.2010","41W5'1","20S30'58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","38930",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","L. Kollmann; A.M.Amorim & L.Daneu","11519","2009","04","09",NA,"Brasil","Espírito Santo","Castelo","Floresta Ombrófila Densa Montana.","-41.075","-20.5175",NA,NA,"Arvoreto 5m, flores amareladas, frutos esverdeados.","MBML038930","MBML038930","A. Lobão/Jan.2010","41W4'30","20S31'3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","39380",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","R. C. Forzza; P.H.Labiak & C.N.Fraga.","5352","2008","10","16",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Localidade Balança. Floresta Ombrófila Densa Altomontana alterada","-41.101667","-20.526944",NA,NA,"Arvoreta, ca. 4m alt. Folhas discolores. Brácteas involucrais verdes; flores alvas com anteras castanhas.","MBML039380","MBML039380","A. Lobão/Jan.2010","41W6'6","20S31'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","54262",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","T. Fernandes; F.R.M. Fraga & J.M.A. Braga","384","2018","10","22",NA,"Brasil","Espírito Santo","Castelo","Fazenda Santa Clara, estrada que corta a mata, nos arredores do PE Forno Grande","-41.066389","-20.506111","1100",NA,"Arvoreta 1,5m. Pouco ramificada. Folhas levemente discolores, frutos verde claros. Material prensado em álcool. Material adicional armazenado em sílica gel","MBML054262",NA,"T. Fernandes/X-2018","41W3'59","20S30'22","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","39513",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","A. M. Amorim","7797","2009","04","09",NA,"Brasil","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,"MBML039513","MBML039513_1 MBML039513_2","A. Lobão/Nov.2010",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA
"45","2020-07-10 09:43:14-03","MBML","MBML-HERBARIO","35719",NA,"Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","L. Kollmann; A.P. Fontana, C. Fraga & M. Simonelli","10285","2008","01","18",NA,"Brasil","Espírito Santo","Vargem Alta",NA,"-41.0069007873535","-20.6714000701904",NA,NA,"Arvoreto 6m. Flores verdes.","MBML035719","MBML035719","A. Lobão/Jan.2010",NA,NA,NA,NA,NA,"27188","auto",NA,NA,NA,NA,NA,NA
"46","2019-05-23 11:07:31-03","UFLA","ESAL","16220","S","Plantae",NA,NA,"Annonaceae","Rollinia","xylopiifolia","Rollinia xylopiifolia","(A St.-Hil) R. E. Fr.","Oliveira Filho, AT; et al.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Carrancas","Chapada das Perdizes","-44.6425018310547","-21.4874992370605","1",NA,"árvore; 5.00m; ;; floresta",NA,NA,"Oliveira Filho, AT",NA,NA,"1",NA,NA,"21143","auto",NA,NA,NA,NA,NA,NA
"47","2021-03-03 13:56:06-03","UFF","NIT","NIT179","PreservedSpecimen","Plantae",NA,NA,"Annonaceae","Annona","xylopiifolia","Annona xylopiifolia","A.St.-Hil. & Tul.","A. Lobão","1673","2011","09","23",NA,"Brasil","Rio de Janeiro","Teresópolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,"NIT00000179",NA,NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA
