"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","individualCount","class"
"20","2021-03-01 16:24:38-03","UNICAMP","UEC","97093","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.","Nakajima, J","Semir, J; Martins, E","35232","1994","05","04",NA,"Brazil","Minas Gerais","Brasil, Minas Gerais, Santana do Riacho, Antigo Km 138.",NA,NA,"Arbusto 1,50-1,70 m.Flores lavanda bem claro.; Próximo as pedras em campo arenoso.","UEC170072","UEC170072","Sanatana do Riacho",NA,NA,NA,NA,NA,"2019","07",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:24:38-03","UNICAMP","UEC","97093","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.","Nakajima, J","Semir, J; Martins, E","35232","1994","05","04",NA,"Brazil","Minas Gerais","Brasil, Minas Gerais, Santana do Riacho, Antigo Km 138.",NA,NA,"Arbusto 1,50-1,70 m.Flores lavanda bem claro.; Próximo as pedras em campo arenoso.","UEC170072","UEC170072","Sanatana do Riacho",NA,NA,NA,NA,NA,"2019","07",NA,NA,NA,NA,NA,NA
"22","2021-03-01 16:24:38-03","UNICAMP","UEC","98941","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.","Semir, J","Semir, J; Stehmann, JR","31573","1994","05","10",NA,"Brazil","Minas Gerais","Retiro das Pedras. Serra da Moeda.","1470",NA,"Ca. 1,5m altura.; Campo de canga.","UEC125749","UEC125749","Brumadinho","-44.1996994018555","-20.1432991027832",NA,NA,"1470","2005",NA,"26639","auto",NA,NA,NA,NA
"23","2021-03-01 16:24:38-03","UNICAMP","UEC","178922","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.","Semir, J","Monge, M","1395","2013","02","18",NA,"Brazil","Minas Gerais","Estrada para Conselheiro da Mata, depois do km 185.",NA,NA,"Subarbusto, 1m, flores lilases.","UEC132006","UEC132006","Diamantina","-43.6002998352051","-18.2493991851807",NA,NA,NA,"2017","03","101169","auto",NA,NA,NA,NA
"24","2021-03-01 16:24:38-03","UNICAMP","UEC","23057","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.","Semir, J","Leitão Filho, HF; Shepherd, GJ; Martins, FR; et al.","11994","1980","12","10",NA,"Brazil","Minas Gerais",NA,NA,NA,"Arbusto até 2m, em frutificação.; Campo rupestre.","UEC125750","UEC125750","Lavras","-44.999698638916","-21.2453002929688",NA,NA,NA,"2005",NA,"20044","auto",NA,NA,NA,NA
"25","2021-03-01 16:24:38-03","UNICAMP","UEC","111819","S","Plantae","Magnoliopsida",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","Sch.Bip.","Semir, J","Romero, R; Nakajima, JN","627","1994","02","20",NA,"Brazil","Minas Gerais","Colina próximo a sede administrativa, lado esquerdo da estrada, PARNA Serra da Canastra.",NA,NA,"Subarbusto, ca. 1,5m. Brácteas involucrais lanosas. Corola, estilete e anteras lilás. Filetes brancos.; Campo rupestre.","UEC125740","UEC125740","São Roque de Minas","-46.3657989501953","-20.2453002929688",NA,NA,NA,"2005",NA,"57119","auto",NA,NA,NA,NA
"26","2019-11-05 16:45:09-03","UFOP","OUPR","20600","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Messias, M.C.T.B.","Ataíde, E.S.","66","2007","06","28",NA,"Brasil","Minas Gerais","Antônio Pereira, Samarco - Alegria 7",NA,NA,"Arbusto. +/- 2,0m. Campo ferruginoso.",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2008","11","44599","auto","23",NA,NA,NA
"27","2019-11-05 16:45:09-03","UFOP","OUPR","20632","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Messias, M.C.T.B.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1697","2007","12","12",NA,"Brasil","Minas Gerais","Serra de Antônio Pereira, Samarco",NA,NA,"Em campo rupestre. Arbusto de 2m. Em início de floração. Flores roxas. Folhas discolores",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2007","12","44599","auto","12",NA,NA,NA
"28","2019-11-05 16:45:09-03","UFOP","OUPR","20939","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Messias, M.C.T.B.","Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1496","2007","10","14",NA,"Brasil","Minas Gerais","Serra de Antônio Pereira, Samarco",NA,NA,"Em campo rupestre. Arbusto 2m. Flores roxas",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,"2007","11","44599","auto","23",NA,NA,NA
"29","2019-11-05 16:45:09-03","UFOP","OUPR","20940","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.",NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","1494","2007","11","23",NA,"Brasil","Minas Gerais","Serra de Antônio Pereira, Samarco",NA,NA,"Em campo rupestre. Arbusto 2m. Flores roxas",NA,NA,"Ouro Preto","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,NA
"30","2021-03-21 19:32:55-03","UFC","EAC","62592","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Lychnophora","syncephala","Lychnophora syncephala","(Sch.Bip.) Sch.Bip.","Roque, N.","Roque, N.; Guedes, M.L.; Gandara, A.; Campos, L.","4288a","2014","08","05","Southern America","Brasil","Bahia","Serra Geral, Pedra Preta",NA,NA,"Arbusto, ca. de 1,5 m de altura, folhas discolores, brácteas castanhas, papus estraíneo.; Cerrado.","EAC0062592","EAC0062592","Licínio de Almeida","-42.546667","-14.752778","-42.546667","-14.752778",NA,"2014","12",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:32:53-03","UFMG","BHCB","100364","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Matos, EC de; Soares, LA; Vasconcelos, MF de; Oliveira, PG; Rodrigues, SP; Caldas, W","s.n.","2006","04","27","Southern America","Brasil","Minas Gerais","Serra da Moeda","1431",NA,"Campo rupestre. Crescendo sobre quartzito.","BHCB051721",NA,"Moeda","-43.933333","-20.3","-43.933333","-20.3","1431","2011",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:32:53-03","UFMG","BHCB","112432","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","975","2007","09","08","Southern America","Brasil","Minas Gerais","Marinho da Serra, C2.","1540",NA,"Plantas do Brasil.; Fendas e depressões. Afloramento de canga.","BHCB025547",NA,"Moeda","-43.9375","-20.3325","-43.9375","-20.3325","1540","2015","06",NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:32:53-03","UFMG","BHCB","118503","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","2005","2008","01","17","Southern America","Brasil","Minas Gerais","Parque Estadual do Rola Moça, C2. Coordenadas indicadas na exsicata como: 20.0241°S e 44.0200°W.","1430",NA,"Plantas do Brasil.; Fendas e depressões na rocha. Afloramento de canga.","BHCB025543",NA,"Nova Lima","-44.033333","-20.044722","-44.033333","-20.044722","1430","2015","06",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:32:53-03","UFMG","BHCB","106888","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Teles, AM; Fonseca, F; Alves, R","432","2007","04","26","Southern America","Brasil","Minas Gerais","Serra da Moeda, Marinho da Serra.","1455",NA,"Plantas do Brasil.; Arvoreta, ca. 2m. Capítulos com flores lilás.; Campo rupestre quartzítico.","BHCB025548",NA,"Moeda","-43.939722","-20.324722","-43.939722","-20.324722","1455","2015","06",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:32:53-03","UFMG","BHCB","110341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","78","2006","03","22","Southern America","Brasil","Minas Gerais","Marinho da Serra, C1.","1544",NA,"Plantas do Brasil.; Fendas e depressões na rocha. Afloramento de canga.","BHCB025545",NA,"Moeda","-43.938056","-20.348333","-43.938056","-20.348333","1544","2015","06",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:32:53-03","UFMG","BHCB","118502","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","1745","2008","01","10","Southern America","Brasil","Minas Gerais","Chapada de Canga, Coordenadas indicadas na exsicata como: 20.0814°S e 43.2419°W.","910",NA,"Plantas do Brasil.; Fendas e depressões na rocha. Afloramento de canga.","BHCB025544",NA,"Catas Altas","-43.405278","-20.1375","-43.405278","-20.1375","910","2015","06",NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:32:53-03","UFMG","BHCB","118504","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","2310","2008","02","10","Southern America","Brasil","Minas Gerais","Serra de Gandarela, C1. Coordenadas indicadas na exsicata como: 20.0537°S e 43.4059°W.","1624",NA,"Plantas do Brasil.; Fendas e depressões na rocha. Afloramento de canga.","BHCB025542",NA,"Rio Acima","-43.683056","-20.093889","-43.683056","-20.093889","1624","2015","06",NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:32:53-03","UFMG","BHCB","129172","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Arruda, LJ; dos Santos, LMM","321","2008","01","10","Southern America","Brasil","Minas Gerais","Mina do Pico, Cava do Sapecado.","1515",NA,"Flores rosa-arroxeadas.; Campo rupestre laterítico.","BHCB025549",NA,"Itabirito","-43.879764","-20.255969","-43.879764","-20.255969","1515","2015","06",NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:32:53-03","UFMG","BHCB","132969","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","3807","2008","12","06","Southern America","Brasil","Minas Gerais","Chapada de Canga","910",NA,"Fendas e depressões na rocha. Afloramento de canga.","BHCB025577",NA,"Catas Altas","-43.405278","-20.137361","-43.405278","-20.137361","910","2015","06",NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:32:53-03","UFMG","BHCB","133012","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","4596","2009","05","03","Southern America","Brasil","Minas Gerais","Serra Água Limpa, QTZ.","1390",NA,"Afloramento de quartzito.","BHCB025576",NA,"Rio Acima","-43.701389","-20.104472","-43.701389","-20.104472","1390","2015","06",NA,NA,NA,NA,NA,NA
"41","2020-12-11 11:32:53-03","UFMG","BHCB","149427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Carmo, FF","5391","2011","01","30","Southern America","Brasil","Minas Gerais","Marinho da Serra, QTZ.","1450",NA,"Afloramento de quartzito.","BHCB025550",NA,"Moeda","-43.94","-20.324444","-43.94","-20.324444","1450","2015","06",NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:32:53-03","UFMG","BHCB","151559","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Mota, RC da","s.n.","2011","07","19","Southern America","Brasil","Minas Gerais","Mina de Fábrica Nova, Ampliação da mina de Fábrica Nova.",NA,NA,"Arbusto.; Campo Rupestre Ferruginoso.","BHCB025541",NA,"Mariana","-43.434444","-20.196389","-43.434444","-20.196389",NA,"2015","06",NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:32:53-03","UFMG","BHCB","155648","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Giorni, VT","s.n.","2010","08","13","Southern America","Brasil","Minas Gerais","Samarco - Complexo do Germano.","1002",NA,"Arbóreo.; Campo Rupestre sobre Canga.","BHCB025540",NA,"Mariana","-43.469444","-20.230278","-43.469444","-20.230278","1002","2015","06",NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:32:53-03","UFMG","BHCB","164286","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Vidal, CV; Mansur, T; Paula, RL de","1141","2011","08","10","Southern America","Brasil","Minas Gerais","Serra do Baú",NA,NA,"Subarbustivo.; Campo rupestre sobre formção ferrífera.","BHCB025633",NA,"Santa Bárbara","-43.5925","-20.038333","-43.5925","-20.038333",NA,"2015","11",NA,NA,NA,NA,NA,NA
"45","2020-12-11 11:32:53-03","UFMG","BHCB","165519","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2529","2013","02","07","Southern America","Brasil","Minas Gerais","Mina do Baú","1134",NA,"Projeto Lacunas do Conhecimento.; Arbusto, frutos secos.; Campo Rupestre Ferruginoso Arbustivo. Litotipo: Canga: fragmento de rocha cimentados por limonita.","BHCB025551",NA,"Barão de Cocais","-43.5775","-20.018333","-43.5775","-20.018333","1134","2015","06",NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:32:53-03","UFMG","BHCB","165577","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Souza, FS; Tomich, S","2222","2013","01","16","Southern America","Brasil","Minas Gerais","Mina Capitão do Mato","1527",NA,"Projeto Lacunas do Conhecimento.; Arbusto, flores passadas.; Campo Rupestre Ferruginoso Aberto. Litotipo: Corpos de minério de hematita.","BHCB025659",NA,"Nova Lima","-43.954167","-20.0975","-43.954167","-20.0975","1527","2015","06",NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:32:53-03","UFMG","BHCB","165738","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","syncephalus","Eremanthus syncephalus","(Sch.Bip.) Loeuille, Semir & Pirani",NA,"Souza, FS; Tomich, S; Miranda, E; Machado, TM","2027","2013","01","16","Southern America","Brasil","Minas Gerais","Mina Capitão do Mato, Morro da Antena.","1404",NA,"Projeto Lacunas do Conhecimento.; Arbusto, frutos secos.; Campo Rupestre Ferruginoso Arbustivo. Litotipo: Itabirito com lentes de hematita compacta e pulverulenta.","BHCB025552",NA,"Nova Lima","-43.960556","-20.09","-43.960556","-20.09","1404","2015","06",NA,NA,NA,NA,NA,NA
