"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","fieldNumber","individualCount","class","relatedCatalogItem"
"12","2021-03-15 16:37:00-03","NY","NYBG","680015","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","A. Lourteig","H. S. Irwin","19052","1968","01","23","South America","Brazil","Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680015","NY00680015_01","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","680016","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","A. Lourteig","H. S. Irwin","19052","1968","01","23","South America","Brazil","Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=855397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00680016","NY00680016_01","Cocalzinho de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","470604","PreservedSpecimen","Plantae","Magnoliophyta","Oxalidales","Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","A. Lourteig","H. S. Irwin","21010","1968","03","02","South America","Brazil","Minas Gerais","Ca. 25km N.E. of Brasília.","-47.87","-15.7","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00470604","NY00470604_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:46:31-03","EAO","IAN","135265","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Lourteig, A","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13981","1966","03","15","Southern America","Brasil","Distrito Federal","Wooded rocky talus, córrego Landim, ca. 25km N. of Brasília.",NA,NA,"950","950",NA,"Erect herb ca. 35cm tall. Corolla yellow.","IAN135265",NA,NA,NA,NA,"1968",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:43:14-03","EAO","IAN","41850","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"IAN041850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:22:10-03","UFBA","ALCB","70032","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Guedes, ML; Costa, MA","Costa, MA","208","2006","04","16","Southern America","Brasil","Bahia","Recôncavo Sul","-39.6","-13.016667",NA,NA,NA,"erva de ca 30,0cm. Flores alvas.",NA,NA,"Amargosa",NA,NA,"2006","05","-39.6","-13.016667",NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:22:10-03","UFBA","ALCB","121998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Costa-Lima, JL","Costa-Lima, JL; Lourenço, AR; Pereira, LA; Chagas, M","752","2012","07","19","Southern America","Brasil","Pernambuco","RPPN Frei Caneca, mata em frente ao alojamento.","-35.844722","-84.433333","760","760",NA,"Herbáceo ereto no interior da mata, ca. 60cm alt. Folíolos membranáceos, levemente discolores, verde-claros, face superior às vezes variegada em tons verdes. Flores amarelas, fauce alaranjada. Frutos maduros verdes.","ALCB007445","ALCB007445","Jaqueira",NA,NA,"2012","07","-35.844722","-84.433333",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:22:10-03","UFBA","ALCB","63934","PreservedSpecimen","Plantae","Dicotyledon",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Harley, RM; Giulietti, AM","53699","1999","04","02","Southern America","Brasil","Bahia","Piemonte da Diamantina, Serra da Jaqueira, na subida da Fazenda do Japonês","-40.5","-11.35",NA,NA,NA,"Até 25,0cm de altura. Folhas verde-escuro na face superior com uma faixa esbranquiçada perto da nervura primária, avermelhada na face inferior. Sépalas verde-avermelhado, pétalas amareladas.; Com áreas derrubadas para cultivo, riacho,","ALCB036742","ALCB036742","Jacobina",NA,NA,NA,NA,"-40.5","-11.35",NA,NA,NA,NA,NA,NA
"20","2020-11-04 12:17:54-03","ESALQ","ESA","64873","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Fiaschi, P.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23725.0","2000","02","22",NA,"Brasil","Espírito Santo","Parque Nacional do Caparaó. Mata ciliar do Rio Norte.","-417.353",NA,"1110","1110",NA,"Erva; flores amarelas","ESA064873","ESA064873","Alegre",NA,NA,"2013",NA,"-417,353","-20,445,833",NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:37:31-03","UNICAMP","UEC","90777","S","Plantae","Magnoliopsida",NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Fiaschi, P","Moreira, JLA; Koch, I","26","1995","04","05",NA,"Brazil","São Paulo","Estrada da Fazenda Boa Vista","-45.033333","-22.483333",NA,NA,NA,"Floresta em grota. Erva de 30cm alt.; flores amarelas.","UEC109214","UEC109214","Cruzeiro",NA,NA,"2011","03","-45.033333","-22.483333",NA,NA,NA,NA,NA,NA
"22","2020-04-22 16:22:47-03","UFPB","JPB","64341","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A. St. Hill","Luna, NK","Luna, NK; Bazante, ML; Zelenski, A; Coutinho, TS; Silva, FP","110","2015","08","26","Southern America","Brasil","Pernambuco","RPPN Frei Caneca, floresta Atlântica submontana, Mata do Jasmin,borda e interior de mata.","-35.83","-8.715556",NA,NA,NA,"Erva 0,30 cm alt., folhas discolores, flores amarelas, botões esverdeados; HABITAT: Mata Atlântica; DESC: Erva 0,30 cm alt., folhas discolores, flores amarelas, botões esverdeados",NA,NA,"Jaqueira",NA,NA,NA,NA,"-35.83","-8.715556",NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:39:06-03","MBM","MBM","422982","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A. St.-Hil.","Barboza, E.","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3532","2019","04","10","Southern America","Brazil","Espírito Santo","arredores","-41.203611","-20.357222","782","782",NA,"ERva; flor rósea.; Floresta Ombrófila Densa Submontana, estágio inicial.","MBM422982",NA,"Venda Nova do Imigrante",NA,NA,"2019","06","-41.203611","-20.357222","26",NA,NA,NA,NA,NA
"24","2020-12-21 16:39:06-03","MBM","MBM","65260","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A. St.-Hil.","Lourteig, A.","Irwin, H.S.; et al.; et al.","31838",NA,NA,NA,"Southern America","Brazil","Goiás","3km S of São João da Aliança",NA,NA,NA,NA,NA,NA,"MBM065260","MBM065260","São João da Aliança",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:39:06-03","MBM","MBM","94332","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A. St.-Hil.","Lourteig, A.","Hatschbach, G.","47683",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Rod. BR-262","-41.4131011962891","-20.4641990661621",NA,NA,NA,NA,"MBM094332","MBM094332","Muniz Freire","30072","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:39:06-03","MBM","MBM","25228","PreservedSpecimen","Plantae",NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A. St.-Hil.","Lourteig, A.","Hatschbach, G.; Ahumada, L.Z.; Ahumada, L.Z.","31458",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Vale Verde","-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"MBM025228","MBM025228","Caparaó","15056","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-11-07 06:14:05-02","MNHN","RECOLNAT_MNHN_P","P02440391","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Bois humides et ombragés au sommet de la Serra Negra",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440391' target='other'> <mi>dwc_moreinfo</mi></a>","P02440391","P02440391_01",NA,NA,NA,NA,NA,NA,NA,NA,"holotype","D 151",NA,NA,NA
"28","2015-11-07 06:14:07-02","MNHN","RECOLNAT_MNHN_P","P02440392","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Saint-Hilaire","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Bois humides et ombragés au sommet de la Serra Negra",NA,NA,NA,NA,"hb","Dedit A. de Saint-Hilaire <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440392' target='other'> <mi>dwc_moreinfo</mi></a>","P02440392","P02440392_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","D 151",NA,NA,NA
"29","2016-01-12 03:11:44-02","MNHN","RECOLNAT_MNHN_P","P02440393","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,"Bois humides et ombragés au sommet de la Serra Negra",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02440393' target='other'> <mi>dwc_moreinfo</mi></a>","P02440393","P02440393_01",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","D 151",NA,NA,NA
"30","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554446","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Occhioni, P.",NA,"1947","3","8",NA,"Brasil","Rio de Janeiro","Parque Nacional Itatiaia. E. do Rio",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554446' target='other'> <mi>dwc_moreinfo</mi></a>","P05554446","P05554446_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"881",NA,NA,NA
"31","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554449","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Irwin, H.S.|Smith, G.L.|Harley, R.M.",NA,"1971","3","15",NA,"Brasil","Goiás","Serra Geral do Paraná. Ca. 3 km S of São João da Aliança",NA,NA,"850",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554449' target='other'> <mi>dwc_moreinfo</mi></a>","P05554449","P05554449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"31838",NA,NA,NA
"32","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554451","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Claussen",NA,"1838","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"hb","4 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554451' target='other'> <mi>dwc_moreinfo</mi></a>","P05554451","P05554451_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"370",NA,NA,NA
"33","2015-09-05 10:12:09-03","MNHN","RECOLNAT_MNHN_P","P05554455","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Anderson, W.R.",NA,"1973","3","23",NA,"Brasil","Goiás","Serra Geral do Paraná. 3 km by road S of São João da Aliança",NA,NA,"1040",NA,"hb","Prélévement Pollen pour Miss L. Dreyer (Kew) M. Malplanche 1994 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554455' target='other'> <mi>dwc_moreinfo</mi></a>","P05554455","P05554455_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7780",NA,NA,NA
"34","2015-09-05 10:12:09-03","MNHN","RECOLNAT_MNHN_P","P05554456","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Dawson, E.Y.",NA,"1956","6","21",NA,"Brasil","Goiás","Region of the southern Serra Dourada at W. Long. Surrounding the Ribeirão Cristalino, 34 km East of Formoso","-48.83333","-13.75",NA,NA,"hb","Prélément Pollen pour Miss L. Dreyer/Kew. M. Malplanche 1994 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554456' target='other'> <mi>dwc_moreinfo</mi></a>","P05554456","P05554456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15017",NA,NA,NA
"35","2015-09-05 10:23:18-03","MNHN","RECOLNAT_MNHN_P","P05554594","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Regnell, A.",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554594' target='other'> <mi>dwc_moreinfo</mi></a>","P05554594","P05554594_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1566",NA,NA,NA
"36","2015-09-05 10:23:19-03","MNHN","RECOLNAT_MNHN_P","P05554595","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Pires, J.M.|Silva, N.T.|Souza, R.",NA,"1963","4","24",NA,"Brasil",NA,"Zona do Calcáreo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554595' target='other'> <mi>dwc_moreinfo</mi></a>","P05554595","P05554595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"9314",NA,NA,NA
"37","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554438","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Glaziou, A.",NA,"1875","2","18",NA,"Brasil","Rio de Janeiro","São João da Barra, près Campos",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554438' target='other'> <mi>dwc_moreinfo</mi></a>","P05554438","P05554438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10447",NA,NA,NA
"38","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554440","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Heringer, E.P.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Hôrto Florestal de Paraopeba",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554440' target='other'> <mi>dwc_moreinfo</mi></a>","P05554440","P05554440_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5859",NA,NA,NA
"39","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554443","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Irwin, H.S.",NA,"1968","1","23",NA,"Brasil",NA,"Serra dos Pirineus. 75km N. of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão.",NA,NA,"700",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554443' target='other'> <mi>dwc_moreinfo</mi></a>","P05554443","P05554443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"19052",NA,NA,NA
"40","2015-09-05 10:12:08-03","MNHN","RECOLNAT_MNHN_P","P05554444","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Irwin, H.S.|Wasshausen, D.C.|Maxwell, H.",NA,"1968","1","20",NA,"Brasil","Goiás","70 km N of Corumbá de Goiás on road to Niquelândia, in valley of Rio Maranhão",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554444' target='other'> <mi>dwc_moreinfo</mi></a>","P05554444","P05554444_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"18884",NA,NA,NA
"41","2015-09-05 10:23:19-03","MNHN","RECOLNAT_MNHN_P","P05554598","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Veralúcia, E.|Graziele",NA,"1968","1","26",NA,"Brasil","Goiás","Descida da Serra Dourada",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554598' target='other'> <mi>dwc_moreinfo</mi></a>","P05554598","P05554598_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-04-29 17:13:30-03","MNHN","RECOLNAT_MNHN_P","P05554600","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.",NA,"Ule, E.",NA,"1893","1","1",NA,"Brasil",NA,"Perto de Mossamedes, Goyaz",NA,NA,NA,NA,"hb","Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554600' target='other'> <mi>dwc_moreinfo</mi></a>","P05554600","P05554600_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"431",NA,NA,NA
"43","2015-09-05 10:23:19-03","MNHN","RECOLNAT_MNHN_P","P05554601","PreservedSpecimen",NA,NA,NA,"Oxalidaceae","Oxalis","umbraticola","Oxalis umbraticola","A.St.-Hil.","Lourteig","Sampaio, A.|Freire|Peckolte|Costa, Oswaldo",NA,"1933","12","19",NA,"Brésil","Rio de Janeiro","Brasil. Distrito Federal, Camorin",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05554601' target='other'> <mi>dwc_moreinfo</mi></a>","P05554601","P05554601_01 P05554601_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
