"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","typeStatus","verbatimLongitude","verbatimLatitude","minimumDepthInMeters","maximumDepthInMeters","individualCount","relatedCatalogItem"
"11","2020-02-08 09:10:12-03","NBC","NL-BOTANY","WAG.1876795","PreservedSpecimen","Plantae","Leguminosae-Mim.","Mimosa","balduinii","Mimosa balduinii","Hatschbach GG; Barbosa E",NA,"1994","04","16","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1876795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1876795",NA,"Fabales","Burkart",NA,NA,NA,"Fortaleza (mun. Cambara do Sul) Rio Grande do Sul.",NA,NA,"NL-WAG1876795",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:09:59-03","ESALQ","ESA","16072","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G. et al.","600000.0","1994","04","16",NA,"Brasil",NA,NA,NA,"ESA016072","Magnoliophyta",NA,"Burk.",NA,"Rio Grande do Sul","Cambará",NA,NA,NA,NA,NA,NA,NA,NA,"1994","01",NA,"01",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:29:49-03","IAP","PACA-AGP","36179","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","balduinii","Mimosa balduinii","Rambo, B.",NA,"1948","02",NA,NA,"Brasil",NA,NA,"VULNERÁVEL&nf;ISOTYPUS. Habitat: ad silvam nebularem in rupestribus Fenofase: flor nondum evoluto","PACA036179","Magnoliophyta","Fagales","Burkart","A. Burkart","RS","Cambará do Sul","Serra da Pedra","-50.1446990966797","-29.0478000640869","PACA036179",NA,NA,"30776","auto","1954","08","Magnoliatae","13","Isotipo",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:29:49-03","IAP","PACA-AGP","71060","PreservedSpecimen","Plantae","Mimosaceae","Mimosa","balduinii","Mimosa balduinii","Sehnem, A.","10989","1970","05","02",NA,"Brasil",NA,NA,"VULNERÁVEL&nf;TOPOTYPUS. Habitat: ad declivium Hábito: arbustiva","PACA071060","Magnoliophyta","Fagales","Burkart","A. Sehnem","RS","Cambará do Sul","Fortaleza, Aparados","-50.1446990966797","-29.0478000640869","PACA071060","1000","1000","30776","auto","1970",NA,"Magnoliatae",NA,"Topotipo",NA,NA,NA,NA,NA,NA
"15","2020-02-27 16:43:55-03","UFSC","CTBS","236","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Iganci, João Ricardo Vieira; Pennington, T. & Heiden, Gustavo","691","2010","08","17",NA,"Brasil",NA,"ICN: 172306","Arbusto com ca. 2,5m, com flores brancas em inflorescência alongadas, frutos jovens, verdes, muito pilosos e maduro do tipo folículo com replum.",NA,NA,NA,"Burkart","Simon, M.","Rio Grande do Sul","Cambará do Sul","PARNA Serra Geral, cânion Fortaleza, na margem do cânion.","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:14:17-03","UNICAMP","UEC","75918","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G; Hatschbach, M","60609","1994","04","16",NA,"Brazil",NA,NA,"Arbusto, 2 m.; corola verde pálido, filetes e anteras alvescentes.",NA,"Magnoliopsida",NA,"Burkart","Hatschbach, G","Rio Grande do Sul","Cambará do Sul","Fortaleza, Borda dos peraus.","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-01-17 11:25:26-02","PUCRS","MPUC","21234","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii",NA,NA,"1985","04","20","South America","Brasil",NA,NA,"Em campo",NA,NA,"Fabales","Burkart","S.F. Smith","RS","Cambará do Sul","Fortaleza","-50.1444444","-29.0477778",NA,NA,NA,NA,NA,"1985","11","Magnoliopsida","01",NA,"-50.1444444000","-29.0477778000","1050","1050","1",NA
"18","2020-10-14 10:01:40-03","FURB","FURB","1820","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M.",NA,"1999","09","01",NA,"Brasil",NA,NA,NA,"FURB01751",NA,NA,"Burkart","Silveira, F.S.","Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados.","-50.1446990966797","-29.0478000640869","FURB01751",NA,NA,"30776","auto","2015","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-16 17:52:11-03","UCS","HUCS","721","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Dal Pont, V.","s.n.","1985","04","20",NA,"Brasil",NA,NA,"arbusto no campo",NA,"Angiospermae","Fabales","Burkart","Smith, S.F.","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,"1050","1050","30776","auto","1985","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-16 17:52:11-03","UCS","HUCS","10765","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.A.","s.n.","1995","09","03",NA,"Brasil",NA,NA,"junto á estrada , Morales, M. 2013 INTA",NA,"Angiospermae","Fabales","Burkart","Ribas, O.S.","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,"1200","1200","30776","auto","2008","05",NA,"15",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-16 17:52:11-03","UCS","HUCS","738","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Dal Pont, V.","s.n.","1985","04","20",NA,"Brasil",NA,NA,"arbusto no campo",NA,"Angiospermae","Fabales","Burkart","Smith, S.F.","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,"1050","1050","30776","auto","1985","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-16 17:52:11-03","UCS","HUCS","25819","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Marchett, F.","262","2005","05","28",NA,"Brasil",NA,NA,"orla da mata",NA,"Angiospermae","Fabales","Burkart","Ribas, O.S.","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","2008","05",NA,"09",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-16 17:52:11-03","UCS","HUCS","2194","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.A.","s.n.","1986","10","25",NA,"Brasil",NA,NA,NA,NA,"Angiospermae","Fabales","Burkart","Barneby, R.C.","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:52:11-03","UCS","HUCS","8562","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.A.","s.n.","1992","06","18",NA,"Brasil",NA,NA,"em beira do caminho",NA,"Angiospermae","Fabales","Burkart","Barneby, R.C.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,"1100","1100","30776","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:52:11-03","UCS","HUCS","716","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.A.","s.n.","1985","04","20",NA,"Brasil",NA,NA,"arbusto no campo",NA,"Angiospermae","Fabales","Burkart","Smith, S.F.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","1985","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:52:11-03","UCS","HUCS","12156","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.A.","s.n.","1997","08","16",NA,"Brasil",NA,NA,"em beira do caminho",NA,"Angiospermae","Fabales","Burkart","Smith, S.F.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,"1100","1100","30776","auto","1999","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-25 12:12:00-03","UFSM","SMDB","6990","S","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Marchiori, JNC","s.n.","1999","07","25",NA,"Brasil",NA,NA,NA,"SMDB006990",NA,NA,"Burkart","Marchiori, JNC","Rio Grande do Sul","Fortaleza Canyon","Parque Nacional dos Aparados da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:27:09-03","MBM","MBM","315147","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M.","s.n.","1999","09",NA,"Southern America","Brazil",NA,NA,"Arbusto, 1,-12m.; Campo rupestre.","MBM315147",NA,NA,"Burkart","Sobral, M.","Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados","-50.006389","-29.072778",NA,NA,NA,NA,NA,"1999","09",NA,NA,NA,"-50.006389","-29.072778",NA,NA,NA,NA
"29","2020-12-21 16:27:09-03","MBM","MBM","252173","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M.","8849","1999","09",NA,"Southern America","Brazil",NA,NA,"Arb. 1-2 m.; Região dos campos rupestres e mata ombrófila densa altomontana (mata nebular). Em campo rupestre.","MBM252173",NA,NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:27:09-03","MBM","MBM","235275","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.","s.n.","1997","08","16","Southern America","Brazil",NA,NA,"Arbusto.; Beira de caminho.","MBM235275",NA,NA,"Burkart","Smith, S.F.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","MBM235275",NA,NA,"30776","auto","1999","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:27:09-03","MBM","MBM","216365","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Sobral, M.","8358","1997","04",NA,"Southern America","Brazil",NA,NA,"Arvoreta 2-4 m; flores amarelo-claras, com forte odor de fezes.; Região de mata nebular-mata ombrófila mista, beira de capão e campo sujo.","MBM216365",NA,NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Fortaleza dos Aparados","-50.1446990966797","-29.0478000640869","MBM216365",NA,NA,"30776","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:27:09-03","MBM","MBM","407905","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.","s.n.","1995","09","03","Southern America","Brazil",NA,NA,"Junto à estrada.","MBM407905",NA,NA,"Burkart","Ribas, O.S.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","MBM407905","1200","1200","30776","auto","2008","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:27:09-03","MBM","MBM","158986","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Wasum, R.","8562","1992","06","18","Southern America","Brazil",NA,NA,"Arbusto.; Beira do caminho.","MBM158986",NA,NA,"Burkart","Barneby, R.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","MBM158986",NA,NA,"30776","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:27:09-03","MBM","MBM","407913","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Marchett, F.","262","2005","05","28","Southern America","Brazil",NA,NA,"Na orla da mata.","MBM407913",NA,NA,"Burkart","Ribas, O.S.","Rio Grande do Sul","Cambará do Sul","Próximo à Fortaleza","-50.1446990966797","-29.0478000640869","MBM407913","1000","1000","30776","auto","2008","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:27:09-03","MBM","MBM","347828","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Silva, J.M.; Cordeiro, J.; Poliquesi, C.B.; Vaz, J.; Cordeiro, J.; Poliquesi, C.B.; Vaz, J.","7375","2008","11","19","Southern America","Brazil",NA,NA,"Volúvel, flor vinosa. Araucarieto; Arbusto, 3m, fruto imaturo.; Campo de altitude.","MBM347828",NA,NA,"Burkart","Morales, M.","Rio Grande do Sul","Cambará do Sul","Cânion Fortaleza","-50.1446990966797","-29.0478000640869","MBM347828",NA,NA,"30776","auto","2014","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:27:09-03","MBM","MBM","167256","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","60609","1994","04","16","Southern America","Brazil",NA,NA,"Arbusto, 2m; corola verde pálido, filetes e anteras alvescentes.; Da borda dos peraus.","MBM167256",NA,NA,"Burkart","Hatschbach, G.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,"1500","1500","30776","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-11 17:19:02-03","UFPR","UPCB","27576","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G.","60609","1994","04","16",NA,"Brasil",NA,NA,"Arbusto, 2m, corola verde pálido, filetes e anteras alvescentes. Borda dos peraus..",NA,NA,NA,"Burkart","Hatschbach, G.","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869",NA,"1500","1500","30776","auto","1994","01",NA,"01",NA,NA,NA,NA,NA,NA,NA
"38","2020-04-28 15:54:00-03","MO","MOBOT","101191475","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Balduino Rambo","Rambo 36179","1948","2","6","South America","Brazil",NA,NA,NA,NA,NA,NA,"Burkart",NA,"Rio Grande do Sul","Cambará do Sul","Cambará, Serra da Pedra, juseta praecipitia Aparados.","-50.1446990966797","-29.0478000640869",NA,"1000.00000000",NA,"30776","auto",NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,"1",NA
"39","2009-08-21 21:06:00-03","MO","MOBOT","2915803","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Ronaldo Wasum|et al.","Wasum 8562","1992","6","18","South America","Brazil",NA,NA,NA,NA,NA,NA,"Burkart","R. Barneby em","Rio Grande do Sul",NA,"Cambará do Sul-Fortaleza.",NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2009-08-21 21:06:00-03","MO","MOBOT","2915836","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Ronaldo Wasum|et al.","Wasum 12156","1997","8","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Burkart","Stephen F. Smith, em","Rio Grande do Sul",NA,"Cambará do Sul-Fortaleza.",NA,NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2009-12-04 15:26:00-02","MO","MOBOT","2915983","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Gert G. Hatschbach|Maria M. Hatschbach|E.L. Barbosa","Hatschbach 60609","1994","4","16","South America","Brazil",NA,NA,NA,NA,NA,NA,"Burkart","G. Hatschbach","Rio Grande do Sul",NA,"Fortaleza (mun. Cambará do Sul).",NA,NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-02-06 22:29:00-02","MO","MOBOT","2919601","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Ronaldo Wasum|et al.","Wasum 2194","1986","10","25","South America","Brazil",NA,NA,NA,NA,NA,NA,"Burkart","Rupert C. Barneby em","Rio Grande do Sul",NA,"Cambará de Sul-Fortaleza.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-03-29 10:41:24-03","UFSM","HDCF","5420","S","Plantae","Fabaceae","Mimosa","balduini","Mimosa balduini","Scipioni, M. C.",NA,"2004","11","28","América","Brasil",NA,NA,"Presença de frutos",NA,NA,NA,"Burk.","Marchiori, J. N. C.","Rio Grande do Sul","Cambará","Parque Nacional dos Aparados da Serra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","3036908","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","R. Wasum & et al.","716","1985","4","20","South America","Brazil",NA,NA,NA,"US02205177",NA,"Rosales","Burkart",NA,"Rio Grande do Sul",NA,"RS - Fortaleza - Cambara do Sul",NA,NA,"US02205177_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"45","2020-09-12 05:00:02-03","US","US","3367538","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","R. Wasum & et al.","12156","1997","8","16","South America","Brazil",NA,NA,NA,"US02205176",NA,"Rosales","Burkart",NA,"Rio Grande do Sul",NA,"RS - Cambara do Sul - Fortaleza",NA,NA,"US02205176_01","1100",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"46","2020-09-12 05:00:02-03","US","US","3074323","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","R. Wasum & et al.","2194","1986","10","25","South America","Brazil",NA,NA,NA,"US02205175",NA,"Rosales","Burkart",NA,"Rio Grande do Sul",NA,"RS - Cambara do Sul - Fortaleza",NA,NA,"US02205175_01",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"47","2020-09-12 05:00:02-03","US","US","3036907","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","V. Dal Pont & et al.","738","1985","4","20","South America","Brazil",NA,NA,NA,"US02205174",NA,"Rosales","Burkart",NA,"Rio Grande do Sul",NA,"RS - Fortaleza - Cambara do Sul",NA,NA,"US02205174_01","1050",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"48","2020-09-02 16:29:01-03","Cenargen","CEN","79146","PreservedSpecimen","Plantae","Fabaceae Mimosoideae","Mimosa","balduinii","Mimosa balduinii","João Ricardo Vieira Iganci","691","2010","08","17",NA,"Brasil","Exsicatas",NA,"Inflorescências alongadas, frutos jovens verdes, muito pilosos, quando maduros são do tipo folículo, com replum persistente. Doação.","CEN00079146",NA,NA,"Burkart","M. Simon","RS","CAMBARA DO SUL","PARNA Serra Geral, cânion Fortaleza, na margem do cânion.","-50.1446990966797","-29.0478000640869","CEN00079146",NA,NA,"30776","auto","2011","05",NA,NA,NA,NA,NA,NA,NA,"2",NA
"49","2019-12-09 17:29:57-03","UFPR","EFC","11321","PreservedSpecimen","Plantae","Fabaceae","Mimosa","balduinii","Mimosa balduinii","Saueressig, D.; Henke, J.M.","1576","2011","10","19",NA,"Brasil",NA,NA,"Árvore de 5 metros de altura, coletada em um capão __COMMOM_NAME__: bracatinga-de-espinho","EFC011321",NA,NA,"Burkart","Sobral, M.","Rio Grande do Sul","Cambará do Sul","coletada num capão próximo ao Canion Fortaleza","-49.98","-29.0711",NA,NA,NA,NA,NA,"2011","11",NA,"30",NA,"-49.9800","-29.0711",NA,NA,NA,NA
"50","2019-11-13 11:22:39-03","USP","SPF","109226","PreservedSpecimen","Plantae","Leguminosae","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G","60609","1994","04","16",NA,"Brasil",NA,NA,NA,"SPF00109226",NA,NA,"Burkart","Hatschbach, G","Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,NA,"30776","auto","1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-05-08 11:10:35-03","UEFS","HUEFS","18421","PreservedSpecimen","Plantae","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","balduinii","Mimosa balduinii","Hatschbach, G.","60609","1994","04","16",NA,"Brasil",NA,NA,NA,"HUEFS0018421","Angiospermae","Fabales","Burkart",NA,"Rio Grande do Sul","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869","HUEFS0018421","1500","1500","30776","auto",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
