"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","minimumElevationInMeters","maximumElevationInMeters","typeStatus"
"15","2020-08-10 11:15:23-03","UFSM","SMDB","18105","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Essi, L; D#?#Ávila, B; Schaefer, J; Teixeira, A","1093","2017","04","26",NA,"Brasil","Rio Grande do Sul","Santa Maria","Campo no distrito de Santo Antão, a norte da Pedra","-53.867889","-29.629639",NA,"Arbusto. Coordenadas aproximadas: Citada em relatório SISBIO, projeto 31307","SMDB018105",NA,NA,"Essi, L","2017","04","26",NA,NA,NA,"-53.867889","-29.629639",NA,NA,NA,NA
"16","2020-08-10 11:15:23-03","UFSM","SMDB","16040","S","Plantae",NA,NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Schaefer, J","s.n.","2015","03","25",NA,"Brasil","Rio Grande do Sul","Santa Maria","distrito de Santo Antão, Morro Pedra do Lagarto","-53.874608","-29.629564",NA,"Coordenadas: S 29° 37' 46,43, W 53° 52' 28,59. Alt. 226. Material testemunho de Trabalho de Conclusão de Curso - Ciências Biológicas. Aluna: Juliana Schaefer. Orientadora: Liliana Essi.","SMDB016040",NA,NA,"Schaefer, J",NA,NA,NA,NA,NA,NA,"-53.874608","-29.629564",NA,NA,NA,NA
"17","2019-04-02 09:30:44-03","URICER","HPBR","741","S","Plantae",NA,NA,"Asteraceae","Moquinia","mollissima","Moquinia mollissima","M.","BELINI,C.",NA,"1985","11","05",NA,"Brasil","RS","São José",NA,NA,NA,NA,"Altura de 6 metros.","HPBR000741",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"18","2021-02-08 12:36:46-03","UFRGS","ICN","177631","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Freitas, KA","24","2013","04","22","América do Sul","Brasil","RS","Porto Alegre","Lami, Cantagalo","-51.010556","-30.201944",NA,"Aprox. 60cm, população com no máximo 10 indivíduos, com polinizadores; Em afloramento rochoso",NA,NA,NA,"Freitas, KA","2014","05","01",NA,NA,NA,"-51.010556","-30.201944",NA,NA,NA,NA
"19","2021-02-08 12:36:46-03","UFRGS","ICN","177632","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Freitas, KA","89","2014","03","08","América do Sul","Brasil","RS","Porto Alegre","Lami, Cantagalo","-51.012222","-30.206111",NA,"Em flor; Afloramento rochoso",NA,NA,NA,"Freitas, KA","2014","05","01",NA,NA,NA,"-51.012222","-30.206111",NA,NA,NA,NA
"20","2021-02-08 12:36:46-03","UFRGS","ICN","177633","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Freitas, KA","100","2014","03","08","América do Sul","Brasil","RS","Porto Alegre","Lami, Cantagalo","-51.012222","-30.206111",NA,"Em flor; Afloramento rochoso",NA,NA,NA,"Freitas, KA","2014","05","01",NA,NA,NA,"-51.012222","-30.206111",NA,NA,NA,NA
"21","2021-02-08 12:36:46-03","UFRGS","ICN","177634","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Freitas, KA","101","2014","03","08","América do Sul","Brasil","RS","Porto Alegre","Lami, Cantagalo","-51.012222","-30.206111",NA,"Em flor; Afloramento rochoso",NA,NA,NA,"Freitas, KA","2014","05","01",NA,NA,NA,"-51.012222","-30.206111",NA,NA,NA,NA
"22","2021-02-08 12:36:46-03","UFRGS","ICN","177635","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Pasini, E","1001","2014","01","16","América do Sul","Brasil","RS","Viamão","Estrada para Banhado dos Pachecos","-50.788333","-29.995556",NA,NA,NA,NA,NA,"Freitas, KA","2014","05","01",NA,NA,NA,"-50.788333","-29.995556",NA,NA,NA,NA
"23","2021-02-08 12:36:46-03","UFRGS","ICN","187166","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Coelho, GP; Mello, AS; Castro, JB; Lôbo, CCG","GPC101","2016","05","11","América do Sul","Brasil","RS","Porto Alegre","Morro São Pedro","-51.101111","-30.181111",NA,"Subarbusto até 1,5m; com poucos frutos",NA,NA,NA,"Mello, AS","2016","05","11",NA,NA,NA,"-51.101111","-30.181111",NA,"50","50",NA
"24","2021-02-08 12:36:46-03","UFRGS","ICN","183566","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Mondin, CA; Bohnen, L","3218","2008","04","11","América do Sul","Brasil","RS","Porto Alegre","no Canta Galo","-51.2299995422363","-30.0331001281738",NA,"arbusto com ca. 50 cm altura; na encosta do morro, em campo",NA,NA,NA,"Freitas, KA","2014","09",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-02-08 12:36:46-03","UFRGS","ICN","183565","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Mondin, CA; Bohnen, L","3217","2008","03","20","América do Sul","Brasil","RS","Porto Alegre","no Canta Galo","-51.2299995422363","-30.0331001281738",NA,"arbusto com ca. 50 cm altura; na encosta do morro, em campo",NA,NA,NA,"Freitas, KA","2014","09",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-02-08 12:36:46-03","UFRGS","ICN","199920","S","Plantae","Dicotyledon",NA,"Asteraceae","Moquiniastrum","mollissimum","Moquiniastrum mollissimum","(Malme) G. Sancho","Furquim, FF","s.n.","2018","01","13","América do Sul","Brasil","RS","Santiago","Fazenda São Lorenzo","-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,NA,"Schaefer, J; Christ, AL","2019","01","30","56006","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-22 16:22:57-03","FEPAGRO","BLA","15398","PreservedSpecimen","Plantae","Spermatophyta",NA,"Asteraceae","Gochnatia","mollissima","Gochnatia mollissima","(Malme) Cabrera","O. R. Camargo",NA,"1956","03","10",NA,"Brasil","Rio Grande do Sul","Santa Maria","Est. Exp. Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Habitat: No campo seco","BLA015398",NA,NA,"C. Mondin","1994","05","01","37819","auto",NA,NA,NA,NA,"200","200",NA
"28","2014-09-23 10:56:52-03","G","G","G00223912","S","Plantae",NA,NA,"Asteraceae","Gochnatia","mollissima","Gochnatia mollissima","(Malme) Cabrera","Malme, G. O. A.","648",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,"Coordinate uncertainty: Precision at the level of country Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=218918&base=img&lang=en","G00223912","G00223912",NA,"?",NA,NA,NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"TYPUS of Moquinia mollissima Malme"
