"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","typeStatus","sex"
"20","2020-09-23 10:38:39-03","E","E","151982","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Harley, R.M.","16551","1974","02","28","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00151982",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:160246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:38:39-03","E","E","151981","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Harley, R.M.","19215","1977","03","01","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00151981",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:160247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:38:39-03","E","E","151973","PreservedSpecimen","Plantae","Cyperaceae","Pycreus","polystachyos","Pycreus polystachyos",NA,NA,NA,NA,NA,"Reineck, E.M.",NA,NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00151973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00151973",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:160255",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","668427","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"B. Bruderreck","292","1988","04","10","Bolivia","Santa Cruz","José Miguel de Velasco","San Ignacio 26 km hacia SE, comunidad 'Paraiso', pampa pequeña con muchos arbustos, humeda.",NA,NA,NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719937' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668427",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01174597","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","s.n.","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174597","NY01174597_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","622560","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"H. Luederwaldt","9361","1910","11",NA,"Brazil","São Paulo",NA,"Alto da Serra, S. Paulo.",NA,NA,NA,NA,NA,NA,"Ex.Herv.do Museu Paulista n°1704. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622560","NY00622560_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-10-19 09:35:00-02","NY","NYBG","668428","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens",NA,"G. Davidse",NA,NA,NA,"G. Davidse","19818","1981","12","01","Venezuela","Anzoátegui",NA,"Distrito Freites: Burro trail between San Durrial and Los Pajaritos, 30 airline km ENE of Bergantín and N of Mundo Nuevo.",NA,NA,NA,NA,"1200","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668428",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00919002","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"G. G. Hatschbach","31226","1973","02","04","Brazil","Minas Gerais","Três Corações","Rod. 3 Corações - S. Tomé das Letras.","-45.2531","-21.6969",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919002","NY00919002_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00919004","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"W. R. Anderson","9523","1973","04","30","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","-51.81666667","-17.0566",NA,NA,"860","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995157' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919004","NY00919004_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","684378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"W. W. Thomas","12833","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684378","NY00684378_01","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00919003","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"W. R. Anderson","9523","1973","04","30","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","-51.81666667","-17.0566",NA,NA,"860","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=995156' target='other'> <mi>dwc_moreinfo</mi></a>","NY00919003","NY00919003_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","306333","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"M. H. Nee","48950","1998","04","11","Bolivia","Santa Cruz","Florida","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","-63.92","-18.1",NA,NA,"1700","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306333",NA,"South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","636608","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"R. M. Harley","15510","1974","01","25","Brazil","Bahia",NA,"About 2 km. N. of the town of Rio de Contas in flood plain of the Rio Brumado. Serra do Rio de Contas.","-41.83","-13.58",NA,NA,"980","980","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636608","NY00636608_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01174596","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","s.n.","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174596","NY01174596_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","622559","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","G. C. Tucker",NA,NA,NA,"K. Mizoguchi","368","1978","02","07","Brazil","São Paulo","Itanhaém","Gaibota, on sandy soil by road side.","-46.834771","-24.201377",NA,NA,NA,NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622559","NY00622559_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01174579","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.","H. T. O'Neill",NA,NA,NA,"A. Goeldi","s.n.","1913",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1396049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01174579","NY01174579_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","622561","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"B. J. Pickel","2449","1933","06","28","Brazil","Pernambuco",NA,"In a swamp, Tapera.","-35.18","-8.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622561","NY00622561_01","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","668430","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","24352","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.4583015441895","-13.7974996566772",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553329' target='other'> <mi>dwc_moreinfo</mi></a>","NY00668430","NY00668430_01","South America","sheet",NA,"Magnoliophyta","Poales","piceus","92497","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","637182","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"G. Davidse","10577","1976","02","25","Brazil","Minas Gerais",NA,"8 km NE of Cambui.","-46.058189","-22.61045",NA,NA,"910","910","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637182","NY00637182_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","637184","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"S. G. Beck","6722","1981","03","22","Bolivia","Santa Cruz","Andrés Ibáñez","Santa Cruz ca. 18 kms. hacia el SE, pasando refineria petrolífera.",NA,NA,NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637184",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","636607","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"B. D. Sucre","4256","1968","12","07","Brazil","Rio de Janeiro",NA,"Mata do Judeu, Petrópolis.","-43.18","-22.5",NA,NA,"700","700","Jardim Botâncio do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636607","NY00636607_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","636609","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"S. A. Mori","12273","1979","07","19","Brazil","Bahia",NA,"Livramento do Brumado. Km 5 da Rodovia Liv. do Brumado/Rio de Contas.","-41.82","-13.63",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636609","NY00636609_01","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","637185","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens","L.",NA,NA,NA,NA,"J. Araque Molina","19Ch095","1949","01","22","Colombia","Chocó",NA,"En montañas ricas con suelos ricos en un lugar denominado El - Diez y Seis.",NA,NA,NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=719928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637185",NA,"South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00925605","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"H. S. Irwin","24352","1969","03","14","Brazil","Goiás","Cavalcante","Ca. 40 km north of Veadeiros. Chapada dos Veadeiros.","-47.51669","-13.75517",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1000180' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925605","NY00925605_01","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","684378","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"W. W. Thomas","12833","2002","03","10","Brazil","Bahia","Morro do Chapéu","Cachoeira de Ferro Doido, 29.1 km E of Morro do Chapéu on road to Mundo Novo","-41.001517","-11.625",NA,NA,"920","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200510' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684378","NY00684378_01","South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","306333","PreservedSpecimen","Plantae","Cyperaceae","Cyperus","flavescens","Cyperus flavescens piceus","(Liebm.) Fernald","G. C. Tucker",NA,NA,NA,"M. H. Nee","48950","1998","04","11","Bolivia","Santa Cruz","Florida","Valley along small stream (Quebrada Yunga), along road from Mairana to Yunga de Mairana, 11.8 km (by road), 5 km (by air) NE from the main square at Mairana.","-63.92","-18.1",NA,NA,"1700","1700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=553330' target='other'> <mi>dwc_moreinfo</mi></a>","NY00306333",NA,"South America","sheet",NA,"Magnoliophyta","Poales","piceus",NA,NA,NA,NA,NA,NA,NA,NA,NA
