"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","occurrenceRemarks","phylum","order","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet"
"308","2015-03-07 08:34:35-03","F","FMNH-SEEDPLANTS","V0170643F","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0170643F","V0170643F_01",NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"309","2015-03-07 08:34:35-03","F","FMNH-SEEDPLANTS","V0170644F","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa",NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0170644F","V0170644F_01",NA,NA,NA,NA,NA,"Spermatophyta",NA,"South America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"310","2019-04-11 14:23:12-03","IAC","IAC","19639","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees","J.B. Baitello","H.M. Souza","s/nº","1967","10","10","Brasil","São Paulo","Ribeirão Preto","-47.8103","-21.1775","-47.8103","-21.1775",NA,NA,NA,NA,"1998","03","26","IAC, Estação Experimental","identificação confirmada por P. Moraes em 05/11/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2019-04-11 14:23:12-03","IAC","IAC","31434","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees","J.B. Baitello","L.C. Bernacci","153",NA,NA,NA,"Brasil","São Paulo","Bauru","-49.0606","-22.3147","-49.0606","-22.3147",NA,NA,NA,NA,"1998","03","26",NA,"identificação confirmada por P. Moraes em 05/11/2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2019-01-25 15:41:54-02","IAC","IAC","3306","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees","J.B. Baitello","C.M. Franco","s/nº","1938","12","18","Brasil","São Paulo","Campinas","-47.169767","-22.922308","-47.169767","-22.922308",NA,NA,NA,NA,"1998","03","26","Fazenda Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2019-04-11 14:23:12-03","IAC","IAC","5188","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","J.B. Baitello","G.P. Viégas","s/nº","1939","10","30","Brasil","São Paulo","Campinas","-47.169767","-22.922308","-47.169767","-22.922308",NA,NA,NA,NA,"1998","03","26","Fazenda Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2019-04-11 14:23:12-03","IAC","IAC","53591","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","V.C. Souza","V.C. Souza; K. Yamamoto; J.R. Stehmann & J.H.A. Dutilh","4725","1993","09","27","Brasil","São Paulo","Itararé","-49.3317","-24.1125","-49.3317","-24.1125",NA,NA,NA,NA,"1996","05","11","Fazenda Espinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2020-07-23 12:09:46-03","CEPLAC","CEPEC","146241","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa",NA,"A. Uhlmann","A. C. Cervi","3212","1990","10","22","Brasil","Paraná","JAGUARAÍVA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sem informação.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2020-11-04 17:29:16-03","UEM","HUEM","6899","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Souza, VC","Barreto, KD; Fernandes, GD; F.X.Vitti","1363","1993","10","06","Brasil","São Paulo","Itirapina","-47.78775","-22.165278","-47.78775","-22.165278",NA,NA,"HUEM000005104","HUEM000005104",NA,NA,NA,"Rodovia Washington Luiz, brejo","Arbusto, 1,50m de altura; borda de mata; floração; sádia; tronco liso; sem látex; flor botão verde; fruto ausente.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2021-03-10 11:38:43-03","UNILA","EVB","1957","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Gonzatti, F.","Gonzatti, F.","955","2013","11","05","Brasil","Rio Grande do Sul","Torres","-49.766111","-29.357778","49º45'58''W","29º21'28''S","800","800","EVB001957","EVB001957",NA,NA,NA,"Arredores de Itapeva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2016-08-23 11:00:33-03","NHMLondon","NHM-LONDON-BOT","BM001009296","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees",NA,"Friedrich Sellow; b.1789; d.1831; Sellow","s.n.",NA,NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/27e823508366682271ba86ac10899b67b44d3dcc/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Laurales",NA,NA,"Isotype",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:566231",NA
"319","2020-11-12 17:00:47-03","UEL","FUEL","44608","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","Cotarelli, VM; Francisco, EM","378","2008","11","07","Brasil","Paraná","Mauá da Serra","-51.15","-23.883333","-51.15","-23.883333",NA,NA,"FUEL003436",NA,"2009","05","11","Mata do Pinhão",NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2020-11-12 17:00:47-03","UEL","FUEL","14000","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Baitello, JB","Tamashiro, JY; et al.","1311","1981","10","28","Brasil","Minas Gerais","Poços de Caldas","-46.564722","-21.838889","-46.564722","-21.838889",NA,NA,"FUEL003437",NA,"1999","10","14","Capoeira da Mata do Campo do Saco",NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2020-11-12 17:00:47-03","UEL","FUEL","34088","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, PLR","Gonzatti, F","590","2012","01","23","Brasil","Rio Grande do Sul","Cidreira","-50.236667","-30.047222","-50.236667","-30.047222","10","10","FUEL003435",NA,"2014","08","30","Lagoa da Tapera",NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2020-11-12 17:00:47-03","UEL","FUEL","44050","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","Estevan, DA; et al.","1125","2005","07","27","Brasil","Paraná","Ventania","-50.308417","-24.143083","-50.308417","-24.143083",NA,NA,"FUEL003439",NA,"2009","05","11","Fazenda Califórnia de Henrique Sato",NA,"Tracheophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2020-11-12 17:00:47-03","UEL","FUEL","34609","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","K.L.V.R. de Sá; et al.","480","2003","02","13","Brasil","Paraná","São Jerônimo da Serra","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"FUEL003438",NA,"2009","05","11","Reserva Indígena São Jerônimo",NA,"Tracheophyta","Laurales",NA,NA,NA,"30511","auto",NA,NA,NA,NA,NA
"324","2020-11-12 17:00:47-03","UEL","FUEL","42698","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","Francisco, EM","43","1999","12","15","Brasil","Paraná","Tamarana","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,"FUEL003440",NA,"2009","05","11","Fazenda Prata",NA,"Tracheophyta","Laurales",NA,NA,NA,"23681","auto",NA,NA,NA,NA,NA
"325","2019-11-01 15:02:03-03","UnB","UB","92611","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Kopp, LE","Irwin, HS","21813","1969","01","12","Brasil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27km ao SW de Diamantina",NA,"Dicotyledoneae",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2019-11-01 15:02:03-03","UnB","UB","133363","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Krieger, PL","10862","1971","10","30","Brasil","Minas Gerais","Entre Rios de Minas","-44.065601348877","-20.6707992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fazenda da Pedra Branca","Flor amarela.; Árvore.; Mata de brejo","Dicotyledoneae",NA,"Southern America",NA,NA,"20620","auto",NA,NA,NA,NA,NA
"327","2019-11-01 15:02:03-03","UnB","UB","133364","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Werff, HVD","Silva, JM","1400","1994","09","01","Brasil","Paraná ","Bocaiúva do Sul","-49.1150016784668","-25.2061004638672",NA,NA,NA,NA,NA,NA,"1995",NA,NA,"Estrada para o Parque das Lauráceas, Rio Capivari","Frutos esverdeados.; Árvore 10m..; Mata pluvial","Dicotyledoneae",NA,"Southern America",NA,NA,"61623","auto",NA,NA,NA,NA,NA
"328","2019-11-01 15:02:03-03","UnB","UB","133360","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, PLR","Hoehne, W","816","1941","11","13","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,"2010","06",NA,"Campo de Congonhas","Arbusto.","Dicotyledoneae",NA,"Southern America",NA,NA,"53584","auto",NA,NA,NA,NA,NA
"329","2019-10-03 10:03:49-03","UFSCar","SORO","1409","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Ness & Mart.",NA,NA,"158",NA,NA,NA,"Brasil","São Paulo","Sorocaba","-47.4500007629395","-23.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Campus da Universidade Federal de São Carlos",NA,NA,NA,NA,NA,NA,"17154","auto",NA,NA,NA,NA,NA
"330","2019-05-06 11:58:27-03","UFU","HUFU","754","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Baitello, J.B.","Schiavini, I.","75","1986","10","31","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"1988","06","06","Estação Ecológica do Panga","Arbusto, ca. 2 m. Flor amarela-esverdeada.; Campo úmido.",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"331","2019-05-06 11:58:27-03","UFU","HUFU","935","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Baitello, J.B.","Araújo, G.M.","209","1986","12","19","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,NA,"1988","06","06","Estação Ecológica do Panga","Árvore, ca. 6 m. Frutos.; Mata mesofitica.",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"332","2019-05-06 11:58:27-03","UFU","HUFU","4791","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Nakajima, J.N.; Romero, R.","132","1993","10","27","Brasil","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,"HUFU00012534","HUFU00012534",NA,NA,NA,"Fazenda Experimental do Glória","Árvore, ca. 5 m. Botões florais creme.; Borda da mata de galeria.",NA,NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA
"333","2020-08-20 14:57:05-03","UFSC","FLOR","21750","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Falkenberg, D.B.","1897","1984","11","17","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"FLOR0021750","FLOR0021750 FLOR0021750_01","2013","04","23","Atrás do posto ESSO, junto à BR 101, próximo do posto do Polícia Rodoviária Federal.","arbusto, flor com, 2,5m altura Habitat: restinga, tipo butiazal",NA,"Laurales",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"334","2020-08-20 14:57:05-03","UFSC","FLOR","9530","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Falkenberg, D.B.","2971","1985","10","27","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"FLOR0009530","FLOR0009530 FLOR0009530_01","2013","04","23","Estrada camping à Lagoa Itapeva.","arbusto, 3m altura Habitat: capoeira, restinga",NA,"Laurales",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"335","2020-08-20 14:57:05-03","UFSC","FLOR","21421","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Falkenberg, D.B.","1830","1984","11","15","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"FLOR0021421","FLOR0021421 FLOR0021421_01","2017","03","14","Itapeva.","arbusto, flor em botão, 3m altura Habitat: restinga",NA,"Laurales",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"336","2020-08-20 14:57:05-03","UFSC","FLOR","9524","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Falkenberg, D.B.","2902","1985","10","25","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,"10","10","FLOR0009524","FLOR0009524 FLOR0009524_01","2013","04","23","Itapeva.","arbusto, 3m altura Habitat: campo arenoso, restinga",NA,"Laurales",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"337","2020-08-20 14:57:05-03","UFSC","FLOR","9534","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Falkenberg, D.B.","2954","1985","10","26","Brasil","Rio Grande do Sul","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"FLOR0009534","FLOR0009534 FLOR0009534_01","2013","04","23","Próximo trevo BR 101.","arbusto, 3m altura Habitat: butiazal, solo arenoso de restinga",NA,"Laurales",NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"338","2020-08-20 14:57:05-03","UFSC","FLOR","2977","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Klein, R.M.; Bresolin, A.","8772","1970","09","23","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"250","250","FLOR0002977","FLOR0002977 FLOR0002977_01","2017","03","14","Morro da Tapera, Ribeirão, Ilha de Santa Catarina.","árvore, Fruto Imaturo, verde, 15m altura Habitat: Mata",NA,"Laurales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"339","2020-08-20 14:57:05-03","UFSC","FLOR","6030","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Klein, R.M.","7180","1967","02","14","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"450","450","FLOR0006030","FLOR0006030 FLOR0006030_01","2017","03","14","Morro do Ribeirão, Ilha de Santa Catarina.","árvore, flor esverdeada, 15m altura Habitat: Mata",NA,"Laurales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"340","2020-08-20 14:57:05-03","UFSC","FLOR","6022","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Klein, R.M.; Bresolin, A.","7497","1967","07","26","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"200","200","FLOR0006022","FLOR0006022","2017","03","14","Morro do Saquinho, Pântano do Sul, Ilha de Santa Catarina.","árvore, Fruto Imaturo, verde, 20m altura Habitat: Mata",NA,"Laurales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"341","2020-08-20 14:57:05-03","UFSC","FLOR","6020","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Klein, R.M.; Souza Sobrinho, R.J. de","6424","1965","12","21","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"2","2","FLOR0006020","FLOR0006020 FLOR0006020_01","2017","03","14","Pântano do Sul, Ilha de Santa Catarina.","arvoreta, flor esverdeada, 6m altura Habitat: restinga",NA,"Laurales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"342","2020-08-20 14:57:05-03","UFSC","FLOR","6016","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Klein, R.M.; Bresolin, A.","6003","1965","04","29","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"2","2","FLOR0006016","FLOR0006016 FLOR0006016_02","2017","03","14","Pântano do Sul, Ilha de Santa Catarina.","arvoreta, Fruto Imaturo, verde, 4m altura Habitat: restinga",NA,"Laurales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"343","2020-08-20 14:57:05-03","UFSC","FLOR","37505","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P.L.R.","Tiepo, E.","9","2004","08","21","Brasil","Santa Catarina","Florianópolis","-48.5491981506348","-27.596700668335",NA,NA,"350","350","FLOR0037505","FLOR0037505 FLOR0037505_01","2017","03","14","Unidade de Conservação Ambiental Desterro, Ilha de Santa Catarina.","árvore, Fruto Imaturo, verde, 18m altura. Caule parecido com o cedro. Habitat: Floresta Atlântica",NA,"Laurales",NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"344","2021-03-04 15:44:23-03","IF","SPSF","53623","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"P.L.R. de Moraes et al.","5445","2016","10","13","Brasil","PR","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bairro Pinheirinho","COLETA: Arvoreta de 3 m de altura. Botões florais.; GEOGRAFIA: Beira de córrego.;","Magnoliophyta","Laurales","América do Sul",NA,NA,"25180","auto","Magnoliopsida",NA,NA,NA,NA
"345","2021-03-04 15:44:23-03","IF","SPSF","51159","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","J.B.Baitello","J.B.Baitello","2674","2016","09","19","Brasil","SP","Franco da Rocha","-46.7200012207031","-23.3199996948242",NA,NA,NA,NA,NA,NA,"2016","10","13","P.E. do Juqueri","COLETA: Arvoreta 3m, flores jovens; GEOGRAFIA: Próximo a curso d'água em área alterada, caminho para a sede;","Magnoliophyta","Laurales","América do Sul",NA,NA,"12135","auto","Magnoliopsida",NA,NA,NA,NA
"346","2021-03-04 15:44:23-03","IF","SPSF","51788","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","M.L. Brotto","J.M. Silva & I. Bayeri & G. Noguchi","9139","2015","11","23","Brasil","PR","Castro","-50.142222","-24.716111",NA,NA,"975","975",NA,NA,"2016","11","22","PCH Rio Iapó, Fazenda do Pulo","COLETA: Árvore com 4 m de altura; flores de cor creme.; GEOGRAFIA: Floresta ombrófila mista, beira de estrada.;","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"347","2021-03-04 15:44:23-03","IF","SPSF","53073","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","R.Simão-Bianchini","R.T.Shirasuna","3101","2013","11","01","Brasil","SP","Guarulhos","-46.53","-23.411389",NA,NA,"781","781",NA,NA,"2015","06","23","Rodoanel Mário Covas","COLETA: Subarbusto com aprox. 3m de altura. Flores na cor creme.; GEOGRAFIA: Trecho norte do rodoanel. Lote 5, OAE 501;","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"348","2021-03-04 15:44:23-03","IF","SPSF","50744","PreservedSpecimen","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","A. Maruyama","A. Maruyama","121","2015","10","07","Brasil","SP","Araraquara","-47.306111","-21.584722",NA,NA,"885","885",NA,NA,"2015","10","07",NA,"COLETA: Árvore ca. 5,0 m de altura com flores com pétalas de coloração amarela.; GEOGRAFIA: Cerrado stricto senso, corpo d'água.;","Magnoliophyta","Laurales","América do Sul",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"349","2014-10-09 13:58:22-03","UHH","HBG","519305","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart. ex Nees","Vattimo, Ida de","Ule, E.","1567","1890","01",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"HBG519305",NA,"1975","01","09","Strauch in den Sümpfen der Estive dos Pregos, Tubarao",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"350","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Riedel, L","698",NA,NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05P2N0048",NA,NA,NA,"in fruticetis humidiusculus prope Sta. Lucia","m. Oct.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Pohl, JBE","3414",NA,NA,NA,"Brazil","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,"P05P2N0048",NA,NA,NA,"in prov. Goyaz",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"352","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Weddell, HA","950",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05P2N0048",NA,NA,NA,"in Brasilia austro-orientali, e. g. circa Ypanema",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Lindberg, GA","456",NA,NA,NA,"Brazil","Minas Gerais","Caldas","-46.3861","-21.9236",NA,NA,NA,NA,NA,"P05P2N0048",NA,NA,NA,"et circa Caldas, prov. Minarum",NA,NA,NA,"Southern America",NA,NA,"25710","auto",NA,NA,NA,NA,NA
"354","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.",NA,"Sellow, F","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P05P2N0048",NA,NA,NA,"in Brasilia austro-orientali, e. g. circa Ypanema",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa tersa","Nees",NA,"Claussen, P","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in prov. Minarum",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"tersa"
"356","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa tersa","Nees",NA,"Riedel, L","1588",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in humidis et paludosis circa Mugy","m. Novembr.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"tersa"
"357","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa tersa","Nees",NA,"Martius, C","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ad Sylvarum margines in campestribus altis prov. S Pauli et Minarum",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"tersa"
"358","2017-09-11 17:10:22-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lauraceae","Persea","venosa","Persea venosa tersa","Nees",NA,"Widgren, JF","402",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"in prov. Minarum","Pl. Oreas.; HABITAT: Pl. Oreas.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,"tersa"
"359","2021-02-08 12:43:02-03","UFRGS","ICN","186543","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Jarenkow, JA","Rabuske, C","CRS413","2015","09","12","Brasil","RS","Arroio do Sal","-49.8889007568359","-29.551399230957",NA,NA,NA,NA,"ICN00018983","ICN00018983 ICN00018983_1","2015","09","12","Parque Natural Municipal Tupancy","Criticamente Ameaçada de Extinção (CR) no Rio Grande do Sul.; Árvore de aprox. 5 metros com pecíolos avermelhados.; Interior de mata.","Dicotyledon",NA,"América do Sul",NA,NA,"15157","auto",NA,NA,NA,NA,NA
"360","2021-02-08 12:43:02-03","UFRGS","ICN","050313","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","Sobral, M","s.n.","1981","08","24","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00029603",NA,"2012","11","27",NA,"Beira do Rio Mambituba.","Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA,NA,NA,NA,NA
"361","2021-02-08 12:43:02-03","UFRGS","ICN","035375","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","Pedralli, G","s.n.","1977","11","05","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00029579",NA,"2012","11","27","Butiazal","Arbusto.; Perto do posto.","Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA,NA,NA,NA,NA
"362","2021-02-08 12:43:02-03","UFRGS","ICN","044095","S","Plantae","Lauraceae","Persea","venosa","Persea venosa","Nees & Mart.","Moraes, P","Waechter, JL","1173","1979","01","18","Brasil","RS","Torres","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"ICN00029578",NA,"2012","11","27","Campo Bonito","Pedicelo vermelho-escuro; fruto azul (semelhante a uma uva); arbusto 1m altura.; Em butiazal.","Dicotyledon",NA,"América do Sul",NA,NA,"20837","auto",NA,NA,NA,NA,NA
