"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","typeStatus"
"154","2021-02-11 17:20:23-03","UFPR","UPCB","38916","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Cham.) Cogn.","Goldenberg, R.","1999","01","01","Batista, E.R.","79","1999","01","08","Brasil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardosa, 25°04'S 47°05'W","-47.083333","-25.066667","-47.083333","-25.066667",NA,NA,"Árvore 5m. Floresta ombrófila densa, floresta de restinga paludosa..","UPCB0023282","UPCB0023282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2021-02-11 17:20:23-03","UFPR","UPCB","56483","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Cham.) Cogn.","Guimarães, P.J.F.","2007","01","01","Chamas, C.C.","56","1994","11","08","Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,"9999","9999","675","675","Árvore, muito florífera, flor, pétala roxa e branca. Cultivada em jardim..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2021-02-11 17:20:23-03","UFPR","UPCB","73081","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Cham.) Cogn.","Pastore, J.A.","2006","08","11","Cunha, M.A.",NA,"1951","10","31","Brasil","São Paulo","São Paulo","Horto Florestal, no parque.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore com flores..",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"157","2021-02-11 17:20:23-03","UFPR","UPCB","77235","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","R. Goldenberg","2013",NA,NA,"da Ponte, A.C.E.","s.n.","1990","12","09","Brasil","São Paulo","Cubatão","Reserva Ecológica do Rio Pilões, Mata Atlântica.","-46.4199981689453","-23.8899993896484",NA,NA,NA,NA,"Exemplar com flor e fruto, corola lilás e branca com a borda lilás, árvore com 4,5m alt..","UPCB0019448","UPCB0019448",NA,NA,NA,NA,"15123","auto",NA,NA,NA,NA,NA
"158","2021-02-11 17:20:23-03","UFPR","UPCB","47358","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Cham.) Cogn.","Goldenberg, R.","2003","01","01","Mendonça, F.B.","40","2001","09","21","Brasil","São Paulo","São Paulo","USP, Cidade Universitária Armando de Salles Oliveira","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Árvore ca. 7m, pétalas brancas a lilás, sépalas verdes, estame creme a lilás..",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"159","2013-08-23 04:12:00-03","MO","MOBOT","100240643","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","P. Guimarães",NA,NA,NA,"Dorothy Araujo","Araujo 1138","1976","5","25","Brazil","Rio de Janeiro",NA,"Estrada da Vista Chinesa, perto da sede do DECAM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA
"160","2010-03-01 09:53:00-03","MO","MOBOT","100240774","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","P. Guimarães",NA,NA,NA,"F.C. Hoehne","Hoehne s.n.","1931","10","28","Brazil","São Paulo",NA,"São Paulo, nativa no Jardim Botânico (Parque do Estado).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA
"161","2011-03-01 13:55:00-03","MO","MOBOT","100352006","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","J. Wurdack",NA,NA,NA,"Luciano|C.A.L. de Oliveira","Luciano 229","1985","12",NA,"Brazil","Rio de Janeiro",NA,"Parque Nacional da Tijuca, Floresta da Tijuca, Praça do Bom Retiro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA
"162","2014-01-31 08:20:00-02","MO","MOBOT","100669030","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"S.S. Renner","Renner 726","1982","3","1","Brazil","Rio de Janeiro",NA,"Parque Nacional da Serra dos Orgãos; frequent treelet on roadside.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"1",NA,NA
"163","2015-05-11 20:43:00-03","MO","MOBOT","2479032","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"B.H. Stienstra","Stienstra s.n.2","1949","1","26","Brazil","Santa Catarina",NA,"Isla do Francés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-06-22 14:18:49-03","UNESP-IBILCE","SJRP","26745","PreservedSpecimen","Plantae","Melastomataceae","Pleroma","mutabile","Pleroma mutabile","(Vell.) Triana",NA,NA,NA,NA,"Gottsberger G.",NA,NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"Secondary atlantic forest;",NA,NA,"Tracheophyta","Myrtales","América do Sul",NA,"53584","auto","Magnoliopsida",NA,NA,NA,NA
"165","2020-08-31 09:07:18-03","INPA","INPA","136131","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Guimarães, PJF","2015",NA,NA,"Rosa, NA","3735","1980","11","15","Brasil","São Paulo",NA,"Reserva do Instituto de Botânica de São Paulo",NA,NA,NA,NA,NA,NA,NA,"INPA0136131","INPA0136131 INPA0136131_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"166","2020-08-31 09:07:18-03","INPA","INPA","23691","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Renner, SS","1984",NA,NA,"Prance, GT","26000","1978","02","01","Brasil","São Paulo",NA,"Reserva Carlos Botelho, entre El Dorado e Sete Barras",NA,NA,NA,NA,NA,NA,NA,"INPA0023691","INPA0023691 INPA0023691_e","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"167","2020-08-31 09:07:18-03","INPA","INPA","78170","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Renner, SS","1984",NA,NA,"Prance, GT","25940","1978","01","31","Brasil","São Paulo",NA,"Reserva Carlos Botelho, entre São Miguel Arcanjo e Sete Barras",NA,NA,NA,NA,NA,NA,NA,"INPA0078170","INPA0078170 INPA0078170_e INPA0078170_e1 INPA0078170_nd","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"168","2020-08-31 09:07:18-03","INPA","INPA","78197","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Renner, SS","1984",NA,NA,"Prance, GT","26000","1978","02","01","Brasil","São Paulo",NA,"Reserva Carlos Botelho, entre El Dorado e Sete Barras",NA,NA,NA,NA,NA,NA,NA,"INPA0078197","INPA0078197 INPA0078197_e INPA0078197_e1","Dicotyledon Com-Clade","Myrtales","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-07-10 09:47:36-03","MBML","MBML-HERBARIO","11069",NA,"Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","R. Goldenberg/2015",NA,NA,NA,"Cintia C. Chamas; et al","56","1994","11","08","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Árvore, muito florifera, flor: pétala roxa e branca. Cultivada, jardim da Escola Santa Catarina, centro de Santa Teresa.","MBML011069","MBML011069",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"170","2021-01-09 21:48:38-03","UNICENTRO","HUCO","2880","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Inoue, M.T.","s.n.","2007","03","27","Brasil","Paraná","Jaguaraíva",NA,NA,NA,NA,NA,NA,NA,NA,"HUCO002880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-01-09 21:48:38-03","UNICENTRO","HUCO","6501","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Vale, A. .B.","2014",NA,NA,"Vale, A. .B.","s.n.","2014","11","17","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"172","2021-01-09 21:48:38-03","UNICENTRO","HUCO","5184","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Retslaf","2012",NA,NA,"Retslaf, F.","s.n.","2012","11","20","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Arborea; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arborea",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"173","2021-01-09 21:48:38-03","UNICENTRO","HUCO","5846","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,"2012","11","20","F. Retslaff","s.n.","2012","11","20","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"FOM; HABITAT: FOM",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"174","2021-01-09 21:48:38-03","UNICENTRO","HUCO","7046","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Âmancio, R. .M.","2016",NA,NA,"Amancio, R. .M.","s.n.","2016","02","29","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Trabalho sementes; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"175","2021-01-09 21:48:38-03","UNICENTRO","HUCO","6503","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Vale, A. .B.","2014",NA,NA,"Vale, A. .B.","s.n.","2014","11","17","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"176","2021-01-09 21:48:38-03","UNICENTRO","HUCO","6502","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Vale, A. .B.","2014",NA,NA,"Vale, A. .B.","s.n.","2014","11","17","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"177","2021-01-09 21:48:38-03","UNICENTRO","HUCO","7044","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Âmancio, R. .M.","2016",NA,NA,"Amancio, R. .M.","s.n.","2016","02","29","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Trabalho sementes; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"178","2021-01-09 21:48:38-03","UNICENTRO","HUCO","1449","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Mario Takao Inoue",NA,NA,NA,"Takinoue","150","2003","08","02","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"HUCO001449",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"179","2021-01-09 21:48:38-03","UNICENTRO","HUCO","7045","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Âmancio, R. .M.","2016",NA,NA,"Amancio, R. .M.","s.n.","2016","02","29","Brasil","Paraná","Irati",NA,"-50.6511001586914","-25.4671993255615",NA,NA,NA,NA,"Trabalho sementes; Arbóreo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo",NA,NA,NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA,NA
"180","2021-02-08 13:25:37-03","UFBA-IMS","HVC","5081","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"R.F.Almeida","46","2007","12","04","Brasil","São Paulo","São Paulo","Bosque atrás do Museu Paulista, inicío da pista de cooper. Parque independência","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"22,9 cm DAP, tronco marrom, liso; flores purpúreas; frutos. Voucher de levantamento florístico (FACIS/PMSP)","HVC00005081",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"181","2020-06-15 15:31:04-03","UNESP-RC","HRCB","52594","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","Cogn.","C.M. Potascheff & J.A. Lombardi",NA,NA,NA,"Potascheff",NA,NA,NA,NA,"Brasil","São Paulo","Rio Claro","UNESP - Campus","-47.560001373291","-22.4099998474121",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21773","auto",NA,NA,NA,NA,NA
"182","2017-11-24 14:11:36-02","UFLA","ESAL","19987","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Ary T. Oliveira Filha; Eduardo Van den B",NA,NA,NA,"Pereira, IM","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas","Maciço do Itatiaia","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,"; ; ;",NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA
"183","2017-11-24 14:11:36-02","UFLA","ESAL","25189","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Guilherme Felisberto",NA,NA,NA,"Guilherme Felisberto","s.n.",NA,NA,NA,"Brasil","São Paulo","São João da Boa Vista",NA,"-46.7900009155273","-21.9599990844727",NA,NA,NA,NA,"arbusto; ; lilás, vistosa;; floresta",NA,NA,NA,NA,NA,NA,"17205","auto",NA,NA,NA,NA,NA
"184","2017-11-24 14:11:36-02","UFLA","ESAL","11195","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Sílvia A. C. Chieira",NA,NA,NA,"Dias, AC","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque Estadual Instituto Florestal, entrada casa do Diretor geral","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"árvore; ; roxa;",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"185","2017-11-24 14:11:36-02","UFLA","ESAL","17315","S","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Carvalho, DA","s.n.",NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas",NA,"-44.3946990966797","-22.1674995422363",NA,NA,"1","1","árvore; 10m; ;; floresta",NA,NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA
"186","2021-02-09 10:13:27-03","UENF","HUENF","7480","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"s/c",NA,"2006","02","11","Brasil","Rio de Janeiro","Conceição de Macabu","Próximo a mata de Conceição de Macabú","-41.8683013916016","-22.0853004455566",NA,NA,NA,NA,NA,"HUENF00007483",NA,NA,NA,NA,NA,"20978","auto",NA,NA,NA,NA,NA
"187","2019-07-31 14:33:04-03","CPATSA","HTSA","5915","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.","Aranha, C.","1999","11","26","Dias, E.","50","1999","11","24","Brasil","Santa Catarina","Joinville",NA,"-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"188","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"L. Riedel & G. Langsdorff","1393",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Myrtales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"189","2020-09-12 05:00:02-03","US","US","2615254","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"F. C. Hoehne","s.n.","1931","10","28","Brazil","São Paulo","São Paulo","Nativa no Jardim Botânico (Parque do Estado)","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01905696","US01905696_01 US01905696_02",NA,"Myrtales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,"1",NA,NA
"190","2020-09-12 05:00:02-03","US","US","1361666","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"-- Widgren","994","1905","1","18","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01905663","US01905663_01 US01905663_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"191","2020-09-12 05:00:02-03","US","US","2595958","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"H. S. Irwin, R. R. Santos, R. Souza & S. F. Fonseca","23329","1969","2","15","Brazil","Minas Gerais",NA,"Ca. 8 Km West of Grão Mogol",NA,NA,NA,NA,"950",NA,NA,"US01905647","US01905647_01 US01905647_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"192","2020-09-12 05:00:02-03","US","US","2623509","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"D. Sucre","2529","1968","3","23","Brazil","Rio de Janeiro","Petrópolis","Estrada de Contorno","-43.1786003112793","-22.5049991607666",NA,NA,"700",NA,NA,"US01905670","US01905670_01 US01905670_02",NA,"Myrtales","South America - Neotropics",NA,"36524","auto","Dicotyledonae",NA,"1",NA,NA
"193","2020-09-12 05:00:02-03","US","US","2613048","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"J. Lanna Sobrinho","s.n.","1969","12","4","Brazil","Rio de Janeiro","Rio de Janeiro","Jacarepaguá, estrada Pedra da Musema","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,"US01905669","US01905669_01 US01905669_02",NA,"Myrtales","South America - Neotropics",NA,"57442","auto","Dicotyledonae",NA,"1",NA,NA
"194","2020-09-12 05:00:02-03","US","US","2780135","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"G. Davidse & T. P. Ramamoorthy","10769","1976","2","27","Brazil","Minas Gerais","Itumirim","9km W of Itutinga along Highway 265 to Barbacena","-44.8711013793945","-21.3169002532959",NA,NA,"930",NA,NA,"US01905637","US01905637_01 US01905637_02",NA,"Myrtales","South America - Neotropics",NA,"16596","auto","Dicotyledonae",NA,"1",NA,NA
"195","2020-09-12 05:00:02-03","US","US","2907239","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19802","1968","2","11","Brazil","Minas Gerais",NA,"Steep rocky slopes, Canga soil, Pico de Itabirito, Minas Gerais, ca. 50km S.E. of Belo Horizonte.",NA,NA,NA,NA,"1750",NA,NA,"US01905653","US01905653_01 US01905653_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"196","2020-09-12 05:00:02-03","US","US","2457580","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"O. Roppa","554","1965","2","18","Brazil","Minas Gerais","Poços de Caldas","Cascata das AQntas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,"US01905656","US01905656_01 US01905656_02",NA,"Myrtales","South America - Neotropics",NA,"23696","auto","Dicotyledonae",NA,"1",NA,NA
"197","2020-09-12 05:00:02-03","US","US","1543224","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"F. C. Hoehne","983","1917","12","1","Brazil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01905698","US01905698_01 US01905698_02",NA,"Myrtales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,"1",NA,NA
"198","2020-09-12 05:00:02-03","US","US","1342143","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"A. Regnell","I/161",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.386100769043","-21.9235992431641",NA,NA,NA,NA,NA,"US01905661","US01905661_01 US01905661_02",NA,"Myrtales","South America - Neotropics",NA,"25710","auto","Dicotyledonae",NA,"1",NA,NA
"199","2020-09-12 05:00:02-03","US","US","2907240","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","20040","1968","2","14","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. 120 (ca. 145 km N of Belo Horizonte",NA,NA,NA,NA,"1200",NA,NA,"US01905652","US01905652_01 US01905652_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"200","2020-09-12 05:00:02-03","US","US","3498955","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"W. Hoehne","s.n.","1940","10","10","Brazil","São Paulo","São Paulo","Cidade Jardim","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01905695","US01905695_01 US01905695_02",NA,"Myrtales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,"1",NA,NA
"201","2020-09-12 05:00:02-03","US","US","2623742","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"S. L. Oliveira e Silva","219","1954","9",NA,"Brazil","São Paulo","Mauá",NA,"-46.4599990844727","-23.6599998474121",NA,NA,NA,NA,NA,"US01905694","US01905694_01 US01905694_02",NA,"Myrtales","South America - Neotropics",NA,"8925","auto","Dicotyledonae",NA,"1",NA,NA
"202","2020-09-12 05:00:02-03","US","US","3192282","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"W. Hoffmann","14","1984","4","5","Brazil","Espírito Santo","Santa Teresa","Estrada para Estação Biológica de Santa Lúcia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,"US01905677","US01905677_01 US01905677_02",NA,"Myrtales","South America - Neotropics",NA,"23813","auto","Dicotyledonae",NA,"1",NA,NA
"203","2020-09-12 05:00:02-03","US","US","3136858","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"G. Hatschbach, M. M. Hatschbach & V. Nicolack","52922","1989","5","19","Brazil","Minas Gerais","Conceição do Mato Dentro","Pito Aceso","-43.4249992370605","-19.0372009277344",NA,NA,"700",NA,NA,"US01905630","US01905630_01 US01905630_02",NA,"Myrtales","South America - Neotropics",NA,"60318","auto","Dicotyledonae",NA,"1",NA,NA
"204","2020-09-12 05:00:02-03","US","US","2438282","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"Z. Trinta & E. Fromm","551","1964","3","27","Brazil","Minas Gerais",NA,"Entre Matias Barbosa e Juiz de Fora",NA,NA,NA,NA,NA,NA,NA,"US01905657","US01905657_01 US01905657_02",NA,"Myrtales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"205","2020-09-12 05:00:02-03","US","US","2615239","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"F. C. Hoehne","s.n.","1919","3",NA,"Brazil","São Paulo","São Paulo","Butantã","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"US01905697","US01905697_01 US01905697_02",NA,"Myrtales","South America - Neotropics",NA,"53584","auto","Dicotyledonae",NA,"1",NA,NA
"206","2020-09-12 05:00:02-03","US","US","3092860","PreservedSpecimen","Plantae","Melastomataceae","Tibouchina","mutabilis","Tibouchina mutabilis","(Vell.) Cogn.",NA,NA,NA,NA,"A. Schinini & S. Ferrucci","24622","1986","1","22","Brazil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"US01905633","US01905633_01 US01905633_02",NA,"Myrtales","South America - Neotropics",NA,"44599","auto","Dicotyledonae",NA,"1",NA,NA
