"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"965","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000032726","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","João Aguiar Nogueira Batista; Universidade Federal de Minas Gerais; Depto. Botânica #?# ICB; J.A.N","2013","01","21","George Gardner; b.1812; d.1849; Gardner","1841","03",NA,"Brasil","Rio de Janeiro",NA,NA,"-42.989594","-22.510275","-42.989594","-22.510275",NA,NA,NA,"5885",NA,NA,NA,NA,"NHMUK:ecatalogue:4622872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966","2016-08-23 10:22:49-03","NHMLondon","NHM-LONDON-BOT","BM000603066","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","João Aguiar Nogueira Batista; Universidade Federal de Minas Gerais; Depto. Botânica #?# ICB; J.A.N","2013","01","21","Raymond Mervyn Harley; Royal Botanic Gardens; b.1936; Harley","1980","05","30","Brasil","Bahia",NA,NA,"-41.2","-11.58","-41.2","-11.58","Habitat: Sandstone rocks, with open sand in flatter areas; open scrub in exposed sites to scattered low woodl",NA,NA,"22810",NA,NA,NA,NA,"NHMUK:ecatalogue:4654454",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","2016-08-23 10:22:49-03","NHMLondon","NHM-LONDON-BOT","BM001124076","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","João Aguiar Nogueira Batista; Universidade Federal de Minas Gerais; Depto. Botânica #?# ICB; J.A.N","2013","01","21","Collaboration; J. Bowie & A. Cunningham","1815","06","03","Brasil","São Paulo",NA,NA,"-48.476133","-22.204289","-48.476133","-22.204289","Habitat: Common in swamps.",NA,NA,"142",NA,NA,NA,NA,"NHMUK:ecatalogue:4622833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","2016-08-23 09:46:23-03","NHMLondon","NHM-LONDON-BOT","BM000032692","S","Plantae","Orchidaceae","Habenaria","paulensis","Habenaria paulensis","Porsch","João Aguiar Nogueira Batista; Universidade Federal de Minas Gerais; Depto. Botânica #?# ICB; J.A.N","2013","01","21","Lyman Bradford Smith; b.1904; d.1997; L.B.Sm.","1928","11","21","Brasil","Rio de Janeiro",NA,NA,"-43.25","-22.98","-43.25","-22.98",NA,NA,NA,"1307",NA,NA,NA,NA,"NHMUK:ecatalogue:4622835",NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"969","2020-11-05 13:53:54-03","UNIRIO","HUNI","490","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J.A.N. Batista",NA,NA,NA,"C.P. Bove; W. Costa","1998","11","22","Brasil","Rio de Janeiro","Araruama","30 Km ao norte de Praia Seca.","-42.3431015014648","-22.8728008270264",NA,NA,"Flores amarelo-esverdeadas. Habitat: Ocorre sempre na parte mais rasa do alagado","HUNI00000490",NA,"345",NA,NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,NA,NA,NA,NA,NA,NA
"970","2020-11-05 13:53:54-03","UNIRIO","HUNI","6295","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J.A.N. Batista",NA,NA,NA,"C.P. Bove; W. Costa; B.B. Costa","2001","11","10","Brasil","Rio de Janeiro","Saquarema","Jacarepiá, Praia de Massambaba, Restinga do Carmo","-42.5102996826172","-22.9200000762939",NA,NA,"Flores amarelo-esverdeadas. Habitat: Brejo Habito: Erva","HUNI00006295",NA,"897",NA,NA,NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA,NA,NA,NA,NA
"971","2020-11-05 13:53:54-03","UNIRIO","HUNI","6296","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J.A.N. Batista",NA,NA,NA,"C.P. Bove; G. Malva; C.B. Moreira","1999","09","01","Brasil","Rio de Janeiro","Carapebus","Lagoa Blau","-41.6610984802246","-22.1872005462646",NA,NA,"Flores amarelo-esverdeadas. Habito: Erva","HUNI00006296",NA,"473",NA,NA,NA,NA,NA,NA,NA,"13257","auto",NA,NA,NA,NA,NA,NA,NA,NA
"972","2020-11-05 13:53:54-03","UNIRIO","HUNI","6297","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","J.A.N. Batista",NA,NA,NA,"C.P. Bove; A. Gil; R. Moura","2000","11","09","Brasil","Rio de Janeiro","Araruama","Praia Seca","-42.3431015014648","-22.8728008270264",NA,NA,"Habito: Erva","HUNI00006297",NA,"772",NA,NA,NA,NA,NA,NA,NA,"38914","auto",NA,NA,NA,NA,NA,NA,NA,NA
"973","2020-11-12 16:58:07-03","UEL","FUEL","49714","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Valduga, E","2012","02",NA,"Valduga, E","2012","01","12","Brasil","Rio Grande do Sul","Cidreira","Fazenda Azaléia, campo úmido","-50.233611","-30.085833","-50.233611","-30.085833",NA,NA,NA,"303","10","10",NA,NA,NA,"Tracheophyta","Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"974","2020-11-12 16:58:07-03","UEL","FUEL","48071","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Barbosa, E; Cordeiro, J","2010",NA,NA,"Silva, JM","2009","12","10","Brasil","Paraná","Lapa","Gruta do Monge, lugar umido, encosta do arenito","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"7406",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"975","2020-11-12 16:58:07-03","UEL","FUEL","19458","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1998","09",NA,"Torezan, JMD","1996","11",NA,"Brasil","Paraná","Paranaguá","Pontal do Sul","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"976","2020-11-12 16:58:07-03","UEL","FUEL","11322","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1998","09",NA,"Francisco das Chagas e Silva","1993","11","28","Brasil","Paraná","Paranaguá","Pontal do Sul, Restinga","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"1660",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"977","2020-11-12 16:58:07-03","UEL","FUEL","9709","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1998","09",NA,"Torezan, JMD; Carvalho, PB","1986","04","26","Brasil","Paraná","Tamarana","Serra do Cadeado, Br.269 - Km 74","-51.0971984863281","-23.7233009338379",NA,NA,NA,NA,NA,"1115",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","23681","auto",NA,NA,NA,NA,NA,NA,NA,NA
"978","2020-11-12 16:58:07-03","UEL","FUEL","32437","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2002",NA,NA,"Silva, JM; Barbosa, E; Costa, EF","2001","03","23","Brasil","Paraná","Tunas do Paraná","Estrada de Pacas para o Parque das Lauráceas","-49.0858001708984","-24.9743995666504",NA,NA,NA,NA,NA,"3342",NA,NA,NA,NA,NA,"Tracheophyta","Asparagales","41885","auto",NA,NA,NA,NA,NA,NA,NA,NA
"979","2019-11-01 15:15:28-03","UnB","UB","87341","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1997","01","07","Heringer, EP","1967","01","08","Brasil","Goiás",NA,"120km de Brasília, Granja Samambaia, Rio Corumbá",NA,NA,NA,NA,"Brejo","UB0018611","UB0018611","11203",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Bicudo, LRH; et al.","1983","04","22","Brasil","São Paulo",NA,"São Bernardo do Campo - Paranapiacaba. Estação Biológica do Alto da Serra","-46.25","-23.75","-46.25","-23.75","Heliófila 1m. Sépalas esverdeadas; Mata pluvial atlântica","UB0018626","UB0018626","7","850","850","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"981","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2003","01",NA,"Gonçalves, EG; Lorenzi, H","2000","11","15","Brasil","Rio Grande do Sul",NA,"BR 153, próximo ao Rio Camaquã",NA,NA,NA,NA,"Flores muito fragrantes à noite; Peças florais verdes; Sobre solo hidromórfico","UB0018625","UB0018625","602",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"982","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1997","01","07","Irwin, HS; et al.","1971","01","23","Brasil","Minas Gerais",NA,"Serra da Caraça, ca. 10km W of Barão de Cocais",NA,NA,NA,NA,"Erect 20cm. Perianth light green; Cerrado, sedge meadow, and gallery forest, gray sandy soil, lower slopes","UB0018613","UB0018613","28925","1400","1400","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"983","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Pabst, G","1979","02","12","Irwin, HS; et al.","1971","02","19","Brasil","Bahia",NA,"Rio Ferro Doido, ca. 18km E of Morro do Chapéu",NA,NA,NA,NA,"Terrestrial, simple, erct 25cm. Perianth yellow-green; Brejo. Disturbed gallery and adjacent caatinga scrub","UB0018606","UB0018606","32622","1100","1100","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"984","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","05","12","Braga, PIS; Pabst, G","1971","08","05","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"Flores esverdeadas; Brejo","UB0018609","UB0018609","7876",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"985","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","05","12","Mello-Silva, R","1983","11","08","Brasil","Minas Gerais","Juiz de Fora","Nos gramados da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,"Sépalas verdes como a planta. Pétalas e labelo amarelo-esverdeado. Calcar verde esbranquiçado; Terreno brejoso","UB0018608","UB0018608","20002",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"986","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1997","01","07","Reitz; Klein","1962","01","06","Brasil","Santa Catarina","Porto União","Fazenda Frei Rogério","-51.0783004760742","-26.2381000518799",NA,NA,"Flor esverdeada; Campo úmido","UB0018624","UB0018624","11592",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"41804","auto",NA,NA,NA,NA,NA,NA,NA,NA
"987","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Kirizawa, M; Souza, AVG","1984","05","01","Brasil","São Paulo","Biritiba-Mirim","Estrada Mogi-Bertioga, Margem da Picada","-46.0299987792969","-23.5699996948242",NA,NA,"Flores esverdeadas; Dentro da mata atlântica","UB0018627","UB0018627","1208",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"19656","auto",NA,NA,NA,NA,NA,NA,NA,NA
"988","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Baitello, JB","1994","03","29","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar, estrada do Rio Bonito e Paraibuna","-44.9599990844727","-23.0699996948242",NA,NA,"Flores verde-amareladas; Solo arenoso, úmido","UB0018619","UB0018619","453",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"989","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Souza, VC; et al.","1995","05","28","Brasil","São Paulo","Itapeva","Distrito de São Roque","-48.8699989318848","-23.9799995422363",NA,NA,"Erva 40cm. Folhas verde-pálidas; flores verdes com labelo amarelo; Afloramento rochoso ocupado por pasto e com mata ciliar adjacente","UB0018617","UB0018617","8608",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"42926","auto",NA,NA,NA,NA,NA,NA,NA,NA
"990","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Gimenez, MB; Rennó, CD","1988","01","14","Brasil","São Paulo","São Paulo","Parque do Instituto de Botânica. No caminho que liga o portão 1 ao portão 2, mais próximo deste","-46.6300010681152","-23.5400009155273",NA,NA,"Flores amarelo-pálidas, brácteas verdes. Frutos escuros; Beira de uma vala, solo úmido","UB0018621","UB0018621","26",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"991","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Barros, F","1982","11","15","Brasil","São Paulo","São Paulo","Reserva Biológica do Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,"Terrestre. Flores verdes; Campo","UB0018622","UB0018622","794",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"992","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Costa, AS; Ramos, I","1938","11","25","Brasil","São Paulo","Ubatuba","Praia Pereque Mirim - Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"Herbáceo","UB0018623","UB0018623","IAC4403",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"993","2019-11-01 15:15:28-03","UnB","UB","87340","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1997","01","07","Heringer, EP","1967","01","08","Brasil","Goiás",NA,"120km de Brasília, Granja Samambaia, Rio Corumbá",NA,NA,NA,NA,"Brejo","UB0018612","UB0018612","11202",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994","2019-11-01 15:15:28-03","UnB","UB","8620","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN",NA,NA,NA,"Proença, CEB; Farias, R; Sato, MN; Oliveira, RC","1999","11","30","Brasil","Distrito Federal","Brasília","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.033333","-48.05","-16.033333","Erva 0,5m. Flor verde; Mata de galeria do Rio Crispim. Solo: Solo laterítico.","UB0019672","UB0019672","2042",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"995","2019-11-01 15:15:28-03","UnB","UB","87342","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1997","01","07","Heringer, EP","1967","01","08","Brasil","Goiás",NA,"120km de Brasília, Granja Samambaia, Rio Corumbá",NA,NA,NA,NA,"Brejo","UB0018610","UB0018610","11202",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","1997","01","07","Heringer, EP","1967","01","08","Brasil","Goiás",NA,"120km de Brasília, Granja Samambaia, Rio Corumbá",NA,NA,NA,NA,"Brejo","UB0018628","UB0018628","11203",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"997","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Souza, VC; et al.","1994","04","23","Brasil","São Paulo","Iporanga","Caminho entre a estrada Apiaí - Iporanga e a Caverna da Lage Branca","-48.833333","-24.533333","-48.833333","-24.533333","Erva. Folhas verde-claras. Flores verdes com labelo amarelo; Mata atlântica. Beira de mata","UB0018618","UB0018618","5932","500","700","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"998","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Souza, VC; et al.","1994","04","23","Brasil","São Paulo","Iporanga","Caminho entre a estrada Apiaí-Iporanga e a Caverna da Lage Branca","-48.833333","-24.533333","-48.833333","-24.533333","Erva 0,6m. Folhas e flores verde-claras; Mata atlântica. Beira de mata","UB0018614","UB0018614","5927","500","700","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"999","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Souza, VC; et al.","1994","04","23","Brasil","São Paulo","Iporanga","Caminho entre a estrada Apiaí-Iporanga e a Caverna da Lage Branca","-48.833333","-24.533333","-48.833333","-24.533333","Erva 0,6m. Folhas e flores verde-claras; Mata atlântica. Beira de mata","UB0018616","UB0018616","5927","500","700","Southern America",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Baitello, JB","1994","03","30","Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,"Flores esverdeados; Pedreira e arredores, área de solo arenoso pedregoso, em alguns locais bastante úmido. Solo encharcado aberto","UB0018607","UB0018607","580",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1001","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Kirizawa, M; et al.","1995","04","25","Brasil","São Paulo","Iporanga","Fazenda Intervales. Base do Carmo, trilha do Carmo","-48.5900001525879","-24.5799999237061",NA,NA,"Terrestre. Flores verdes; Vegetação secundária alta, trechos com mata atlântica original, úmida","UB0018620","UB0018620","3053",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"38740","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1002","2019-11-01 15:15:28-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, JAN","2000","03",NA,"Martuscelli, P","1985","05","05","Brasil","São Paulo","Miracatu","Sítio Irapuã, Km 348, 5 da BR 116","-47.4599990844727","-24.2800006866455",NA,NA,"Terrestre. Flores verdes; Barranco","UB0018615","UB0018615","125",NA,NA,"Southern America",NA,NA,"Monocotyledonae",NA,"43974","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1003","2019-05-06 12:01:21-03","UFU","HUFU","24755","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","1999","01",NA,"Batista, J.A.N.; Bianchetti, L.B.; Bianchetti, B. & Oliveira, R.S.","1999","01","16","Brasil","Goiás","São Gabriel de Goiás","Margem da GO 118, Campo a aproximadamente 5 km S. de São Gabriel de Goiás ao lado da ponte.",NA,NA,NA,NA,"Em campo limpo inundado com alguns Buritis e pequeno curso d'água mais ao fundo. Solo escuro hidromórfico, instavel, com água sobre a superfície. Área aparentemente anteriormente não queimada, mas relativamente aberta possivelmente","HUFU00030568","HUFU00030568","862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1004","2020-11-27 11:34:10-03","UFU","HUFU","35418","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","2000","05","12","Mello-Silva, R.","1983","11","08","Brasil","Minas Gerais","Juíz de Fora","Nos gramados da UFJF","-43.3502998352051","-21.7642002105713",NA,NA,"Pétalas e labelo amarelo esverdeado-esverdeado, calcar esbranquiçado.; Terreno brejoso.","HUFU00030567","HUFU00030567","20002",NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1005","2019-05-06 12:01:21-03","UFU","HUFU","24746","S","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","2000","03",NA,"Bertioli, D.J.","1999","01","01","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688",NA,NA,"Erva terrestre. Flores verdes.; Campo úmido. Solo tufoso. Relevo mais ou menos plano.","HUFU00030569","HUFU00030569","14",NA,NA,NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1006","2020-08-20 14:54:47-03","UFSC","FLOR","16217","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Vale, A.","2012","12",NA,"Venturi, S.; Trevisan, R. & Hassemer, G.N.","2012","12","03","Brasil","Santa Catarina","Bom Jardim da Serra","Trilha para o Cânion das Laranjeiras.","-49.551389","-28.276389","49º33'5''W","28º16'35''S","herbáceo, flor verde, 0,25m altura. com fotos da planta viva.","FLOR0016217",NA,"80","1387","1387",NA,NA,NA,NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1007","2020-08-20 14:54:47-03","UFSC","FLOR","50336","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Campestrini, S.","2013","10","31","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","2013","01","18","Brasil","Paraná","Palmas","Refúgio de Vida Silvestre (REVIS) dos Campos de Palmas.","-51.606389","-26.535556","51º36'23''W","26º32'8''S","Campo natural seco. Erva com flores amarelas.","FLOR0050336",NA,"202","1305","1305",NA,NA,NA,NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1008","2020-08-20 14:54:47-03","UFSC","FLOR","50565","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Campestrini, S.","2013","10","31","Campestrini, S.; Trevisan, R.; Weber, P. & Venturi, S.","2013","01","24","Brasil","Santa Catarina","Água Doce","Próximo à BR 280 e as usinas eólicas.","-51.606111","-26.597222","51º36'22''W","26º35'50''S","Banhado turfoso em campo natural. Erva com flores amarelas.","FLOR0050565","FLOR0050565_v01 FLOR0050565_v02 FLOR0050565_v03 FLOR0050565_v04","427","1283","1283",NA,NA,NA,NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1009","2020-08-20 20:37:53-03","UFSC","FLOR","53940","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Ferreira, J.P.R.","2014",NA,NA,"Ferreira, J.P.R.; Trevisan, R.","2014","02","01","Brasil","Santa Catarina","Florianópolis","Na Lagoa Pequena, Campeche.","-48.476667","-27.655","48º28'36''W","27º39'18''S","macrófita aquática anfíbia; flores branco esverdeadas","FLOR0053940",NA,"492",NA,NA,NA,NA,NA,NA,"Asparagales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1010","2020-08-20 20:37:53-03","UFSC","FLOR","30799","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Batista, J.A.N.","1998",NA,NA,"Cordeiro, J.; Manosso, A.","1986","04","09","Brasil","Paraná","Quatro Barras","Rio do Corvo.","-49.0769004821777","-25.3656005859375",NA,NA,"terrícola, flor creme-esverdeada","FLOR0030799",NA,"287",NA,NA,NA,NA,NA,NA,"Asparagales","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1011","2020-08-20 14:54:47-03","UFSC","FLOR","48407","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mello, A.S.","2011","06","10","Nuernberg, A.; Mello, A.S.","2011","06","10","Brasil","Santa Catarina","Araranguá","Morro dos conventos.","-49.4858016967773","-28.934700012207",NA,NA,"herbácea, flor verde","FLOR0048407",NA,"1084",NA,NA,NA,NA,NA,NA,"Asparagales","19353","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1012","2020-08-20 14:54:47-03","UFSC","FLOR","50306","PreservedSpecimen","Plantae","Orchidaceae","Habenaria","parviflora","Habenaria parviflora","Lindl.","Mello, A.S.","2011","11","09","Nuernberg, A.; Mello, A.S.","2011","11","09","Brasil","Santa Catarina","Florianópolis","Lagoinha Pequena, Rio Tavares, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"herbácea, flor verde","FLOR0050306",NA,"432",NA,NA,NA,NA,NA,NA,"Asparagales","27000","auto",NA,NA,NA,NA,NA,NA,NA,NA
