"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","typeStatus","recordNumber","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","445964","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","G. G. Hatschbach","G. G. Hatschbach","1969","03","14","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445964",NA,NA,"21265","South America","sheet",NA,"300","300","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","446043","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"A. F. M. Glaziou",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270719' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446043","NY00446043_01",NA,"11829","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","632002","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","D. C. Zappi","R. M. Harley","1992","02","12","Brazil","Bahia","Abaíra","Catolés de Cima","-41.88","-13.27",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270710' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632002",NA,NA,"H51537","South America","sheet",NA,"1000","1200","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","446041","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"A. F. M. Glaziou","1896","05","27","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446041","NY00446041_01",NA,"11828","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 10:05:00-03","NY","NYBG","445968","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"R. M. Klein","1955","10","07","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445968","NY00445968_01",NA,"1650","South America","sheet",NA,"350","350","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-29 10:05:00-03","NY","NYBG","445957","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,"J. Cuatrecasas","F. C. Hoehne","1932","03","17","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S. Paulo","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445957","NY00445957_01",NA,"29281","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 10:05:00-03","NY","NYBG","445976","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"R. Reitz","1954","05","14","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270732' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445976",NA,NA,"1836","South America","sheet",NA,"50","50","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","446018","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","G. G. Hatschbach","G. G. Hatschbach","1991","01","23","Brazil","Paraná","Guaraqueçaba","Rio Guaraqueçaba, próx. a barra","-48.3289","-25.3069",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446018","NY00446018_01",NA,"54916","South America","sheet",NA,"3","5","Magnoliophyta","Malpighiales","compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-29 23:52:00-03","NY","NYBG","01023103","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,"J. Cuatrecasas","R. P. Belém","1965","01","22","Brazil","Bahia","Itiruçu","Entre Itiruçu e Maracas","-40.1503","-13.5319",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185226' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023103",NA,NA,"221","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 09:33:00-03","NY","NYBG","517238","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","L. C. d. S. Giordano","A. M. Amorim","1991","11","20","Brazil","Bahia","Itacaré","Ramal a esquerda na estrada Ubaitaba/Itacaré, a 4 km do loteamento da Marambaia","-38.9967","-14.2778",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517238",NA,NA,"435","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales","compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","445963","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","R. M. Harley","R. M. Harley","1977","03","03","Brazil","Bahia","Morro do Chapéu","Summit of Morro do Chapeu, ca. 8 km S.W. of the town of Morro do Chapeu to the West of the road to Utinga","-41.2","-11.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270736' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445963",NA,NA,"19327","South America","sheet",NA,"1000","1000","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","445967","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","R. M. Harley","R. M. Harley","1977","03","03","Brazil","Bahia","Morro do Chapéu","Summit of Morro do Chapeu, ca. 8 km S.W. of the town Morro do Chapeu to the West of the road to Utinga","-41.2","-11.58",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445967",NA,NA,"19327","South America","sheet",NA,"1000","1000","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","445969","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"R. M. Klein","1950","02","23","Brazil","Santa Catarina","Brusque","Mata da Azambuja","-48.910147","-27.126635",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445969","NY00445969_01",NA,"117","South America","sheet",NA,"50","50","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 10:05:00-03","NY","NYBG","445971","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"R. M. Klein","1955","03","31","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445971","NY00445971_01",NA,"1244","South America","sheet",NA,"150","150","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 10:05:00-03","NY","NYBG","445978","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"A. F. M. Glaziou","1891","04","07","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270735' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445978",NA,NA,"18182","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-29 10:05:00-03","NY","NYBG","445975","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"R. Reitz","1954","03","01","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445975",NA,NA,"1589","South America","sheet",NA,"300","300","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 10:05:00-03","NY","NYBG","445965","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,"O. Handro","C. Lemos","1934","02","20","Brazil","São Paulo","Sao Paulo","Parque da Avenida","-46.63","-23.5403",NA,NA,"s/nº <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270705' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445965",NA,NA,NA,"South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","445961","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","G. G. Hatschbach","G. G. Hatschbach","1969","03","14","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445961","NY00445961_01",NA,"21265","South America","sheet",NA,"300","300","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","584282","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","J. R. Pirani","R. M. Harley","1987","02","15","Brazil","Bahia",NA,"Piata, Estrada para Inúbia, ca. 31 km",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270712' target='other'> <mi>dwc_moreinfo</mi></a>","NY00584282",NA,NA,"24305","South America","sheet",NA,"1100","1100","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","446016","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.","J. Cuatrecasas","H. S. Irwin","1971","02","25","Brazil","Bahia","Seabra","Serra da Agua de Rega. Ca. 24 km N. of Seabra, road to Agua de Rega","-41.7703","-12.4186",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241756' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446016","NY00446016_01",NA,"31059","South America","sheet",NA,"1000","1000","Magnoliophyta","Malpighiales","compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02796009","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","H. Liuth","A. M. Amorim","2000","01","06","Brazil","Bahia","Itacaré","Loteamento da Marambaia. Rod. Ilhéus Itacaré, ca. 6 km de Itacaré","-38.9967","-14.2778",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524684' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796009","NY02796009_01",NA,"3232","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","446019","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.",NA,"G. G. Hatschbach","1965","03","25","Brazil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi","-48.5744","-25.8831",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446019","NY00446019_01",NA,"12500","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales","compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","446025","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta grandiflora","(Urb.) Cuatrec.",NA,"C. M. B. Correia","1989","06","25","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Picada para Pedra Bicuda","-42.05","-22",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=312525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446025","NY00446025_01",NA,"32","South America","sheet",NA,"1300","1300","Magnoliophyta","Malpighiales","grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01023113","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"A. F. M. Glaziou","1890",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1185275' target='other'> <mi>dwc_moreinfo</mi></a>","NY01023113","NY01023113_01",NA,"18181","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","445958","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","G. G. Hatschbach","G. G. Hatschbach","1969","03","14","Brazil","Paraná","Paranaguá","Pico Torto","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270714' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445958","NY00445958_01",NA,"21265","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","446042","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"A. F. M. Glaziou","1880","03","09","Brazil","Rio de Janeiro","Petrópolis","Au Retiro","-43.1783","-22.505",NA,NA,"donné por Mme SIMARD, sa fille, en 1907 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446042",NA,NA,"11829","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","445977","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.",NA,"R. Reitz","1956","04","05","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445977",NA,NA,"3024","South America","sheet",NA,"400","400","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","632000","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","D. C. Zappi","W. Ganev","1992","05","22","Brazil","Bahia","Abaíra","Caminho Samambaia-Serrinha. Ca. 4 km de Catolés","-41.85","-13.32",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632000",NA,NA,"348","South America","sheet",NA,"1300","1300","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-29 10:05:00-03","NY","NYBG","445966","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,"J. Mattos","B. Braga","1969","01","09","Brazil","São Paulo","Sao Paulo","Serra da Cantareira - Pinheirinho","-46.63","-23.5403",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270717' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445966",NA,NA,NA,"South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","631998","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta","(Schnizl.) Cuatrec.","D. C. Zappi","R. M. Harley","1991","12","24","Brazil","Bahia","Abaíra","Arredores de Catolés","-41.85","-13.28",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270706' target='other'> <mi>dwc_moreinfo</mi></a>","NY00631998",NA,NA,"H50322","South America","sheet",NA,"1000","1100","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 10:05:00-03","NY","NYBG","445974","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta",NA,NA,"R. Reitz","1954","03","18","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445974",NA,NA,"1744","South America","sheet",NA,"150","150","Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 09:33:00-03","NY","NYBG","446024","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.",NA,"A. F. M. Glaziou","1888","03","09","Brazil","Rio de Janeiro","Nova Friburgo","Alto Macahé","-42.5308","-22.2819",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=241759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00446024","NY00446024_01",NA,"16723","South America","sheet",NA,NA,NA,"Magnoliophyta","Malpighiales","compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 00:47:00-03","NY","NYBG","1018207","PreservedSpecimen","Plantae","Humiriaceae","Vantanea","compacta","Vantanea compacta compacta","(Schnizl.) Cuatrec.",NA,"J. Wesenberg","2005","10","10","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Orgaos. Vale do Rio Paquerquer. Próximo à trilha do Rancho Frio.","-43.0083","-22.4586",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250246' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018207","NY01018207_01",NA,"JW1012","South America","sheet",NA,"1385","1385","Magnoliophyta","Malpighiales","compacta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
