"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","stateProvince","barcode","imagecode","preparationType","continentOcean","class","typeStatus","relatedCatalogItem"
"30","2020-12-11 11:43:35-03","UFMG","BHCB","157455","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"Souza, FS","1584","2012","03","27","Brasil","Barão de Cocais","Serra do Garimpo, Morraria do Cambotas, Fazenda Campestre, campo rupestre.","-43.515278","-19.887222","-43.515278","-19.887222",NA,NA,NA,NA,"Erva com bainha das folhas escura e flores verde-amarelado; Campo rupestre.",NA,"Minas Gerais","BHCB048809",NA,NA,"Southern America",NA,NA,NA
"31","2020-12-11 11:43:35-03","UFMG","BHCB","191643","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,"2018","08","17","Souza, JAM; Paiva, JAM; Batista, LS","287","2018","06","07","Brasil","Ouro Preto","RPPN Capanema","-43.581389","-20.220278","-43.581389","-20.220278",NA,"1777","1777",NA,"Subarbusto, 1,20m. Flor amarela esverdeada. Frutos imaturos verdes. Folhas de coloração vinacea; mucilagem gelatinosa na inflorescência; Campo Rupestre Quartzítico",NA,"Minas Gerais","BHCB191643",NA,NA,"Southern America",NA,NA,NA
"32","2012-06-19 16:58:00-03","MO","MOBOT","3015028","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"Heinrich Wawra","Wawra von Fernsee 359","1879",NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"33","2013-01-12 05:18:00-02","MO","MOBOT","3015087","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"Peter Clausen","Clausen s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA
"34","2019-06-10 10:10:28-03","FZB-BH","BHZB","2659","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana",NA,"L. M. Versieux","2004","07","06","Ordones, J.","250","2000","08","19","Brasil","Catas Altas","Caraça/ Campo de Fora","-43.4075012207031","-20.0746994018555",NA,NA,"11966",NA,NA,NA,"Anteriormente identificada como Vriesea longicaulis (Baker) Mez.","auto","MG",NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","3363037","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"J. Paula","s.n.","1987","5","24","Brazil","Santa Bárbara","Serra do Caraça. Gruta do Padre Caio","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"1",NA,"auto","Minas Gerais","US01914103","US01914103_01",NA,"South America - Neotropics","Monocotyledonae",NA,NA
"36","2020-09-12 05:00:02-03","US","US","3183258","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"M. M. Arbo, A. Schinini & M. Campos","5257","1991","2","16","Brazil",NA,"18 km SW de Diamantina, camino a Gouveia","-43.68","-18.3",NA,NA,NA,NA,NA,"1",NA,NA,"Minas Gerais","US01914104","US01914104_01",NA,"South America - Neotropics","Monocotyledonae",NA,NA
"37","2020-09-12 05:00:02-03","US","US","3133257","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"M. M. Arbo, A. Schinini & M. Campos","5257","1991","2","16","Brazil",NA,"18 km SW de Diamantina, camino a Gouveia","-43.68","-18.3",NA,NA,NA,NA,NA,"1",NA,NA,"Minas Gerais","US01826244",NA,NA,"South America - Neotropics","Monocotyledonae",NA,NA
"38","2020-09-12 05:00:02-03","US","US","1804303","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"M. B. Foster","688","1940","7","22","Brazil","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"1",NA,"auto","Minas Gerais","US01914102","US01914102_01",NA,"South America - Neotropics","Monocotyledonae",NA,NA
"39","2020-09-12 05:00:02-03","US","US","3657454","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"D. C. Zappi & V. Scatena","CFCR 10934","1987","5","24","Brazil","Santa Bárbara","Serra do Caraça. Caminho para a Gruta do Padre Caio","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,"1",NA,"auto","Minas Gerais","US01914101","US01914101_01",NA,"South America - Neotropics","Monocotyledonae",NA,NA
"40","2019-09-04 19:47:26-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Tillandsia","clausseniana","Tillandsia clausseniana",NA,NA,NA,NA,NA,"P. C. D. Clausen",NA,"1843",NA,NA,"Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America","Monocotyledoneae","Holotype",NA
"41","2020-07-23 12:01:04-03","CEPLAC","CEPEC","91613","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana",NA,"M. das G. L. Wanderley",NA,NA,NA,"L. A. Mattos-Silva","4474","2001","07","26","Brasil","WENCESLAU GUIMARÃES","Est. Ecol. Nova esperança. Sede a 7Km ao W do povoado de Nova Esperança.Área c/ aprox. 2.700ha. Morro da Água Vermelha.","-39.721667","-13.595278","39W43'18","13S35'43",NA,NA,NA,NA,"<ll>dwc_commonname:</ll> Garavatá",NA,"Bahia",NA,NA,NA,NA,NA,NA,"20/04/2004"
"42","2017-09-11 17:09:05-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez",NA,NA,NA,NA,"Claussen, P","s.n.",NA,NA,NA,"Brazil",NA,"Habitat in Brasiliae prov. Minas Geraes in Serra de Carassa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"Southern America",NA,NA,NA
"43","2019-11-21 10:02:51-03","IBt","SP","412839","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez","Versieux, LM","2009","04",NA,"Carmo, FF","3389","2008","07","26","Brasil","Ouro Preto","Parque Estadual do Itacolomi","-43.482778","-20.422222","-43.482778","-20.422222",NA,"1650","1650",NA,NA,NA,"Minas Gerais","SP053349","SP053349",NA,NA,NA,NA,NA
"44","2019-11-21 10:02:51-03","IBt","SP","44728","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez","Smith, LB","1952","02",NA,"Foster, M; Foster, R","688","1940","07","22","Brasil","Santa Bárbara","Caraça","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,NA,"auto","Minas Gerais","SP053350","SP053350",NA,NA,NA,NA,NA
"45","2019-11-21 10:02:51-03","IBt","SP","186325","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez","Costa, A","1992","04","27","Pirani, JR; Yano, O","710","1983","05","27","Brasil","Santa Bárbara","Serra do Caraça, Caminho para a Capelinha e gruta de Lourdes.","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,NA,"auto","Minas Gerais","SP053351","SP053351",NA,NA,NA,NA,NA
"46","2019-11-21 10:02:51-03","IBt","SP","186325a","S","Plantae",NA,NA,"Bromeliaceae","Vriesea","clausseniana","Vriesea clausseniana","(Baker) Mez","Costa, A","1992","04","27","Pirani, JR; Yano, O","710","1983","05","27","Brasil","Santa Bárbara","Serra do Caraça, Caminho para a Capelinha e gruta de Lourdes.","-43.4152984619141","-19.959400177002",NA,NA,"33136",NA,NA,NA,NA,"auto","Minas Gerais","SP053352","SP053352",NA,NA,NA,NA,NA
