"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"11","2020-09-23 10:41:32-03","E","E","84283","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides",NA,NA,NA,NA,NA,"Munhoz, C.","279","1995","07","25","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00084283 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00084283",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:93300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","478378","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","20191","1968","11","05","Brazil","Paraná","Morretes","Col. Floresta","-48.8342","-25.4769",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185722' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478378","NY00478378_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02104586","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","M. K. Caddah",NA,NA,NA,"M. K. Caddah","445","2009","05","11","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, trilha para Véu da Noiva","-44.6198","-22.4284",NA,NA,"1070","1070","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305530' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104586","NY02104586_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","520737","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","R. Goldenberg",NA,NA,NA,"P. K. H. Dusén","9994","1910","06","24","Brazil","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760903' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520737","NY00520737_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","478379","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","20362","1968","11","21","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.3289","-25.3069",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185723' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478379","NY00478379_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","478384","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. J. Wurdack",NA,NA,NA,"G. G. Hatschbach","61421","1995","01","14","Brazil","Espírito Santo","Alfredo Chaves","Sao Bento de Urânia","-40.917605","-20.471909",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478384","NY00478384_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1801061","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. F. A. Baumgratz",NA,NA,NA,"J. M. A. Braga","2155","1995","03","16","Brazil","Rio de Janeiro","Itatiaia","Visconde de Mauá, Faz. da Cruz, trilha Mata Cavalo (Cruz -Ab. Rebouças).","-44.65833","-22.35833",NA,NA,"1350",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015738' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801061","NY01801061_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","478382","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"L. B. Smith","1915","1929","02","15","Brazil","São Paulo","Santo André","Estaçao Biologica, Alto da Serra","-46.32","-23.78",NA,NA,"800","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185729' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478382","NY00478382_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","478383","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","A. C. Brade",NA,NA,NA,"L. Lanstyack","175","1938","05",NA,"Brazil","Rio de Janeiro","Itatiaia","Itatiaia; Mauá","-44.532364","-22.332886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185721' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478383","NY00478383_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01874799","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","M. Reginato",NA,NA,NA,"M. Reginato","1453","2014","01","17","Brazil","Santa Catarina","Ilhota","Morro do Baú, próximo à sede do parque.","-48.8272018432617","-26.8997001647949",NA,NA,"220",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2705217' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874799","NY01874799_01","South America","sheet",NA,"Magnoliophyta","Myrtales","18275","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","478376","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. J. Wurdack",NA,NA,NA,"W. R. Anderson","11700","1976","02","24","Brazil","Rio de Janeiro","Rio de Janeiro","Serrra dos Orgaos, Parque Nacional","-43.066425","-22.508615",NA,NA,"1150","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478376","NY00478376_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","478375","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. J. Wurdack",NA,NA,NA,"R. M. Harley","20179","1977","03","30","Brazil","Bahia","Barra do Choça","Serra da Conquista; ca. 12 km. SE of Barra do Choça on the road to Itapetinga","-40.52","-14.95",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478375","NY00478375_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00478377","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","J. J. Wurdack",NA,NA,NA,"R. M. Harley","20163","1977","03","30","Brazil","Bahia","Barra do Choça","Ca. 12 km. SE of Barra do Choça on the road to Itapetinga","-40.52","-14.95",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478377","NY00478377_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","685361","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","R. Goldenberg",NA,NA,NA,"R. Goldenberg","767","2005","10","19","Brazil","São Paulo","Jundiaí","Serra do Japi","-50.2475","-23.4369",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894540' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685361","NY00685361_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","478380","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","A. C. Brade",NA,NA,NA,"L. Lanstyack","175","1938","05",NA,"Brazil","Rio de Janeiro","Itatiaia","Itatiaia; Mauá","-44.532364","-22.332886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478380","NY00478380_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","478381","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.",NA,NA,NA,NA,"L. B. Smith","1809","1929","02","03","Brazil","São Paulo","Sao Paulo","Cidade Jardim, vicinity of Sao Paulo","-46.72","-23.58",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=185728' target='other'> <mi>dwc_moreinfo</mi></a>","NY00478381","NY00478381_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","887328","PreservedSpecimen","Plantae","Melastomataceae","Leandra","fragilis","Leandra fragilis","Cogn.","M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,"C. B. Toledo","351","1987","11","29","Brazil","São Paulo","Ibiúna","Morro Agua dos Vieiras, proximo a represa da Cachoeira da Fumaça.","-47.25998","-24.006257",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092246' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887328","NY00887328_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00909072","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"H. S. Irwin","15618","1966","05","04","Brazil","Distrito Federal","Brasília","Lower slopes of Chapada do Contagem, ca. 15 km N.E. of Brasília","-47.81771","-15.68745",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909072","NY00909072_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00909039","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"P. Clausen","322A.",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909039","NY00909039_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","520727","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520727","NY00520727_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","520731","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"Martii Herbar. Florae Brasil.","4","1841",NA,NA,"Brazil",NA,NA,"Prov. Rio de Janeiro et Sao Paulo",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760898' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520731","NY00520731_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00908998","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","J. J. Wurdack",NA,NA,NA,"H. S. Irwin","29162","1971","01","26","Brazil","Minas Gerais",NA,"Serra do Espinhaço, base of Serra da Caraça","-43.4927778","-20.1263",NA,NA,"1500","1750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984658' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908998","NY00908998_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00908999","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","J. J. Wurdack",NA,NA,NA,"H. S. Irwin","27808","1970","03","18","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, Ca. 15 km E. of Diamantina","-43.56115","-18.17235",NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984660' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908999","NY00908999_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","520747","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","R. Goldenberg",NA,NA,NA,"L. Acra","147","1987","03","20","Brazil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.72","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760908' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520747","NY00520747_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","887331","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. L. D. R. Souza; J. F. A. Baumgratz",NA,NA,NA,"S. A. C. Chiea","679A","1991","07","28","Brazil","São Paulo","Itaberá",NA,"-49.13","-23.8603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00887331","NY00887331_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00909010","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","J. J. Wurdack",NA,NA,NA,"L. Emygdio de Mello Filho","3402","1972","07","16","Brazil","Minas Gerais",NA,"Gandarela.",NA,NA,NA,NA,"1550","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984711' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909010","NY00909010_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00909002","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","J. J. Wurdack",NA,NA,NA,"J. H. Kirkbride Jr.","5057","1982","11","09","Brazil","Distrito Federal","Brasília","Cabeceira do córrego Jatobá.","-48.1","-15.6",NA,NA,"1240","1240","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909002","NY00909002_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","520729","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"G. Gardner","382","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760914' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520729","NY00520729_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00908974","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"A. P. Duarte","628","1946","11","25","Brazil","Minas Gerais","Carandaí",NA,"-43.8064","-20.9536",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908974",NA,"South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01874632","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"R. Riina","1327","2004","01","19","Brazil","Minas Gerais","Congonhas do Norte","Serra Talhada. Fazenda Vereda do Cambota, alto da Serra do Joao Camilo, 6.8 km sudoeste da estrada Conhonhas do Norte-Gouevia, entrada a 3.7 km noroeste de Congonhas do Norte.","-43.7525","-18.8108",NA,NA,"1333","1333","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2531770' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874632","NY01874632_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","520732","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"Martii Herbar. Florae Brasil.","6",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Corcovado prope Rio de Janeiro","-43.212076","-22.951842",NA,NA,NA,NA,"Acc. 1837 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760899' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520732","NY00520732_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","520744","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"F. C. Hoehne","28705","1932","01","14","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=760910' target='other'> <mi>dwc_moreinfo</mi></a>","NY00520744","NY00520744_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","02841605","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi",NA,NA,NA,NA,"M. S. Wängler","1319","2013","04","07","Brazil","Rio de Janeiro","Paty do Alferes","Palmares. APA- Palmares","-43.371944","-22.449722",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3137773' target='other'> <mi>dwc_moreinfo</mi></a>","NY02841605","NY02841605_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","02104558","PreservedSpecimen","Plantae","Melastomataceae","Leandra","melastomoides","Leandra melastomoides","Raddi","M. Reginato",NA,NA,NA,"M. Reginato","1224","2011","02","11","Brazil","Rio de Janeiro","Santa Maria Madalena","Alto do Desengano, Trilha para Sao Fidelis","-41.919503","-21.8762",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084814' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104558","NY02104558_01","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
