"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","monthIdentified","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"11","2020-12-21 16:41:50-03","MBM","MBM","396797","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C. Chr.) L.E. Bishop","Michelon, C.","Engels, M.E.; Ferneda Rocha, L.C.; Hekavey, C.; Ferneda Rocha, L.C.; Hekavey, C.","678","2013","04","Southern America","Brazil","Paraná","RPPN Nhandara Guaricana",NA,"Epífita. Rizoma com escamas castanhas, pecíolo castanho, raque e limbo verde, soros castanhos.","MBM396797","MBM396797",NA,"2013","04","21","São José dos Pinhais","-49.2064018249512","-25.5347003936768","45291",NA,NA,"auto",NA,NA,"22",NA,NA,NA,NA
"12","2015-09-24 04:04:25-03","MNHN","RECOLNAT_MNHN_P","P00632811","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","Bishop","Glaziou, A.",NA,"1870","4",NA,"Brésil",NA,"Sommet des Orgues","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00632811' target='other'> <mi>dwc_moreinfo</mi></a>","P00632811","P00632811_01",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4441",NA,NA,NA
"13","2015-09-24 12:17:41-03","MNHN","RECOLNAT_MNHN_P","P00632812","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","Bishop","Glaziou, A.",NA,"1870","4",NA,"Brésil",NA,"Sommet des Orgues","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00632812' target='other'> <mi>dwc_moreinfo</mi></a>","P00632812","P00632812_01",NA,NA,NA,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4441","isotype",NA,NA
"14","2020-09-29 14:53:42-03","UFPR","UPCB","69049","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","Matos, F.B.","Matos, F.B.","1362","2007","04",NA,"Brasil","Bahia","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no assentamento Sto. Antônio. RPPN Caminho das Pedras.",NA,"Epífita a 30 cm do solo, no interior da mata. Topo do morro. Floresta Ombrófila Densa.","UPCB0008238","UPCB0008238",NA,"2007","11","13","Arataca","-39.341667","-15.173611",NA,"1000","1000",NA,"-39.341667","-15.173611",NA,NA,NA,NA,NA
"15","2020-09-29 14:53:42-03","UFPR","UPCB","47598","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","Kersten, R.A.","Kersten, R.A.","801","2004","02",NA,"Brasil","Paraná","Haras Santo Antonio",NA,"Epífita pendente. Ecótono floresta ombrófila mista/floresta ombrófila densa..","UPCB0008237","UPCB0008237",NA,"2004","01","17","Piraquara","-49.0633010864258","-25.4416999816895","12577",NA,NA,"auto",NA,NA,"01",NA,NA,NA,NA
"16","2020-07-10 09:48:58-03","MBML","MBML-HERBARIO","38927",NA,"Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","F.S.Souza/02-02-2011","L. Kollmann; A.M.Amorim & L.Daneu","11516","2009","04",NA,"Brasil","Espírito Santo","Floresta Ombrófila Densa Montana.",NA,"Erva epífita ao sol.","MBML038927","MBML038927",NA,NA,NA,"09","Castelo","-41.075","-20.5175",NA,NA,NA,NA,"41W4'30","20S31'3",NA,NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","65951","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C. Chr.) L.E. Bishop",NA,"L. Wacket","s.n.",NA,NA,"South America - Neotropics","Brazil",NA,"Serra do Mar",NA,NA,"US01609116","US01609116_01","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"18","2020-09-12 05:00:02-03","US","US","483014","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C. Chr.) L.E. Bishop",NA,"Luderwaldt","1538","1910","6","South America - Neotropics","Brazil","São Paulo","Brasilia, S. Paulo.",NA,NA,"US01609115","US01609115_01","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"19","2020-09-12 05:00:02-03","US","US","2356109","PreservedSpecimen","Plantae",NA,"Polypodiales","Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C. Chr.) L.E. Bishop",NA,"R. Reitz","3473",NA,NA,"South America","Brazil","Santa Catarina","S. Catarina - Brasil, Tachiral, Cambajura, S. Joaguim , S.R. [interpreted]",NA,NA,"US01609114","US01609114_01","Pteridophyte",NA,NA,NA,NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,"1",NA
"20","2020-07-23 12:19:31-03","CEPLAC","CEPEC","112527","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa",NA,"Sem Informação","Labiak, P. H.","3641","2006","08",NA,"Brasil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 Km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.",NA,NA,NA,NA,NA,NA,NA,"06","arataca","-39.341667","-15.173611",NA,"900","900",NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA
"21","2020-07-23 12:19:31-03","CEPLAC","CEPEC","110644","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa",NA,"Sem Informação","Matos, F. B.","1015","2006","02",NA,"Brasil","Bahia","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras.",NA,"UNICATA.",NA,NA,NA,NA,NA,"16","arataca","-39.341667","-15.173611",NA,"1000","1000",NA,"39W20'30","15S10'25",NA,NA,NA,NA,NA
"22","2020-02-11 18:26:27-03","UFMG","BHCB-SL","87521","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop.","Salino, A","Salino, A; Dittrich, VAO; Meinberg, AC; Morais, PO","6302b","2001","03","América","Brasil","São Paulo","Estação Ecológica de Bananal, Nas trilhas da Estação e da Pedra Vermelha. Floresta Ombrófila Densa Montana.",NA,"Epífita a 2m de altura, no interior de floresta.",NA,NA,NA,"2001","06","08","Bananal","-44.366111","-22.819444",NA,"1130","1350",NA,"-44.366111","-22.819444",NA,NA,NA,NA,NA
"23","2020-02-11 18:26:27-03","UFMG","BHCB-SL","124440","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop.","Salino, A","Salino, A; Heringer, G; Megale, ME","13886","2008","09","América","Brasil","Espírito Santo","Parque Nacional do Caparaó, /RPPN Águas do Caparaó - Cachoeira Alta. Floresta Ombrófila Densa Montana ao longo do Córrego do Veadinho.",NA,"Epífita a 1,8m de altura, a margem de rio, na floresta",NA,NA,NA,"2008","09","12","Divino de São Lourenço","-41.78125","-20.597",NA,"1000","1050",NA,"-41.78125","-20.597",NA,NA,NA,NA,NA
"24","2020-02-11 18:26:27-03","UFMG","BHCB-SL","89541","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop.","Salino, A","Salino, A; Almeida, TE; Mota, NFO","9611","2004","06","América","Brasil","São Paulo","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Base de Itamambuca.",NA,"Epífita a 1,5m de altura, no interior de floresta.",NA,NA,NA,"2004","06","23","São Luiz do Paraitinga","-45.079917","-23.325389",NA,"920","920",NA,"-45.079917","-23.325389",NA,NA,NA,NA,NA
"25","2020-02-11 18:26:27-03","UFMG","BHCB-SL","147964","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop.",NA,"Fernandes, R; Chaves, C; Hattori, EKO; Vale, AA","900","2011","03","América","Brasil","Minas Gerais","Serra da Mantiqueira, Fazenda Boa Esperança, trilha dos Romeiros.",NA,"Mata ciliar. Planta epífita, herbácea, coletada próximo ao curso d'água.",NA,NA,NA,NA,NA,"19","Delfim Moreira","-45.312222","-22.590556",NA,"1578","1578",NA,"-45.312222","-22.590556",NA,NA,NA,NA,NA
"26","2020-02-11 18:26:27-03","UFMG","BHCB-SL","109343","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop.","Almeida, TE","Almeida, TE; Souza, DT; Heringer, G","1255","2007","06","América","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Trilha para a Janela do Céu, passando pelo Pico da Lombada e pela gruta dos Três Arcos. Campo rustre, Mata de Galeria e Mata nebular.",NA,"Rupícola em paredão de mata nebular/mata de galeria. PRENSADO EM ÁLCOOL","BHCB002374","BHCB002374",NA,"2007","06","22","Lima Duarte","-43.872806","-21.67175",NA,"1484","1484",NA,"-43.872806","-21.67175",NA,NA,NA,NA,NA
"27","2016-08-23 09:46:43-03","NHMLondon","NHM-LONDON-BOT","BM001027727","S","Plantae","Pteridophyta",NA,"Grammitidaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","Luther Earl Bishop; b.1943; d.1993; L.E.Bishop","Alexander Curt Brade; b.1881; d.1971; Brade","15806","1937","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"1988",NA,"20",NA,"-42.64735","-22.531489",NA,NA,NA,NA,"-42.64735","-22.531489",NA,NA,NA,NA,"NHMUK:ecatalogue:2283093"
"28","2021-02-08 12:46:52-03","UFRGS","ICN","187842","S","Plantae","Fern",NA,"Polypodiaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C.Chr.) L.E.Bishop","Nervo, MH","Nervo, MH; Velho, FSC","1415","2013","06","América do Sul","Brasil","RS",NA,NA,"Epífita.; Floresta Ombrófila Densa Altomontana. Interior de floresta.",NA,NA,NA,"2013","06","24","Cambará do Sul","-49.972778","-29.038056",NA,"1101","1101",NA,"-49.972778","-29.038056","24",NA,NA,NA,NA
"29","2020-08-26 10:51:15-03","MCN-FZBRS","HAS","43610","PreservedSpecimen","Plantae","Pteridophyta",NA,"Grammitidaceae","Zygophlebia","longipilosa","Zygophlebia longipilosa","(C. Chr.) L.E. Bishop",NA,"Senna, R.M.","832","2005","04",NA,"Brasil","Rio Grande do Sul","Reserva Biológica da Serra Geral, no topo.",NA,"; mata com araucária UTM 6726462/579329; epífita pendente; Projeto Mata Atlântica","HAS0043610",NA,NA,NA,NA,NA,"Maquiné","-50.2071990966797","-29.6749992370605","28094",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
