"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","sex"
"12","2019-08-27 13:26:35-03","IAP","PACA-AGP","34843","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","G. Pabst","Rambo, B.",NA,"1947","01","05",NA,"Brasil","RS","Vacaria","Faz. da Ronda","-50.9338989257812","-28.5121994018555",NA,"Confirmado por J.A.N. Batista em Junho/2000. Habitat: In paludosis dumetosis Fenofase: flor","PACA034843",NA,NA,NA,"Liliatae","1954","09","04","63451","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:35-03","IAP","PACA-AGP","30932","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha var. riograndensis","Pabst","J.A.N. Batista","Rambo, B.",NA,"1946","01","02",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,"Conforme Rodriguésia 14(26): 47. 1951 Habitat: In paludosis Fenofase: flor","PACA030932","PACA030932",NA,NA,"Liliatae","2000","06",NA,"49662","auto","var. riograndensis","Isotipo",NA,NA,NA,NA,NA
"14","2021-02-12 10:02:13-03","UNICAMP","UEC","118928","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Rodr.","Batista, JAN","Batista, JAN; Oliveira Neto, OB","1088","2000","11","04",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do Guará, Campo limpo inundado (permanentemente úmido). Solo hidromórfico, escuro, instável, em vários pontos com água sobre a superfície. Área anteriormente queimada.","-47.966667","-15.8",NA,"Erva terrestre. Ocasional. Em início de floração. Sépalas verde-esbranquiçada com as margens brancas. Pétalas e labelo completamente brancos. Anteras e canais brancos. Conectivo entre as anteras verde. Rostelo verde. Estigma verde-esbr","UEC034422","UEC034422",NA,NA,NA,"2000","10",NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA,NA
"15","2021-02-12 10:02:13-03","UNICAMP","UEC","133883","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Rodr.","Batista, JAN","Batista, JAN; Miranda, ZJG; Oliveira, RS; Pellizzaro, KF","1452","2003","11","22",NA,"Brazil","Distrito Federal","Brasília","Reserva Ecológica do Guará, Região Administrativa (RA) X. Área abaixo da primeira passarela sobre a EPTG, no sentido SIA-Taguatinga. Campo limpo inundado. Solo escuro, hidromórfico. Área anteriormente queimada.","-47.966667","-15.8",NA,"Erva terrestre. Frequente em alguns pontos do campo. Em plena floração. Ovário e pedicelo verde. Calcar esverdeado. Face externa dos sépalos verdes, com as margens brancas. Face interna do sépalo dorsal verde-esbranquiçada e a margem b","UEC034420","UEC034420",NA,NA,NA,"2003","11",NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA,NA
"16","2019-08-20 10:00:50-03","UNICAMP","UEC","33508","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Rodr.","Batista, JAN","Filgueiras, TS","934","1981","11","11",NA,"Brazil","Distrito Federal","Brasília","Taguatinga, Brejo junto ao córrego Cana do Reino","-47.9296989440918","-15.7797002792358",NA,"Herbácea, ca. 30 cm de altura; flores 1 a 4 por planta. Corola branca, vistosa. Localmente abundante.","UEC034423","UEC034423",NA,NA,NA,"2000","05","12","70570","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-04-22 16:26:37-03","UFPB","JPB","2387","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Felix, LP","Chaves, MJ","227","1968","12","21","Southern America","Brasil","Mato Grosso","Xavantina","Chapadão dos Veadeiros. Brejo a 1800 m am.",NA,NA,NA,"; DESC: Planta com 25cm, flôres alvas, labelo bem distendido. Frequente entre Gramíneas, Droseras etc.",NA,NA,NA,NA,NA,"2002","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-06 09:56:52-03","UFOP","OUPR","9711","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, J.A.N.","Damazio, L.B.","s.n.","1908",NA,NA,NA,"Brasil","Minas Gerais",NA,"Perto de Poços de Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:38:30-03","MBM","MBM","214033","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Batista, J.A.N.","?","s.n.",NA,NA,NA,"Southern America","Brazil","Paraná","Curitiba","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,"MBM214033","MBM214033",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:38:30-03","MBM","MBM","15183","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Pabst, G.","Hatschbach, G.","23284","1969","12","30","Southern America","Brazil","Paraná","Campina Grande do Sul","Rio Canguiri","-49.0553016662598","-25.3055992126465",NA,NA,"MBM015183","MBM015183",NA,NA,NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:38:32-03","MBM","MBM","24800","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Pabst, G.","Hatschbach, G.","31075","1972","12","28","Southern America","Brazil","Paraná","São José dos Pinhais","Rod. BR-277, Rio Itaqui","-49.2064018249512","-25.5347003936768",NA,NA,"MBM024800","MBM024800",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"22","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408695","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Regnell, A.F.",NA,"1846","3","18",NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408695' target='other'> <mi>dwc_moreinfo</mi></a>","P00408695","P00408695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1190",NA,NA
"23","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408696","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Regnell, A.F.",NA,"1846","3","18",NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408696' target='other'> <mi>dwc_moreinfo</mi></a>","P00408696","P00408696_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1190",NA,NA
"24","2015-09-03 19:47:40-03","MNHN","RECOLNAT_MNHN_P","P00408697","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Regnell, A.F.",NA,"1846","3","18",NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,"hb","1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408697' target='other'> <mi>dwc_moreinfo</mi></a>","P00408697","P00408697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 1190",NA,NA
"25","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408698","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Glaziou, A.",NA,"1886","12","31",NA,"Brésil",NA,NA,"João Ayres au Sitio",NA,NA,"hb","1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408698' target='other'> <mi>dwc_moreinfo</mi></a>","P00408698","P00408698_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16376",NA,NA
"26","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408699","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Glaziou, A.",NA,"1886","12","31",NA,"Brésil",NA,NA,"João Ayres au Sitio",NA,NA,"hb","1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408699' target='other'> <mi>dwc_moreinfo</mi></a>","P00408699","P00408699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"16376",NA,NA
"27","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408700","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Glaziou, A.",NA,"1894","11","16",NA,"Brésil",NA,NA,"Corrego do Brejo, chico Lobo",NA,NA,"hb","1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408700' target='other'> <mi>dwc_moreinfo</mi></a>","P00408700","P00408700_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22155",NA,NA
"28","2015-09-03 19:47:39-03","MNHN","RECOLNAT_MNHN_P","P00408701","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista","Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00408701' target='other'> <mi>dwc_moreinfo</mi></a>","P00408701","P00408701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22158 a",NA,NA
"29","2020-10-01 14:26:01-03","JBB","HEPH","6122","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","Batista, JAN","Salles, AEH","419","1984","11","20","Southern America","Brasil","Distrito Federal","Brasília","Brejo atrás do SIA","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,"1992","05","14","70570","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:44:39-03","UFMG","BHCB","151325","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Batista, JAN","3052","2010","12","20","Southern America","Brasil","Distrito Federal","Guará","Reserva Ecológica de Guará","-47.974167","-15.807722",NA,"Erva terrestre, em campo sujo úmido. Solo humoso, escuro, úmido. Área queimada durante a seca. Comum. Em plena floração. Sépala dorsal verde; sépalas laterais com a face abaxial verde e face adaxial branco- esverdeada. pétalas e labelo brancos. Conec",NA,NA,"1084","1084",NA,NA,NA,NA,NA,NA,NA,NA,"-47.974167","-15.807722",NA,NA,NA
"31","2020-12-11 11:44:39-03","UFMG","BHCB","120043","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Batista, JAN","2362","2007","12","28","Southern America","Brasil","Distrito Federal","Brasília","Região Administrativa X - Guará, Reserva Ecológica do Guará","-47.977583","-15.808861",NA,"Erva terrestre. Comum.; em campo limpo permanentemente úmido. Solo hidromórfico, argilo-arenoso, úmido. Local anteriormente queimado","BHCB001623","BHCB001623","1039","1039",NA,"2007","12","28",NA,NA,NA,NA,"-47.977583","-15.808861",NA,NA,NA
"32","2020-12-11 11:44:39-03","UFMG","BHCB","42346","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Silva, GP da","2096","1993","11","28","Southern America","Brasil","Distrito Federal","Brasília","Reserva Ecológica do Guará","-47.966667","-15.8",NA,"Campo úmido. Solo escuro com bastante materia orgânica. Relevo plano. Frequente. Pétalas brancas, sépalas verdes com bordas brancas.",NA,NA,"1035","1035",NA,NA,NA,NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA,NA
"33","2020-12-11 11:44:39-03","UFMG","BHCB","89463","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Batista, JAN; Miranda, ZJG; Pellizzaro, KF; Oliveira, RS","1452","2003","11","22","Southern America","Brasil","Distrito Federal","Brasília","RA-X, Guará. Reserva Ecológica do Guará. Área abaixo da primeira passarela sobre a EPTG, no sentido SIA-Taguatinga.","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, em campo limpo inundado. Solo escuro, hidrmórfico. Área anteriormente queimada. Frequente em alguns pontos do campo. Em plena floração. Ovário e pedicelo verde. Calcar esverdeado. Face externa dos sépalos verdes, com as margens branca",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:39-03","UFMG","BHCB","113674","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"Batista, JAN","1604","2005","12","25","Southern America","Brasil","Distrito Federal","Brasília","Região Administrativa X, Guará. Reserva Ecológica do Guará. Trecho abaixo da primeira passarela sobre a EPTG na direção de Taguatinga, entre a passarela e o ponto de travessia do córrego Guará na EPTG.","-47.9296989440918","-15.7797002792358",NA,"Erva terrestre, em campo limpo úmido. Área queimada durante a seca. Solo escuro, úmido. Comum no local. Em extremo final de floração; apenas uma ou outra planta com flores, a maioria com frutos. Face externa das sépalas verdes, face interna branco-es",NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"35","2013-08-30 12:13:00-03","MO","MOBOT","3585956","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","Foster's 1958 catalog notes file","T. Herzog","Herzog 1874","1911","3",NA,"South America","Bolivia",NA,NA,"Meson near Samaipata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"36","2014-11-06 16:18:27-02","UFPB","EAN","11920","S","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.","J. A. N. Batista & Osvaldo Neto",NA,"1088","2000","11","04",NA,"Brasil","Distrito Federal",NA,"Reserva Ecológica do Guará",NA,NA,NA,"Erva..Habitat: Terrestre em vários pontos com água sobre a superficie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","209463","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.",NA,"A. F. Regnell","1190","1863","1","3","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,"US00247288","US00247288_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"Possible type",NA,NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","2744654","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.",NA,"G. Hatschbach","31075","1972","12","28","South America","Brazil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","2706785","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb. Rodr.",NA,"G. Hatschbach","971","1969","12","30","South America - Neotropics","Brazil",NA,NA,NA,NA,NA,NA,NA,"US00247287","US00247287_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-02 16:35:03-03","Cenargen","CEN","32591","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","852","1999","01","06",NA,"Brasil","DF","BRASILIA","Campo ao lado do Ribeirão do Torto, entre este e as encostas na subida para o Colorado. Um pouco abaixo da ponte sobre o ribeirão na estrada para Sobradinho.","-47.9296989440918","-15.7797002792358","Exsicatas","Campo com água sobre a superfície. Observado somente dois pequenos conjuntos de plantas. Cobertura graminosa bem desenvolvida. Em final de floração. Sépalos com a afce verde com as bordas brancas, face interna branco-esverdeada. pétalos e labelo completamente brancos. Coluna verde. Doação da Flora do Brasil - Brasília - Distrito Federal.","CEN00032591","CEN00032591",NA,NA,NA,"1999","01",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"41","2020-09-02 16:35:03-03","Cenargen","CEN","21191","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.",NA,"João Aguiar Nogueira Batista","452","1995","01","04",NA,"Brasil","DF","BRASILIA","Campo as margens do córrego do Gama. Atrás do Aeroporto. Após a QI-17. Lago Sul.","-47.9296989440918","-15.7797002792358","Exsicatas","Projeto Bio Bio Cerrado.","CEN00021191","CEN00021191",NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"42","2020-09-02 16:35:03-03","Cenargen","CEN","32556","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","807","1998","12","13",NA,"Brasil","DF","BRASILIA","Campo próximo às margens do Córrego do Gama, atrás do aeroporto, do outro lado do córrego a Nordeste e um pouco após a quadra 25 do SMPW em direção a QI 17 do Lago Sul.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente queimada durante a seca. Sépalos verde-esbranquiçados, pétalos e labelo completamente brancos.","CEN00032556","CEN00032556",NA,NA,NA,"1998","12",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"43","2020-09-02 16:35:03-03","Cenargen","CEN","51360","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","Zenilton de Jesus Gayoso Miranda","100","2003","11","22",NA,"Brasil","DF","BRASILIA","RA-X. Guará. Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","Exsicatas","Área anteriormente queimada. Frequente em alguns pontos do campo. Em plena floração. Ovário e pedicelo verde. Calcar esverdeado. Face externa dos sépalos verdes, com as margens brancas. Face interna do sépalo dorsal verde-esbranquiçada e a margem branca, sépalos laterias brancos com a base esverdeada, pétalos e labelo completamente brancos. Coluna com o conectivo verde, anteras amarelas. Lobo mediano do rostelo verde-claro, braços esbranquiçados. Aurículos brancos. Estigma branco-esverdeado, as margen brancas.","CEN00051360","CEN00051360",NA,NA,NA,"2003","11",NA,"70570","auto",NA,NA,NA,NA,NA,"1",NA
"44","2020-09-02 16:35:03-03","Cenargen","CEN","36098","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","leucosantha","Habenaria leucosantha","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","1088","2000","11","04",NA,"Brasil","SP","JUNDIAI","Mun. Jundiaí. Serra do Japi, face norte na serra. Base Ecológica. Brejo em frente a casa do Cidinho.","-46.8800010681152","-23.1800003051758","Exsicatas","Solo instável em vários pontos com água sobre a superfície. Área anteriormente queimada. Em início de floração. Séplalas verde-esbranquiçadas com as margens brancas. Pétalas e labelo completamente brancos. Anteras e canais brancos. Conectivo entre as anteras verde. Rostelo verde. estigma verde-esbranquiçado, verde no centro com as bordas esbranquiçadas. aurículos brancos. Polínea e caudiculo amarelos. Ovário verde. Calcar esbranquiçado na base e verde para o ápice.","CEN00036098","CEN00036098",NA,NA,NA,"2000","10",NA,"17840","auto",NA,NA,NA,NA,NA,"1",NA
