"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount"
"11","2019-12-04 15:26:23-03","PUCPR","HUCP","8446","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","Hauman.",NA,NA,NA,NA,"Wilberg, D","001","1995","03",NA,"Brasil","Goiás","Pirinópolis","Serra dos Pirineus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:43:07-03","NBC","NL-BOTANY","U.1097788","PreservedSpecimen","Plantae","Araceae","Philodendron","misionum","Philodendron misionum","(Hauman) Hauman","Vanni RO",NA,NA,NA,"Vanni RO; et al.",NA,"1996","03","01","Argentina","Misiones",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1097788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1097788","NL-U1097788",NA,"Alismatales","Southern America",NA,NA,NA,NA,"Magnoliopsidae","U 0098480",NA,NA
"13","2020-02-08 08:43:07-03","NBC","NL-BOTANY","L.1417019","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman",NA,NA,NA,NA,"Rambo B",NA,"1947","01","14","Brazil",NA,NA,"Brasiliae australis. RGS, S. Franc. d. Paula. In araucarieto scandens.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1417019 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1417019","NL-L1417019",NA,"Alismatales","Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"14","2015-07-02 13:40:10-03","JBP","HPL","1011","S","Plantae","Araceae","Philodendron","misionum","Philodendron misionum","Hauman","H. Lorenzi","2000","12","07","H. Lorenzi","2514","2000","12","07","Brasil","SC","Porto União","Na estrada para caçador a +- 25km de Porto União, em mata primária, sobre aclive suave e bem drenado.","-51.0783","-26.2381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41804","auto",NA,NA,NA,NA
"15","2019-12-19 08:07:55-03","FPS","FPS","51","MachineObservation","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Engels, M.E.","2014","05","13","Schwirkowski, P.","175","2013","12","29","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro","-49.382534","-26.242734","-49.382534","-26.242734",NA,NA,NA,"FPS00051,MBM391985","FPS00051_v01 FPS00051_v02 FPS00051_v03 FPS00051_v04 FPS00051_v05 MBM391985",NA,NA,NA,NA,NA,NA,NA,NA,"MBM 391985","voucher",NA
"16","2019-08-27 13:25:12-03","IAP","PACA-AGP","2533","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Haum) Haum","J. L. Waechter","1993","01","12","Rambo, B.",NA,"1937","01","14","Brasil","RS","São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In araucarieto scandens.","PACA002533",NA,"Magnoliophyta","Arales",NA,NA,NA,"76715","auto","Liliatae",NA,NA,NA
"17","2019-08-27 13:25:12-03","IAP","PACA-AGP","6451","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Haum) Haum","J. L. Waechter","1993","01","12","Emrich, K.",NA,"1941",NA,NA,"Brasil","RS","Iraí",NA,"-53.2505989074707","-27.1935997009277",NA,NA,NA,NA,"Habitat: In silva primaeva scandens.","PACA006451",NA,"Magnoliophyta","Arales",NA,NA,NA,"18820","auto","Liliatae",NA,NA,NA
"18","2019-08-27 13:25:12-03","IAP","PACA-AGP","34106","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Haum) Haum","J. L. Waechter","1992","01","12","P. Buck",NA,"1941","01",NA,"Brasil","RS","São Francisco de Paula","Faz. Englert","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: In silva primaeva scandens.","PACA034106",NA,"Magnoliophyta","Arales",NA,NA,NA,"76715","auto","Liliatae",NA,NA,NA
"19","2019-08-27 13:25:12-03","IAP","PACA-AGP","49702","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Haum) Haum","J. L. Waechter","1993","01","12","Rambo, B.",NA,"1951","01","10","Brasil","RS","Torres","Lagoa dos Quadros","-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,"Habitat: In silva primaeva paludosa scandens. Fenofase: flor","PACA049702",NA,"Magnoliophyta","Arales",NA,NA,NA,"20837","auto","Liliatae",NA,NA,NA
"20","2019-08-27 13:25:12-03","IAP","PACA-AGP","49922","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Haum) Haum","J. L. Waechter","1993","01","12","Rambo, B.",NA,"1951","02","06","Brasil","SC","Itapiranga","Ad fl. Uruguai superius.","-53.7122001647949","-27.1693992614746",NA,NA,NA,NA,"Habitat: In silva primaeva scandens. Fenofase: estéril","PACA049922",NA,"Magnoliophyta","Arales",NA,NA,NA,"18767","auto","Liliatae",NA,NA,NA
"21","2019-08-27 13:25:12-03","IAP","PACA-AGP","69218","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Haum) Haum","J. L. Waechter","1993","01","12","Sehnem, A.","7243","1958","12","06","Brasil","SC","Praia Grande","Três Irmãos","-49.9502983093262","-29.1966991424561",NA,NA,"10","10","Habitat: In silva ascendens ad arbores.","PACA069218",NA,"Magnoliophyta","Arales",NA,NA,NA,"21549","auto","Liliatae",NA,NA,NA
"22","2020-12-04 13:18:54-03","UDESC","LUSC","9677","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Ademir Reis","2018","05","14","Ademir Reis; Cassio Daltrini","2335","2018","05","14","Brasil","Santa Catarina","Papanduva","Parcela 09.","-50.216389","-26.327222","50º12'59''W","26º19'38''S",NA,NA,NA,"LUSC009260","LUSC009260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-01-17 11:22:56-02","PUCRS","MPUC","9195","S","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","J.L. Waechler",NA,NA,NA,NA,NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,"Alismatales","South America",NA,NA,"27000","auto","Liliopsida",NA,NA,"1"
"24","2020-10-14 09:58:31-03","FURB","FURB","15189","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2009","11","01","Cadorin, T.J.; Schimitt, J.L. & Caglioni, E.","194","2009","10","09","Brasil","Santa Catarina","Taió","Passo Manso, Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","812","812","Epífita IFFSC e625a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de Cyathea;","FURB16066","FURB16066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-08 08:49:13-03","FURB","FURB","17233","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2009","12","04","Sevegnani, L.; Laps, R.R.; Avi, R.C. & Campestrini, S.",NA,"2009","12","04","Brasil","Santa Catarina","Rio do Sul","Barra do Trombudo.","-49.6919444","-27.2477777","-49.6919444","-27.2477777","337","337",NA,"FURB16065","FURB16065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-10-14 09:58:31-03","FURB","FURB","17513","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","07","27","Cadorin, T.J.; Clemes, S.M. & Oliveira, C.","561","2009","11","21","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; flor branca","FURB16064","FURB16064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-08 08:49:13-03","FURB","FURB","18016","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","07","27","Cadorin, T.J.; Uller, H.F. & Oliveira, C.P.L.","853","2009","12","10","Brasil","Santa Catarina","Joinville",NA,"-49.0477777","-26.1925","-49.0477777","-26.1925000","576","576",NA,"FURB16063","FURB16063",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-14 09:58:31-03","FURB","FURB","18103","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","07","27","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","881","2009","12","11","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","203","203","Epífita IFFSC e37a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: hemiepífita; flor bráctea branca","FURB16062","FURB16062",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 09:58:31-03","FURB","FURB","19668","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","06","11","Verdi, M.; Souza, N.L. de & Klemz, G.","3754","2010","02","24","Brasil","Santa Catarina","Orleans","Taipa.","-49.2319445","-28.3527778","-49.2319445","-28.3527778","345","345","Florística IFFSC 98 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: hemiepífita;","FURB16061","FURB16061",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 09:58:31-03","FURB","FURB","19973","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","06","11","Korte, A.; Kniess, A.","1621","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","Florística IFFSC 899 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB16060","FURB16060",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 09:58:31-03","FURB","FURB","20234","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","06","11","Verdi, M.; Souza, N.L. de & Klettenberg, D.H.","3445","2010","01","28","Brasil","Santa Catarina","Siderópolis","Belvedere Baixo.","-49.4130556","-28.5263889","-49.4130556","-28.5263889","453","453","Florística IFFSC 59 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: hemiepífita;","FURB16059","FURB16059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 09:58:31-03","FURB","FURB","20805","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","06","11","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1464","2010","02","22","Brasil","Santa Catarina","Ponte Alta","Morro do Funil.","-50.1322223","-27.275","-50.1322223","-27.2750000","1131","1131","Epífita IFFSC e456b (Abaixo de 4m) Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: epífita de arbórea;","FURB16058","FURB16058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 09:58:31-03","FURB","FURB","20812","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","06","11","Korte, A.; Kniess, A.","2009","2010","02","25","Brasil","Santa Catarina","Rio do Campo","Tamanduá.","-50.1291667","-26.9086111","-50.1291667","-26.9086111","733","733","Florística IFFSC 682 (Liana) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: liana;","FURB16057","FURB16057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-10-14 09:58:31-03","FURB","FURB","21287","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1004","2010","01","26","Brasil","Santa Catarina","São Martinho","Chicão.","-48.87","-28.08","-48.8700000","-28.0800000","526","526","Epífita IFFSC e173a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no fragmento Habito: epífita de arbórea; Fruto infrutescência;","FURB16056","FURB16056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-10-14 09:58:31-03","FURB","FURB","21329","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1203","2010","02","01","Brasil","Santa Catarina","Paulo Lopes","Sertão do Campo.","-48.7619444","-27.8788889","-48.7619444","-27.8788889","180","180","Epífita IFFSC e226a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea;","FURB16055","FURB16055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 09:58:31-03","FURB","FURB","22818","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1685","2010","03","16","Brasil","Santa Catarina","Presidente Nereu","Braço do Solão.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Epífita IFFSC e518b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; comum no fragmento Habito: epífita de arbórea; flor em desenvolvimento","FURB16054","FURB16054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 09:58:31-03","FURB","FURB","22894","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3918","2010","03","12","Brasil","Santa Catarina","Orleans","Rio Mirador (próximo ao Parque Estadual da Serra Furada).","-49.41","-28.17","-49.4100000","-28.1700000","431","431","Florística IFFSC 142 (Liana) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: liana;","FURB16053","FURB16053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 09:58:31-03","FURB","FURB","23064","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1526","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","317","317","Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário; interior do fragmento Habito: epífita; Fruto verde;","FURB16052","FURB16052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-10-14 09:58:31-03","FURB","FURB","23195","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Korte, A.; Kniess, A.","2375","2010","03","30","Brasil","Santa Catarina","Rodeio","São Pedro.","-49.4113889","-26.9102778","-49.4113889","-26.9102778","611","611","Florística IFFSC 690 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: epífita;","FURB16051","FURB16051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 09:58:31-03","FURB","FURB","23805","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Cadorin, T.J. & Caglioni, E.","1862","2010","04","06","Brasil","Santa Catarina","Botuverá","Cinema.","-49.23","-27.27","-49.2300000","-27.2700000","569","569","Epífita IFFSC e466b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita; Fruto verde;","FURB16050","FURB16050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-10-14 09:58:31-03","FURB","FURB","23899","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1787","2010","03","29","Brasil","Santa Catarina","Benedito Novo","Fazenda Campo do Zinco.","-49.4977777","-26.9097222","-49.4977777","-26.9097222","788","788","Epífita IFFSC e689b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de arbórea; Fruto infrutescência verde;","FURB16049","FURB16049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-10-14 09:58:31-03","FURB","FURB","24562","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Korte, A.; Kniess, A.","2908","2010","01","27","Brasil","Santa Catarina","Mirim Doce",NA,"-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB16048","FURB16048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 09:58:31-03","FURB","FURB","24625","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Korte, A.; Kniess, A.","2701","2010","04","13","Brasil","Santa Catarina","Witmarsum","Krauer Central.","-49.7705556","-26.9102778","-49.7705556","-26.9102778","439","439","Florística IFFSC 686 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB16047","FURB16047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 09:58:31-03","FURB","FURB","24743","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","1951","2010","04","23","Brasil","Santa Catarina","Orleans","Rio Minador.","-49.41","-28.17","-49.4100000","-28.1700000","445","445","Epífita IFFSC e142b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita de arbórea; Fruto verde;","FURB16046","FURB16046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 09:58:31-03","FURB","FURB","25122","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2137","2010","04","30","Brasil","Santa Catarina","Jacinto Machado","Interior do Cânion Fortaleza (Tigre Preto).","-49.9452777","-29.0452777","-49.9452777","-29.0452777","295","295","Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita;","FURB16045","FURB16045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 09:58:31-03","FURB","FURB","25592","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Gasper, AL de","2010","07","29","Korte, A.; Kniess, A.","3097","2010","05","05","Brasil","Santa Catarina","Agronômica",NA,"-49.7708334","-27.2702778","-49.7708334","-27.2702778","458","458","Florística IFFSC 460 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita;","FURB16044","FURB16044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 09:58:31-03","FURB","FURB","25746","PreservedSpecimen","Plantae","Araceae","Philodendron","missionum","Philodendron missionum","(Hauman) Hauman","Nadruz, M","2010","11","24","Korte, A.; Kniess, A.","3137","2010","01","27","Brasil","Santa Catarina","Mirim Doce","Pinhalzinho.","-50.1308334","-27.1802778","-50.1308334","-27.1802778","596","596","Florística IFFSC 508 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB16043","FURB16043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
