"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber"
"365","2021-02-11 17:19:41-03","UFPR","UPCB","58533","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Goldenberg, R.","2007","01","01","Rochelle, A.","1049","2007","01","01","Brasil","São Paulo","Ubatuba","Pianguaba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,NA,"UPCB0012782","UPCB0012782",NA,NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA
"366","2021-02-11 17:19:41-03","UFPR","UPCB","80309","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","Reginato, M.","2014",NA,NA,"Reginato, M.","1474","2014","10","05","Brasil","Rio de Janeiro","Teresópolis","P. N. da Serra dos Órgãos. Trilha do Mirante","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Arbusto 3m com frutos vinosos, borda da mata..","UPCB0012799","UPCB0012799",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"367","2021-02-11 17:19:41-03","UFPR","UPCB","72948","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Reginato, M.","2012","03","01","Reginato, M.","1341","2012","02","15","Brasil","Rio de Janeiro","Itatiaia","P.N. do Itatiaia. Ultimo Adeus e trilha do Véu de Noiva","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"Arvoreta 4m com frutos verdes, interior da mata.","UPCB0012788","UPCB0012788",NA,NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"368","2021-02-11 17:19:41-03","UFPR","UPCB","68297","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Baumgratz, J.F.A.","2009","01","01","Bovini, M.G.","2736","2009","03","31","Brasil","Rio de Janeiro","Parati","Ponta Negra, trilha para o Pico Cairuçu, APA-Cairuçu.","-44.7131004333496","-23.2178001403809",NA,NA,"650","650","Árvore ca. 4m, ciófila, folhas membranáceas, levemente discolores, frutos imaturos verdes..","UPCB0012801","UPCB0012801",NA,NA,NA,NA,NA,NA,"34470","auto",NA,NA,NA,NA,NA
"369","2021-02-11 17:19:41-03","UFPR","UPCB","67832","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Camargo, E.","2007","12",NA,"Camargo, E.","178","2007","12","12","Brasil","Paraná","Morretes","Serra da Graciosa.","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 2 m, pétalas e estames alvos. Em local sombreado..","UPCB0012785","UPCB0012785",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"370","2021-02-11 17:19:40-03","UFPR","UPCB","47604","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Caddah, M.K.","2006","01",NA,"Scheer, M.B.","429","2002","08","09","Brasil","Paraná","Morretes","Serra da Igreja, Morro dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbustiva ereta, 0,7m, lado do rio. Alt.: 1270m s.n.m..","UPCB0012676","UPCB0012676",NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"371","2021-02-11 17:19:41-03","UFPR","UPCB","91182","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Caddah, M.K.","2006","08",NA,"Scheer, M. | Mocochinski, A.Y.","429","2002","08","09","Brasil","Paraná","São José dos Pinhais","Serra da Igreja, Morro dos Padres","-49.2064018249512","-25.5347003936768",NA,NA,"1270","1270","Arbustiva ereta 0,7m ao lado do rio. Floresta Ombrófila Densa Altomontana..","UPCB0028365","UPCB0028365",NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA
"372","2021-02-11 17:19:40-03","UFPR","UPCB","4118","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Wurdack, J.J.","1962","01","01","Hatschbach, G.","5237","1958","11","30","Brasil","Paraná","Guaratuba","Serra de Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto, 1m, flor alva. Mata pluvial..","UPCB0012674","UPCB0012674",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"373","2021-02-11 17:19:40-03","UFPR","UPCB","43327","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Goldenberg, R.","2001","09",NA,"Santos, E.P.","959","2001","03","20","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"900","900","Arbusto de ± 2 m, fruto vináceo. Interior de floresta ombrófila densa montana..","UPCB0012795","UPCB0012795",NA,NA,NA,NA,NA,NA,"41937","auto",NA,NA,NA,NA,NA
"374","2021-02-11 17:19:41-03","UFPR","UPCB","52086","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","700","2005","10","16","Brasil","Paraná","Balsa Nova","Serra de São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arvoreta 3m, botões verdes. Vegetação campestre com formações arbustivas/arbóreas associadas..","UPCB0012677","UPCB0012677",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"375","2021-02-11 17:19:41-03","UFPR","UPCB","62977","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Goldenberg, R.","2009","01","01","Mezzonato, A.C.","16","2008","10","25","Brasil","Minas Gerais","Lima Duarte","Serra Negra, RPPN Serra Negra.","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"Arvoreta em borda da mata, inflorescência com cálice verde e frutos..","UPCB0012789","UPCB0012789",NA,NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"376","2021-02-11 17:19:41-03","UFPR","UPCB","59721","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naud.) Cogn.","Goldenberg, R.","2007","01","01","Abreu, N.L.","47","2006","01","21","Brasil","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira d'Anta","-43.8278007507324","-22.0891990661621",NA,NA,NA,NA,"Árvore ca. 5m, botão floral verde. Beira do rio, interior da mata..","UPCB0012797","UPCB0012797",NA,NA,NA,NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA
"377","2021-02-11 17:19:44-03","UFPR","UPCB","5928","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Wurdack, J.J.","1967","01","01","Hatschbach, G.","14653","1966","09","05","Brasil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Rupícola, flor alva. Afloramento de arenito..","UPCB0013890","UPCB0013890",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"378","2021-02-11 17:19:44-03","UFPR","UPCB","16672","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Hatschbach, G.","1990","01","01","Cervi, A.C.","2882","1989","10","21","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Rupícola, flor alva..","UPCB0013891","UPCB0013891",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"379","2021-02-11 17:19:44-03","UFPR","UPCB","52116","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","818","2005","10","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Subarbusto 20cm, flores com hipanto verde/vinoso, pétalas e estames brancos. Campo..","UPCB0013889","UPCB0013889",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"380","2021-02-11 17:19:44-03","UFPR","UPCB","45254","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Cervi, A.C.","2000","01","01","Cervi, A.C.","7062","2000","10","26","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Rupícola, 60cm, flores alvas..","UPCB0013887","UPCB0013887",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"381","2021-02-11 17:19:44-03","UFPR","UPCB","27769","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.","4005","1992","12","23","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbusto, flor alva. Entre rocha..","UPCB0013898","UPCB0013898",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"382","2021-02-11 17:19:44-03","UFPR","UPCB","27768","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.","4270","1993","12","16","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Rupícola, pétalas e estames alvos..","UPCB0013879","UPCB0013879",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"383","2021-02-11 17:19:44-03","UFPR","UPCB","28917","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Cervi, A.C.","1996","12",NA,"Cervi, A.C.","6247","1996","12","14","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbsuto, flor alva. Entre rochas..","UPCB0013886","UPCB0013886",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"384","2021-02-11 17:19:44-03","UFPR","UPCB","47937","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Goldenberg, R.","2001","01","01","Goldenberg, R.","538","2001","11","06","Brasil","Paraná","Campo Largo","Serra de São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Subarbusto, pétalas e estames brancos. Crescendo em fenda na rocha..","UPCB0013897","UPCB0013897",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA
"385","2021-02-11 17:19:44-03","UFPR","UPCB","5928","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Wurdack, J.J.","1967","01","01","Hatschbach, G.","14653","1966","09","05","Brasil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Rupícola, flor alva. Afloramento de arenito..","UPCB0013890","UPCB0013890",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"386","2021-02-11 17:19:44-03","UFPR","UPCB","16672","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Hatschbach, G.","1990","01","01","Cervi, A.C.","2882","1989","10","21","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Rupícola, flor alva..","UPCB0013891","UPCB0013891",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"387","2021-02-11 17:19:44-03","UFPR","UPCB","52116","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","818","2005","10","27","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Subarbusto 20cm, flores com hipanto verde/vinoso, pétalas e estames brancos. Campo..","UPCB0013889","UPCB0013889",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"388","2021-02-11 17:19:44-03","UFPR","UPCB","45254","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Cervi, A.C.","2000","01","01","Cervi, A.C.","7062","2000","10","26","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Rupícola, 60cm, flores alvas..","UPCB0013887","UPCB0013887",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"389","2021-02-11 17:19:44-03","UFPR","UPCB","27769","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.","4005","1992","12","23","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbusto, flor alva. Entre rocha..","UPCB0013898","UPCB0013898",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"390","2021-02-11 17:19:44-03","UFPR","UPCB","27768","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Hatschbach, G.",NA,NA,NA,"Cervi, A.C.","4270","1993","12","16","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Rupícola, pétalas e estames alvos..","UPCB0013879","UPCB0013879",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"391","2021-02-11 17:19:44-03","UFPR","UPCB","28917","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Cervi, A.C.","1996","12",NA,"Cervi, A.C.","6247","1996","12","14","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arbsuto, flor alva. Entre rochas..","UPCB0013886","UPCB0013886",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"392","2021-02-11 17:19:44-03","UFPR","UPCB","47937","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","Goldenberg, R.","2001","01","01","Goldenberg, R.","538","2001","11","06","Brasil","Paraná","Campo Largo","Serra de São Luiz do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"Subarbusto, pétalas e estames brancos. Crescendo em fenda na rocha..","UPCB0013897","UPCB0013897",NA,NA,NA,NA,NA,NA,"53742","auto",NA,NA,NA,NA,NA
"393","2021-02-11 17:19:46-03","UFPR","UPCB","65366","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Meyer, F.S.","2009","06",NA,"Meyer, F.S.","587","2008","02","12","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.635278","-25.584167","-49.635278","-25.584167",NA,NA,"Herbácea, crescendo nos afloramentos de arenito em meio à vegetação de Estepe gramíneo-lenhosa..","UPCB0013888","UPCB0013888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","2021-02-11 17:19:46-03","UFPR","UPCB","76879","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Goldenberg, R.","2012",NA,NA,"Goldenberg, R.","1649","2012","05","29","Brasil","Paraná","Piraí do Sul","Área da Pousada Serra do Piraí, Bacia do Rio Cambará","-50.024","-24.468","-50.024","-24.468",NA,NA,"Arbusto 20 cm, em fenda de rocha; flores com hipanto verde, pétalas brancas, estames lilases claros. Vegetação sobre afloramento.","UPCB0013893","UPCB0013893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","2021-02-11 17:19:46-03","UFPR","UPCB","76884","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Reginato, M.","2016",NA,NA,"Goldenberg, R.","1654","2012","05","29","Brasil","Paraná","Piraí do Sul","Área da Pousada Serra do Piraí, Bacia do Rio Cambará","-50.024","-24.468","-50.024","-24.468",NA,NA,"Arbusto 30 cm, em fenda de rocha; frutos imaturos verdes (semelhante a L. microphylla, mas com folhas planas). Vegetação sobre afloramento..","UPCB0013892","UPCB0013892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"396","2021-02-11 17:19:46-03","UFPR","UPCB","76889","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Goldenberg, R.","2012",NA,NA,"Goldenberg, R.","1659","2012","05","29","Brasil","Paraná","Piraí do Sul","Área da Pousada Serra do Piraí, Bacia do Rio Cambará","-50.024","-24.468","-50.024","-24.468",NA,NA,"Arbusto 20 cm, em fenda de rocha; flores pétalas e estames brancos. Vegetação sobre afloramento..","UPCB0013894","UPCB0013894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","2021-02-11 17:19:46-03","UFPR","UPCB","61747","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Goldenberg, R.","2006","01","01","Kozera, C.",NA,"2005","05","19","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,"1100","1100","Herbácea rupícola com flores brancas (sobre afloramentos de arenito)..","UPCB0013899","UPCB0013899",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA
"398","2021-02-11 17:19:46-03","UFPR","UPCB","30767","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Hatschbach, G.","1959","01","01","Hatschbach, G.","5443","1959","01","30","Brasil","Paraná","Tibagi","Estrada Castro-Tibagi, Fazenda Palmito","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Rupícola, flor alvescente. Afloramentos de arenito, campo..",NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"399","2021-02-11 17:19:46-03","UFPR","UPCB","1679","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Hatschbach, G.","1959","01","01","Hatschbach, G.","5443","1959","01","30","Brasil","Paraná","Tibagi","Estrada Castro-Tibagi, Fazenda Palmito","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Rupícola, flor alvescente. Afloramentos de arenito, campo..","UPCB0013900","UPCB0013900",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"400","2021-02-11 17:19:46-03","UFPR","UPCB","67812","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Camargo, E.","2007","12",NA,"Camargo, E.","158","2007","12","06","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Subarbusto 30 cm, cálice verde, corola e estames alvos. Sob rocha..","UPCB0013862","UPCB0013862",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"401","2021-02-11 17:19:46-03","UFPR","UPCB","67811","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Camargo, E.","2007","12",NA,"Camargo, E.","157","2007","12","06","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Subarbusto 20 cm, cálice verde, corola e estames alvos. Sob rocha..","UPCB0013884","UPCB0013884",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"402","2021-02-11 17:19:46-03","UFPR","UPCB","67810","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Camargo, E.","2007","12",NA,"Camargo, E.","156","2007","12","06","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Subarbusto 20 cm, cálice verde, corola e estames alvos. Sob rocha..","UPCB0013883","UPCB0013883",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"403","2021-02-11 17:19:46-03","UFPR","UPCB","75206","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Maia, F.R.","2011","12","08","Maia, F.R.","62","2011","12","08","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá. Encontrada em meio ao afloramento rochoso ao lado da trilha indo para o Portal de pedra.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Erva, flores com estames amarelos, frutos verdes..","UPCB0013885","UPCB0013885",NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"404","2021-02-11 17:19:46-03","UFPR","UPCB","61761","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.","Goldenberg, R.","2005","01","01","Kozera, C.","2316","2005","08","04","Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Herbácea rupícola em afloramento de arenito. Flores brancas. Área de campos..","UPCB0013895","UPCB0013895",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"405","2021-02-11 17:19:46-03","UFPR","UPCB","82558","PreservedSpecimen","Plantae","Melastomataceae","Leandra","microphylla","Leandra microphylla","Cogn.",NA,NA,NA,NA,"Goldenberg, R.","2226","2009","10",NA,"Brasil","Paraná","Balsa Nova","Serra de São Luiz do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"Arbusto 20cm; flores com hipanto verde, pétalas e estames brancos.","UPCB0013896","UPCB0013896",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA
"406","2011-01-25 13:38:00-02","MO","MOBOT","3234037","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","M.K. Caddah",NA,NA,NA,"Alwyn H. Gentry|Ariane L. Peixoto","Gentry 905","1978","1","31","Brazil","Rio de Janeiro","Teresópolis","Represa dos Guinle.","-42.9655990600586","-22.4122009277344",NA,NA,"1100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"38539","auto",NA,NA,NA,"1",NA
"407","2013-09-23 12:10:00-03","MO","MOBOT","100632760","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","J. Wurdack",NA,NA,NA,"M.R. dos Santos","Santos 23","1979","5","22","Brazil","Rio de Janeiro",NA,"Parque Nacional da Tijuca, Pai Ricardo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"408","2010-11-13 04:25:00-02","MO","MOBOT","2476134","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.",NA,NA,NA,NA,"Roberto M. Klein","Klein 1929",NA,NA,NA,"Brazil","Santa Catarina",NA,"Horto Forestal INP",NA,NA,NA,NA,"350.00000000","450.00000000",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"409","2008-05-27 22:02:00-03","MO","MOBOT","3227186","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","V. Norlind",NA,NA,NA,"Per Dusén","Dusén 7425","1908",NA,NA,"Brazil","Paraná",NA,"Roca Nova inter et Banhado in silva primaerva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","2008-05-27 22:02:00-03","MO","MOBOT","3227224","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","J. Wurdack",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 20219","1968",NA,NA,"Brazil","Paraná",NA,"Col. Floresta (Morretes).",NA,NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","2020-03-12 04:39:00-03","MO","MOBOT","3229721","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","V. Norlind",NA,NA,NA,"Gösta Jönsson","Jönsson 226a","1914",NA,NA,"Brazil","Paraná",NA,"Villa Velha, in fissuris rupium.",NA,NA,NA,NA,"875.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","2008-05-27 22:02:00-03","MO","MOBOT","3311468","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora","(Naudin) Cogn.","G. Hatschbach",NA,NA,NA,"R. Kummrow","Kummrow 2133","1982","12","28","Brazil","Paraná",NA,"Rio Pequeno, Serra Azul (mun. S. José dos Pinhais).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"413","2011-03-22 11:57:00-03","MO","MOBOT","100347653","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora longifolia","Cogn.","Cogniaux, Type",NA,NA,NA,"Ludwig Riedel","Riedel s.n.","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"[No locality on label but protologue says in sylvis ad Tijuca]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"longifolia","Isotype",NA,NA,NA,NA,NA,"1",NA
"414","2011-03-22 11:57:00-03","MO","MOBOT","100347653","PreservedSpecimen","Plantae","Melastomataceae","Leandra","acutiflora","Leandra acutiflora longifolia","Cogn.","Cogniaux, Type",NA,NA,NA,"Ludwig Riedel","Riedel s.n.","1821",NA,NA,"Brazil","Rio de Janeiro",NA,"[No locality on label but protologue says in sylvis ad Tijuca]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"longifolia","Isotype",NA,NA,NA,NA,NA,"1",NA
"415","2008-05-27 22:02:00-03","MO","MOBOT","3254084","PreservedSpecimen","Plantae","Melastomataceae","Leandra","dusenii","Leandra dusenii","Cogn.","G. Hatschbach",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 43020","1979","12","14","Brazil","Paraná",NA,"Alto do Puruna (mun. Balsa Nova).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
