"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","870119","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","H. S. Irwin","11313","1965","12","15","South America","Brazil","Distrito Federal","Brasília","Córrego Landím, ca. 20 km N. of Brasília","-47.9167","-15.60256","950","950","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870119","NY00870119_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","870116","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","E. P. Killip","Y. E. J. Mexia","4596","1930","04","11","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands. Road around hills northwest of Director's house.","-42.868031","-20.7613428","675","675","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870116","NY00870116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","503482","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","M. C. Tschá","66","1995","04","12","South America","Brazil","Pernambuco","Bezerros","Bezerros, Parque Municipal de Serra Negra","-35.7969","-8.23333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503482","NY00503482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","503490","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","G. L. Webster","J. P. P. Carauta","691","1968","12","30","South America","Brazil","Rio de Janeiro","Petrópolis","Petrópolis, Correas, Serra dos Orgaos, Fazenda Bom Fim","-43.1783","-22.505",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503490","NY00503490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","870115","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","J. A. Ratter","R6436","1989","11","19","South America","Brazil","Minas Gerais",NA,"Sagarana, Projeto Integrado de Colonização (INCRA), NW Minas Gerais","-47","-16",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096069' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870115","NY00870115_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02636750","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","A. Souza","L.A. Gomes","1100","2013","05","22","South America","Brazil","Sergipe","Maruim","Mata do Caititu: Borda de mata.","-37.1272","-10.7158",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2294653' target='other'> <mi>dwc_moreinfo</mi></a>","NY02636750","NY02636750_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","503484","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.",NA,"B. J. Pickel","2566","1931","01","16","South America","Brazil","Pernambuco",NA,"Tapera","-35.18","-8.12",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503484","NY00503484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","503485","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","P. Clausen","185","1842","11",NA,"South America","Brazil","Rio de Janeiro","Nova Friburgo","Novo Friburgo","-42.5308","-22.2819",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503485","NY00503485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","503480","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","W. Punt","J. C. Lindeman","76","1965","12","16","South America","Brazil","Paraná",NA,"Forest by road to Poço Preto, near de Iguacú",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529327' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503480","NY00503480_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","503491","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.",NA,"L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529335' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503491","NY00503491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","503478","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.",NA,"S. B. d. Silva","315","1983","08","11","South America","Brazil","Bahia","Curaçá","Curaçá, Fazenda Tanquinho. Folha SC.24-V-B","-39.7","-9.75",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529332' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503478","NY00503478_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","503475","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","Grupo Pedra do Cavalo","128","1980","06","01","South America","Brazil","Bahia",NA,"Estaçao da EMBASA. Cachoeira/Bahia -Vale dos Rios, Paraguaçu e Jacuipe. Crescendo a margem do Paraguaçú","-39.08","-12.53","40","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529321' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503475","NY00503475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","870118","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","Kew Herbarium","H. S. Irwin","19064","1968","01","23","South America","Brazil","Goiás","Cocalzinho de Goiás","75 km N. of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhao","-48.63","-15.35","700","700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870118","NY00870118_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01806060","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","G. A. Levin","M. M. M. Lopes","363","2005","11","22","South America","Brazil","Bahia","Almadina","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Propietário Senhor Francisco.","-39.6033","-14.7058","650","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2128935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806060","NY01806060_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","503483","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.",NA,"L. S. Figueiredo","131","1995","08","17","South America","Brazil","Pernambuco","Buíque","Estrada Buíque Catimbau","-37.1541667","-8.625","799","799","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503483","NY00503483_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","503479","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","E. P. Killip","Y. E. J. Mexia","4098","1929","12","05","South America","Brazil","Espírito Santo",NA,"Santa Barbara de Caparaó. Streambank near waterfall, above village",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503479","NY00503479_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","503474","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","J. S. Blanchet","891","1831",NA,NA,"South America","Brazil","Bahia",NA,"In colis circa Bahian Tapebouraca. In Brasilia intertropica circa Bahia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529320' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503474","NY00503474_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","503473","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","N. M. Bacigalupo","O. Morrone","1208","1996","10","12","South America","Argentina","Misiones","Iguazú","Parque Nac. Iguazú, picada Macuco",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=529324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503473",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02674658","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","A. Souza","P. da C. Gadelha Neto","3627","2013","05","31","South America","Brazil","Paraíba","Bananeiras","Cachoeira do Roncador","-35.555","-6.778056","132","132","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677096' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674658","NY02674658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","870111","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","M. H. Nee","E. Nogueira","100","1981","01","14","South America","Brazil","Goiás","Corumbá de Goiás","Topo do Pico dos Pirineus, serra do Catingueiro 6 km de Cocalzinho","-48.8086013793945","-15.9236001968384","1380","1380","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1096052' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870111","NY00870111_01",NA,"41388","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","503487","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","brasiliensis","Acalypha brasiliensis brasiliensis","Müll.Arg.","L. B. Smith","L. B. Smith","12666","1964","10","17","South America","Brazil","Santa Catarina","Itapiranga","By Rio Peperí-guaçu, Linha Coqueiro","-53.78","-27.12","200","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=262633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503487","NY00503487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","503489","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.","F. C. Hoehne","E. P. Heringer","212","1939","02","10","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503489","NY00503489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","503477","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.","G. Bromley","C. E. F. von Glocker","5","1842",NA,NA,"South America","Brazil","Bahia",NA,"Bahia. Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503477","NY00503477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","503476","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.","G. Bromley","R. M. Harley","17854","1977","01","12","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. On N.W. slopes of Monte Pascoal","-39.42","-16.88","200","586","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503476","NY00503476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","503486","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","cordata","Acalypha brasiliensis cordata","Müll.Arg.","L. B. Smith; R. J. Downs","L. B. Smith","11791","1957","02","24","South America","Brazil","Santa Catarina","Itapiranga","Mato branco (without Araucaria) by Rio Peperiguaçu, Linha Coqueiro","-53.7119","-27.1694","200","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=630438' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503486","NY00503486_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","246099","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.",NA,"J. B. E. Pohl","21",NA,NA,NA,"South America","Brazil","Goiás",NA,"Brasilia ad Pedro Alves",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=270534' target='other'> <mi>dwc_moreinfo</mi></a>","NY00246099","NY00246099_01","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","503489","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.","F. C. Hoehne","E. P. Heringer","212","1939","02","10","South America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79818' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503489","NY00503489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","503477","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.","G. Bromley","C. E. F. von Glocker","5","1842",NA,NA,"South America","Brazil","Bahia",NA,"Bahia. Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503477","NY00503477_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","503476","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Acalypha","brasiliensis","longipes","Acalypha brasiliensis longipes","Müll.Arg.","G. Bromley","R. M. Harley","17854","1977","01","12","South America","Brazil","Bahia","Porto Seguro","Parque Nacional de Monte Pascoal. On N.W. slopes of Monte Pascoal","-39.42","-16.88","200","586","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=79819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00503476","NY00503476_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-06-29 11:30:14-03","UFRJ","RFA","36415","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","E. G. A. Martins","E. G. A. Martins; C. D. Feliciano, P. T. Sano","83","2007","02","15",NA,"Brasil","Minas Gerais","Santana do Riacho","Cardeal Mota, serra do cipó, APA Morro da Pedreira","-43.666667","-19.333333","800","800",NA,"Ervas, em interior de mata, à sombra. Brácteas verdes, inflorescências eretas, espigas estaminadas creme-esverdeadas a vináceas; flores pistiladas com estigmas vermelhos","RFA23235",NA,NA,NA,NA,"2007","43º40'W","19º20'S",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-06-29 11:30:14-03","UFRJ","RFA","19964","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","S.Q. Farias","P. Occhioni","8884","1979","03","30",NA,"Brasil","Minas Gerais","Espera Feliz",NA,"-41.9071998596191","-20.6502990722656",NA,NA,NA,"Arbusto; flores verdes","RFA16638",NA,NA,"21988","auto","2017",NA,NA,"02","16",NA,NA,NA,NA,NA,NA
"42","2020-06-29 11:30:14-03","UFRJ","RFA","13014","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Acalypha","brasiliensis",NA,"Acalypha brasiliensis","Müll.Arg.","S.Q. Farias","E. Pereira","7013","1962","03","05",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459","700","700",NA,"Frutex 50 cm - 1 m de altura. Flor viridis","RFA12002",NA,NA,"19648","auto","2017",NA,NA,"02","16",NA,NA,NA,NA,NA,NA
