"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","continentOcean","coordinatePrecision","geoFlag","typeStatus","monthIdentified","dayIdentified","individualCount"
"102","2020-12-11 11:45:35-03","UFMG","BHCB","130060","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","Verdi, M; Gasper, AL de","2056","2009","05","07","Brasil","Santa Catarina","Rio Rufino","Morro das Torres, Entorno do fragmento","-49.86","-27.9","-49.86","-27.9","Erva, altura 0,5m; Floresta ombrófila mista, estágio avançado","BHCB011017",NA,"Monocotyledon",NA,NA,"1432","1432",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"103","2020-12-11 11:45:35-03","UFMG","BHCB","173370","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","Motta, JT; Dombrowski, LT; Cordeiro, J","4216","2013","12","18","Brasil","Paraná","Balsa Nova","Pontes dos Arcos.","-49.803056","-25.554444","-49.803056","-25.554444","Heerbácea; flores amarelas.; Campo úmido.","BHCB018228",NA,"Monocotyledon",NA,"2014","880","880",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"104","2021-02-11 17:22:10-03","UFPR","UPCB","68121","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.Nilsson","Andrade, B.O.","49","2008","12","06","Brasil","Paraná","Ponta Grossa","Nascente do Rio Tibagi.","-49.824722","-25.273611","-49.824722","-25.273611","Espécie herbácea, flores amarelas. Campos hidrófilos sobre organossolo..",NA,NA,NA,"Andrade, B.O.","2009","1096","1096",NA,NA,NA,NA,NA,NA,"01","01",NA
"105","2021-02-11 17:22:10-03","UFPR","UPCB","11867","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Hatschbach, G.","28473","1971","12","13","Brasil","Paraná","Piraquara","Maria Antonieta","-49.0633010864258","-25.4416999816895",NA,NA,"Flor amarela. Brejo..",NA,NA,NA,"Lozano, E. D.","2014",NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA
"106","2021-02-11 17:22:10-03","UFPR","UPCB","81721","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Buturi, C.V.","51","2013","10","25","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Herbácea. Corola amarela.",NA,NA,NA,"Buturi, C. V.","2013",NA,NA,NA,NA,NA,"56988","auto",NA,"11","11",NA
"107","2021-02-11 17:22:10-03","UFPR","UPCB","18907","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilssan","Silva, J.M.","422","1987","11","09","Brasil","Paraná","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,"Flor amarela. Brejo..",NA,NA,NA,"Lozano, E. D.","2014",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA
"108","2021-02-11 17:22:10-03","UFPR","UPCB","4226","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilson","Hatschbach, G.","8364","1961","10","23","Brasil","Paraná","Arapoti","Rio das Cinzas, Barra dos Perdizes","-49.8266983032227","-24.1578006744385",NA,NA,"Flor amarela. Brejo..",NA,NA,NA,"Lozano, E. D.","2013",NA,NA,NA,NA,NA,"41852","auto",NA,NA,NA,NA
"109","2021-02-11 17:22:10-03","UFPR","UPCB","6564","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.Nilsson","Hatschbach, G.","15069","1966","11","06","Brasil","Paraná","Balsa Nova","Tamandua","-49.6356010437012","-25.5839004516602",NA,NA,"Flor amarela. Brejo..",NA,NA,NA,"Smith, L.B. & Smith, S.F.","1967",NA,NA,NA,NA,NA,"27346","auto",NA,"10",NA,NA
"110","2018-09-12 14:48:38-03","UNIOESTE","UNOP","2187","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.Nilsson","Barboza, E.; Felitto, G.; Larocca, P.; Santos, T.F.; Felitto, G.; Larocca, P.; Santos, T.F.","4000","2013","10","26","Brasil","Paraná","Balsa Nova","São Luiz do Puruña","-49.645556","-25.470556","-49.645556","-25.470556","Flor amarela, planta formando touceira. Campo úmido.",NA,NA,NA,"Lozano, E.D.","2013","1155","1155",NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2018-09-12 14:48:38-03","UNIOESTE","UNOP","6237","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.Nilsson","Andrade, B.O.","51","2008","12","06","Brasil","Paraná","Ponta Grossa","Nascente do Rio Tibagi. Campos hidrofilos sobre Organossolo.","-50.173611","-25.4375","-50.173611","-25.4375","Espécime herbáceos de flores amarelas. Nascente do rio Tibagi. Campos hidrófilos sobre Organossolo.",NA,NA,NA,"Wanderley, M.G.L.; Silva, G.O.","2009","1112","1112",NA,NA,NA,NA,NA,NA,"03","23",NA
"112","2016-07-25 15:01:53-03","UNIOESTE","UNOP","3356","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.Nilsson","Liesenfeld, V.; Souza, T.; Jesus, C.S.; Souza, T.; Jesus, C.S.","65","2015","10","26","Brasil","Paraná","Tibagi","Parque Estadual do Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"Herbácea. Solo arenoso úmido. Folhas distícas, lâmina achatada, escapo cilíndrico, inflorescência castanho clara.",NA,NA,NA,"Lozano, E.D.","2016",NA,NA,NA,NA,NA,"56988","auto",NA,"02","25",NA
"113","2020-09-12 05:00:02-03","US","US","2563821","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","12412","1965","2","27","Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,"US01916079","US01916079_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","30514","auto",NA,NA,NA,"1"
"114","2020-09-12 05:00:02-03","US","US","2563820","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach, J. Lindeman & H. Haas","13206","1965","12","6","Brazil","Paraná","Palmeira","Rod. do Café, Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,NA,"US01916080","US01916080_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","35166","auto",NA,NA,NA,"1"
"115","2020-09-12 05:00:02-03","US","US","1998119","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","1556","1949","10","30","Brazil","Paraná","Piraquara","Passo doercado","-49.0633010864258","-25.4416999816895",NA,NA,NA,"US01916068","US01916068_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","12577","auto",NA,NA,NA,"1"
"116","2020-09-12 05:00:02-03","US","US","2782389","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","33471","1973","12","12","Brazil","Paraná","Guarapuava","Passo do Jacu","-51.4580993652344","-25.395299911499",NA,NA,NA,"US01916085","US01916085_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","53832","auto",NA,NA,NA,"1"
"117","2020-09-12 05:00:02-03","US","US","2829748","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. Smith & R. Reitz","10118","1957","1","16","Brazil","Santa Catarina","São Joaquim","Source of Rio Capivaras, Serra do Oratório, 10 km East of Bom Jardim da Serra (Cambajuva)","-49.9317016601562","-28.2938995361328",NA,NA,NA,"US01916069","US01916069_01",NA,NA,NA,"1200",NA,"Monocotyledonae","Commelinales","South America - Neotropics","48290","auto",NA,NA,NA,"1"
"118","2020-09-12 05:00:02-03","US","US","2564234","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","13130",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Barro Branco","-49.2064018249512","-25.5347003936768",NA,NA,NA,"US01916071","US01916071_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","45291","auto",NA,NA,NA,"1"
"119","2020-09-12 05:00:02-03","US","US","2268452","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","3912","1957","12",NA,"Brazil","Paraná","Sãoateus do Sul","Fóz do Rio Taquaral",NA,NA,NA,NA,NA,"US01916074","US01916074_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"120","2020-09-12 05:00:02-03","US","US","2281207","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","A. Mattos","[4]","1951","1","16","Brazil","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"US01916083","US01916083_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","35166","auto",NA,NA,NA,"1"
"121","2020-09-12 05:00:02-03","US","US","2758160","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","R. Reitz & D. Klein","17455","1965","12","12","Brazil","Paraná","Balsa Nova","Serra de São Luiz","-49.6356010437012","-25.5839004516602",NA,NA,NA,"US01916078","US01916078_01",NA,NA,NA,"1100",NA,"Monocotyledonae","Commelinales","South America - Neotropics","27346","auto",NA,NA,NA,"1"
"122","2020-09-12 05:00:02-03","US","US","2782388","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","33994","1973","11","1","Brazil","Paraná","Colombo","Rio Palmital","-49.2242012023926","-25.2917003631592",NA,NA,NA,"US01916067","US01916067_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","13536","auto",NA,NA,NA,"1"
"123","2020-09-12 05:00:02-03","US","US","2546205","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","17746","1967","11","7","Brazil","Paraná","São João do Triunfo",NA,"-50.2971992492676","-25.6833000183105",NA,NA,NA,"US01916076","US01916076_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","20512","auto",NA,NA,NA,"1"
"124","2020-09-12 05:00:02-03","US","US","2563670","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","15069","1966","11","6","Brazil","Paraná","Balsa Nova","Tamandua","-49.6356010437012","-25.5839004516602",NA,NA,NA,"US01916075","US01916075_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","27346","auto",NA,NA,NA,"1"
"125","2020-09-12 05:00:02-03","US","US","2281209","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","A. Mattos","s.n.","1951","1","16","Brazil","Paraná","Palmeira","Fazneda Santa Rita","-50.0064010620117","-25.4293994903564",NA,NA,NA,"US01916087","US01916087_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","35166","auto",NA,NA,NA,"1"
"126","2020-09-12 05:00:02-03","US","US","2281166","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Tessmann","s.n.","1949","1","11","Brazil","Paraná",NA,"Banhado, localidade situada na Serra doar.",NA,NA,NA,NA,NA,"US01916073","US01916073_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"127","2020-09-12 05:00:02-03","US","US","2829749","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. Smith & R. Klein","7454","1956","11","9","Brazil","Santa Catarina","Campo Alegre","Bog, lower fazenda of Ernesto Scheide, Campo Alegre.","-49.2655982971191","-26.1924991607666",NA,NA,NA,"US01916070","US01916070_01",NA,NA,NA,"900",NA,"Monocotyledonae","Commelinales","South America - Neotropics","37493","auto",NA,NA,NA,"1"
"128","2020-09-12 05:00:02-03","US","US","2564233","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","13485","1966","1","12","Brazil","Paraná","Palmeira","Serra das Almas","-50.0064010620117","-25.4293994903564",NA,NA,NA,"US01916066","US01916066_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics","35166","auto",NA,NA,NA,"1"
"129","2020-09-12 05:00:02-03","US","US","2282285","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. Smith & R. Reitz","8913","1956","12","20","Brazil","Santa Catarina","Porto União","South of Pôrto União on the road toatos Costa (42 km). 35 km from UN","-51.0783004760742","-26.2381000518799",NA,NA,NA,"US01916082","US01916082_01",NA,NA,NA,"1200",NA,"Monocotyledonae","Commelinales","South America - Neotropics","41804","auto",NA,NA,NA,"1"
"130","2020-09-12 05:00:02-03","US","US","2572900","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. Smith & R. M. Klein","14881","1965","1","20","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.03","-25.22",NA,NA,NA,"US01916088","US01916088_01",NA,NA,NA,"800","920","Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"131","2020-09-12 05:00:02-03","US","US","2433913","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","G. Hatschbach","10853","1963","12","22","Brazil","Paraná","Porto Amazonas","Fda. S. Luiz","-49.8903007507324","-25.5447006225586",NA,NA,NA,"US01916086","US01916086_01",NA,NA,NA,"780",NA,"Monocotyledonae","Commelinales","South America - Neotropics","14684","auto",NA,NA,NA,"1"
"132","2020-09-12 05:00:02-03","US","US","2573058","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. B. Smith, R. M. Klein & G. Hatschbach","14541","1965","1","15","Brazil","Paraná","Castro","Carambei by Rio São João","-50.03","-24.5",NA,NA,NA,"US01916081","US01916081_01",NA,NA,NA,"950",NA,"Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"133","2020-09-12 05:00:02-03","US","US","2281208","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","A. Mattos","s.n.","1950","12","17","Brazil","Paraná",NA,"Serra de São Luiz",NA,NA,NA,NA,NA,"US01916084","US01916084_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"134","2020-09-12 05:00:02-03","US","US","2573047","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. B. Smith & R. M. Klein","14012","1964","12","15","Brazil","Santa Catarina","Faxinal dos Guedes","Urupema","-52.23","-26.85",NA,NA,NA,"US01916072","US01916072_01",NA,NA,NA,"700","900","Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"135","2020-09-12 05:00:02-03","US","US","2518857","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Small","L. Dombrowski & Y. S. Kuniyoshi","2211","1967","1",NA,"Brazil","Paraná",NA,"Rodovia do Café, km 60 (Curitiba - Ponta Grossa)",NA,NA,NA,NA,NA,"US01916077","US01916077_01",NA,NA,NA,NA,NA,"Monocotyledonae","Commelinales","South America - Neotropics",NA,NA,NA,NA,NA,"1"
"136","2019-12-09 17:31:05-03","UFPR","EFC","10325","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.-Nilsson","Kozera, C.; Kozera, O.P.","2735","2005","12","07","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.8071","-25.5527","-49.8071","-25.5527","Herbácea com flores amarelas, várzea.","EFC010325",NA,NA,"Lozano, E.D.","2015","830","830",NA,NA,NA,NA,NA,NA,"10","08",NA
"137","2019-12-09 17:31:05-03","UFPR","EFC","807","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","Alb.-Nilsson","Kuniyoshi, Y.S.; Roderjan, C.V.","4940","1985","11","28","Brasil","Paraná","Ponta Grossa","Colônia Wittmarsum","-49.8111","-25.4129","-49.8111","-25.4129","Erva de solos hidromórficos","EFC000807",NA,NA,"Lozano, E.D.","2015",NA,NA,NA,NA,NA,NA,NA,NA,"10","08",NA
"138","2019-10-07 09:22:44-03","UEFS","HUEFS","232635","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Engels, M.E.","2018","2013","11","23","Brasil","Paraná","Lapa","Passa 2/Pedra Alta. Km 210 da BR 476.","-49.7158012390137","-25.7696990966797",NA,NA,"Floresta Ombrófila Densa, em campo úmido.","HUEFS0232635","HUEFS0232635","Angiospermae",NA,NA,NA,NA,"Lilianae","Poales",NA,"49965","auto",NA,NA,NA,NA
"139","2019-11-01 15:17:39-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","4216","2013","12","18","Brasil","Paraná",NA,"Bolsa Nova, Estrada Tamanduá-Ponte dos Arcos","-49.803056","-25.554444","-49.803056","-25.554444","Herbácea, flores amarelas.; Campo úmido","UB0036465","UB0036465","Monocotyledonae","Lozano, ED","2014","880","880",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA
"140","2020-11-12 17:02:39-03","UEL","FUEL","6114","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Silveira, M","90","1988","12","05","Brasil","Paraná","Jaguariaíva","Rio Diamante, Próx. do Recanto da Prainha. Em camp","-49.7057991027832","-24.2511005401611",NA,NA,NA,"FUEL016936",NA,"Tracheophyta","Lozano, ED","2014","900","900",NA,"Poales",NA,"44368","auto",NA,NA,NA,NA
"141","2020-11-12 17:02:39-03","UEL","FUEL","5256","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Bérgamo, N","s.n.","1987","12","03","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,"FUEL016937",NA,"Tracheophyta","Lozano, ED","2014",NA,NA,NA,"Poales",NA,"46557","auto",NA,NA,NA,NA
"142","2020-08-20 15:00:04-03","UFSC","FLOR","51318","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Ferreira, J.P.R.","454","2013","12","08","Brasil","Santa Catarina","Urubici","Parque Nacional (PARNA) São Joaquim.","-49.635556","-28.141944","49º38'8''W","28º8'31''S","Flores amarelas.","FLOR0051318",NA,NA,"Trevisan, R.; et alii","2013","1356","1356",NA,"Poales",NA,NA,NA,NA,"12","18",NA
"143","2020-08-20 20:41:48-03","UFSC","FLOR","64261","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, E.D.; Saridakis, D.P.","1904","2013","11","26","Brasil","Paraná","Piraí do Sul","Chácara Santa Rita da Serra.","-50.025","-24.471944","50º1'30''W","24º28'19''S","Cespitosa, 50cm, flores amarelas","FLOR0064261","FLOR0064261",NA,"Lozano, E.D.","2014",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"144","2020-08-20 20:41:48-03","UFSC","FLOR","64262","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Lozano, E.D.","2123","2013","12","01","Brasil","Paraná","Jaguariaíva","Estrada para o Parque Estadual do Cerrado.","-49.683333","-24.207222","49º41'W","24º12'26''S","Cespitosa, 50cm, flores amarelas","FLOR0064262","FLOR0064262",NA,"Lozano, E.D.","2014",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA
"145","2020-08-20 20:41:48-03","UFSC","FLOR","8497","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Reitz, R.; Klein, R.M.","17455","1965","12","12","Brasil","Paraná","Balsa Nova","Serra de São Luiz.","-49.6356010437012","-25.5839004516602",NA,NA,"Erva, flor amarela","FLOR0008497",NA,NA,"Lozano, E.D.","2013","1100","1100",NA,"Poales",NA,"27346","auto",NA,NA,NA,NA
"146","2020-08-20 20:41:48-03","UFSC","FLOR","15607","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Reitz, R.; Klein, R.M.","17873","1965","12","17","Brasil","Paraná","Castro","Carambeí, Rio São João.","-50.0119018554688","-24.7910995483398",NA,NA,"erva, flor amarela","FLOR0015607",NA,NA,"Lozano, E.D.","2013","950","950",NA,"Poales",NA,"50779","auto",NA,NA,NA,NA
"147","2020-08-20 20:41:48-03","UFSC","FLOR","64338","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Engels, M.E.; Reynald, D.T.","2018","2013","11","23","Brasil","Paraná","Lapa","Passa 2/ Pedra Alta.Km 210 da BR 476.","-49.7158012390137","-25.7696990966797",NA,NA,"Bainhas castanhas. Folhas verdes. Espiga castanha. Flores amarelas","FLOR0064338","FLOR0064338",NA,"Lozano, E.D.","2015",NA,NA,NA,"Poales",NA,"49965","auto",NA,NA,NA,NA
"148","2020-08-20 20:41:48-03","UFSC","FLOR","8697","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Reitz, R.; Klein, R.M.","17480","1965","12","12","Brasil","Paraná","Ponta Grossa","Rio Tibaji.","-50.1618995666504","-25.0949993133545",NA,NA,"flor amarela. abundante.","FLOR0008697",NA,NA,"Lozano, E.D.","2013","900","900",NA,"Poales",NA,"46557","auto",NA,NA,NA,NA
"149","2020-08-20 20:41:48-03","UFSC","FLOR","20664","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Cordeiro, J.; Silva, J.M.","591","1988","11","30","Brasil","Paraná","São José dos Pinhais","Mergulhão.","-49.2064018249512","-25.5347003936768",NA,NA,"flor amarela","FLOR0020664",NA,NA,"Lozano, E.D.","2014",NA,NA,NA,"Poales",NA,"45291","auto",NA,NA,NA,NA
"150","2020-08-20 20:41:48-03","UFSC","FLOR","321","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Reitz, R.; Klein, R.M.","10566","1960","12","26","Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista.","-49.0217018127441","-27.6725006103516",NA,NA,"erva, flor amarela. Na data da coleta, a Serra da Boa Vista Pertencia ao município de São José","FLOR0000321",NA,NA,"Lozano, E.D.","2014","1000","1000",NA,"Poales",NA,"17361","auto",NA,NA,NA,NA
"151","2020-08-20 20:41:48-03","UFSC","FLOR","319","PreservedSpecimen","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A.Nilsson","Reitz, R.; Klein, R.M.","10383","1960","11","10","Brasil","Santa Catarina","Rancho Queimado","Serra da Boa Vista.","-49.0217018127441","-27.6725006103516",NA,NA,"Erva, flor amarelo-alaranjada. Na época da coleta a localidade pertencia ao município de São José","FLOR0000319",NA,NA,"Lozano, E.D.","2014",NA,NA,NA,"Poales",NA,"17361","auto",NA,NA,NA,NA
"152","2021-02-08 12:54:46-03","UFRGS","ICN","125364","S","Plantae","Xyridaceae","Xyris","aff. neglecta","Xyris aff. neglecta","L.A. Nilsson","Molz, M","s.n.","2002","12","16","Brasil","RS","São José dos Ausentes",NA,"-50.0657997131348","-28.7483005523682",NA,NA,"petalas amarelas, estaminodios ciliados, escapo floral nu; em margem de riacho.",NA,NA,"Monocotyledon","Lozano, ED","2014",NA,NA,NA,NA,"América do Sul","42598","auto",NA,NA,NA,NA
"153","2021-02-08 12:54:46-03","UFRGS","ICN","134144","S","Plantae","Xyridaceae","Xyris","aff. neglecta","Xyris aff. neglecta","L.A. Nilsson","Longhi-Wagner, HM; Garcia, R","7384","2001","01","21","Brasil","SC","Urubici","Parque Nacional São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,"campo turfoso",NA,NA,"Monocotyledon","Lozano, ED","2015",NA,NA,NA,NA,"América do Sul","30102","auto",NA,NA,NA,NA
"154","2021-02-08 12:54:46-03","UFRGS","ICN","184297","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Motta, JT; Dombrowski, LT; Cordeiro, J; Saridakis, DP","4216","2013","12","18","Brasil","PR","Balsa Nova","Ponte dos Arcos","-49.803056","-25.554444","-49.803056","-25.554444","Doação MBM; Herbácea, flores amarelas.; Campo úmido.",NA,NA,"Monocotyledon","Lozano, ED","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"155","2021-02-08 12:54:46-03","UFRGS","ICN","193450","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED; Engesl, ME","2177","2013","12","10","Brasil","PR","Balsa Nova","Rodovia BR-277, próximo ao posto da polícia Rodoviária Federal.","-49.724722","-25.468889","-49.724722","-25.468889","Cespitosa, 60 cm, flores amarelas, campo úmido.; Campos Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"156","2021-02-08 12:54:46-03","UFRGS","ICN","193451","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED","2409","2013","12","18","Brasil","PR","Ponta Grossa","Parque Estadual de Vila Velha.","-50.004167","-25.246944","-50.004167","-25.246944","Cespitosa,1,5m,flores amarelas,campo semi-hidromorfico,solo arenoso.; Campo Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"157","2021-02-08 12:54:46-03","UFRGS","ICN","193452","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED; Canestraro, BK; Saridakis, D P","1183","2013","11","24","Brasil","PR","Jaguariaíva","Fazenda Garrote.","-49.843056","-24.382222","-49.843056","-24.382222","Herbácea, 70 cm, flores amarelas,cespitosa,solo arenoso com muita matéria orgânica.; Campos Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
"158","2021-02-08 12:54:46-03","UFRGS","ICN","193457","S","Plantae","Xyridaceae","Xyris","neglecta","Xyris neglecta","L.A. Nilsson","Lozano, ED; Engesl, ME","1697","2013","11","02","Brasil","PR","Carambeí","Alto Carambeí,estrada para o Rio São João.","-50.123056","-24.905833","-50.123056","-24.905833","Cespitosa ,80 cm, flores amarelas,campo úmido.; Campos Gerais.",NA,NA,"Monocotyledon","Lozano, E D","2014",NA,NA,NA,NA,"América do Sul",NA,NA,NA,NA,NA,NA
