"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","class","relatedCatalogItem","typeStatus","fieldNumber","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","873176","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1964","10","15","Brazil","Mato Grosso",NA,"Ca. 50 km. N. of Barra do Garças, on rd. to Xavantina.","-52.22","-15.4",NA,NA,NA,"300","400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953082' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","6905","South America","sheet","NY00873176","NY00873176_01",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02862534","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2012","10","27","Brazil","Mato Grosso",NA,"Estrada Parque 6 km de Jaciara. Estrada vicinal em direção ao pesque e pague.","-54.983889","-15.983611",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3184997' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. F. Monteiro","565","South America","sheet","NY02862534","NY02862534_01",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","873170","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1963","08","27","Brazil","Mato Grosso",NA,"en route to Cuiaba from Rondonopolis. Brasilia-Acre Highway.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953067' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B. Maguire","56379","South America","sheet","NY00873170","NY00873170_01",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","873182","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1964","10","30","Brazil","Goiás","Caiapônia","Ca. 40 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.78","-17.27",NA,NA,NA,"800","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953092' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","7585","South America","sheet","NY00873182","NY00873182_01",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","873162","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","H. E. Luther",NA,NA,NA,"1970","03","04","Brazil","Minas Gerais","Corinto","Ca. 5 km W of Corinto","-44.4525","-18.36675",NA,NA,NA,"725","725",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953034' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","26931","South America","sheet","NY00873162","NY00873162_01",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","873188","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","D. Philcox",NA,NA,NA,"1967","10","13","Brazil","Mato Grosso","Nova Xavantina","Xavantina","-52.3531","-14.6733",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. C. G. Argent","6751","South America","sheet","NY00873188","NY00873188_01",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","873169","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1963","09","07","Brazil","Minas Gerais","Corinto","Corinto, Tres Marias.","-44.4564","-18.3808",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953063' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. S. Santos","24086","South America","sheet","NY00873169","NY00873169_01",NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02724002","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2010","11","29","Brazil","Mato Grosso do Sul","Corumbá","Serra do Amolar, morro do Solteiro, próx. A comunidade do Amolar. Floresta estacional semidecídua.","-57.488889","-18.04",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3012052' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. Martinelli","16710","South America","sheet","NY02724002","NY02724002_01",NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","873174","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1964","10","15","Brazil","Mato Grosso",NA,"Ca. 50 km. N. of Barra do Garças, on rd. to Xavantina.","-52.22","-15.4",NA,NA,NA,"300","400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953078' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","6905","South America","sheet","NY00873174","NY00873174_01",NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1032331","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R. F. Monteira",NA,NA,NA,"1980","10","15","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1197347' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"E. P. Heringer","5588","South America","sheet","NY01032331","NY01032331_01",NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","873178","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1964","10","15","Brazil","Mato Grosso",NA,"Ca. 50 km. N. of Barra do Garças, on rd. to Xavantina.","-52.22","-15.4",NA,NA,NA,"300","400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953085' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","6905","South America","sheet","NY00873178","NY00873178_01",NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","873163","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","E. Pereira",NA,NA,NA,"1967","11","15","Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953036' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. E. Strang","1192","South America","sheet","NY00873163","NY00873163_01",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02679557","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"2012","10","27","Brazil","Mato Grosso",NA,"BR 163 a 40 km de Jaciara em direção a Cuiabá.","-55.2722223","-15.8086111",NA,NA,NA,"965","965",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3181008' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. F. Monteiro","564","South America","sheet","NY02679557","NY02679557_01",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","873183","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1964","10","30","Brazil","Goiás","Caiapônia","Ca. 40 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.78","-17.27",NA,NA,NA,"800","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","7585","South America","sheet","NY00873183","NY00873183_01",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02171704","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1983","07","31","Brazil","Amapá","Macapá","Parque Florestal da Fazendinha, 12 km S of Macapá","-51.09569","-0.04072",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322027' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"S. A. Mori","15748","South America","separate fruit","NY02171704","NY02171704_01",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","376491","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","S. F. Smith",NA,NA,NA,"1965","12","15","Brazil","Paraná","Guarapuava","Rio Cavernoso, Guarapuava","-51.4581","-25.3956",NA,NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194444' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. Reitz","17752","South America","sheet","NY00376491","NY00376491_01",NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","376489","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1914","02","20","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194445' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"P. K. H. Dusén","14606","South America","sheet","NY00376489","NY00376489_01",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","873181","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1964","10","30","Brazil","Goiás","Caiapônia","Ca. 40 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","-51.78","-17.27",NA,NA,NA,"800","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953090' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","7585","South America","sheet","NY00873181","NY00873181_01",NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","02171484","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1956","12","17","Brazil","Pará",NA,"Serra do Cachimbo.",NA,NA,NA,NA,NA,"425",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2319962' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. M. Pires","6427","South America","sheet","NY02171484","NY02171484_01",NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","873185","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1972","08","26","Brazil","Mato Grosso",NA,"Vale de Sonhos (80 km N of Barra do Garças on the road to Xavantina)","-52.33","-15.67",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953096' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. A. Ratter","R.2275","South America","sheet","NY00873185","NY00873185_01",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","873171","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1963","08","27","Brazil","Mato Grosso",NA,"en route to Cuiaba from Rondonopolis. Brasilia-Acre Highway.",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953069' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B. Maguire","56379","South America","sheet","NY00873171","NY00873171_01",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","873165","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1985","10","10","Brazil","Mato Grosso do Sul",NA,"Corumbá, close to the city (roadside in area of the Fazenda of Dr Romeu).","-57.65","-19.02",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953043' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. A. Ratter","R.5144","South America","sheet","NY00873165","NY00873165_01",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","873173","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1965","11","13","Brazil","Goiás","Cabeceiras","Serra do Rio Preto, ca. 14 km E. of Cabeceiras","-46.85263","-15.8",NA,NA,NA,"1000","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953076' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","10353","South America","sheet","NY00873173","NY00873173_01",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","873168","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1969",NA,NA,"Brazil","Mato Grosso do Sul","Corumbá","Faz. São Gonçalo, Rio Taquari.","-57.6531","-19.0094",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953060' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"E. F. Nienstedt","219","South America","sheet","NY00873168","NY00873168_01",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","376481","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1956","12",NA,"Argentina","Corrientes","Mburucuyá","Estancia Santa Maria",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194447' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"T. M. Pedersen","4427","South America","sheet","NY00376481","NY00376481_01",NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","873166","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1980","02","04","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km. west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,NA,"400","500",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953049' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"T. C. Plowman","8362","South America","sheet","NY00873166","NY00873166_01",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02171705","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1983","07","31","Brazil","Amapá","Macapá","Parque Florestal da Fazendinha, 12 km S of Macapá","-51.09569","-0.04072",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2322039' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"S. A. Mori","15748","South America","separate fruit","NY02171705","NY02171705_01",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","376490","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1956","12","25","Brazil","Santa Catarina","Xanxerê","Margin of pinheiral, near Antas, 3 km west of Abelardo Luz","-52.4042","-26.8769",NA,NA,NA,"500","600",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=194446' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"L. B. Smith","9258","South America","sheet","NY00376490","NY00376490_01",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","873158","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R. F. Monteira",NA,NA,NA,"1973","10","12","Brazil","Mato Grosso",NA,"Chapada dos Guimarães, just above Cachoeira Furada, Reserva Buriti","-55.8147419","-15.45169",NA,NA,NA,"720","720",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952915' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. T. Prance","18853","South America","sheet","NY00873158","NY00873158_01",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","02448565","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1966","11","28","Brazil","Amazonas","Humaitá","Rio Madeira. Road Humaitá to Porto Velho, km. 10","-63.0804759","-7.6396461",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2634270' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. T. Prance","3444","South America","sheet","NY02448565","NY02448565_01",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","873175","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez",NA,NA,NA,NA,"1964","10","15","Brazil","Mato Grosso",NA,"Ca. 50 km. N. of Barra do Garças, on rd. to Xavantina.","-52.22","-15.4",NA,NA,NA,"300","400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953081' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. S. Irwin","6905","South America","sheet","NY00873175","NY00873175_01",NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1032327","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R. F. Monteira",NA,NA,NA,"1979","06","07","Brazil","Mato Grosso",NA,"Hill slopes behind Acurizal, Rio Paraguai","-57.53","-17.87",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1197338' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. T. Prance","26094","South America","sheet","NY01032327","NY01032327_01",NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1032326","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R. F. Monteira",NA,NA,NA,"1978","04","22","Brazil","Mato Grosso",NA,"Pantanal. Rio Paraguai, Fazenda Acurizal.","-57.53","-17.87",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1197336' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. Schaller","101","South America","sheet","NY01032326","NY01032326_01",NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","2063144","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","R. F. Monteiro",NA,NA,NA,"1963","08","18","Brazil","Rondônia","Porto Velho","Cachoeira Samuel","-63.4547","-8.7517",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2354659' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B. Maguire","56729","South America","sheet","NY02063144","NY02063144_01",NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","873164","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Bromeliaceae","Bromelia","balansae","Bromelia balansae","Mez","L. B. Smith",NA,NA,NA,"1980","10","20","Brazil","Maranhão","Caxias","Approx. 40 km W of Caxias on BR 135 near km 512.","-43.78","-4.7",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953040' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"D. C. Daly","D697","South America","sheet","NY00873164","NY00873164_01",NA,NA,NA,NA,NA
