"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","imagecode","phylum","order","infraspecificEpithet","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","615735","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens catharinensis","D.Legrand, R.M.Klein & Kausel",NA,NA,NA,NA,"L. B. Smith","13805","1964","12","07","Brazil","Santa Catarina","Campo Erê","17 km west of Campo Erê","-53.13","-26.37",NA,NA,"900","1000","NY00615735","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=578287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615735_01","Magnoliophyta","Myrtales","catharinensis","isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","615748","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","S. F. Smith",NA,NA,NA,"R. A. Wasum","3694","1987","12","10","Brazil","Rio Grande do Sul","Caxias do Sul","Caxias do Sul - Mata da UCS","-51.1792","-29.1683",NA,NA,"780","780","NY00615748","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615748_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","615741","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens latior","(Burret) Landrum","L. R. Landrum",NA,NA,NA,"R. Reitz","13528","1963","10","25","Brazil","Santa Catarina","Papanduva","Lajeadunho, Papanduva","-50.1442","-26.3706",NA,NA,"750","750","NY00615741","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=82017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615741_01","Magnoliophyta","Myrtales","latior",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","615743","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"L. R. Landrum","2989","1977","12","27","Brazil","Rio Grande do Sul","Cambará do Sul","Near Cambara","-50.17","-29.08",NA,NA,"1000","1000","NY00615743","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615743_01","Magnoliophyta","Myrtales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","615739","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"P. Brack","ICN51006","1981","10","15","Brazil","Rio Grande do Sul",NA,"Tenente Portela (Parque Est. Turvo)","-53.92676","-27.202723",NA,NA,NA,NA,"NY00615739","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615739_01","Magnoliophyta","Myrtales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","615744","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"L. R. Landrum","2681","1977","11","22","Brazil","Santa Catarina","Lajes","Ca. 18 km. south of Lajes along highway","-50.33","-27.83",NA,NA,"1000","1000","NY00615744","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392223' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615744_01","Magnoliophyta","Myrtales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","615738","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"L. R. Landrum","2659","1977","11","22","Brazil","Santa Catarina","Lajes","4-6 km west of Capao Alto","-50.5","-27.83",NA,NA,"1000","1000","NY00615738","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615738_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02330125","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens latior","(Burret) Landrum","G. M. Barroso",NA,NA,NA,"J. M. A. Braga","2897","1995","08","02","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia, Proximidades do Abrigo III.","-44.65833","-22.35833",NA,NA,"1000",NA,"NY02330125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2522642' target='other'> <mi>dwc_moreinfo</mi></a>","NY02330125_01","Magnoliophyta","Myrtales","latior",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","615742","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"L. R. Landrum","2341","1977","11","03","Brazil","Paraná","Curitiba","Uberaba de Baixo","-49.33","-25.5",NA,NA,"1000","1000","NY00615742","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=392221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615742_01","Magnoliophyta","Myrtales",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","615750","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","S. F. Smith",NA,NA,NA,"R. A. Wasum","3718","1988","01","24","Brazil","Rio Grande do Sul","Flores da Cunha","Flores da Cunha - Otávio Rocha","-51.26034","-29.061484",NA,NA,"750","750","NY00615750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615750_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","615751","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","S. F. Smith",NA,NA,NA,"R. Reitz","4081","1958","12","13","Brazil","Santa Catarina","Sao Joaquim","Fazenda da Laranja, Bom Jardim, Sao Joaquim","-49.9317","-28.2942",NA,NA,"1400","1400","NY00615751","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207175' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615751_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","558033","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","S. F. Smith",NA,NA,NA,"R. A. Wasum","815","2000","12","10","Brazil","Rio Grande do Sul","Sao Francisco de Paula","L. Sao Paulo","-50.5833","-29.4483",NA,NA,"830","830","NY00558033","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558033_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","615736","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","L. R. Landrum",NA,NA,NA,"L. R. Landrum","4030","1982","01","01","Brazil","Paraná","Piraquara","From Piraquara E along railroad ca. 1 km and N along first road crossing railroad ca. 1 km","-49.08","-25.5",NA,NA,"900","900","NY00615736","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615736_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","615749","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","S. F. Smith",NA,NA,NA,"R. A. Wasum","3718","1988","01","24","Brazil","Rio Grande do Sul","Flores da Cunha","Flores da Cunha - Otávio Rocha","-51.26034","-29.061484",NA,NA,"750","750","NY00615749","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207177' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615749_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","615737","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens","(Cambess.) D.Legrand & Kausel","L. R. Landrum",NA,NA,NA,"L. B. Smith","8283","1956","12","04","Brazil","Santa Catarina","Lajes","By Rio Bandeirinhas, 23 km north of Lajes","-50.3258","-27.8161",NA,NA,"800","900","NY00615737","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=207183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00615737_01","Magnoliophyta","Myrtales","glaucescens",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1801055","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens latior","(Burret) Landrum",NA,NA,NA,NA,"S. J. da Silva Neto","886","1996","09","30","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Maromba, Trilha para Cachoeira Itaporani.","-44.658","-22.358",NA,NA,"1050",NA,"NY01801055","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2015719' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801055_01","Magnoliophyta","Myrtales","latior",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:39-03","UFRJ","RFA","9662","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Uruguai",NA,"Uruguai",NA,NA,NA,NA,NA,NA,NA,"RFA27902","Plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-24 17:10:53-03","UTFPR","DVPR","1347","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D. Legrand & Kausel","Estevan, DA","2013","11",NA,"Moura, APC","80","2013","09","15","Brasil","Paraná","Dois Vizinhos","Mata Nativa, UTFPR - DV. Parcela 5, sub-parcela arvoreta 3","-53.0604","-25.413","-53.0604","-25.413",NA,NA,"DVPR001347","Árvore.; Ecótono entre Floresta Estacional Semidecidual e Floresta Ombrófila Mista.",NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-01-20 14:40:43-03","UPM","MACK","2076","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","F. F. Mazine",NA,NA,NA,"A. Buccaran","A166","2011","07","05","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"30","2020-01-20 14:40:43-03","UPM","MACK","1505","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","F. F. Mazine",NA,NA,NA,"M. Fascina","A175","2011","07","05","Brasil","SP","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"31","2020-01-20 14:40:43-03","UPM","MACK","2077","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel","F. F. Mazine",NA,NA,NA,"A. Buccaran","A175","2011","07","05","Brasil","SP","Campos do Jordão","Trilha do Pôr-do-sol","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA,NA
"32","2020-10-27 11:22:00-03","PUCPR","HUCP","17009","S","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D. Legrand, D. & Kausel","Sobral, M",NA,NA,NA,"Silva, JM","4180","2004","11","02","Brasil","Paraná","São José dos Pinhais","Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"HUCP00015339",NA,"HUCP00015339","Eudicotiledonea",NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:21:18-03","UFBA","ALCB","112085","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D. Legrand & Kausel","Sobral, M","2008",NA,NA,"Silva, JM; Cordeiro, J; Poliquesi, CB","6053","2007","10","04","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"ALCB058613","7m, flor alva.; Encosta do paredão; lugar úmido.",NA,"Dicotyledon",NA,NA,NA,"Southern America",NA,"46557","auto",NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:06:14-03","NBC","NL-BOTANY","AMD.78950","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","glaucescens","Eugenia glaucescens","Cambess.",NA,NA,NA,NA,"Herter WG",NA,"1933","08","01","Uruguay",NA,NA,"Dep de Flores, Trinidad.",NA,NA,NA,NA,NA,NA,"NL-AMD78950","<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.78950 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD78950",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.2527358","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"Castellanos A",NA,"1948","03","29","Uruguay",NA,NA,"Dep: Artigas, Barra del Cuareim. *.",NA,NA,NA,NA,NA,NA,"NL-L2527358","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527358 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527358",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 10:06:43-03","NBC","NL-BOTANY","L.4149850","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"Wasum R",NA,"2003","05","26","Brazil",NA,NA,"RS - Mun. de Bom Jesus - Fazenda Fundo dos Amos.","-50.502778","-28.651667","-50.502778","-28.651667",NA,NA,"NL-L4149850","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4149850 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4149850",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 10:06:43-03","NBC","NL-BOTANY","U.1451196","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"Herter WG",NA,"1935","03","09","Uruguay",NA,NA,"Cerro Largo, Palleros.",NA,NA,NA,NA,NA,NA,"NL-U1451196","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451196 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451196",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:06:48-03","NBC","NL-BOTANY","U.1451330","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens","(Cambess.) D.Legrand & Kausel",NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","12","28","Brazil",NA,NA,"Brasiliae Australis, Rio Grande do Sul capão, wood island in campo ca.10 km S of Vacaria.",NA,NA,NA,NA,NA,NA,"NL-U1451330","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451330 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451330",NA,"Myrtales",NA,NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:06:48-03","NBC","NL-BOTANY","U.1451197","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens glaucescens",NA,NA,NA,NA,NA,"Gallinal JP; et al.",NA,"1942","11","24","Uruguay",NA,NA,"Soriano, Juan Jackson, Sta. Elena en boques riberenos.",NA,NA,NA,NA,NA,NA,"NL-U1451197","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451197 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451197",NA,"Myrtales","glaucescens",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527359","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens latior","(Burret) Landrum",NA,NA,NA,NA,"Reitz R; Klein RM",NA,"1962","10","25","Brazil",NA,NA,"Plantas de Santa Catarina, Lajeadinho, Papanduva.",NA,NA,NA,NA,NA,NA,"NL-L2527359","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527359 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527359",NA,"Myrtales","latior",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:06:48-03","NBC","NL-BOTANY","L.2527360","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens latior","(Burret) Landrum",NA,NA,NA,NA,"Hatschbach GG",NA,"1960","10","06","Brazil",NA,NA,"Est: Parana, Mun: Cerro Azul, Barra do Teigeira*.",NA,NA,NA,NA,NA,NA,"NL-L2527360","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2527360 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2527360",NA,"Myrtales","latior",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"42","2020-02-08 10:06:48-03","NBC","NL-BOTANY","U.1451331","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens pallens",NA,NA,NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1966","12","28","Brazil",NA,NA,"Brasiliae Australis, Rio Grande do Sul capão, wood island in campo ca.10 km S of Vacaria.",NA,NA,NA,NA,NA,NA,"NL-U1451331","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451331 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451331",NA,"Myrtales","pallens",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"43","2020-02-08 10:06:48-03","NBC","NL-BOTANY","U.1451329","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","glaucescens","Myrceugenia glaucescens pallida",NA,NA,NA,NA,NA,"Rambo B",NA,"1946","12","30","Brazil",NA,NA,"S. Feo de Paula, Vila Oliva.",NA,NA,NA,NA,NA,NA,"NL-U1451329","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1451329 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1451329",NA,"Myrtales","pallida",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
