"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"19","2021-03-15 16:37:00-03","NY","NYBG","1145354","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","P. G. Delprete","9115","2004","11","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310834' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145354","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Goiás","Serra dos Pireneus. Córrego da Barriguda.","NY01145354_01","P. G. Delprete","Pirenópolis","-48.8842","-15.8175","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-11-01 12:46:00-02","NY","NYBG","502795","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","M. Kuhlmann","3769","1956","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696344' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502795","Magnoliophyta","Gentianales",NA,NA,"São Paulo","Encosta da Serra do Mar, pela estrada Velha","NY00502795_01","S. L. Jung-Mendaçolli","Cubatao","-46.4197","-23.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-10-28 16:42:00-02","NY","NYBG","1005874","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer","1439","1979","05","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099386' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005874","Magnoliophyta","Gentianales",NA,NA,"Distrito Federal","Área de inundação de Barragem São Bartolomeu - local do paredoa.","NY01005874_01","J. H. Kirkbride Jr.","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","502793","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H. S. Irwin","8881","1965","10","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00502793","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Hills ca. 10 km N of Planaltina","NY00502793_01","J. H. Kirkbride Jr.","Brasília","-47.9294","-15.7797","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-10-28 16:42:00-02","NY","NYBG","1005873","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer","4448","1980","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099384' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005873","Magnoliophyta","Gentianales",NA,NA,"Distrito Federal","Bacia do Rio São Bartolomeu; barra do córrego Capão Comprido.","NY01005873_01","J. H. Kirkbride Jr.","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-10-28 16:02:00-02","NY","NYBG","00907199","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","B. A. S. Pereira","2442","1993","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984792' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907199","Magnoliophyta","Gentianales",NA,NA,"Distrito Federal","Area de Proteçao Ambiental (APA) de Cafuringa, Fazenda Palestina. Córrego Lage","NY00907199_01","B. A. S. Pereira","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00907200","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer","13111","1974","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=984796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00907200","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Goiás",NA,"NY00907200_01","P. G. Delprete","Caldas Novas","-48.6247","-17.7419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 09:58:00-03","NY","NYBG","1747456","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer","5082","1980","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1998175' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747456","Magnoliophyta","Gentianales",NA,NA,"Distrito Federal","Bacia do Rio São Bartolomeu.","NY01747456_01","J. H. Kirkbride Jr.","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1550953","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","D. Alvarenga","648","1990","01","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1838420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550953","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Mata ciliar do córrego Taquara/Gama.","NY01550953_01","P. G. Delprete",NA,"-47.8975","-15.9925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1005863","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H. S. Irwin","5369","1964","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099352' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005863","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Ca. 50 km E of Brasilia.","NY01005863_01","J. A. Steyermark","Brasília","-47.9294","-15.7797","700","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1005872","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer","6157","1981","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099382' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005872","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Bacia do Rio São Bartolomeu.","NY01005872_01","J. H. Kirkbride Jr.","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1550952","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","J. H. Kirkbride Jr.","5431","1983","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1838419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550952","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Córrego na encosta sul do Morro da Canastra.","NY01550952_01","P. G. Delprete","Brasília","-47.9","-15.583333","920.00","920.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1550955","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer","6157","1981","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1838422' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550955","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Bacia do Rio São Bartolomeu.","NY01550955_01","P. G. Delprete","Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1005868","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","G. G. Hatschbach","43851","1981","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1099366' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005868","Magnoliophyta","Gentianales","(Cham. & Schltdl.) Klotzsch",NA,"Minas Gerais","Rod. BR-040, Rib. Jordão","NY01005868_01","J. H. Kirkbride Jr.","Araguari","-48.1869","-18.6472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","29020","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Campos, M.C.R.","955","2006","07","16",NA,"Brasil",NA,NA,"Altura 6 m.","BOTU029020",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo",NA,NA,NA,"Ubatuba",NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:30:38-03","UNESP-IBB","BOTU","28663","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Mamede, M.C.H.","230","1990","03","13",NA,"Brasil",NA,NA,"Árvore 6 m de altura. Eixo da inflorescência avermelhado. Botões e flores creme.Estames creme-amarelados.","BOTU028663",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"São Paulo",NA,NA,"Anunciação, E.A.","Iguape",NA,NA,NA,NA,"9999","9999","1992","10","10",NA,NA,NA,NA,NA,NA,NA
"35","2020-06-29 11:32:26-03","UFRJ","RFA","5899","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. Pereira","4484","1959","02","23",NA,"Brasil",NA,NA,"Peq. árvore de 6-10 est flores brancas.","RFA26031",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Estrada do Sumaré",NA,NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA
"36","2020-11-13 09:20:54-03","UFRJ","RFA","29950","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","F. B. Pereira","53/139","2002","01","08",NA,"Brasil",NA,NA,"Arbórea, 11m de altura, 36cm de DAP, flor branca, comum no local Habito: Árvore","RFA29302",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Distrito de Lídice",NA,"M. Gomes","Rio Claro","-44.174167","-22.85","870","870","44º10'27''W","22º51'0''S","2006","01","19",NA,NA,NA,NA,NA,NA,NA
"37","2020-06-29 11:32:26-03","UFRJ","RFA","39589","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","R. Finotti; Caruzo J.","71",NA,NA,NA,NA,"Brasil",NA,NA,"Arvore de 12 metros de altura e PAP de 69,1 cm.","RFA24588",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso",NA,"Sebastião Neto","Guapimirim","-42.905556","-22.493333","50","50","42º54'20''W","22º29'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-06-29 11:32:26-03","UFRJ","RFA","7775","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","A. Mattos F°","322","1963","07","07",NA,"Brasil",NA,NA,"Árvore com 4m X 0,08, flores alvas","RFA27179",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Goiás","Próximo ao Rio São Marcos",NA,"Sucre","Cristalina","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,NA,NA,NA,"85457","auto",NA,NA,NA,NA,NA
"39","2021-03-30 12:48:22-03","EAO","IAN","119251","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Sucre, D; Heringer, EP","624","1965","06","24","Southern America","Brasil",NA,NA,"Fertil, arvorezinha com 4m. de altura, crescendo à beira do córrego.","IAN119251","Dicotiledônea",NA,"(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Estrada do Sobradinho.",NA,"Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:48:22-03","EAO","IAN","127054","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Irwin, HS; Soderstrom, TR","5369","1964","08","20","Southern America","Brasil",NA,NA,"Subshrub, ca. 1,5m. tall. Co white, fruit green.","IAN127054","Dicotiledônea",NA,"(Cham. & Schltdl.) Klotzsch",NA,"Distrito Federal","Creek margin. Low gallery forest, ca. 50km. E. of Brasília.",NA,"Delprete, PG",NA,NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-12-12 15:31:51-03","UFABC","HUFABC","001076","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Custodio Filho, A","2306","1984","03","27",NA,"Brasil",NA,NA,NA,"HUFABC001076","Angiospermas",NA,"(Cham. & Schltdt.) Klotzsch",NA,"São Paulo","E. B. do Alto da Serra de Paranapiacaba","HUFABC001076","Sugiyama, M","Santo André","-46.316667","-23.783333","750","900","-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:28:06-03","NBC","NL-BOTANY","L 0057646","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200057646 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0057646",NA,"Gentianales","(Cham. & Schltdl. ex DC.) Klotzsch","isotype",NA,"Brasilia.","NL-L0057646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","908223924",NA,NA,NA
"43","2020-02-08 09:28:06-03","NBC","NL-BOTANY","L.1079436","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Koninklijk Instituut voor de Tropen",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1079436 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1079436",NA,"Gentianales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,NA,NA,"NL-L1079436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw16269",NA,NA,NA
