"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"209","2021-02-09 10:13:52-03","UENF","HUENF","1720","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","619","1997","09","10",NA,"Brasil",NA,NA,"Igual ao 797","HUENF00001722",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-02-09 10:13:52-03","UENF","HUENF","1784","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","758","1997","08","30",NA,"Brasil",NA,NA,"Igual ao 237","HUENF00001786",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-02-09 10:13:52-03","UENF","HUENF","1793","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","782","1997","07","30",NA,"Brasil",NA,NA,NA,"HUENF00001795",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-02-09 10:13:52-03","UENF","HUENF","1812","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","813","1997","10","01",NA,"Brasil",NA,NA,NA,"HUENF00001814",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-02-09 10:13:52-03","UENF","HUENF","1802","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","797","1997","07","30",NA,"Brasil",NA,NA,NA,"HUENF00001804",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2021-02-09 10:13:52-03","UENF","HUENF","1822","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","830","1997","10","01",NA,"Brasil",NA,NA,"Igual ao 797","HUENF00001824",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2021-02-09 10:13:52-03","UENF","HUENF","1726","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","628","1997","09","10",NA,"Brasil",NA,NA,"Igual ao 797","HUENF00001728",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2021-02-09 10:13:52-03","UENF","HUENF","1439","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","205","1997","07","08",NA,"Brasil",NA,NA,"Igual ao 72","HUENF00001441",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2021-02-09 10:13:52-03","UENF","HUENF","1805","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","803","1997","10","01",NA,"Brasil",NA,NA,NA,"HUENF00001807",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2021-02-09 10:13:52-03","UENF","HUENF","1412","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","172","1997","07","11",NA,"Brasil",NA,NA,NA,"HUENF00001414",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2021-02-09 10:13:52-03","UENF","HUENF","1751","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","669","1997","08","29",NA,"Brasil",NA,NA,NA,"HUENF00001753",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-02-09 10:13:52-03","UENF","HUENF","1867","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","907","1997","10","25",NA,"Brasil",NA,NA,"Igual ao 797","HUENF00001869",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-02-09 10:13:52-03","UENF","HUENF","1823","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","831","1997","10","01",NA,"Brasil",NA,NA,"Igual ao 797","HUENF00001825",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2021-02-09 10:13:52-03","UENF","HUENF","1831","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","845","1997","10","01",NA,"Brasil",NA,NA,"Igual ao indivíduo nº10","HUENF00001833",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2021-02-09 10:13:52-03","UENF","HUENF","1746","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","661","1997","09","10",NA,"Brasil",NA,NA,"Igual ao 792","HUENF00001748",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2021-02-09 10:13:52-03","UENF","HUENF","1796","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Moreno, M.R.; Nascimento, M.T.","787","1997","07","30",NA,"Brasil",NA,NA,NA,"HUENF00001798",NA,NA,"(Cham. & Schltdl.) Klotzsch",NA,"Rio de Janeiro","Imbé",NA,NA,"Campos dos Goytacazes","-41.796944","-21.846944","38","38","41º47'49''W","21º50'49''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2020-09-12 05:00:02-03","US","US","2578906","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","L. Smith & E. L. McWilliams","15364","1968","2","1","South America - Neotropics","Brazil",NA,NA,NA,"US02355793",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Rio de Janeiro","By old road down serra to Angra dos Reis.","US02355793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"226","2020-09-12 05:00:02-03","US","US","2827013","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H. S. Irwin, R. Souza & R. Reis dos Santos","8881","1965","10","2","South America - Neotropics","Brazil",NA,NA,NA,"US02355794",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","The Planalto do Brasil, hills ca. 10 km. N. of Planaltina, Cerrado.","US02355794_01",NA,NA,NA,NA,"975",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"227","2020-09-12 05:00:02-03","US","US","3372168","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","M. Fonseca, T. S. Filgueiras, F. C. A. Oliveira & A. Santos","1482","1997","1","27","South America - Neotropics","Brazil",NA,NA,NA,"US02355784",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Municipio de Niquelandia, Fazenda Eugenho, Ca. de 11 Km de Niquelandia/Dois Irmaos.","US02355784_01",NA,NA,NA,NA,"580",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"228","2020-09-12 05:00:02-03","US","US","2861693","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H. S. Irwin, E. Onishi, S. F. Fonsêca, R. Souza & et al.","25206","1970","1","23","South America - Neotropics","Brazil",NA,NA,NA,"US02355792",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","The Planalto do Brasil, Contraforte Central, gallery margin, Cerrado and gallery woods, ca. 26 km N.E. of Catalao.","US02355792_01",NA,NA,NA,NA,"875",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"229","2020-09-12 05:00:02-03","US","US","2812131","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","G. Hatschbach","38796","1976","7","10","South America - Neotropics","Brazil",NA,NA,NA,"US02355790",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","Serra de Caldas (mun. Caldas Novas).","US02355790_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"230","2020-09-12 05:00:02-03","US","US","3078276","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer, T. S. Filgueiras, F. R. Mendonca & B. A. S. Pereira","6157","1981","2","9","South America - Neotropics","Brazil",NA,NA,NA,"US02355787",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","Bacia do Rio Sao Bartolomeu.","US02355787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"231","2020-09-12 05:00:02-03","US","US","3089186","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","C. Angeli & C. A. L. de Oliveira","691","1985","6","20","South America - Neotropics","Brazil",NA,NA,NA,"US02355786",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Rio de Janeiro","RI, Estr. Vista Chinesa, km 2, a 500 m da guarita do P.N.Tijuca.","US02355786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"232","2020-09-12 05:00:02-03","US","US","2931584","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","G. Hatschbach","43851","1981","4","13","South America - Neotropics","Brazil",NA,NA,NA,"US02355783",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Minas Gerais","Rod. BR-040, Rib. Jordao (mun. Araguari).","US02355783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"233","2020-09-12 05:00:02-03","US","US","1571055","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","C. Lemos","s.n.","1931","10",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02355796",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"São Paulo","Alto da Serra.","US02355796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"234","2020-09-12 05:00:02-03","US","US","3240159","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","B. A. S. Pereira & V. Mecenas","2442","1993","3","4","South America - Neotropics","Brazil",NA,NA,NA,"US02355781",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","Area de Protecao Ambiental, (APA) de Cafuringa, Fazenda Palestina.","US02355781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"235","2020-09-12 05:00:02-03","US","US","256155","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Riedel, --","1236","1833","6",NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02355798",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Rio de Janeiro","In umbros. sylv. Brasilia.","US02355798_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"236","2020-09-12 05:00:02-03","US","US","3240161","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","B. A. S. Pereira & V. Mecenas","2503","1993","3","26","South America - Neotropics","Brazil",NA,NA,NA,"US02355782",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","Area de Protecao Ambiental, (APA) de Cafuringa, Fazenda Dois Irmaos, Mata, margem direita do corrego Landim.","US02355782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"237","2020-09-12 05:00:02-03","US","US","2784344","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","W. R. Anderson, S. R. Hill, R. Reis dos Santos & R. Souza","9927","1973","5","9","South America - Neotropics","Brazil",NA,NA,NA,"US02355791",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Goiás","The Planalto do Brasil, Serra Dourada, Ca. 17 km (straight line) S of Goias Velho, ca. 6 km NE of Mossamedes, woods along streem at base of east side of serra.","US02355791_01",NA,NA,NA,NA,"750",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"238","2020-09-12 05:00:02-03","US","US","2932671","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","5082","1980","6","12","South America - Neotropics","Brazil",NA,NA,NA,"US02355789",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","Bacia do Rio Sao Bartolomeu.","US02355789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"239","2020-09-12 05:00:02-03","US","US","2598200","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","H. S. Irwin & T. R. Soderstrom","5369","1964","8","20","South America - Neotropics","Brazil",NA,NA,NA,"US02355795",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","The Planalto do Brasil, creek margin, low gallery forest, ca. 50 km E. of Brasilia.","US02355795_01",NA,NA,NA,NA,"700","1000",NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"240","2020-09-12 05:00:02-03","US","US","2954154","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","E. P. Heringer, T. S. Figueiras, F. R. Mendonca, B. A. S. Pereira & et al.","4448","1980","4","22","South America - Neotropics","Brazil",NA,NA,NA,"US02355788",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Distrito Federal","Bacia do Rio Sao Bartolomeu, barra do corrego Capao Comprido.","US02355788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"241","2020-09-12 05:00:02-03","US","US","3170131","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","F. R. Mendonca, B. Walter, B. José Dias & M. Pereira Neto","1292","1989","3","5","South America - Neotropics","Brazil",NA,NA,NA,"US02355785",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Minas Gerais","Municipio de Paracatu; Fazenda Acangu, Cerrado-latosollo vermelho.","US02355785_01",NA,NA,"-47.1","-17.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"242","2020-09-12 05:00:02-03","US","US","938268","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","-- Widgren","s.n.","1844",NA,NA,"South America - Neotropics","Brazil",NA,NA,NA,"US02355797",NA,"Rubiales","(Cham. & Schltdl. ex DC.) Klotzsch",NA,"Rio de Janeiro",NA,"US02355797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"243","2020-09-02 16:39:08-03","Cenargen","CEN","21031","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Hamilton Garboggini Pinho dos Santos","250","1994","04","26",NA,"Brasil","Exsicatas",NA,"Pétalas brancas; Botão floral branco; Anteras marrons. Filetes brancos.","CEN00021031",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Margem direita do Rio Corumbá; Próximo ao eixo da Barragem em frente a S.O.1.","CEN00021031","P. Delprete","CALDAS NOVAS","-48.625","-17.74169921875",NA,NA,NA,NA,"1997","10",NA,"36612","auto",NA,NA,"4",NA,NA
"244","2020-09-02 16:39:08-03","Cenargen","CEN","22399","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Terezinha Aparecida Borges Dias","442","1993","03","22",NA,"Brasil","Exsicatas",NA,"Pétalas brancas. Estames brancos; Anteras marrom-escuras.","CEN00022399",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Faz. Geraldinho - Próximo a alternativa 9.1; Cerca de 12,7 km do asfalto a 6,3 km de C. Novas direção Corumbá.","CEN00022399","P. Delprete","CALDAS NOVAS","48.55","-17.833333",NA,NA,"48.55","-17.833333","1997","11",NA,NA,NA,NA,NA,"5",NA,NA
"245","2020-09-02 16:39:08-03","Cenargen","CEN","59621","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Glocimar Pereira-Silva","9227","2004","09","28",NA,"Brasil","Exsicatas",NA,"Rubiaceae da 2ª coleta de fitomassa.","CEN00059621",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Fazenda Santa Maria, gleba do Sr. Silas.","CEN00059621","P. Delprete","LUZIANIA","-48.185","-16.266944","800","800","-48.185","-16.266944","2008",NA,NA,NA,NA,NA,NA,"4",NA,NA
"246","2020-09-02 16:39:08-03","Cenargen","CEN","66117","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Aécio Amaral-Santos","2559","2005","03","28",NA,"Brasil","Exsicatas",NA,NA,"CEN00066117",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Mata de galeria, cerca de 2 km a montante da obra (UHE Corumbá IV) mata do Sr. João.","CEN00066117","A. A. Santos","LUZIANIA","-48.186388","-16.2675","849","849","-48.186388","-16.2675","2005","03",NA,NA,NA,NA,NA,"4",NA,NA
"247","2020-09-02 16:39:08-03","Cenargen","CEN","25765","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Renata Corrêa Martins","73","1995","04","05",NA,"Brasil","Exsicatas",NA,"Inflorescência branca com anteras marrons e estiletes rosados. Cheiro de jasmim. Altitude entre 1025 a 1150 m. Doação do Sistema Herbário HEPH.","CEN00025765",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"DF","EEJBB - Projeto Águas do Cerrado.","CEN00025765","P. Delprete","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,"-4785000.0","-1586667.0","2000","01",NA,"70570","auto",NA,NA,"1",NA,NA
"248","2020-09-02 16:39:08-03","Cenargen","CEN","41155","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Abimael Gripp","132","1985","05","20",NA,"Brasil","Exsicatas",NA,"Algumas com flor, parece uma Canela ou uma Terminália; inflorescência terminal. Árvore 12 parcela 8.","CEN00041155",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"DF","Reserva localizada ao lado do CNPH.","CEN00041155","B. M. T. Walter","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2008",NA,NA,"70570","auto",NA,NA,"1",NA,NA
"249","2020-09-02 16:39:08-03","Cenargen","CEN","41143","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Abimael Gripp","117","1985","03","20",NA,"Brasil","Exsicatas",NA,"Algumas com flor, parece uma Canela ou uma Terminália; inflorescência terminal. Árvore 12 parcela 8.","CEN00041143",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"DF","Reserva localizada ao lado do CNPH.","CEN00041143","P. Delprete","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2008",NA,NA,"70570","auto",NA,NA,"5",NA,NA
"250","2020-09-02 16:39:08-03","Cenargen","CEN","15980","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Efigênia de Melo","591","1992","03","01",NA,"Brasil","Exsicatas",NA,"Estames escuros, pétalas pilosas. Doação de Plantas do Brasil.","CEN00015980",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"DF","Rio São Bartolomeu, Quebrada dos Neri, Distrito Federal.","CEN00015980","P. Delprete","BRASILIA","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"2000","01",NA,"70570","auto",NA,NA,"1",NA,NA
"251","2020-09-02 16:39:08-03","Cenargen","CEN","48662","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Glocimar Pereira-Silva","7220","2003","02","19",NA,"Brasil","Exsicatas",NA,"Área de Influência Indireta.","CEN00048662",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Fazenda Cafundó (Proprietário Sr. João Batista). Pequeno riacho próximo à sede da Fazenda.","CEN00048662","P. Delprete","ALEXANIA","-48.5071983337402","-16.0821990966797","880","880","-4858167.0","-1630972.0","2008",NA,NA,"32626","auto",NA,NA,"2",NA,NA
"252","2020-09-02 16:39:08-03","Cenargen","CEN","48696","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Glocimar Pereira-Silva","7254","2003","02","20",NA,"Brasil","Exsicatas",NA,"Área de Influência Direta (lago).","CEN00048696",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Margem direita do ribeirão Galinhas, próximo a fóz.","CEN00048696","P. Delprete","ALEXANIA","-48.5071983337402","-16.0821990966797","820","820","-4849556.0","-1618556.0","2008",NA,NA,"32626","auto",NA,NA,"4",NA,NA
"253","2020-09-02 16:39:08-03","Cenargen","CEN","47472","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Aécio Amaral-Santos","1435","2002","08","15",NA,"Brasil","Exsicatas",NA,"Área de influência do AHE Queimado; influência indireta.","CEN00047472",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Área do lado esquerdo da área de empréstimo.","CEN00047472","P. Delprete","CRISTALINA","-47.6136016845703","-16.7686004638672",NA,NA,"-4733750.0","-1621889.0","2008",NA,NA,"85457","auto",NA,NA,"4",NA,NA
"254","2020-09-02 16:39:08-03","Cenargen","CEN","20860","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Hamilton Garboggini Pinho dos Santos","71","1993","05","27",NA,"Brasil","Exsicatas",NA,"Cálice verde; Corola externamente esverdeada e internamente branca; Estilete verde na base passando a branco no ápice; Estigma branco; Filetes brancos; Anteras vináceas; Odor agradável (doce).","CEN00020860",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Margem esquerda do Rio Corumbá; 21 km da ponte que liga Ipameri/Caldas Novas; Próximo a S.O.23.","CEN00020860","P. Delprete","IPAMERI","-48.1596984863281","-17.7219009399414",NA,NA,NA,NA,"1997","10",NA,"102542","auto",NA,NA,"5",NA,NA
"255","2020-09-02 16:39:08-03","Cenargen","CEN","54091","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Glocimar Pereira-Silva","6921","2002","11","07",NA,"Brasil","Exsicatas",NA,"Frutos secos.","CEN00054091",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Cerca de 800 m à Oeste da ponte sobre o rio Alagado. Ponto 18.","CEN00054091","P. Delprete","LUZIANIA","-47.9502983093262","-16.2525005340576","860","860","-4818361.0","-1629667.0","2008",NA,NA,"83221","auto",NA,NA,"4",NA,NA
"256","2020-09-02 16:39:08-03","Cenargen","CEN","49981","PreservedSpecimen","Plantae","Rubiaceae","Rustia","formosa","Rustia formosa","Glocimar Pereira-Silva","7459","2003","04","08",NA,"Brasil","Exsicatas",NA,"Área de Influência Direta (lago).","CEN00049981",NA,NA,"(Cham. & Schltdl. ex DC.) Klotzsch",NA,"GO","Faz. Corumbá, margem esquerda do rio Corumbá, próximo ao eixo da Barragem.","CEN00049981","P. Delprete","LUZIANIA","-47.9502983093262","-16.2525005340576","820","820","-4820722.0","-1632806.0","2008",NA,NA,"83221","auto",NA,NA,"3",NA,NA
