"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relationshipType","relatedCatalogItem","fieldNumber","individualCount","class"
"11","2020-11-04 11:11:16-03","ESALQ","ESA","64813","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23665.0","2000","02","22",NA,"Brasil","Espírito Santo","Alegre","Parque Nacional do Caparaó. Núcleo Pedra Roxa. Mata ciliar do Rio Pedra Roxa. 20o23'48,3S; 41o44'07,9W. 970msm","-41.5331001281738","-20.763599395752",NA,"Erva, ca. 50cm alt.; corola vermelho-vivo","ESA064813","ESA064813","(Paxten) Wiehler","Chautems, A.","970","970","26101","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:11:16-03","ESALQ","ESA","64773","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23624.0","2000","02","21",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó. Trilha para a Cachoeira Bonita","-41.8683013916016","-20.4333000183105",NA,"Sobre rocha; flores vermelhas","ESA064773","ESA064773","(Paxten) Wiehler","Chautems, A.",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-31 13:40:08-03","MN","R","231431","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Antunes, K. 433; Alves, R.J.V.",NA,"2013","04","23",NA,"Brasil","Minas Gerais","Rio Preto","Serra Negra","-43.8278007507324","-22.0891990661621",NA,"Herbário Leopoldo Krieger - CESJ: 62625","R010032319",NA,"(Paxton) Wiehler",NA,NA,NA,"20815","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2015-07-02 14:02:15-03","JBP","HPL","3082","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","E.R. Salviani & H. Lorenzi","1787","2000","11","16",NA,"Brasil","RJ","Teresópolis","Coletada na Serra dos Orgãos, porém cultivada no Instituto Plantarum.","-42.9656","-22.4122",NA,NA,NA,NA,"(Paxt.) Wiehler","H. Lorenzi",NA,NA,"38539","auto","2000","11","16",NA,NA,NA,NA,NA,NA,NA
"15","2015-07-02 14:02:15-03","JBP","HPL","3083","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","H. lorenzi & V.F. Kinupp","2162","2000","02","05",NA,"Brasil","SP","Nova Odessa","Coletado na Estufa do Instituto Plantarum, originária da Serra dos Orgãos-RJ.","-47.29","-22.77",NA,NA,NA,NA,"Schauer",NA,NA,NA,"8440","auto","2014","09","10",NA,NA,NA,NA,NA,NA,NA
"16","2015-07-02 14:55:32-03","JBP","HPL","3081","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","H. Lorenzi","3133","2002","02","14",NA,"Brasil","SP","Cunha","Na estrada para Pedra da Marcela.","-44.833778","-23.152694",NA,NA,NA,NA,"(Paxt.) Wiehler","H. Lorenzi","1400","1400",NA,NA,"2002","02","14","44° 50' 01,6 W","23° 09' 09,7 S",NA,NA,NA,NA,NA
"17","2020-09-06 18:09:41-03","FPS","FPS","3975","MachineObservation","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Schwirkowski, P.","3402","2019","03","16",NA,"Brasil","Santa Catarina","Joinville","Trilha do Castelo dos Bugres","-49.0603","-26.221168",NA,NA,"FPS03975,FURB65244","FPS03975_v01 FPS03975_v02 FPS03975_v03 FPS03975_v04 FPS03975_v05 FURB65244","(Paxton) Wiehler","Schwirkowski, P.",NA,NA,NA,NA,"2020","09","06","-49.0603","-26.221168","voucher","FURB 65244",NA,NA,NA
"18","2020-12-20 21:17:56-03","UFV","VIC","21562","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Dias, J.; et al.","s.n.","2008","03","20",NA,"Brasil","Minas Gerais","Araponga","Serra do Brigadeiro ( PESB), Trilhas dos muriquis.","-42.5208015441895","-20.6667003631592",NA,"Epífita sobre forofito, localizada acima de 8 m, flores vermelhas n° 85 no caderno e campo de Jaqueline Dias.","VIC021562",NA,"(Paxt.) Wiehler","Rossini, J.",NA,NA,"16385","auto","2008","11","11",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:17:56-03","UFV","VIC","11322","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Meira, Neto J A; Silva, A.F.","901","1992","04","04",NA,"Brasil","Minas Gerais","Araponga","Serra do Brigadeiro, 1300 m de altitude.","-42.5208015441895","-20.6667003631592",NA,"Epífita e rupicola, flores vermelhas, interior da mata tuberculo não coletado.","VIC011322",NA,"(Paxt.) Wiehler",NA,NA,NA,"16385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:37:24-03","UFJF","CESJ","59969","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","S.G. Furtado; L. Menini Neto","49","2012","05","19","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Mata de Araucária, às margens do Rio do Charco. 22°08'23S, 44°43'41'W, ca. 1640 m.s.m.","-44.728056","-22.139722",NA,"Epífita em Podocarpus, interior e borda de mata, pendente, inflorescência com tricomas vermelhos, frutos imaturos verdes.","CESJ059969",NA,"(Paxton) Wiehler","L. Menini Neto","1640","1640",NA,NA,"2012","05","19","-44.728056","-22.139722",NA,NA,NA,NA,NA
"21","2019-11-21 14:37:24-03","UFJF","CESJ","70112","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","F.R.G. Salimena; P.H. Nobre","3851","2015","04","17","América do Sul","Brasil","Minas Gerais","Alagoa","Serra Verde","-44.6418991088867","-22.1706008911133",NA,"Epífita, flores vermelhas. Interior de mata.","CESJ070112",NA,"(Paxton) Wiehler","A. Chautems","1700","1700","13155","auto","2018","11",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-21 14:37:24-03","UFJF","CESJ","71191","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","L.C. Pereira; L. Menini Neto; S.G. Furtado; L.V.V. Cruz; T. Rubioli","63","2018","02","25","América do Sul","Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia., Coletada ao lado da Cachoeira do Itaporani, margem direita.","-44.988639","-22.711056",NA,"Erva rupícola. Folhas verdes-claras. Botões quase abertos, vermelho-escuro.","CESJ071191",NA,"(Paxton) Wiehler","L.C. Pereira",NA,NA,NA,NA,"2018","08",NA,"-44.988639","-22.711056",NA,NA,NA,NA,NA
"23","2019-11-21 14:37:24-03","UFJF","CESJ","71197","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","L.C. Pereira; L. Menini Neto; S.G. Furtado; L.V.V. Cruz; R.M. Mello","70","2018","03","22","América do Sul","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó., Coletada na mata de ciliar no Vale Verde.","-42.408694","-20.708833",NA,"Erva epifitica. Folhas verde-clara. Flores vermelho-vivo. Anteras e filetes cremes.","CESJ071197",NA,"(Paxton) Wiehler","L.C. Pereira",NA,NA,NA,NA,"2018","03","22","-42.408694","-20.708833",NA,NA,NA,NA,NA
"24","2019-11-21 14:37:24-03","UFJF","CESJ","71186","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","L.C. Pereira; R.M. Mello; L. Menini Neto; S.G. Furtado; D.E.F. Barbosa","58","2017","07","15","América do Sul","Brasil","Minas Gerais","Araponga","Parque Estadual da Serra do Brigadeiro., Coletada na trilha da subita para o Pico do Boné.","-42.746278","-21.143056",NA,"Erva epífita. Folhas discolores, verde-claro. Flores vermelho-vivo. Anteras e filetes, creme.","CESJ071186",NA,"(Paxton) Wiehler","L.C. Pereira",NA,NA,NA,NA,"2017","07","15","-42.746278","-21.143056",NA,NA,NA,NA,NA
"25","2019-11-21 14:37:24-03","UFJF","CESJ","69907","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","L.C. Pereira; L. Menini Neto; S.G. Furtado","44","2017","04","22","América do Sul","Brasil","Minas Gerais",NA,"Parque Estadual da Serra do Brigadeiro, trilha do Pico do Grama","-42.803639","-21.236139",NA,"Erva epifita. Folhas opostas. Inflorescência pendente, com flores vermelho vivo, corola com dois laciníos dorsais eretos.","CESJ069907",NA,"(Paxton) Wiehler","L.C. Pereira",NA,NA,NA,NA,"2017","04","22","-42.803639","-21.236139",NA,NA,NA,NA,NA
"26","2019-11-21 14:37:24-03","UFJF","CESJ","47251","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","P.L. Viana; F.M. Ferreira; G.Hermann; C.Costa","2016","2006","04","01","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Cachoeira do Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,"Epífita, no interior de mata com pouca luminosidade e muita umidade (cânion do Funil). Cálice verde. Frutos em formação.","CESJ047251",NA,"(Paxton) Wiehler","P. L. Viana","1400","1400","20815","auto","2006","04",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:37:24-03","UFJF","CESJ","43990","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","C.N. Matozinhos; N.L. Abreu; B.F.Mello; F.S. Souza","220","2005","04","25","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,"Arbusto escandente, rupícola, em afloramento no campo rupestre. Flores vermelhas com a base acima do bojo maculada de roxo e branco.","CESJ043990",NA,"(Paxton) Wiehler","P.L. Viana; J.Blaser",NA,NA,"20815","auto","2006","04","05",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:37:24-03","UFJF","CESJ","55713","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","L. C. Pereira; R.M. Mello; L. Menini Neto","07","2010","02","27","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio","-44.8899993896484","-21.9589004516602",NA,"Folhas grandes, com muitos tricomas, flores vermelho-vivo, com uma coloração roxa na pétala mediana, presença de tubérculo grande. Erva epífita encontrada em árvores de Podocarpus. Grande incidência na área sul do Parque.","CESJ055713",NA,"(Paxton) Wiehler","A. Chautems",NA,NA,"29865","auto","2010",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-21 14:37:24-03","UFJF","CESJ","60057","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","D.S. Santiago; C.R. Fonseca","15","2012","05","19","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, As margens do Rio do Charco.","-44.8899993896484","-21.9589004516602",NA,"Epífita (ca 1,80 m do solo), ca 1 m, no interior da Mata de Araucária, raiz em forma de bulbo, flor vermelha.","CESJ060057",NA,"(Paxton) Wiehler","L. Menini Neto",NA,NA,"29865","auto","2012","05","19",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:31:42-03","UNICAMP","UEC","171389","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9742","2009","03","08",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Distrito de muty. Serra dos Orgãos. Estrada da torre repetidora south of Nova Friburgo on an unnamed peal west of Pico da Caledônia.","-42.96","-22.609639",NA,"Scambling shrub with pendent branches to 0.7m tall. Corolla orangish red. The short lower corolla lober purple with markings. Occasional.; Cloud forest vegetation. Growing below 1700m elevation.","UEC045413","UEC045413","(Paxton) Wiehler","Rossini, J","1420","1847",NA,NA,"2014","09","25","-42.96","-22.609639",NA,NA,NA,NA,NA
"31","2021-03-01 16:31:42-03","UNICAMP","UEC","194223","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Monge, M; Meireles, LD; Leoni, BS","2524","2014","03","16",NA,"Brazil","Espírito Santo","Dores do Rio Preto","Parque Nacional do Caparaó.","-41.821944","-20.4",NA,"Subarbusto, 20 cm de altura, flores vermelhas.; Floresta ombbrófila alto montana","UEC128219","UEC128219","(Paxton) Wiehler",NA,NA,NA,NA,NA,NA,NA,NA,"-41.821944","-20.4",NA,NA,NA,NA,NA
"32","2019-08-20 10:15:43-03","UNICAMP","UEC","59650","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Buzato, S; Sazima, M","26871","1992","02","07",NA,"Brazil","São Paulo",NA,"Parque Estadual da Serra do Mar, NÃºcleo Cunha.",NA,NA,NA,"flor, EpÃ­fita, flores vermelhas.","UEC141414","UEC141414","(Paxton) Wiehler","Chautems, A",NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:15:43-03","UNICAMP","UEC","103397","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Freitas, L","254","1998","02","12",NA,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Parque Nacional da Serra da Bocaina","-46.3657989501953","-20.2453002929688",NA,"flor, Erva epífita de 0,5 a 1 m de altura. Flores de corola vermelha. Ocorre preferencialmente sobre Podocarpus, desde 0,5 m até 10 m de altura. Floresta ombrófila altomontana.","UEC141412","UEC141412","(Paxton) Wiehler","Chautems, A",NA,NA,"57119","auto","1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:15:43-03","UNICAMP","UEC","103398","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Freitas, L","255","1998","02","12",NA,"Brazil","Minas Gerais","São Roque de Minas","São José do Barreiro, Parque Nacional da Serra da Bocaina","-46.3657989501953","-20.2453002929688",NA,"flor, Erva epífita, 0,5 a 1 m de altura. Flores de corola vermelha. Ocorre preferencialmente sobre Podocarpus, desde 0,5 m até 10 m de altura. Floresta ombrófila altomontana.","UEC141413","UEC141413","(Paxton) Wiehler","Chautems, A",NA,NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:15:43-03","UNICAMP","UEC","59654","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Buzato, S; Sazima, M","26868","1992","04","02",NA,"Brazil","São Paulo","São José do Barreiro","Parque Nacional da Serra da Bocaina, Núcleo Cunha.","-44.5699996948242","-22.6399993896484",NA,"flor, Epífita, flores vermelhas.","UEC141415","UEC141415","(Paxton) Wiehler","Chautems, A",NA,NA,"30784","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-10-14 10:01:53-03","FURB","FURB","20992","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","1167","2010","02","02",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28",NA,"Epífita IFFSC e1025a (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita de Cyathea; flor botão floral vermelho","FURB01884","FURB01884","(Paxton) Wiehler","Chautems, A","770","770",NA,NA,"2010","04","26","-49.1400000","-26.2800000",NA,NA,NA,NA,NA
"37","2020-10-14 10:01:53-03","FURB","FURB","21891","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Dreveck, S.; Carneiro, F.E.","1863","2010","02","25",NA,"Brasil","Santa Catarina","Joinville","Rio Manso.","-49.14","-26.28",NA,"Florística IFFSC 1025 (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Primário; ambiente úmido Habito: epífita; flor vermelha","FURB26084","FURB26084","(Paxton) Wiehler","Chautems, A","744","744",NA,NA,"2010","08","18","-49.1400000","-26.2800000",NA,NA,NA,NA,NA
"38","2020-10-14 10:01:53-03","FURB","FURB","43914","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Funez, L.A.","2776","2014","03","15",NA,"Brasil","Santa Catarina","Rodeio","Eremitério Frei Egídio (Topo do Morro).","-49.4005556","-26.8780556",NA,NA,"FURB26082","FURB26082","(Paxton) Wiehler","Funez, L.A.","850","850",NA,NA,"2014","03","13","-49.4005556","-26.8780556",NA,NA,NA,NA,NA
"39","2019-11-08 08:52:24-03","FURB","FURB","47173","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Funez, L.A.","4242","2015","02","19",NA,"Brasil","Santa Catarina","Ascurra","Oitenta.","-49.4291667","-26.9105556",NA,NA,"FURB26083","FURB26083","(Paxton) Wiehler","Funez, L.A.","864","864",NA,NA,"2015","02","19","-49.4291667","-26.9105556",NA,NA,NA,NA,NA
"40","2020-04-27 16:10:08-03","UFES","VIES","34146","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Zorzanelli, J.P.F.; Delarmelina, W.M.","1238","2015","05","28",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim: Floresta do Senhor Aristides, próximo ao transecto 3.","-41.473056","-20.363889",NA,NA,"VIES034146","VIES034146","(Paxton) Wiehler","J.P.F. Zorzanelli",NA,NA,NA,NA,"2015","05","29","41º28'23''W","20º21'50''S",NA,NA,NA,NA,NA
"41","2020-04-27 16:10:08-03","UFES","VIES","33600","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Zorzanelli, J.P.F.; Bacci, L.","1008","2014","04","13",NA,"Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,"VIES033600","VIES033600","(Paxton) Wiehler","Chautems, A.","1340","1340","32198","auto","2014","04",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-08-16 08:39:34-03","UTFPR","HCF","10234","S","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","M.G. Caxambu","3687","2012","02","02",NA,"Brasil","PR","Campina Grande do Sul","Morro Alpino (Morro da EMBRATEL)","-48.823667","-25.125278",NA,"erva ereta, heliófita, rupícola, ca. 0,40 m. Flores vermelhas.",NA,NA,"(Paxton) Wiehler","J. Cordeiro","1299","1299",NA,NA,"2012",NA,NA,"48°49'25,2 W","25°07'31 S",NA,NA,NA,NA,NA
"43","2020-12-21 16:29:09-03","MBM","MBM","8030","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Hatschbach, G.","18578","1968","02","09","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"MBM008030","MBM008030","(Paxton) Wiehler","Chautems, A.",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:29:09-03","MBM","MBM","239135","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Santos, E.P.; et al.; et al.","763",NA,NA,NA,"Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"MBM239135","MBM239135","(Paxton) Wiehler","Chautems, A.",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:29:09-03","MBM","MBM","269145","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Ribas, O.S.; Silva, J.M.; Valente, L.A.; Silva, J.M.; Valente, L.A.","4285","2002","01","29","Southern America","Brazil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,"MBM269145","MBM269145","(Paxton) Wiehler","Chautems, A.",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:29:09-03","MBM","MBM","196898","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","cooperi","Sinningia cooperi","Kuniyoshi, Y.S.","4015",NA,NA,NA,"Southern America","Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"MBM196898",NA,"(Paxton) Wiehler",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
