"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","individualCount","typeStatus"
"50","2020-12-21 16:11:01-03","MBM","MBM","397417","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Ariati, V.",NA,NA,NA,"Ariati, V.; Roher, D.; Daniel, V.; Roher, D.; Daniel, V.","854","2013","02","11","Brazil","Santa Catarina","Garuva",NA,"-48.890586","-25.939258","-48.890586","-25.939258",NA,"MBM397417",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:11:01-03","MBM","MBM","250297","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,NA,NA,NA,"Kozera, C.; Kozera, O.P.; Kozera, O.P.","1034",NA,NA,NA,"Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM250297","MBM250297",NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"52","2020-12-21 16:11:01-03","MBM","MBM","14140","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1971",NA,NA,"Hatschbach, G.","23933","1970","02","27","Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM014140","MBM014140",NA,NA,"Southern America","800","800",NA,"30514","auto",NA,NA,NA,NA,NA
"53","2020-12-21 16:11:01-03","MBM","MBM","10111","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.",NA,NA,NA,"Hatschbach, G.","20832","1969","01","18","Brazil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM010111","MBM010111",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"54","2020-12-21 16:11:01-03","MBM","MBM","250298","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.",NA,NA,NA,"Kozera, C.; Dittrich, V.A.O.; Dittrich, V.A.O.","922","1999","01","25","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM250298","MBM250298",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"55","2020-12-21 16:11:01-03","MBM","MBM","1493","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.","2009","05","28","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","13600","1966","01","20","Brazil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,"MBM001493","MBM001493",NA,NA,"Southern America",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA
"56","2020-12-21 16:11:01-03","MBM","MBM","7447","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1969",NA,NA,"Hatschbach, G.","18554","1968","02","07","Brazil","Paraná","Campina Grande do Sul","Guaricana","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM007447","MBM007447",NA,NA,"Southern America",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA
"57","2020-12-21 16:11:01-03","MBM","MBM","159828","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,NA,NA,NA,"Prado, J.; Bidá, A.; Labiak, P.H.; Cislinski, J.; Bidá, A.; Labiak, P.H.; Cislinski, J.","159828","1993","01","20","Brazil","Paraná","Guaraqueçaba","Morro do Rio das Pacas.","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM159828","MBM159828",NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"58","2020-12-21 16:11:01-03","MBM","MBM","402245","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Ariati, V.","2013",NA,NA,"Ariati, V.; Bonaldi, R.A.; Bonaldi, R.A.","1196","2013",NA,NA,"Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,"Subarbusto, flor branca com uma pétala lilás.; Floresta Ombrófila Densa Submontana.","MBM402245","MBM402245",NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"59","2020-12-21 16:11:01-03","MBM","MBM","275290","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Gatti, G.","2002","05",NA,"Scheer, M.; Gatti, G.; Putini, F.; Mocochinski, A.; Gatti, G.; Putini, F.; Mocochinski, A.","375","2002","03","29","Brazil","Paraná","Guaraqueçaba","Salto Morato","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM275290","MBM275290",NA,NA,"Southern America",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA
"60","2020-12-21 16:11:01-03","MBM","MBM","7429","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.","2009","05","28","Hatschbach, G.","16313","1967","04","13","Brazil","Paraná","Guaratuba","Serrinha","-48.5746994018555","-25.8827991485596",NA,NA,NA,"MBM007429","MBM007429",NA,NA,"Southern America","100","100",NA,"41937","auto",NA,NA,NA,NA,NA
"61","2020-12-21 16:11:01-03","MBM","MBM","36472","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Leonard, E.C.",NA,NA,NA,"Hatschbach, G.","s.n.","1961","11","05","Brazil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,"MBM036472","MBM036472",NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"62","2020-12-21 16:11:01-03","MBM","MBM","76244","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Hatschbach, G.","1982",NA,NA,"Hatschbach, G.","44579","1982","02","18","Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM076244","MBM076244",NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"63","2020-12-21 16:11:01-03","MBM","MBM","268635","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,NA,NA,NA,"Ribas, O.S.; Wasshausen, D.; Lorenzi, H.; Wasshausen, D.; Lorenzi, H.","4438","2002","11","26","Brazil","Paraná","Paranaguá",NA,"-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM268635","MBM268635",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"64","2020-12-21 16:11:01-03","MBM","MBM","126809","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Silva, S.M.",NA,NA,NA,"Silva, S.M.","228","1986","11","23","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM126809","MBM126809",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"65","2020-12-21 16:11:01-03","MBM","MBM","64875","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1981",NA,NA,"Kummrow, R.","1344","1980","02","17","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM064875","MBM064875",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"66","2020-12-21 16:11:01-03","MBM","MBM","395310","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Barboza, E.","2015","04","14","Engels, M.E.; Ferneda Rocha, L.C.; Imig, D.C.; Pereira, S.; Ferneda Rocha, L.C.; Imig, D.C.; Pereira, S.","1135","2013","07","05","Brazil","Paraná","Paranaguá","Rodovia PR 407, início da rodovia, próximo a BR 277","-48.5092010498047","-25.5200004577637",NA,NA,"Terrestre. Caule e folhas verde. Flores alvas com pétala maior arroxeada.; No interior da Floresta Ombrófila Densa.","MBM395310","MBM395310",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"67","2020-12-21 16:11:01-03","MBM","MBM","36471","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Rizzini, C.","1985",NA,NA,"Hatschbach, G.","s.n.","1949","04","15","Brazil","Paraná","Piraquara","Anhangava","-49.0633010864258","-25.4416999816895",NA,NA,NA,"MBM036471","MBM036471",NA,NA,"Southern America",NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA
"68","2020-12-21 16:11:01-03","MBM","MBM","66464","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1983",NA,NA,"Hatschbach, G.; Krapovickas, A.; Krapovickas, A.","42756","1980","02","13","Brazil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,"Flor lilás pálido.","MBM066464","MBM066464",NA,NA,"Southern America",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
"69","2020-12-21 16:11:01-03","MBM","MBM","204314","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Wasshausen, D.C.","1997","09",NA,"Barboza, E.; Cordeiro, J.; Cordeiro, J.","44","1997","01","14","Brazil","Santa Catarina","Garuva",NA,"-48.8549995422363","-26.0266990661621",NA,NA,NA,"MBM204314","MBM204314",NA,NA,"Southern America",NA,NA,NA,"22441","auto",NA,NA,NA,NA,NA
"70","2020-12-21 16:11:01-03","MBM","MBM","348074","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,NA,NA,NA,"Cordeiro, J.; Santos, S.A.; Santos, S.A.","2904","2008","03","31","Brazil","Paraná",NA,"Curitiba, Jardim Botânico.",NA,NA,NA,NA,"Terrícola na mata com Araucária","MBM348074","MBM348074",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:11:01-03","MBM","MBM","381615","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Brotto, M.L.","2013","01","28","Brotto, M.L.; Barboza, E.; Picoli, A.C.; Bohrer, P.; Barboza, E.; Picoli, A.C.; Bohrer, P.","863","2013","01","14","Brazil","Paraná","Matinhos","Salto do Tigre","-48.611111","-25.738667","-48.611111","-25.738667","Floresta Ombrófila Densa Submontana. Alt.: 145m.","MBM381615","MBM381615",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:11:01-03","MBM","MBM","428707","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.","2019",NA,NA,"Lozano, E.D.; Ariati, V.; Kuniyoshi, Y.S.; Ariati, V.; Kuniyoshi, Y.S.","3297","2016","03","31","Brazil","Paraná","Morretes","Estrada da Graciosa, Caminho dos Jesuítas, entre recanto Ferradura e Capivarí","-48.880861","-25.361278","-48.880861","-25.361278","Herbácea, 40 cm, flores alvas, interior da mata.; Floresta Ombrófila Densa Submontana.","MBM428707",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:11:01-03","MBM","MBM","428709","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Fernandes, U.G.","2018",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2962","2015","03","07","Brazil","Paraná","Morretes","Estrada da Graciosa, Caminho dos Jesuitas","-48.898861","-25.331778","-48.898861","-25.331778","Herbácea, 50 cm, flores alvas com pontuações róseas, interior da mata.; Floresta Ombrófila Densa Montana.","MBM428709",NA,NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:11:01-03","MBM","MBM","249203","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Barboza, E.; Silva, J.M.; Barboza, E.","249203","2000","03","15","Brazil","Paraná","Guaraqueçaba","Sebuí","-48.3288993835449","-25.3066997528076",NA,NA,NA,"MBM249203","MBM249203",NA,NA,"Southern America","50","50",NA,"37295","auto",NA,NA,NA,NA,NA
"75","2020-12-21 16:11:01-03","MBM","MBM","4094","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.","2009","05","28","Tessmann, G.","s.n.","1951","02","13","Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM004094","MBM004094",NA,NA,"Southern America","400","400",NA,"30514","auto",NA,NA,NA,NA,NA
"76","2020-12-21 16:11:01-03","MBM","MBM","134228","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Kameyama, C.","2009","05","28","Ribas, O.S.; Cordeiro, J.; Cordeiro, J.","260","1990","11","08","Brazil","Paraná","Morretes","Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"MBM134228","MBM134228",NA,NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"77","2020-12-21 16:11:01-03","MBM","MBM","174277","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.",NA,NA,NA,NA,"Silva, S.M.","s.n.","1986","02","23","Brazil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,"MBM174277","MBM174277",NA,NA,"Southern America",NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA
"78","2020-12-21 16:11:01-03","MBM","MBM","402159","PreservedSpecimen","Plantae","Acanthaceae","Pseuderanthemum","riedelianum","Pseuderanthemum riedelianum","(Nees) Radlk.","Ariati, V.","2015","02","22","Ariati, V.; Santos, L.; Cavalcanti, L.S.; Santos, L.; Cavalcanti, L.S.","1110","2015","02","22","Brazil","Paraná","Quatro Barras","Morro Anhangava, Início da trilha principal","-49.0769004821777","-25.3656005859375",NA,NA,"Subarbusto, flor branca com uma pétala lilás.; Floresta Ombrófila Densa em transição com Floresta Ombrófila Mista.","MBM402159","MBM402159",NA,NA,"Southern America",NA,NA,NA,"17116","auto",NA,NA,NA,NA,NA
