"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters"
"13","2020-02-08 08:51:18-03","NBC","NL-BOTANY","U.1146071","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Dematteis M","Seijo G; Solís Neffa VG; Peichoto C; Sosa M",NA,"2001","11","29","Southern America","Uruguay","Lavalleja",NA,"Uruguay, Lavalleja. Ruta 14 km, camino desde J.P. Varela a J.Batlle y Ordoñez.","-54.800556","-33.581111",NA,"Lomada pedregosa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1146071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1146071","NL-U1146071",NA,NA,NA,NA,"-54.800556","-33.581111",NA,NA,"Magnoliopsidae","U 0246886",NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:51:18-03","NBC","NL-BOTANY","U.1146072","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Dematteis M","Seijo G; Solís Neffa VG; Peichoto C; Sosa M",NA,"2001","11","29","Southern America","Uruguay","Lavalleja",NA,"Uruguay, Lavalleja. Ruta 14 km, camino desde J.P. Varela a J.Batlle y Ordoñez.","-54.800556","-33.581111",NA,"Lomada pedregosa.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1146072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1146072","NL-U1146072",NA,NA,NA,NA,"-54.800556","-33.581111",NA,NA,"Magnoliopsidae","U 0246887",NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:51:18-03","NBC","NL-BOTANY","U.1146073","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Rosengurtt B",NA,"1942","02","09","Southern America","Uruguay",NA,NA,"Maldonado, Punata Ballena, Boque Lussich.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1146073 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1146073","NL-U1146073",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:51:18-03","NBC","NL-BOTANY","U.1146074","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Rosengurtt B",NA,"1941","11","21","Southern America","Uruguay",NA,NA,"Paysandu, Chapicuy; en praderas.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1146074 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1146074","NL-U1146074",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:51:18-03","NBC","NL-BOTANY","U.1146075","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Herter WG",NA,"1933","12","02","Southern America","Uruguay",NA,NA,"Dep de Rivera, Galgo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1146075 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1146075","NL-U1146075",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:51:18-03","NBC","NL-BOTANY","WAG.1483794","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Pedersen TM",NA,"1977","01","16","Southern America","Uruguay",NA,NA,"Cuñapirú, Dep. Rivera.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1483794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1483794","NL-WAG1483794",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:51:18-03","NBC","NL-BOTANY","WAG.1483795","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.",NA,"Hatschbach GG",NA,"1974","11","13","Southern America","Brazil",NA,NA,"Rio Samambaia (mun. Jaguariaiva) Paranà.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1483795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1483795","NL-WAG1483795",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:24:27-03","MN","R","10592","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Glaziou, A.F.M.","19490","1892","05","09",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000010592","R000010592_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:27:53-03","IAP","PACA-AGP","27030","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Rambo, B.",NA,"1944","10",NA,NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA027030",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"22","2019-08-27 13:27:53-03","IAP","PACA-AGP","109441","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.",NA,"Jesuíta não identificado",NA,"1941","01","05",NA,"Brasil","RS","Porto Alegre","Morro da Polícia.","-51.2299995422363","-30.0331001281738",NA,NA,"PACA109441",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"23","2019-08-27 13:27:53-03","IAP","PACA-AGP","1593","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Rambo, B.",NA,"1932","11","05",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA001593",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"24","2019-08-27 13:27:53-03","IAP","PACA-AGP","10211","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","E. Friderichs",NA,"1942",NA,NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA010211",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"25","2019-08-27 13:27:53-03","IAP","PACA-AGP","70282","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","M. Sobral","J. A. Jarenkow","660","1987","01","21",NA,"Brasil","RS","Canguçu","cerca de 5km a oeste da sede","-52.6755981445312","-31.3950004577637",NA,"EM PERIGO&nf;Herb. PEL 9698; cap. amarelos Habitat: erva em topo de elevacao -solo raso Hábito: erva rastejante","PACA070282",NA,NA,"1987",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"68702","auto",NA,NA,NA,NA
"26","2019-08-27 13:27:53-03","IAP","PACA-AGP","64080","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","J. C. Sacco","880","1958","01","04",NA,"Brasil","RS","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,"EM PERIGO Habitat: in campestribus Fenofase: flor","PACA064080",NA,NA,"1958","09","14",NA,NA,NA,NA,"Magnoliatae",NA,"51462","auto",NA,NA,NA,NA
"27","2019-08-27 13:27:53-03","IAP","PACA-AGP","69724","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","J. C. Sacco","J. C. Sacco","2379","1964","02","06",NA,"Brasil","RS","Pelotas","I.P.A.S. - Barragem Pequena","-52.3424987792969","-31.771900177002",NA,"EM PERIGO&nf;Herbario PEL 5524 Habitat: em solo argil. formando pq. manchas","PACA069724",NA,NA,"1964",NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"51462","auto",NA,NA,NA,NA
"28","2019-08-27 13:27:53-03","IAP","PACA-AGP","39138","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Rambo, B.",NA,"1948","12","24",NA,"Brasil","RS","Porto Alegre","Espirito Santo","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO&nf;SEM MATERIAL Habitat: in campestribus saxosis graminosis Fenofase: flor","PACA039138",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"29","2019-08-27 13:27:53-03","IAP","PACA-AGP","38950","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Rambo, B.",NA,"1948","12","18",NA,"Brasil","RS","Porto Alegre","Itapoan - Chacara Weber","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA038950",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"30","2019-08-27 13:27:53-03","IAP","PACA-AGP","44479","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Rambo, B.",NA,"1949","11","19",NA,"Brasil","RS","Porto Alegre","Itapoan p. Granja Neugebauer","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO&nf;SEM MATERIAL Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA044479",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"31","2019-08-27 13:27:53-03","IAP","PACA-AGP","28938","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Emrich, K.",NA,"1941","01","29",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO Habitat: in campestribus saxosis dumetosis Fenofase: flor","PACA028938",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"32","2019-08-27 13:27:53-03","IAP","PACA-AGP","39213","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","Emrich-Rambo","Rambo, B.",NA,"1948","12","27",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,"EM PERIGO Habitat: in campestribus alte graminosis Fenofase: flor","PACA039213",NA,NA,"1964","07","06",NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"33","2019-08-27 13:27:53-03","IAP","PACA-AGP","92239","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","C. Mondin","Mondin, C.","2083","2000","11","24",NA,"Brasil","RS","São Lourenço","BR 116, em direção a Cristal",NA,NA,NA,"pouco freqüente e em pequenos agrupamentos. HASU 10636. Hábito: erva","PACA092239",NA,NA,"2000","12",NA,NA,NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:27:53-03","IAP","PACA-AGP","109076","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","M. Grings","M. Grings","702","2004",NA,NA,NA,"Brasil","RS","Porto Alegre","Morro do Osso.","-51.2299995422363","-30.0331001281738",NA,"ICN 162216 Habitat: em campo pedregoso Fenofase: fl. Hábito: erva","PACA109076",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliatae",NA,"29946","auto",NA,NA,NA,NA
"35","2020-11-02 16:11:53-03","ASU","ASU-PLANTS","ASU0108087","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Schlechtendalia","luzulaefolia","Schlechtendalia luzulaefolia","Less.","M. Dematteis","M.S. Ferrucci; M. Dematteis, E. Lattar, A. Avalos, M.C. Brem","3196","2014","12","14",NA,"Argentina","Entre Rios","Colón","Mcpio Colon. Parque Nacional El Palmar. Palmar de Butia Yatay. Sendero La Glorieta.","-58.272778","-31.885556",NA,"Erecta, capítulo amarillo-oro. Abundante en suelo pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-01 16:25:14-03","UNICAMP","UEC","198143","S","Plantae","Magnoliopsida",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Monge, M","Monge, M; Volet, DP","3140","2014","04","28",NA,"Brazil","Rio Grande do Sul","Manoel Viana","Cerro do Tigre, no meio do campo.","-55.482778","-29.589167",NA,"Erva rosulada, capítulos velhos, invólucro e frutos prateados. População grande; cerro de arenito, campo.","UEC148439","UEC148439",NA,NA,NA,NA,"-55.482778","-29.589167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:25:14-03","UNICAMP","UEC","201012","S","Plantae","Magnoliopsida",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Dematteis, M","Ferrucci, MS; et al.","3175","2014","12","13",NA,"Argentina","Córdoba","Colón","Parque Nacional El Palmar","-31.891528","-58.241306",NA,"Planta erecta, capítulos amarillos.","UEC170474","UEC170474",NA,"2014",NA,NA,"-31.891528","-58.241306","26","26",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-01 16:25:14-03","UNICAMP","UEC","201014","S","Plantae","Magnoliopsida",NA,"Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Dematteis, M","Ferrucci, MS; et al.","3196","2014","12","14",NA,"Argentina","Córdoba","Colón","Parque Nacional El Palmar.","-31.885556","-58.272778",NA,"Erecta, capitulo amarillo-oro. Abundante en suelo pedregoso.","UEC170472","UEC170472",NA,"2015",NA,NA,"-31.885556","-58.272778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-01-17 11:24:38-02","PUCRS","MPUC","22207","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","L. Eggers",NA,NA,"1988","10","26","South America","Brasil","RS","Guaíba","Fazenda São Maximiano, BR 116, KM 307","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,NA,"-51.3280556000","-30.1011667000",NA,NA,"Magnoliopsida",NA,NA,NA,"167","1",NA,NA
"40","2019-01-17 11:24:38-02","PUCRS","MPUC","154","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Ir. Augusto",NA,NA,"1943","11","06","South America","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889",NA,"Coleta junto a estrada de ferro",NA,NA,NA,"1943","01","01","-51.2372222222","-30.0191388889",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"41","2019-01-17 11:24:38-02","PUCRS","MPUC","10946","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","N.I. Matzenbacher",NA,NA,"1988","12","15","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,NA,"-51.3280556000","-30.1011667000",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"42","2019-01-17 11:24:38-02","PUCRS","MPUC","9076","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","N.I. Matzenbacher",NA,NA,"1988","11","26","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,NA,NA,NA,"-51.3280556000","-30.1011667000",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"43","2019-01-17 11:24:38-02","PUCRS","MPUC","2309","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","Ir. Teodoro Luiz",NA,NA,"1950","01","28","South America","Brasil","RS","Pelotas",".","-52.3422222","-31.7719444",NA,NA,NA,NA,NA,"1950","01","01","-52.3422222000","-31.7719444000",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"44","2019-01-17 11:24:38-02","PUCRS","MPUC","21971","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","C. Vogel Ely",NA,NA,"2016","12","03","South America","Brasil","RS","Viamão","Parque Estadual de Itapuã","-51.0155556","-30.2766667",NA,"PI2 P5",NA,NA,NA,"2017","01","01","-51.0155556000","-30.2766667000",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
"45","2020-01-24 17:51:12-03","PUCRS","MPUC","21937","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","C. Vogel Ely",NA,NA,"2016","11","23","South America","Brasil","RS","Porto Alegre","Morro São Pedro, Lami","-51.1105555556","-30.1777777778",NA,"SP3P8",NA,NA,NA,"2017","01","01","-51.1105555556","-30.1777777778",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1","12","12"
"46","2019-01-17 11:24:38-02","PUCRS","MPUC","2584","S","Plantae",NA,"Asterales","Asteraceae","Schlechtendalia","luzulifolia","Schlechtendalia luzulifolia","Less.","N.I. Matzenbacher",NA,NA,"1984","12","25","South America","Brasil","RS","Guaíba",".","-51.3280556","-30.1011667",NA,NA,NA,NA,NA,"1984","01","01","-51.3280556000","-30.1011667000",NA,NA,"Magnoliopsida",NA,NA,NA,NA,"1",NA,NA
