"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","preparationType","occurrenceRemarks","barcode","imagecode","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","class","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","dayIdentified","relationshipType","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","1015772","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","R. M. Harley","27637","1988","12","South America","Brazil","Bahia","Rio de Contas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112201' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015772","NY01015772_01","21","Pico das Almas Vertente leste. Junco.","-41.88","-13.53","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","807667","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","O. Handro","550","1955","11","South America","Brazil","São Paulo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807667","NY00807667_01","17","Estação Campo Grande (E. F. S. J.).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3903051","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","J. A. Steyermark","772","1955","02","South America","Venezuela","Bolívar",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189804' target='other'> <mi>dwc_moreinfo</mi></a>","NY03903051","NY03903051_01","12","Chimantá Massif. Central Section. Swampy depression in wet savanna along east branch of headwaters of Rio Tirica.",NA,NA,"2120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","807671","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Wielewsky","76","1904","04","South America","Brazil","Paraná",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807671","NY00807671_01",NA,"Lucena.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3903054","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","G. S. Jenman","3","1895",NA,"South America","Guyana",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189807' target='other'> <mi>dwc_moreinfo</mi></a>","NY03903054",NA,NA,"Demerara, British Guiana, Basement of Roraima",NA,NA,"1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","908791","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","Y. E. J. Mexia","5705","1931","04","South America","Brazil","Mato Grosso",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=983408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00908791","NY00908791_01","28","Vicinity of Buriti. Chapada dos Guimarães","-55.77825","-15.432","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","807673","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","J. A. Steyermark","128350","1983","01","South America","Venezuela","Bolívar","Piar","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4430' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807673","NY00807673_01","30","Macizo del Chimantá. Altiplanicie en la base meridional de los farallones superiores del Apacará-tepui, sector Norte del Macizo.","-62.2","5.33","2200","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","807669","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","R. Schmalz","76.1","1904","03","South America","Brazil","Santa Catarina","Joinville","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807669","NY00807669_01",NA,NA,"-48.8456","-26.3044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","886554","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","P. H. Labiak E.","4105","2007","07","South America","Brazil","Espírito Santo",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1030843' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886554","NY00886554_01","13","São Roque do Canaã","-40.7719","-19.8028","1130","1130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3903053","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","E. Hassler","9035","1905","03","South America","Paraguay","Caaguazú",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189806' target='other'> <mi>dwc_moreinfo</mi></a>","NY03903053","NY03903053_01",NA,"In viciniis Caaguazú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1015757","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","R. M. Harley","25954","1988","11","South America","Brazil","Bahia","Rio de Contas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1111948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015757","NY01015757_01","06","Pico das Almas: vertente leste. Junco. 9-11 km ao N-O da cidade.","-41.88","-13.53","1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2240773","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","J. Prado","1045","2000","02","South America","Brazil","São Paulo","Campos de Jordão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2668601' target='other'> <mi>dwc_moreinfo</mi></a>","NY02240773","NY02240773_01","14","alto do Pico do Itapeva","-45.52","-22.77","1884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02711602","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","R. C. Forzza","3913","2005","01","South America","Brazil","Minas Gerais","Lima Duarte","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2998156' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711602","NY02711602_01","18","Parque Estadual da Serra do Ibitipoca, trilha Monjolinho-Lagoa Seca","-43.88","-21.22","1380",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","807670","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","C. Spannagel","65","1921",NA,"South America","Brazil","Santa Catarina","Lages","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=800593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807670","NY00807670_01",NA,NA,"-50.3258","-27.8161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","02704150","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","K. M. Redden","6700","2009","05","South America","Guyana","Cuyuni-Mazaruni",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2991253' target='other'> <mi>dwc_moreinfo</mi></a>","NY02704150",NA,"21","Kako River, Chinakuruk Mountain, cliff foot of mountain.","-60.72497","5.61172","1226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","807666","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","A. C. Cervi","3259","1990","11","South America","Brazil","Paraná","Jaguariaíva","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=14202' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807666","NY00807666_01","23","Rio das Mortes.","-49.7056","-24.2511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","807672","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","E. P. Killip","25709","1929","07","South America","Peru","Junín",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=6408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807672","NY00807672_01","01","Pichis Trail, Eneñas.",NA,NA,"1700","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3903049","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch) Yesilyurt","J. A. Steyermark","772","1955","02","South America","Venezuela","Bolívar",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4189802' target='other'> <mi>dwc_moreinfo</mi></a>","NY03903049","NY03903049_01","12","Chimantá Massif. Central Section. Swampy depression in wet savanna along east branch of headwaters of Rio Tirica.",NA,NA,"2120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","19588","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","B.Jiménez","1513BJ","1996","09","América do Sul","Paraguai","Canindeyu","Lagunita",NA,"GEOGRAFIA: turbera, bosque bajo sobre suelo saturado e inundado;",NA,NA,"11","camino a arroyo moroti",NA,NA,NA,NA,"Polypodiopsida","M. Peña-Chocarro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03576","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","P.G. Windisch","5467","1989","05","América do Sul","Paraguai","Alto Paraná","Reserva Biológica de Itabó",NA,"GEOGRAFIA: formação de arvoretas ao redor de baixada encharcada;",NA,NA,"24","junto ao rio paraná",NA,NA,NA,NA,"Polypodiopsida","B. Ollgaard et Windisch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02233","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","L. Krieger, RFNC","20948","1984","04","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"GEOGRAFIA: rupícola, delgada camada de humus;",NA,NA,"05","são pedro","-43.3502998352051","-21.7642002105713",NA,NA,"Polypodiopsida",NA,"36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02232","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","L. Krieger, RFNC","20682","1985","04","América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"GEOGRAFIA: rupícola, voltada para o sul;",NA,NA,"05","são pedro","-43.3502998352051","-21.7642002105713",NA,NA,"Polypodiopsida","RFN-Camargo","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-05 09:59:21-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11853","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","Pietrobom da Silva, M.R.","1970","1995","06","América do Sul","Brasil","Minas Gerais","Poços de Caldas",NA,"GEOGRAFIA: encosta, terrestre em barranco úmido e aberto;",NA,NA,"16","parque das nações","-46.5614013671875","-21.7877998352051",NA,NA,"Polypodiopsida","Pietrobom da Silva, M.R.","23696","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05392","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","P.G. Windisch","6036","1991","03","América do Sul","Brasil","Santa Catarina","São Bento do Sul",NA,"GEOGRAFIA: barranco, margem da estrada;",NA,NA,"03","2 km do bairro de Serra Alta","-49.3786010742188","-26.2502994537354",NA,NA,"Polypodiopsida","B. Ollgaard et Windisch","23090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11093","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","Pietrobom da Silva, M.R.","3118","1996","03","América do Sul","Brasil","São Paulo","Mirante do Paranapanema",NA,"GEOGRAFIA: terrestre, entre moitas de capim;",NA,NA,"08","região do pontal do paranap.","-51.9000015258789","-22.2900009155273",NA,NA,"Polypodiopsida","Pietrobom da Silva, M.R.","34830","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03523","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","P.G. Windisch","3869","1969","12","América do Sul","Brasil","São Paulo","Santo André",NA,"GEOGRAFIA: campo, próximo a mata, sobre o solo;",NA,NA,"13","Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,"Polypodiopsida","P.G. Windisch","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03610","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","P.G. Windisch","131","1971","12","América do Sul","Brasil","São Paulo","Santo André",NA,"GEOGRAFIA: parte baixa do campo, entre a vegetação;",NA,NA,"11","Campo Grande","-46.5299987792969","-23.6599998474121",NA,NA,"Polypodiopsida","P.G. Windisch","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01496","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","W. Hoehne","858","1941","12","América do Sul","Brasil","São Paulo","São Paulo",NA,"GEOGRAFIA: brejo;",NA,NA,"02","campo congonhas","-46.6300010681152","-23.5400009155273",NA,NA,"Polypodiopsida","W. Hoehne","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01497","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","W. Hoehne","2537","1947","11","América do Sul","Brasil","São Paulo","São Paulo",NA,"GEOGRAFIA: nada consta;",NA,NA,"06","próximo a interlagos","-46.6300010681152","-23.5400009155273",NA,NA,"Polypodiopsida","W. Hoehne","53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11066","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","Pietrobom da Silva, M.R.","1604","1995","01","América do Sul","Brasil","São Paulo","Teodoro Sampaio",NA,"GEOGRAFIA: mata latifoliada mesófila tropical seca semidecídua;",NA,NA,"17","ca. 5 km da rodovia pela trilha","-52.1599998474121","-22.5300006866455",NA,NA,"Polypodiopsida","da Silva, M.R.","54606","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 20:48:41-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24442","S","Plantae","Tracheophyta","Polypodiales","Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Kunze ex Klotzsch) Yesilyurt","D.F. Peralta","947","2001","02","América do Sul","Brasil","São Paulo","Zacarias",NA,"GEOGRAFIA: na parte mais úmida da mata;",NA,NA,"09","5 km sentido Planalto","-50.0499992370605","-21.0499992370605",NA,NA,"Polypodiopsida","M.R. Pietrobom","20292","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:50:49-03","EAO","IAN","82244","PreservedSpecimen","Plantae","Fern",NA,"Adiantaceae","Doryopteris","lomariacea","Doryopteris lomariacea","(Kuntze) Klotzsch","Mexia, Y","5705","1931","04","Southern America","Brasil","Minas Gerais","Diamantina",NA,"In colony. Common.","IAN082244",NA,"28","Near km 1887 of railroad. Among tall grass, in hollow.","-43.6002998352051","-18.2493991851807","1888","1888",NA,"Copel","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:26:20-03","PUCPR","HUCP","9635","S","Plantae","Monilofita",NA,"Pteridaceae","Lytoneuron","lomariaceum","Lytoneuron lomariaceum","(Klotzsch.) Yesilyurt.","Pinto, JC","014","1990","05",NA,"Brasil","Paraná","Curitiba",NA,NA,"HUCP00002163","HUCP00002163","23","Campo Comprido","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Kersten, RA","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
