"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","imagecode","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"17","2019-10-18 16:49:48-03","IAP","PACA-AGP","56074","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","A. C. Allem","J. Pivetta","567","1954","02","19",NA,"Brasil","RS","Ijuí","Dr. Pestana","-53.9146995544434","-28.3878002166748",NA,NA,NA,"Habitat: in campestribus Fenofase: flor e fruto","PACA056074","36807","auto",NA,"Magnoliatae",NA,NA,NA,"1976","02","07",NA,NA,NA
"18","2019-08-27 13:29:02-03","IAP","PACA-AGP","28099","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Emrich-Rambo","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","ad fl. Uruguai","-52.7714004516602","-27.3617000579834",NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor e fruto","PACA028099","35080","auto",NA,"Magnoliatae",NA,NA,NA,"1954","07","29",NA,NA,NA
"19","2019-08-27 13:29:02-03","IAP","PACA-AGP","61005","PreservedSpecimen","Plantae","Magnoliophyta","Euphorbiales","Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Emrich-Rambo","J. Mattos",NA,"1956","12","25",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,NA,NA,"SEM MATERIAL Habitat: in campestribus Fenofase: flor e fruto","PACA061005","70701","auto",NA,"Magnoliatae",NA,NA,NA,"1957","08","19",NA,NA,NA
"20","2021-04-07 11:43:18-03","UFMS","CGMS","17776","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Rodolfo C. Sodré","O.S. Ribas","638","1994","03","27",NA,"Brasil","Paraná","Curitiba","Pilarzinho.","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Flor alva. Duplicata do MBM . Habitat: Orla da mata de galeria. Habito: Erva. 1,00m de altura.","CGMS1047071","25180","auto",NA,NA,NA,NA,NA,"2018","06","30",NA,NA,NA
"21","2020-10-14 10:01:22-03","FURB","FURB","35379","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Sodré, R.C.","Korte, A.","6014","2011","02","28",NA,"Brasil","Santa Catarina","Rio Negrinho","Cerro Azul.","-49.68","-26.64","955","955",NA,"Florística IFFSC 855 (Erva Terrícola) Habitat: Floresta Ombrófila Mista; Habito: erva terrícola; flor branca","FURB24127",NA,NA,"FURB24127",NA,NA,"-49.6800000","-26.6400000","2020","02","05",NA,NA,NA
"22","2019-08-16 08:39:14-03","UTFPR","HCF","13190","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","M.G. Caxambu","M.G. Caxambu","4933","2013","11","28",NA,"Brasil","PR","Tibagi","Sítio Sete Quedas","-50.261278","-24.584222","1094","1094",NA,"erva heliófita, reptante. Flores alvas.",NA,NA,NA,NA,NA,NA,"50°15'40,6 W","24°35'03,2 S","2013","12","19",NA,NA,NA
"23","2019-08-16 08:39:14-03","UTFPR","HCF","9788","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","J. Cordeiro & P.Bohrer","M.G. Caxambu","3538","2011","10","13",NA,"Brasil","PR","Balsa Nova","arredores da Ponte dos Arcos","-49.803417","-25.554333","876","876",NA,"erva heliófita, reptante, pilosa. Flores alvas.",NA,NA,NA,NA,NA,NA,"49°48'12,3 W","25°33'15,6 S","2013",NA,NA,NA,NA,NA
"24","2019-08-16 08:39:14-03","UTFPR","HCF","28548","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","F. Gonzatti","F. Gonzatti","2150","2015","01","14",NA,"Brasil","RS","Osório","Fazenda Rincão da Cadeia","-50.1725","-29.890278","12","12",NA,"flores alvas, folhas tomentosas com aroma quando amassadas. Planta prostrada em campo alterado.",NA,NA,NA,NA,NA,NA,"50°10'21 W","29°53'25 S","2016","12",NA,NA,NA,NA
"25","2020-12-21 16:24:15-03","MBM","MBM","67878","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Hatschbach, G.","43322","1980","11","12","Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"MBM067878","27346","auto","MBM067878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:24:15-03","MBM","MBM","320734","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Cordeiro, I.","Motta, J.T.","2169","1991","02","11","Southern America","Brazil","Paraná","Jaguariaíva","Fazenda Chapada do Santo Antonio","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Subarbusto postrado; flores masc e fem. brancas. comum em campo cerrado","MBM320734","44368","auto","MBM320734",NA,NA,NA,NA,"2009","04",NA,NA,NA,NA
"27","2020-12-21 16:24:15-03","MBM","MBM","3928","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Hatschbach, G.","17112","1967","09","07","Southern America","Brazil","Paraná","Ponta Grossa","Piriquitos","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM003928","46557","auto","MBM003928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:24:15-03","MBM","MBM","118252","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Ginzbarg, S.","Krapovickas, A.","40840","1987","01","15","Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM118252","46557","auto","MBM118252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:24:15-03","MBM","MBM","39995","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Smith, L.B.","Hatschbach, G.","1082","1948","11","24","Southern America","Brazil","Paraná","Curitiba","Rio Barigui","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"MBM039995","25180","auto","MBM039995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:24:15-03","MBM","MBM","14269","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Hatschbach, G.","22249","1969","09","30","Southern America","Brazil","Paraná","Lapa","Rio Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,"MBM014269","49965","auto","MBM014269",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:24:15-03","MBM","MBM","133748","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Ribas, O.S.","Hatschbach, G.; Nicolack, V.; Nicolack, V.","53661","1989","12","15","Southern America","Brazil","Paraná","Palmas","Santo Agostinho","-51.9906005859375","-26.4841995239258",NA,NA,NA,NA,"MBM133748","46666","auto","MBM133748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:24:15-03","MBM","MBM","265927","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Tessmann, G.","2871","1948","02","12","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM265927","46557","auto","MBM265927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:24:15-03","MBM","MBM","39996","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Pereira, E.; Hatschbach, G.; Hatschbach, G.","8039","1963","11","18","Southern America","Brazil","Paraná","Ponta Grossa","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"MBM039996","46557","auto","MBM039996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:24:15-03","MBM","MBM","39994","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Hatschbach, G.","3964","1957","02","25","Southern America","Brazil","Paraná","São Jerônimo da Serra","Fazenda do Nho Ó","-50.7411003112793","-23.7275009155273",NA,NA,NA,NA,"MBM039994","30511","auto","MBM039994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:24:15-03","MBM","MBM","262981","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Caruzo, M.B.R.","Sobral, M.","8821","1999","03",NA,"Southern America","Brazil","Minas Gerais","São José dos Ausentes","São José dos Ausentes",NA,NA,NA,NA,NA,NA,"MBM262981",NA,NA,"MBM262981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:24:15-03","MBM","MBM","387482","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Cordeiro, J.","Motta, J.T.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.; Silva, J.M.; Cordeiro, J.; Barboza, E.; Vaz, J.","4091","2013","09","23","Southern America","Brazil","Santa Catarina","Água Doce","Usina Eólica Horizonte","-51.698239","-26.581425","1294","1294",NA,"Subarbusto; flores alvacentas.; No campo, em solo muito alterado.","MBM387482",NA,NA,"MBM387482",NA,NA,"-51.698239","-26.581425","2014","02","05",NA,NA,NA
"37","2020-12-21 16:24:15-03","MBM","MBM","417568","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Caruzo, M.B.R.","Noronha, A.P.; Caruzo, M.B.R.; Santos, R.F.; Ribas O.S.; Caruzo, M.B.R.; Santos, R.F.; Ribas O.S.","1","2015","01","14","Southern America","Brazil","Paraná","Curitiba","Parque Barigui, Bairro Santo Inácio","-49.313889","-25.427222","910","910",NA,"Erva prostada. Indumento esparso nos ramos enegrecido na face abaxial das folhas, frutos e flores voltados para face abaxial. Flores estaminadas alvas. Frutos jovens esverdeados, com estiletes persistentes de coloração ferrugínea.; C","MBM417568",NA,NA,"MBM417568",NA,NA,"-49.313889","-25.427222",NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:24:15-03","MBM","MBM","417628","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E.","Valduga, E.","702","2016","12","09","Southern America","Brazil","Rio Grande do Sul","São José dos Ausentes","Fazenda Vó Angelina","-49.974722","-28.658889",NA,NA,NA,"Erva sobre monticulos de solo e rochas em meio à pastagem nativa pastejada. Flores brancas.; Campo nativo pastejado.","MBM417628",NA,NA,"MBM417628",NA,NA,"-49.974722","-28.658889","2016",NA,NA,NA,NA,NA
"39","2020-12-21 16:24:15-03","MBM","MBM","230577","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Ribas, O.S.","Barboza, E.; Cordeiro, J.; Cordeiro, J.","173","1998","10","21","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"MBM230577","27346","auto","MBM230577",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:24:15-03","MBM","MBM","41635","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Ginzbarg, S.","Hatschbach, G.","3440","1953","12","20","Southern America","Brazil","Paraná","Campo Largo","Rio Papagaios","-49.5283012390137","-25.4585990905762",NA,NA,NA,NA,"MBM041635","53742","auto","MBM041635",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:24:15-03","MBM","MBM","19901","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Hatschbach, G.","Hatschbach, G.","25894","1970","12","20","Southern America","Brazil","Paraná","Ipiranga","Faxinal do Tanque","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,"MBM019901","31827","auto","MBM019901",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:24:15-03","MBM","MBM","195486","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Dombrowski, L.T.","Hatschbach, G.; et al.; et al.","12245","1980","11","10","Southern America","Brazil","Paraná","Jaguariaíva","Chapada Santo Antônio","-49.7057991027832","-24.2511005401611",NA,NA,NA,NA,"MBM195486","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-05 08:36:35-03","MNHN","RECOLNAT_MNHN_P","P05505551","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Reitz|Klein",NA,"1965","12","14",NA,"Brasil","Paraná","Guarapuava","8km ao oeste de Guarapuava.","-51.4580993652344","-25.395299911499",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05505551' target='other'> <mi>dwc_moreinfo</mi></a>","P05505551","53832","auto","P05505551_01",NA,NA,NA,NA,NA,NA,NA,"17592",NA,NA
"44","2015-09-05 08:36:35-03","MNHN","RECOLNAT_MNHN_P","P05505547","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Lourteig, A.",NA,"1967","12","16",NA,"Brasil","Santa Catarina","Lages","Brasil. Est. Santa Ana [Santa Catarina]. Município: Lajes. Índios campos.","-50.326099395752","-27.8160991668701","950",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05505547' target='other'> <mi>dwc_moreinfo</mi></a>","P05505547","70701","auto","P05505547_01",NA,NA,NA,NA,NA,NA,NA,"2236",NA,NA
"45","2015-09-05 08:36:35-03","MNHN","RECOLNAT_MNHN_P","P05505548","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Lourteig, A.",NA,"1967","12","16",NA,"Brasil","Santa Catarina","Lages","Entre pastos.","-50.326099395752","-27.8160991668701","900",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05505548' target='other'> <mi>dwc_moreinfo</mi></a>","P05505548","70701","auto","P05505548_01",NA,NA,NA,NA,NA,NA,NA,"2236",NA,NA
"46","2015-09-05 08:36:35-03","MNHN","RECOLNAT_MNHN_P","P05505549","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.",NA,"Lourteig, A.",NA,"1967","12","16",NA,"Brasil","Santa Catarina","Lages","Indios.","-50.326099395752","-27.8160991668701",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05505549' target='other'> <mi>dwc_moreinfo</mi></a>","P05505549","70701","auto","P05505549_01",NA,NA,NA,NA,NA,NA,NA,"2246",NA,NA
"47","2015-09-04 13:53:56-03","MNHN","RECOLNAT_MNHN_P","P00493389","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","tragifolius","Croton tragifolius","Baill.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00493389' target='other'> <mi>dwc_moreinfo</mi></a>","P00493389",NA,NA,"P00493389_01",NA,NA,NA,NA,NA,NA,NA,"C1 1387","holotype",NA
"48","2015-09-04 13:53:56-03","MNHN","RECOLNAT_MNHN_P","P00493390","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Croton","tragifolius","Croton tragifolius","Baill.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00493390' target='other'> <mi>dwc_moreinfo</mi></a>","P00493390",NA,NA,"P00493390_01",NA,NA,NA,NA,NA,NA,NA,"C1 1387","isotype",NA
"49","2021-02-11 17:18:51-03","UFPR","UPCB","20143","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Sodré, R.C.","Ginzbarg, S.","688","1988","02","11",NA,"Brasil","Paraná","Porto Amazonas","ca. 50 km ao O. de Curitiba, ca. 3 km ao S. do entroncamento entre BR277 e BR376","-49.8903007507324","-25.5447006225586",NA,NA,NA,"No sol. Borda de capão. Ascendente..",NA,"14684","auto",NA,NA,NA,NA,NA,"2020","02","04",NA,NA,NA
