"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","coordinatePrecision","geoFlag","imagecode","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"103","2021-02-08 12:41:04-03","UFRGS","ICN","200612","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Grings, M; Bordignon, S","1921","2018","09","20","América do Sul","Brasil","RS","Fontoura Xavier",NA,"-52.411111","-28.951389","694","694",NA,"Erva rasteira; flores brancas.; Em beira de estrada, junto a campo nativo preservado",NA,NA,NA,NA,NA,NA,"-52.411111","-28.951389",NA,NA,NA,NA,NA,NA
"104","2021-02-08 12:41:04-03","UFRGS","ICN","200633","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Valduga, E","897","2018","11","21","América do Sul","Brasil","RS","Barros Cassal",NA,"-52.541389","-28.968889","615","615",NA,"Erva, flores brancas, rara no campo.",NA,NA,NA,NA,NA,NA,"-52.541389","-28.968889",NA,NA,NA,NA,NA,NA
"105","2021-02-08 12:41:04-03","UFRGS","ICN","200631","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Valduga, E","907","2018","11","26","América do Sul","Brasil","RS","Cruz Alta",NA,"-53.505556","-28.808056","449","449",NA,"Erva, flores e frutos pendentes. Prostrada, rara no campo.",NA,NA,NA,NA,NA,NA,"-53.505556","-28.808056",NA,NA,NA,NA,NA,NA
"106","2021-02-08 12:41:04-03","UFRGS","ICN","029177","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Camargo, OR","2491","1957","11","10","América do Sul","Brasil","RS","Farroupilha","Estação Experimental Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,"Campo seco e arbustivo.",NA,"19545","auto",NA,NA,NA,NA,NA,"2018","05","24",NA,NA,NA
"107","2021-02-08 12:41:04-03","UFRGS","ICN","008798","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Allem, A","Lindeman, JC; Irgang, BE; Valls, JFM","s.n.","1971","10","30","América do Sul","Brasil","RS","Passo Fundo","No campo 20km a oeste de Passo Fundo","-52.4067001342773","-28.2628002166748",NA,NA,NA,"Flor branca.",NA,"25060","auto",NA,NA,NA,NA,NA,"1976","01","29",NA,NA,NA
"108","2021-02-08 12:41:04-03","UFRGS","ICN","026858","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Baptista, LMR; Irgang, BE; et al.","s.n.","1974","12","06","América do Sul","Brasil","RS","Ronda Alta","Natalino","-52.8018989562988","-27.7667007446289","800","800",NA,"Em campo.",NA,"27322","auto",NA,NA,NA,NA,NA,"2018","05","24",NA,NA,NA
"109","2021-02-08 12:41:04-03","UFRGS","ICN","026909","S","Plantae","Dicotyledon",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E","Irgang, BE; et al.","s.n.","1974","12","09","América do Sul","Brasil","RS","Ronda Alta","Natalino","-52.8018989562988","-27.7667007446289",NA,NA,NA,NA,NA,"27322","auto",NA,NA,NA,NA,NA,"2018","05","24",NA,NA,NA
"110","2020-08-26 10:48:43-03","MCN-FZBRS","HAS","45418","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Silveira, N.","Silveira, N.","9937","1993","11",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, área da celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Campo","HAS0045418","30776","auto",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA
"111","2020-08-26 10:48:43-03","MCN-FZBRS","HAS","45419","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Silveira, N.","Silveira, N.","9996","1993","11",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fazenda Velha, área da celulose Cambará","-50.1446990966797","-29.0478000640869",NA,NA,NA,"Campo flor branca","HAS0045419","30776","auto",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA
"112","2020-08-26 10:48:43-03","MCN-FZBRS","HAS","95207","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E.","Silveira, N.","10418","1994","01",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Na Fortaleza","-50.1446990966797","-29.0478000640869",NA,NA,NA,"No campo.","HAS0095207","30776","auto",NA,NA,NA,NA,NA,"2018","05","07",NA,NA,NA
"113","2020-08-26 10:48:43-03","MCN-FZBRS","HAS","95134","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll. Arg.","Valduga, E.","Mattos, J.","18246","1978","01",NA,NA,"Brasil","Rio Grande do Sul","Vacaria","Rodovia Vacaria-Passo Fundo","-50.9338989257812","-28.5121994018555",NA,NA,NA,"No campo, subarbusto, 20-30 cm de alt.","HAS0095134","63451","auto",NA,NA,NA,NA,NA,"2018","05","15",NA,NA,NA
"114","2020-07-30 09:38:55-03","IBt","SP","287254","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Cordeiro, I","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7022","1994","11","12",NA,"Brasil","São Paulo","Itapeva","Estação Ecológica de Itapeva","-49.0525","-24.073611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.0525","-24.073611",NA,NA,NA,NA,NA,NA
"115","2019-11-21 10:04:01-03","IBt","SP","308441","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Ginzbarg, S","Ginzbarg, S; et al.","673","1988","02","11",NA,"Brasil","Paraná",NA,"Balsa Nova, BR 227, ca. 40 km a oeste de Curitiba.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2019-11-21 10:04:01-03","IBt","SP","320461","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Cordeiro, I","Souza, VC; et al.","4175","1993","09","06",NA,"Brasil","São Paulo","Itararé","Fazenda Espinho.&nf;Campo.","-49.268889","-24.27","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,"-49.268889","-24.27","1994","05","13",NA,NA,NA
"117","2019-11-21 10:04:01-03","IBt","SP","446490","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Cordeiro, I","Cordeiro, I; Pscheidt, AC; Ribas, OS","3371","2012","10","18",NA,"Brasil","Paraná","Lapa","Serrinha. Beira da estrada, junto a um capão de floresta ombrófila densa mista","-49.706111","-25.730278","920","920",NA,NA,NA,NA,NA,NA,NA,NA,"-49.706111","-25.730278","2013","03",NA,NA,NA,NA
"118","2019-11-21 10:04:01-03","IBt","SP","429428","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Cordeiro, I","Martins, SE; Pompéia, SL","1287","2010","04","03",NA,"Brasil","Paraná","Piraí do Sul","Serra do Piraí. Km 15 em direção a Ventania","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,"2010","04","06",NA,NA,NA
"119","2019-11-21 10:04:01-03","IBt","SP","23275","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Ginzbarg, S","Hoehne, FC","s.n.","1928","02","01",NA,"Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,"1987","12",NA,NA,NA,NA
"120","2019-11-21 10:04:01-03","IBt","SP","308437","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Ginzbarg, S","Ginzbarg, S; Hatschbach, G; Ribas, OS","689","1988","02","11",NA,"Brasil","Paraná","Porto Amazonas","Ca. 50 Km ao O de Curitiba, ca. 3 Km ao S do entroncamento entre BR 227 e BR 376. Beira de capão a leste da estrada de terra","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2019-11-21 10:04:01-03","IBt","SP","308440","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Ginzbarg, S","Ginzbarg, S; et al.","687","1988","02","11",NA,"Brasil","Paraná","Porto Amazonas","Ca. 50 Km ao O de Curitiba, ca. 3 Km ao S do entroncamento entre BR 227 e BR 376. Beira de capão a leste da estrada de terra.&nf;Campo limpo.","-49.8903007507324","-25.5447006225586",NA,NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:04:01-03","IBt","SP","102273","S","Plantae",NA,NA,"Euphorbiaceae","Croton","glechomifolius","Croton glechomifolius","Müll.Arg.","Ginzbarg, S","Mattos, J","14018a","1966","10","20",NA,"Brasil","São Paulo","Itararé","15 Km de Itararé, rodovia Itararé-Bom Sucesso","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,"1987","12",NA,NA,NA,NA
