"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","yearIdentified","monthIdentified","dayIdentified","day","verbatimLongitude","verbatimLatitude","locality","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","imagecode","class","individualCount","fieldNumber","sex"
"12","2020-11-13 09:20:35-03","UFRJ","RFA","37802","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","M. S. Wängler","M. S. Wängler; F. C. Alzer; V. S. Ferreira; D. F. Massunaga; G. F. Mazzoni","946","2011","10",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.382222","-22.443889",NA,"Erva terrícola 51 cm; raízes espessas, brancas; folhas verdes., lanceoladas, quilhadas; inflorescência partida. Encontrada em terreno com solo pobre.","RFA38794","2011","12","20","23","43º22'56''W","22º26'38''S","APA Palmares, Zona de Vida Silvestre. Alameda Palmares. Próxima à nascente.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-13 09:20:35-03","UFRJ","RFA","37813","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","M. S. Wängler","A. M. Paiva; C. Martins; M. S. Wängler; G. F. Mazzoni","231","2010","08",NA,"Brasil","Rio de Janeiro","Paty do Alferes","-43.382778","-22.456111",NA,"Erva terrestre, 65 cm, raízes brancas espessas, longas ca 40 cm, folhas rosuladas, verdes, brilhantes, lanceoladas, sépalas e pétalas verde claro, labelo branco","RFA38809","2011","12","20","28","43º22'58''W","22º27'22''S","APa Palmares, Zona de Vida Silvestre, Água fria.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:49-03","UFRJ","RFA","36914","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","M.O.O.Pellegrini","M.O.O.Pellegrini","59","2010","10",NA,"Brasil","Rio de Janeiro","Petrópolis","-43.1786003112793","-22.5049991607666",NA,"Erva terrestre, umbrófila, folhas glabras, plásticas, concolores; inflorescência ca. 80 cm altura, brácteas da base verdes; flores verdes, pétalas alvas; frutos esverdeados, frutos maduros começando a se abrir","RFA31878","2010","10","02","02",NA,NA,"3° distrito/Itaipava, Pedra da Cuca","36524","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:49-03","UFRJ","RFA","35322","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","M.O.O.Pellegrini","Cláudia M. Vieira; O. Samor et R. Darigo","1741","2006","09",NA,"Brasil","Minas Gerais","Barbacena","-43.7736015319824","-21.2257995605469",NA,"Erva. Inflorescencia passada castanha Habito: erva terrestre","RFA31879","2011","05","31","22",NA,NA,"fragmento de Floresta Estacional Semidecidual (vegetação secundária). Material coletado durante o Estudo de Impacto Ambiental do gasoduto GASBEL II","27982","auto","1077","1077",NA,NA,NA,NA,NA
"16","2021-03-30 12:52:51-03","EAO","IAN","118449","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pabst, GFJ","Heringer, EP","8522","1961","08","Southern America","Brasil","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,"Planta de brejo, terrestre.","IAN118449",NA,NA,NA,"02",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 12:17:40-03","ESALQ","ESA","52223","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Batista, J.A.M.","Hatschbach, G. ; Silva, J.M.","51282.0","1987","07",NA,"Brasil","Paraná","Adrianópolis","-48.9911003112793","-24.6571998596191",NA,NA,"ESA052223","2001","01","01","27",NA,NA,NA,"49901","auto",NA,NA,"ESA052223",NA,NA,NA,NA
"18","2020-11-04 12:17:40-03","ESALQ","ESA","19351","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","Lindl.","Singer, R.B.","Barreto, K.D. et al.","2571.0","1994","06",NA,"Brasil","São Paulo","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"ESA019351",NA,NA,NA,"09",NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 12:17:39-03","ESALQ","ESA","106086","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum",NA,"Souza, V.C.","Bazarian, S.V.","153.0","2006","03",NA,"Brasil","São Paulo","Ribeirão Grande","-48.3600006103516","-24.0900001525879",NA,NA,"ESA106086","2007",NA,NA,"28",NA,NA,NA,"25028","auto",NA,NA,"ESA106086",NA,NA,NA,NA
"20","2020-11-04 12:17:39-03","ESALQ","ESA","131350","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Forster, W.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36553.0","2013","02",NA,"Brasil","São Paulo","Arujá","-23.3707","-46.3524",NA,NA,"ESA131350","2013",NA,NA,"20","-23.3707","-46.3524","Fragmento 16 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.",NA,NA,"752","752",NA,NA,NA,NA,NA
"21","2021-03-31 13:41:18-03","MN","R","35747","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.",NA,"Brade, A.C.","11974","1932","09",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,"12",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:41:18-03","MN","R","24795","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Hoehne, F.C.","Brade, A.C.","9379","1929","09",NA,"Brasil","Rio de Janeiro","Teresópolis","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"24",NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:26:39-03","IAP","PACA-AGP","56977","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schlechter","Emrich-Rambo","Rambo, B.",NA,"1955","10",NA,"Brasil","RS","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,"SEM MATERIAL Habitat: In alte graminosis Fenofase: flor","PACA056977","1957","05","14","26",NA,NA,"In summo monte Sapucaia","10287","auto",NA,NA,NA,"Liliatae",NA,NA,NA
"24","2020-12-20 21:18:47-03","UFV","VIC","25074","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","Schlechter","Leão, N.A.O.","Leão, N.A.P.","7","1999","09",NA,"Brasil","Minas Gerais","Mariana","-43.4160995483398","-20.377799987793",NA,"Espécie encontrada vegetando sobre resíduos vegetais em locais úmidos e sombrios.","VIC025074","2000","09","13","30",NA,NA,"Proximidades da Cachoeira do Bumbaça","33524","auto",NA,NA,"VIC025074",NA,NA,NA,NA
"25","2019-11-21 14:41:11-03","UFJF","CESJ","71798","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","L. Menini Neto","D.E.F. Barbosa; G.A. Basilio","280","2016","07","América do Sul","Brasil","Minas Gerais","Descoberto","-42.935833","-21.387778",NA,"Terrícola, flores esverdeadas com labelo branco. Encontrada em ambiente perturbado.","CESJ071798","2016","07","17","17","-42.935833","-21.387778","Serra do Relógio, Floresta semidecidual montana",NA,NA,"1200","1200",NA,NA,NA,NA,NA
"26","2019-11-21 14:41:11-03","UFJF","CESJ","38366","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","L. Menini Neto","R.C. Forzza; L.D. Meireles; P.C.L. Faria; B.K.S. Franco","2210","2002","02","América do Sul","Brasil","Minas Gerais","Descoberto","-42.9674987792969","-21.4596996307373",NA,"erva terrestre em serrapilheira, próximo a água, escapo verde com indumento alvescente, brácteas do escapo e florais verdes, flores com tépalas verde-claras, labelo alvo.","CESJ038366","2002","08","13","16",NA,NA,"Reserva Biológica da Represa do Grama","11991","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:41:11-03","UFJF","CESJ","51690","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","L. Menini Neto","L. Menini Neto; T.M. Machado, IACosta, B","628","2008","08","América do Sul","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"Erva terrestre, sobre serrapilheira, no interior da mata, população com aproximadamente 10 indivíduos, folhas levemente discolores, pedúnculo verde-claro, sépalas e pétalas verde-claras, labelo alvo.","CESJ051690","2008","08","30","30",NA,NA,"Área de Proteção Ambiental Mata do Krambeck","36144","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:41:11-03","UFJF","CESJ","59159","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","L. Menini Neto","L. Menini Neto; M.G.C.Nogueira; B.O.Azevedo","996","2010","09","América do Sul","Brasil","Minas Gerais","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,"Erva terrestre, no interior de floresta estacional semidecidual, sobre serrapilheira, em ambiente sombreado, comum. Folhas e pedúnculo verde-claro, flores com sépalas e pétalas verde-claras, labelo alvo.","CESJ059159","2010","09",NA,NA,NA,NA,"Reserva Biológica Poço D'Anta","36144","auto","800","800",NA,NA,NA,NA,NA
"29","2019-11-21 14:41:11-03","UFJF","CESJ","54238","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","L. Menini Neto","J.A. Oliveira; F.S. Souza; J.H.C. Ribeiro; J.M. Santana","91","2009","08","América do Sul","Brasil","Minas Gerais","Olaria","-43.937198638916","-21.8607997894287",NA,"Terrestre, na borda de mata, 1164m altitude, flores com labelo alvo e pétalas verdes.","CESJ054238","2010","06","30","21",NA,NA,"Serra Negra, Serrinha, Sítio do Degredo, mata acima da casa do Degredo.","15222","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:41:11-03","UFJF","CESJ","49597","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","L. Menini Neto","F.S. Souza; S.A. Roman","286","2007","10","América do Sul","Brasil","Minas Gerais","Rio Preto","-43.8278007507324","-22.0891990661621",NA,"Erva terrestre, em mata. Folhas verde-escuras, brácteas do pedúnculo verde-claras, pedúnculo ereto, tricomas alvos, brácteas florais verde-claras, pétalas e sépalas verdes, coluna verde, labelo alvo, polínias alvas. Floresceu em cultivo em XII.2007.","CESJ049597","2007","12",NA,"13",NA,NA,"Serra Negra, trilha para o Burro de Ouro.","20815","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:01:02-03","UNICAMP","UEC","178597","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Borba, EL","Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH","9793","1978","12",NA,"Brazil","Minas Gerais","Santa Bárbara","-43.4152984619141","-19.959400177002",NA,"Flores verdes.","UEC027060","1994","09",NA,"14",NA,NA,"Serra do Caraça, Matas e campos rupestres. Sobre pedras, em humus, próximo a cachoeira.","33136","auto",NA,NA,"UEC027060",NA,NA,NA,NA
"32","2019-08-20 10:01:02-03","UNICAMP","UEC","99514","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Borba, EL","Spina, AP","297","1994","08",NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,"Herbácea, 1,10 m alt., flores brancas, labelo verde.","UEC027066",NA,NA,NA,"26",NA,NA,"Fazenda Santa Genebra, Barão Geraldo, Interior de Mata Higrófila.","23900","auto",NA,NA,"UEC027066",NA,NA,NA,NA
"33","2019-08-20 10:01:02-03","UNICAMP","UEC","17195","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pansarin, ER; Borba, EL","Vasconcellos-Neto, J","6686","1977","08",NA,"Brazil","São Paulo","Campinas","-47.060001373291","-22.8999996185303",NA,NA,"UEC027065","1998","03",NA,"17",NA,NA,"Fazenda Santa Genebra, Mata próxima à Cidade Universitária.","23900","auto",NA,NA,"UEC027065",NA,NA,NA,NA
"34","2019-08-20 10:01:02-03","UNICAMP","UEC","139904","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Breier, TB","Breier, TB; Singer, RB","302","2002","06",NA,"Brazil","São Paulo","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,"UEC027068","2004","09",NA,"30",NA,NA,"Parque Estadual da Ilha do Cardoso, Morro três irmãos.","37574","auto",NA,NA,"UEC027068",NA,NA,NA,NA
"35","2021-03-01 16:20:19-03","UNICAMP","UEC","197380","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Mayer, JL","Mayer, JL; Bombo, AB","s.n.","2017","08",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,"Orquídea terrestre, escapo floral longo com muitas flores (1,5-2 cm), de cor creme.","UEC182700",NA,NA,NA,"10",NA,NA,"Serra do Japi","17840","auto",NA,NA,"UEC182700",NA,NA,NA,NA
"36","2019-08-20 10:01:02-03","UNICAMP","UEC","95330","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pansarin, ER","Pansarin, ER","97/73","1997","09",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027061","2004","05",NA,"10",NA,NA,"Serra do Japi, Bairro Eloy Chaves, próximo à represa do DAE.","17840","auto",NA,NA,"UEC027061",NA,NA,NA,NA
"37","2019-08-20 10:01:02-03","UNICAMP","UEC","131667","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pansarin, ER","Pansarin, ER; Mickeliunas, L","1077","2003","09",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027059","2004","05",NA,"09",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","17840","auto",NA,NA,"UEC027059",NA,NA,NA,NA
"38","2019-08-20 10:01:02-03","UNICAMP","UEC","131675","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pansarin, ER","Pansarin, ER; Mickeliunas, L","1085","2003","09",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027064","2004","05",NA,"09",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","17840","auto",NA,NA,"UEC027064",NA,NA,NA,NA
"39","2019-08-20 10:01:02-03","UNICAMP","UEC","131676","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pansarin, ER","Pansarin, ER; Mickeliunas, L","1070","2003","08",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027062","2004","05",NA,"30",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","17840","auto",NA,NA,"UEC027062",NA,NA,NA,NA
"40","2019-08-20 10:01:02-03","UNICAMP","UEC","137641","S","Plantae","Liliopsida",NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schultz","Pansarin, ER","Pansarin, ER","1160","2004","10",NA,"Brazil","São Paulo","Jundiaí","-46.8800010681152","-23.1800003051758",NA,NA,"UEC027063","2005","02",NA,"03",NA,NA,"Serra do Japi, Sentido bairro Eloy Chaves, próximo à represa do DAE.","17840","auto",NA,NA,"UEC027063",NA,NA,NA,NA
"41","2020-10-14 10:04:22-03","FURB","FURB","14102","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Bonnet, A","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2375","2009","09",NA,"Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444",NA,"Florística IFFSC e8002a (Erva Terrícola), escapo floral com 0,6 cm. Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: erva terrícola; flor branca","FURB36337","2009","10","01","16","-48.6019444","-27.1494444",NA,NA,NA,"3","3","FURB36337",NA,NA,NA,NA
"42","2020-10-14 10:04:22-03","FURB","FURB","14238","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Mancinelli, WS","Korte, A.; Kniess, A.","222","2009","09",NA,"Brasil","Santa Catarina","Leoberto Leal","-49.23","-27.3597222",NA,"Florística IFFSC 424 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; flor branca esverdeada","FURB36339","2010","01","25","17","-49.2300000","-27.3597222","Tigre.",NA,NA,"438","438","FURB36339",NA,NA,NA,NA
"43","2020-10-14 10:04:22-03","FURB","FURB","14534","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Bonnet, A","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2700","2008","09",NA,"Brasil","Santa Catarina","Jacinto Machado","-49.86","-29.07",NA,"Florística IFFSC 10 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; flor branca","FURB36343","2010","02","02","24","-49.8600000","-29.0700000","Tenente.",NA,NA,"80","80","FURB36343",NA,NA,NA,NA
"44","2020-10-14 10:04:22-03","FURB","FURB","15353","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Mancinelli, WS","Verdi, M.; Klettenberg, D.H. & Klemz, G.","1233","2009","10",NA,"Brasil","Santa Catarina","Jacinto Machado","-49.86","-28.89",NA,"Florística IFFSC 21 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola; flor branca","FURB36340","2010","03","10","13","-49.8600000","-28.8900000","Morro São Cristovão.",NA,NA,"380","380","FURB36340",NA,NA,NA,NA
"45","2020-10-14 10:04:22-03","FURB","FURB","15809","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Sauroglossum","nitidum","Sauroglossum nitidum","(Vell.) Schltr.","Korte, A","Korte, A.; Kniess, A.","622","2009","10",NA,"Brasil","Santa Catarina","Vidal Ramos","-49.4105556","-27.3605556",NA,"Florística IFFSC 422 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: terrestre;","FURB36338","2009","10","21","21","-49.4105556","-27.3605556","Águas Frias.",NA,NA,"895","895","FURB36338",NA,NA,NA,NA
