"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","individualCount","infraspecificEpithet","typeStatus"
"11","2021-03-01 16:42:25-03","UNICAMP","UEC","15114","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Shepherd, GJ; Andrade, JB; Salgado, PR","7082","1978","02","21",NA,"Brazil","Minas Gerais",NA,"Estrada entre Piumhi e Araxá, 17Km de Piumhi",NA,NA,"850","850",NA,"Herbáceo; flores amarelas.; Em cerrado.","UEC060314","UEC060314",NA,NA,NA,"1988",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:42:25-03","UNICAMP","UEC","20663","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Shepherd, GJ; Rodrigues, TS","Gabrielli, AC; et al.","341","1980","11","05",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do Saco","-46.564722","-21.838889",NA,NA,NA,"Erva 15cm; flores amarelas, estilete curtos e longos.",NA,NA,"-46.564722","-21.838889",NA,"1982","03","22",NA,NA,NA,NA,NA
"13","2021-03-01 16:42:25-03","UNICAMP","UEC","25506","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Shepherd, GJ; Rodrigues, TS","Leitão Filho, HF; et al.","1196","1981","09","22",NA,"Brazil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.564722","-21.838889",NA,NA,NA,"Herbáceo com xilopódio. Flores amarelo-ouro (Turneraceae).; Em campo.",NA,NA,"-46.564722","-21.838889",NA,"1982","03","22",NA,NA,NA,NA,NA
"14","2021-03-01 16:42:25-03","UNICAMP","UEC","25514","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Shepherd, GJ; Rodrigues, TS","Leitão Filho, HF; et al.","1188","1981","09","22",NA,"Brazil","Minas Gerais","Poços de Caldas","Morro do Ferro","-46.564722","-21.838889",NA,NA,NA,"Herbáceo com xilopódio. Flores amarelo-ouro (Turneraceae).; Em campo.",NA,NA,"-46.564722","-21.838889",NA,"1982","03","22",NA,NA,NA,NA,NA
"15","2021-03-01 16:42:25-03","UNICAMP","UEC","28498","S","Plantae","Magnoliopsida",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Ratter, JA; Fonseca, SG; Fonsêca Filho, J","3343","1976","08","03",NA,"Brazil","Distrito Federal","Brasília","Córrego Cabeça de Veado., In the area of the Córrego Cabeça de Veado c. 9,5 km SSE of Brasília TV Tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Tiny perenial herb.&nf;Corollas yellows.; On a queimada (recently burned area) in campo sujo.","UEC060319","UEC060319",NA,NA,NA,"2008",NA,NA,"70570","auto",NA,NA,NA
"16","2019-11-06 09:56:57-03","UFOP","OUPR","28761","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Rossi, B.; Messias, M.C.T.B. & Rangel, E.B.","96","2014","10","20",NA,"Brasil","Minas Gerais","Santana de Pirapama","Inhames","-43.773611","-19.004444",NA,NA,NA,"Erva ca. 15cm, flores amarelas, folhas com glândulas na base do limbo, medicinal. Cerrado",NA,NA,"-43.773611","-19.004444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-06 09:56:57-03","UFOP","OUPR","8097","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Damazio, L.B.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Miguel Burnier","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Campo",NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"18","2020-12-21 16:46:34-03","MBM","MBM","405146","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urban","Marquete, R.","Marquete, R.; Morim, M.P.; Jordão, L.; Santos, L.E.; Morim, M.P.; Jordão, L.; Santos, L.E.","4539","2015","11","29","Southern America","Brazil","Minas Gerais","Buenópolis","Parque Estadual da Serra do Cabral, Região do Cuba. Lapa do peixe.","-44.241944","-17.923889",NA,NA,NA,"Erva heliófita com ca. 20 cm de altura. Caule de casca lisa, verde. Folhas membranáceas, discolores verdes, opacos nas duas faces. Inflorescências com botões verdes, cálice verde, corola amarela. Frutos jovens verde-amarelados.; Rele","MBM405146","MBM405146","-44.241944","-17.923889",NA,"2016","02",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:46:34-03","MBM","MBM","140413","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urban","Arbo, M.M.","Arbo, M.M.; et al.; et al.","3803",NA,NA,NA,"Southern America","Brazil","Goiás","Pirenópolis","Serra dos Pireneus, 7-20km E de Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"MBM140413","MBM140413",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA
"20","2020-12-11 11:42:38-03","UFMG","BHCB","114232","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Mota, NFO; Viana, PL; Andrade, LE","964","2007","11","07","Southern America","Brasil","Minas Gerais","Itamonte","Parque Estadual do Papagaio, Bairro rural Colina, campo de altitude antropizado no alto da Boa Vista.","-44.761944","-22.291111","2152","2152",NA,"Erva terrestre, cálice negro, corola e estames amarelos.; Campo de altitude antropizado","BHCB009233",NA,"-44.761944","-22.291111",NA,"2014","09","22",NA,NA,NA,NA,NA
"21","2020-12-11 11:42:38-03","UFMG","BHCB","65567","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Barreto, HLM","8179",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"22","2020-12-11 11:42:38-03","UFMG","BHCB","65566","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Barreto, HLM","8177",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte",NA,"-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA
"23","2020-12-11 11:42:38-03","UFMG","BHCB","65575","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Magalhães, GM","1304",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA
"24","2020-12-11 11:42:38-03","UFMG","BHCB","83469","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Barreto, HLM","5238","1936","08","23","Southern America","Brasil","Bahia","Cruz das Almas","Andrelândia.","-39.1018981933594","-12.6700000762939",NA,NA,NA,"Subarbusto 0,05 m de altura, flor amarela.; Campo queimado.","BHCB004013",NA,NA,NA,NA,"2013","04","18","14660","auto",NA,NA,NA
"25","2020-12-11 11:42:38-03","UFMG","BHCB","65570","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Barreto, HLM","8185","1936","09","21","Southern America","Brasil","Minas Gerais","Conselheiro Lafaiete","Casa de Pedra. Congonhas.","-43.7860984802246","-20.6602993011475",NA,NA,NA,"Flor amarela, subarbusto 0,10; Campo queimado","BHCB009235",NA,NA,NA,NA,"2015","04","01","15602","auto",NA,NA,NA
"26","2020-12-11 11:42:38-03","UFMG","BHCB","65568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Barreto, HLM","10982","1940","11","02","Southern America","Brasil","Minas Gerais","Poços de Caldas","Country Club.","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Herbácea. Flor amarela. Pouco frequente.; Campo queimado.","BHCB009236",NA,NA,NA,NA,"2014","09","22","23696","auto",NA,NA,NA
"27","2020-12-11 11:42:38-03","UFMG","BHCB","9228","PreservedSpecimen","Plantae","Dicotyledon",NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Carvalho, RCF de","132","1983","07","30","Southern America","Brasil","Distrito Federal","Brasília","Lagoa Norte, Próximo a margem do lago.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Herbáceo.; Cerrado.","BHCB004003",NA,NA,NA,NA,"2013","04","18","70570","auto",NA,NA,NA
"28","2009-07-17 14:12:00-03","MO","MOBOT","3181938","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","M.M. Arbo de Sarmiento","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 8337","1965","9","15","South America","Brazil","Distrito Federal",NA,"Cerrado. Gallery forest and adjacent burned cerrado, Córrego Jeriva, ca. 10 km. E. of Brasília.",NA,NA,"975.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-05-09 11:05:31-03","UFLA","ESAL","29183","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Domingos, DQ","Domingos, DQ; Furtado, CC","1450","2007",NA,NA,NA,"Brasil","Minas Gerais","Lavras","Parque Quedas do Rio Bonito, Transição de cerrado e campo rupestre.","-44.974167","-21.331944",NA,NA,NA,"Erva.; Campo Rupestre",NA,NA,"-44.974167","-21.331944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2018-10-09 16:32:01-03","UFLA","ESAL","9147","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Carvalho, DA","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Lavras","Serra da Bocaina/Poço Bonito, Poço Bonito","-44.999444","-21.245278","11","11",NA,"erva; 0,20; alaranjada;; campo rupestre",NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2059736","PreservedSpecimen","Plantae",NA,"Violales","Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"A. Macedo","3591","1952","7","22","South America - Neotropics","Brazil","Goiás","Pirenópolis","Maranhão","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,"US01885964","US01885964_01 US01885964_02",NA,NA,"Dicotyledonae",NA,NA,NA,"40887","auto","1",NA,NA
"32","2020-09-12 05:00:02-03","US","US","2249203","PreservedSpecimen","Plantae",NA,"Violales","Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"A. Macedo","4311","1956","2","17","South America - Neotropics","Brazil","Goiás","Corumbá de Goiás","Pirineus","-48.8086013793945","-15.9236001968384",NA,NA,NA,NA,"US01885965","US01885965_01 US01885965_02",NA,NA,"Dicotyledonae",NA,NA,NA,"41388","auto","1",NA,NA
"33","2020-09-12 05:00:02-03","US","US","3180473","PreservedSpecimen","Plantae",NA,"Violales","Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"M. L. M. Azevedo","184","1988","10","19","South America - Neotropics","Brazil","Rio de Janeiro","Rio de Janeiro","Área do Cristo Redentor - DF","-47.8936","-15.9519",NA,NA,NA,NA,"US01885963","US01885963_01 US01885963_02",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","1383541","PreservedSpecimen","Plantae",NA,"Violales","Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.","Arbo, M. M.","A. F. Regnell","I 100","1878","10","29","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Species name probably superfluous when published (two earlier species in syn.). Arbo (2008) cites isotypi (incl. US) but this sheet is apparently a syntype as she designated Regnell I 100 with a collection date of 30-IX-1864 at S as the lectotype. Specimen ex John Donnell Smith herbarium.","US00955739","US00955739_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1","minor","Syntype"
"35","2020-09-12 05:00:02-03","US","US","1383541","PreservedSpecimen","Plantae",NA,"Violales","Turneraceae","Turnera","hilaireana","Turnera hilaireana minor","Urb.","Arbo, M. M.","A. F. Regnell","I 100","1878","10","29","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Species name probably superfluous when published (two earlier species in syn.). Arbo (2008) cites isotypi (incl. US) but this sheet is apparently a syntype as she designated Regnell I 100 with a collection date of 30-IX-1864 at S as the lectotype. Specimen ex John Donnell Smith herbarium.","US00955739","US00955739_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"1","minor","Syntype"
"36","2020-09-02 16:40:16-03","Cenargen","CEN","53813","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","L. Rocha","José Floriano Barêa Pastore","718","2003","10","30",NA,"Brasil","DF","BRASILIA","Poço Azul.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00053813","CEN00053813",NA,NA,NA,"2012","10",NA,"70570","auto","2",NA,NA
"37","2020-09-02 16:40:16-03","Cenargen","CEN","37731","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","M. M. Arbo","Aécio Amaral-Santos","762","2000","09","28",NA,"Brasil","DF","BRASILIA","Fazenda Sucupira, mata próxima dos experimentos do SPSB, próximo da barragem de abastecimento dos Pivots.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00037731","CEN00037731",NA,NA,NA,"2007",NA,NA,"70570","auto","1",NA,NA
"38","2020-09-02 16:40:16-03","Cenargen","CEN","19982","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","M. M. Arbo","Glocimar Pereira-Silva","1777","1993","09","02",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas","Plantas amarelo-ouro, cálice verde.","CEN00019982","CEN00019982","-4796667.0","-1580000.0",NA,"2007",NA,NA,"70570","auto","3",NA,NA
"39","2020-09-02 16:40:16-03","Cenargen","CEN","20015","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","M. M. Arbo","Glocimar Pereira-Silva","1734","1993","08","26",NA,"Brasil","DF","BRASILIA","Reserva Ecológica do Guará.","-47.9296989440918","-15.7797002792358","1035","1035","Exsicatas",NA,"CEN00020015","CEN00020015","-4796667.0","-1580000.0",NA,"2007",NA,NA,"70570","auto","3",NA,NA
"40","2020-09-02 16:40:16-03","Cenargen","CEN","31087","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","M. M. Arbo","João Marcelo de Rezende","190","1995","11","03",NA,"Brasil","DF","BRASILIA","Samambaia. Parque Boca da Mata.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Ej. citado en Arbo, Bonplandia 17(2): 178-181. 2008.","CEN00031087","CEN00031087",NA,NA,NA,"2008",NA,NA,"70570","auto","4",NA,NA
"41","2020-09-02 16:40:16-03","Cenargen","CEN","31045","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","M. M. Arbo","João Marcelo de Rezende","136","1995","09","30",NA,"Brasil","DF","BRASILIA","Samambaia. Parque Boca da Mata.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","A planta tem 1 par de glândulas próximo ao pecíolo.","CEN00031045","CEN00031045",NA,NA,NA,"2007",NA,NA,"70570","auto","3",NA,NA
"42","2020-09-02 16:40:16-03","Cenargen","CEN","48907","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","L. Rocha","Glocimar Pereira-Silva","6855","2002","11","06",NA,"Brasil","GO","LUZIANIA","1,5 m à Oeste da ponte do rio Alagado, em direção BR-060.","-47.9502983093262","-16.2525005340576","870","870","Exsicatas",NA,"CEN00048907","CEN00048907","-4818556.0","-1620028.0",NA,"2012","10",NA,"83221","auto","1",NA,NA
"43","2020-09-02 16:40:16-03","Cenargen","CEN","53769","PreservedSpecimen","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","L. Rocha","F. M. Ferreira","232","2002","09","10",NA,"Brasil","MG","BAEPENDI","Toca dos Urubus.","-44.8899993896484","-21.9589004516602",NA,NA,"Exsicatas","Doação da Universidade Federal de Juiz de Fora - Herbário Leopoldo Krieger - CESJ(38907).","CEN00053769","CEN00053769",NA,NA,NA,"2012","10",NA,"29865","auto","1",NA,NA
"44","2019-11-13 11:28:01-03","USP","SPF","168265","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Irwin, HS","8337","1965","09","15",NA,"Brasil","Distrito Federal",NA,"Ficha:&nf;Planalto do Brasil&nf;Distrito Federal&nf;&nf;Córrego Jerivá, ca. 10 km E. of Brasília, D.F.",NA,NA,"975","975",NA,NA,"SPF00168265",NA,NA,NA,NA,"2000",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:28:01-03","USP","SPF","155686","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Lima, LR","188","2002","11","07",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Estrada São Roque de Minas - Sacramento, a 52 km da portaria de São Roque de Minas. Capão ao sul da estrada.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"SPF00155686",NA,NA,NA,NA,"2014",NA,NA,"57119","auto",NA,NA,NA
"46","2019-11-13 11:28:01-03","USP","SPF","35479","PreservedSpecimen","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Arbo, MM","Cordeiro, I","CFCR5679","1984","10","30",NA,"Brasil","Minas Gerais","São Thomé das Letras","Serra de São Thomé","-44.9852981567383","-21.7222003936768",NA,NA,NA,NA,"SPF00035479",NA,NA,NA,NA,"1987",NA,NA,"16076","auto",NA,NA,NA
"47","2019-10-07 09:32:57-03","UEFS","HUEFS","222047","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Rocha, L.","547","2015","09","19",NA,"Brasil","Distrito Federal","Distrito Federal","caminho para a fazenda Sucupira, lado esquerdo.","-48.006667","-15.8925","1092","1092",NA,"Campo sujo.","HUEFS0222047","HUEFS0222047","48W0'24''","15S53'33''","Rosanae",NA,NA,NA,NA,NA,NA,NA,NA
"48","2019-07-16 10:36:14-03","UFSJ","HUFSJ","9072","S","Plantae",NA,NA,"Passifloraceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Costa, MTR","Costa, MTR; Oliveira, L","642","2016","10","28",NA,"Brasil","Minas Gerais","São João del-Rei","Serra do Lenheiro.","-44.484661","-21.239322","105","105",NA,"Erva de 0,1 m de altura, flores amarelas.","HUFSJ009072",NA,"-44.484661","-21.239322",NA,"2017",NA,NA,NA,NA,NA,NA,NA
"49","2019-07-16 10:36:16-03","UFSJ","HUFSJ","9986","S","Plantae",NA,NA,"Turneraceae","Turnera","hilaireana","Turnera hilaireana","Urb.",NA,"Costa, MTR; et al.","884","2017","04","06",NA,"Brasil","Minas Gerais","São João del-Rei","Trilha alternativa de acesso às torres de transmissão, campo rupestre, Serra do Lenheiro.","-44.500569","-21.270161","108","108",NA,"Erva 0,2 m de altura, flores amarelas.","HUFSJ009986",NA,"-44.500569","-21.270161",NA,"2018",NA,NA,NA,NA,NA,NA,NA
"50","2019-11-13 16:05:08-03","UNISANTA","HUSC","8851","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Turneaceae","Turnera","hilaireana","Turnera hilaireana","Urb.","Sampaio, P.S.P.","Sampaio, P.S.P.; Sampaio, A.F.P.","955","2014","11","22",NA,"Brasil","Minas Gerais","São Thomé das Letras","Vale do Canta Galo, próximo a cachoeira das panelas. Poucos afloramentos rochosos, APA São Thomé.","-44.961889","-21.728389","1050","1050",NA,"Erva com 10cm de altura, flores amarelas; Cerrado",NA,NA,"-44.961889","-21.728389",NA,"2014","11",NA,NA,NA,NA,NA,NA
