"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","sex","typeStatus"
"14","2020-12-14 16:14:22-03","UFC","EAC","47721","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","240","2010","05","Southern America","Brasil","Ceará","Iguatu","E16-Mosquito II","-39.243861","-6.481806",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047721","EAC0047721","2010","07","16","-39.243861","-6.481806",NA,NA,"10",NA,NA,NA,NA,NA,NA
"15","2020-12-14 16:14:22-03","UFC","EAC","47722","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","501","2010","05","Southern America","Brasil","Ceará","Iguatu","G28-Sítio Sobreiro","-39.201667","-6.376611",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047722","EAC0047722","2010","07","18","-39.201667","-6.376611",NA,NA,"10",NA,NA,NA,NA,NA,NA
"16","2020-12-14 16:14:22-03","UFC","EAC","47723","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","153","2010","05","Southern America","Brasil","Ceará","Iguatu","D09-Dr. Gregorio","-39.2905","-6.489167",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047723","EAC0047723","2010","07","15","-39.2905","-6.489167",NA,NA,"10",NA,NA,NA,NA,NA,NA
"17","2020-12-14 16:14:22-03","UFC","EAC","47724","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.; Sousa, D.J.L.; Normando, L.R.O.","Normando, L.R.O.; Matias, L.Q.; Sousa, D.J.L.","504","2009","10","Southern America","Brasil","Ceará","Iguatu","C07-Lagoa do Saco","-39.420306","-6.409944",NA,"Macrófita aquática; Lêntico/Caatinga","EAC0047724","EAC0047724","2010","07","24","-39.420306","-6.409944",NA,NA,"10",NA,NA,NA,NA,NA,NA
"18","2020-12-14 16:14:22-03","UFC","EAC","49879","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.","Fontana, A.P.; Souza, E.; et al.","7154","2010","10","Southern America","Brasil","Pernambuco","Betânia","Barragem do Juá, Riacho Salgueiro, próx. ao Lote 1, Solo planossolo nátrico órtico.","-38.046111","-8.423333",NA,"Aquática submersa fixa. Fruto axilar rosado.; Caatinga/Savana estépica","EAC0049879","EAC0049879","2011","08","22","-38.046111","-8.423333","415","415","11",NA,NA,NA,NA,NA,NA
"19","2020-12-14 16:14:22-03","UFC","EAC","49878","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.","Maciel, J.R.; Santos, M.F.B.; et al.","1368","2009","11","Southern America","Brasil","Pernambuco","Salgueiro","Área de canal. Lote 1, Solo neossolo regolítico eutrófico. Área prioritária para conservação: CA-459-Vale do Sertão Central. Insuficientemente conhecida.","-39.355833","-8.286944",NA,"Erva aquática submersa.; Caatinga/Savana estépica","EAC0049878","EAC0049878","2011","08","20","-39.355833","-8.286944","350","350","11",NA,NA,NA,NA,NA,NA
"20","2020-12-14 16:14:22-03","UFC","EAC","58139","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Farias, D.L.S.","Farias, D.L.S.","23","2013","04","Southern America","Brasil","Ceará","Aiuaba","Açude Autorama.","-40.1236000061035","-6.57360982894897",NA,"Planta submersa, fixa, estéril.; Ambiente aquático.","EAC0058139","EAC0058139","2013","04","13",NA,NA,NA,NA,"13","68662","auto",NA,NA,NA,NA
"21","2020-12-14 16:14:22-03","UFC","EAC","45467","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.; Sousa, D.J.L.","Sousa, D.J.L.","s.n.","2009","08","Southern America","Brasil","Ceará","Caridade","Lagoa Contendas","-39.1925010681152","-4.23222017288208",NA,"Macrófita aquática, submersa fixa no substrato, substrato limoso; Lêntico","EAC0045467","EAC0045467","2009","09","05",NA,NA,NA,NA,"30","30627","auto",NA,NA,NA,NA
"22","2020-12-14 16:14:22-03","UFC","EAC","54027","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.","Dias, A.S.","s.n.","2013","06","Southern America","Brasil","Ceará","Lavras da Mangabeira","Açude Rosário","-38.9644012451172","-6.75333023071289",NA,"Aquática; algo semelhante a uma flor minúscula na cor rosa; submersa sem raiz.","EAC0054027","EAC0054027","2015","11","27",NA,NA,NA,NA,"05","29929","auto",NA,NA,NA,NA
"23","2020-12-14 16:14:22-03","UFC","EAC","31308","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Matias, L.Q.","Oliveira, C.","s.n.","2000","08","Southern America","Brasil","Ceará","Lavras da Mangabeira","Açude do Quixadá, Ambiente aquático","-38.9644012451172","-6.75333023071289",NA,"Herbácea","EAC0031308","EAC0031308","2001","11","27",NA,NA,NA,NA,"06","29929","auto",NA,NA,NA,NA
"24","2020-12-21 16:37:44-03","MBM","MBM","149163","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","conferta","Najas conferta","N.A. Br.","Cf.","Cervi, A.C.; et al.; et al.","3337",NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Corumbá","Fazenda Leque","-57.6533012390137","-19.0091991424561",NA,NA,"MBM149163","MBM149163",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"25","2020-12-11 11:44:11-03","UFMG","BHCB","33497","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais","Jaíba",NA,"-43.6744003295898","-15.3382997512817",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47016","auto",NA,NA,NA,NA
"26","2020-12-11 11:44:11-03","UFMG","BHCB","31912","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"27","2020-12-11 11:44:11-03","UFMG","BHCB","22702","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Lombardi, JA","366","1993","07","Southern America","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"28","2020-12-11 11:44:11-03","UFMG","BHCB","22702","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Lombardi, JA","366","1993","07","Southern America","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA
"29","2021-02-11 17:20:48-03","UFPR","UPCB","27740","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","conferta","Najas conferta","A.Braun",NA,"Cervi, A.C.","3337","1991","08",NA,"Brasil","Mato Grosso do Sul","Corumbá","Fazenda Leque, lagoa ao lado do capão da Lagoa do Búfalo, Pantanal","-57.6533012390137","-19.0091991424561",NA,"Erva aquática submersa fixa..",NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA
"30","2015-05-20 10:36:08-03","UFERSA","MOSS","3894","S","Plantae",NA,NA,"Najadaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Oliveira, O.F. de","Figueiredo, M.A.","119","1991","04","América do Sul","Brasil","Ceará","Aiuaba","Mulugu, Estação Ecológica de Aiuaba.","-40.1236","-6.57361",NA,NA,NA,NA,"1998","05","12",NA,NA,NA,NA,"12","68662","auto",NA,NA,NA,NA
"31","2015-05-20 10:36:08-03","UFERSA","MOSS","3892","S","Plantae",NA,NA,"Najadaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Oliveira, O.F. de","Figueiredo, M.A.","31","1991","03","América do Sul","Brasil","Ceará","Aiuaba","Mulungu, Estação Ecológica de Aiuaba.","-40.1236","-6.57361",NA,"aguática",NA,NA,"1998","05","20",NA,NA,NA,NA,"12","68662","auto",NA,NA,NA,NA
"32","2015-05-20 10:36:08-03","UFERSA","MOSS","7618","S","Plantae",NA,NA,"Najadaceae","Najas","conferta","Najas conferta","(A. Braun) A. Braun","Oliveira, O.F. de","Oliveira, O.F. de","965","1980","06","América do Sul","Brasil","Rio Grande do Norte","Augusto Severo","Fazenda Boa Vista","-37.347222","-5.916667",NA,"erva hidrófila; coletada na água; independente; n.v. lodo.",NA,NA,NA,NA,"08","37W20'50","5S55'00","125","125",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-04 11:05:29-03","UFRB","HURB","10963","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A. Braun",NA,"Aona, L.Y.S.; Sousa, N.X.M.; Fonseca, W.O., Simões, S.S.","4176","2015","08",NA,"Brasil","Bahia","Milagres","Br 116; Em baixo da Ponte","-38.968611","-13.124444",NA,NA,"HURB000010963",NA,NA,NA,"19","38º58'07W","13º07'28S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-04 11:05:29-03","UFRB","HURB","4371","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Aona, L.Y.S.; Alcantara, J.; Oliveira, W.","1598","2012","08",NA,"Brasil","Bahia","Maragogipe","beira do rio, 5 Km da saída de São Félix;","-39.186783","-12.515233",NA,"A.","HURB000004371",NA,NA,NA,"07","39°11,207' W","12°30,914' S","57","57",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-04 11:05:29-03","UFRB","HURB","2908","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Aona, L.Y.S.; Menezes, M.; Haroldo, L.","1044","2008","03",NA,"Brasil","Bahia","Cruz das Almas","passagem da Laranjeira, Rio Capivari; fazenda limite com a área da UFRB","-39.1018981933594","-12.6700000762939",NA,NA,"HURB000002908",NA,NA,NA,"07",NA,NA,NA,NA,NA,"14660","auto",NA,NA,NA,NA
"36","2017-11-24 14:11:01-02","UFLA","ESAL","842","S","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","F. C. Hoehne","Moyses Kulm","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"; ; ;; formação antrópica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2142289","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","conferta","Najas conferta","(A. Braun) A. Braun",NA,"V. C. Franca","s.n.","1950","6","South America - Neotropics","Brazil","Ceará",NA,"Apaiari, Fortaleza",NA,NA,NA,NA,"US00593527","US00593527_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"38","2020-09-12 05:00:02-03","US","US","2504103","PreservedSpecimen","Plantae",NA,"Najadales","Najadaceae (Hydrocharitaceae)","Najas","conferta","Najas conferta","(A. Braun) A. Braun",NA,"P. von Luetzelburg","26604","1935","7","South America - Neotropics","Brazil","Ceará",NA,"Acude, Lima Campos",NA,NA,NA,NA,"US00593528","US00593528_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1",NA,NA
"39","2019-10-07 09:19:39-03","UEFS","HUEFS","200564","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Aona, L.Y.S.","1044","2008","03",NA,"Brasil","Bahia","Cruz das Almas","Passagem da Larangeira, Rio Capivari, Fazenda limite com área da UFRB.","-39.1018981933594","-12.6700000762939",NA,"planta submersa","HUEFS0200564","HUEFS0200564",NA,NA,"07",NA,NA,NA,NA,NA,"14660","auto","Lilianae",NA,NA,NA
"40","2019-10-07 09:19:39-03","UEFS","HUEFS","26421","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","F.França","Melo, E.","2015","1997","02",NA,"Brasil","Bahia","Anguera","Lagoa 6.","-39.2","-12.166667",NA,"Lagoa.","HUEFS0026421","HUEFS0026421","1998","03","16","39W12'","12S10'","200","200",NA,NA,NA,"Lilianae",NA,NA,NA
"41","2019-10-07 09:19:39-03","UEFS","HUEFS","43628","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","F.H.F.Nascimento","Queiroz, L.P.de","5881","2000","02",NA,"Brasil","Bahia","Bom Jesus da Lapa","ca. 22 km S do entroncamento para Bom Jesus da Lapa na estrada para Malhada.","-43.361944","-13.403889",NA,"Caatinga arbórea com muitas lagoas temporárias e áreas brejosas.","HUEFS0043628","HUEFS0043628","2009","11","11","43W21'43''","13S24'14''",NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"42","2020-05-19 17:19:39-03","UFMT","UFMT","22959","S","Plantae",NA,NA,"Najadaceae","Najas","conferta","Najas conferta","(A. Braum.) A.Braum","Lowden, R.M.","SchessI, M.","3398","1993","07",NA,"Brasil","Mato Grosso","Poconé","Pantanal matogrossense Campo Jofre floodplains, at Transpantaneira highway Km 128","-56.833333","-17.3",NA,"Free floating hydrophyte, whit fruits; Oeste do aterro da estrada, margem dos prados flutuantes,inundadas permanentemente várzeas","UFMT00022959",NA,"1995","11","23","-56.833333","-17.3","100","100",NA,NA,NA,NA,NA,NA,NA
"43","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Wright, C","75",NA,NA,NA,"?",NA,NA,"praeterea in insula Cubensi",NA,NA,NA,NA,NA,"P03P3N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Martius, CFP","s.n.",NA,NA,NA,"?",NA,NA,"loco haud accuratius adnotato",NA,NA,NA,NA,NA,"P03P3N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Schenck, H","4161",NA,NA,"Southern America","Brazil",NA,NA,"Habitat in prov. Pernambuco prope Encruzichada in rivulis",NA,NA,NA,NA,NA,"P03P3N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,"Southern America","Brazil",NA,NA,"in prov. Bahia vel Espiritu Santo",NA,NA,NA,NA,NA,"P03P3N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:10:10-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun",NA,"Weddell, HA","2374",NA,NA,"Southern America","Brazil",NA,NA,"in prov. Mato Grosso ad flumen Tocantins",NA,NA,NA,NA,NA,"P03P3N0123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-02-08 12:51:50-03","UFRGS","ICN","128067","S","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","Al. Braun","Irgang, BE","Albano","s.n.","1987","08","América do Sul","Brasil","SP","Luiz Antônio","Lagoa do Infernão",NA,NA,NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-08 12:51:50-03","UFRGS","ICN","062417","S","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","Al. Braun","Irgang, BE","Stehmann, JR","212","1984","01","América do Sul","Brasil","RS","Tramandaí",NA,"-50.1335983276367","-29.9846992492676",NA,"Espécie ameaçada de extinção (Vulnerável).; Aquática; submersa, profundidade ca. 1,2m.",NA,NA,"1996",NA,"15",NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"50","2021-02-08 12:51:50-03","UFRGS","ICN","110960","S","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","Al. Braun","Irgang, BE","Schwarzbold, A","s.n.","1981","08","América do Sul","Brasil","RS","Tramandaí","Rio","-50.1335983276367","-29.9846992492676",NA,"Espécie ameaçada de extinção (Vulnerável).",NA,NA,"1996",NA,"05",NA,NA,NA,NA,NA,"21077","auto",NA,NA,NA,NA
"51","2021-04-05 12:35:01-03","UNIVASF","HVASF","22305","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","conferta","Najas conferta","(A.Braun) A.Braun","J.A. Siqueira Filho","J.A. Siqueira Filho","3178","2014","07","América do Sul","Brasil","Bahia","Sento Sé","Área proposta do Parque Nacional Boqueirão da Onça, Fazenda Brejinho, no Rio Bazuá",NA,NA,NA,"Macrófita aquática submersa livre.","HVASF022305",NA,"2014","07","11","9999.000000","9999.000000","460","460","11",NA,NA,NA,NA,"U",NA
