"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","county","locality","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","375830","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","S. A. Mori","10693","1978","09","19","South America","Brazil","Bahia","separate fruit","Frutos separados <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375830","NY00375830_01","Itamarajú","Fazenda Pau-brasil, ca. 5 Km a NW de Itamaraju. Folha SE-24 (17-40d)","-39.5676631","-16.9808834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375262","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","H. C. de Lima","2485","1984","12","13","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375262","NY00375262_01","Magé","Paraiso, Centro de Primatologia, mata degradada de encosta, proximo a represa da CEDAE. Quadrat IV","-43.0406","-22.6531",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","375258","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","J. L. Hage","2367","1993","03","11","South America","Brazil","Bahia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244302' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375258","NY00375258_01","Una","Reserva Biológica do mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana","-39.08","-15.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375843","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","A. Rodrigues","5531","1968","12","12","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=244301' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375843","NY00375843_01","Sao Paulo","Serra da Cantareira; Pinheirinho","-46.63","-23.5403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 09:48:00-03","NY","NYBG","296952","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Sideroxylon","cuneatum","Sideroxylon cuneatum",NA,"A. F. M. Glaziou","14056","1883","01","20","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=254831' target='other'> <mi>dwc_moreinfo</mi></a>","NY00296952","NY00296952_01",NA,"Petropolis, ..",NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:32:35-03","UFRJ","RFA","39853","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","R. Finotti; J. Caruzo","193",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Árvore de 20 m de altura e PAP de 145,2 cm","RFA48566",NA,"Guapimirim","Fragmento florestal adjacente à entrada da Estação Ecológica Paraíso","-42.905556","-22.493333","Bruno Kurtz","50","50",NA,"42º54'20''W","22º29'36''S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:32:35-03","UFRJ","RFA","31321","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","C.M. Vieira; M.A. Louzada; I. Aximoff; J.C. Gomes","1490","2003","02","19",NA,"Brasil","Rio de Janeiro",NA,"Parcela: A; ind.: 19; Altura: 10 m; CAP: 27 cm","RFA48581",NA,"Silva Jardim","REBIO Poço das Antas, proximidades da trilha para a Pelonha","-42.3917007446289","-22.6508007049561","C.M. Oliveira",NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:32:35-03","UFRJ","RFA","31315","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","C.M. Vieira; M.A. Louzada; I. Aximoff; J.C. Gomes","1496","2003","02","19",NA,"Brasil","Rio de Janeiro",NA,"Parcela E; Ind.: 63; Altura: 7 m; CAP: 21,5","RFA48571",NA,"Silva Jardim","REBIO Poço das Antas, proximidades da trilha para a Pelonha","-42.3917007446289","-22.6508007049561","C.M. Oliveira",NA,NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:32:35-03","UFRJ","RFA","31265","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","M.A. Louzada; J.C. Gomes",NA,"2002",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Parcela: P3; Ind.: 174","RFA48577",NA,"Angra dos Reis",NA,"-44.3180999755859","-23.0067005157471","C.M. Vieira",NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:32:35-03","UFRJ","RFA","23765","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","cuneata","Micropholis cuneata","Pierre","D.A. Folli","108","1979","09","10",NA,"Brasil","Espírito Santo",NA,"Árvore ca. 20 m de altura e fuste de ca. 12 m DAP 25 cm; diâmetro da copa ca. 6 m. com flor verde-claro e botão verde. Fuste cilíndrico e casca áspera","RFA36265",NA,"Linhares","Reserva Florestal da CVRD. estrada Oiticica, antiga 151, km 2,352, lado esquerdo","-40.0722007751465","-19.3910999298096","C.M.P. Correia",NA,NA,NA,NA,NA,"48094","auto","1994",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:49:19-03","EAO","IAN","110422","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","Pereira, EC","170","1942","11","20","Southern America","Brasil",NA,NA,"Árvore grande.","IAN110422",NA,NA,"Serra dos Orgãos, Toca dos Caçadores.",NA,NA,"Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"1994","06",NA,NA,NA,NA,NA
"22","2021-03-30 12:49:19-03","EAO","IAN","131802","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","Rodrigues, A","20","1968","12","12","Southern America","Brasil",NA,NA,NA,"IAN131802",NA,NA,"Pinheirinho, S. Can. Obs.: L2-4.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:49:19-03","EAO","IAN","15559","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","Fróes, RL","20046","1942","11",NA,"Southern America","Brasil","Bahia",NA,"Árvore grande; látex sem importância.","IAN015559","IAN015559 IAN015559_e",NA,"Entre são José dos Macucos e Itabuna. Matas primitivas; terrenos grandemente acidentados; zona rigorosamente chuvosa. Cabeceira do Rio Una.",NA,NA,"Pennington, TD",NA,NA,NA,NA,NA,NA,NA,"1990",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:49:19-03","EAO","IAN","110385","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","Campos, P","698","1918","08","19","Southern America","Brasil","Rio de Janeiro",NA,NA,"IAN110385",NA,"Itatiaia",NA,"-44.5633010864258","-22.4960994720459","Pennington, TD",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:49:19-03","EAO","IAN","110424","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","Barros, WD de","1226","1943","01","21","Southern America","Brasil","Rio de Janeiro",NA,NA,"IAN110424",NA,"Teresópolis",NA,"-42.9655990600586","-22.4122009277344","Pennington, TD",NA,NA,NA,NA,NA,"38539","auto","1994","06",NA,NA,NA,NA,NA
"26","2021-03-30 12:49:19-03","EAO","IAN","142089","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Sapotaceae","Micropholis","cuneata","Micropholis cuneata","Pierre","Coêlho, DF; Otávio","220","1942","07","20","Southern America","Brasil","Rio de Janeiro",NA,NA,"IAN142089",NA,NA,"Parque Nacional, Serra dos Orgãos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:24:53-03","UFBA","ALCB","121280","PreservedSpecimen","Plantae","Dicotyledon",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler) Pierre","Gomes, FS","1499","2013","03","27","Southern America","Brasil","Bahia",NA,"Látex leitoso. Folhas cartáceas, ápice cuspidado. 33.1,parcela 01.","ALCB049633","ALCB049633","Una",NA,"-39.184722","-15.340278","Gomes, FS",NA,NA,NA,"-39.184722","-15.340278",NA,NA,"2013","11",NA,NA,NA,NA,NA
"28","2020-11-04 11:19:37-03","ESALQ","ESA","75185","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","Pierre","Farah, F.T.; Aguiar, S.; Breier, T.B.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Gandolfi, S.; Souza, J.P.; Ivanauskas, N.M.; Furlan, E.","2202.0","2001","04","13",NA,"Brasil","São Paulo",NA,NA,"ESA075185","ESA075185","São Paulo",NA,"-46.6300010681152","-23.5400009155273","Ivanauskas, N.M.",NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:19:37-03","ESALQ","ESA","76799","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","Pierre","Moraes, P.L.R.","2527.0","2002","02","12",NA,"Brasil","São Paulo",NA,NA,"ESA076799","ESA076799","Bananal",NA,"-44.3199996948242","-22.6800003051758","Moraes, P.L.R.",NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:19:37-03","ESALQ","ESA","34101","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichl.) Baehni","Ferretti, A.R. et al.","108.0","1996","12","16",NA,"Brasil","São Paulo",NA,NA,"ESA034101","ESA034101","Cunha",NA,"-44.9599990844727","-23.0699996948242","Carneiro, C.E.",NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:19:37-03","ESALQ","ESA","98580","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"Ivanauskas, N.M.","5041.0","2004","01","23",NA,"Brasil","São Paulo",NA,NA,"ESA098580","ESA098580","São Luiz do Paraitinga",NA,NA,NA,"Ivanauskas, N.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:19:37-03","ESALQ","ESA","76793","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","Pierre","Moraes, P.L.R.","2532.0","2002","02","12",NA,"Brasil","São Paulo",NA,NA,"ESA076793","ESA076793","Bananal",NA,"-44.3199996948242","-22.6800003051758","Moraes, P.L.R.",NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:19:37-03","ESALQ","ESA","76806","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","Pierre","Moraes, P.L.R.","2540.0","2002","02","12",NA,"Brasil","São Paulo",NA,NA,"ESA076806","ESA076806","Bananal",NA,"-44.3199996948242","-22.6800003051758","Moraes, P.L.R.",NA,NA,NA,NA,NA,"26795","auto",NA,NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:19:37-03","ESALQ","ESA","34280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichl.) Baehni","Ferretti, A.R. et al.","136.0",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,"ESA034280","ESA034280","Cunha",NA,"-44.9599990844727","-23.0699996948242","Carneiro, C.E.",NA,NA,NA,NA,NA,"38855","auto","1998","01","13",NA,NA,NA,NA
"35","2020-11-04 11:19:37-03","ESALQ","ESA","104561","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"Aguiar, O.T.","1132.0","2002","03","12",NA,"Brasil","São Paulo",NA,NA,"ESA104561","ESA104561","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334","Aguiar, O.T.",NA,NA,NA,NA,NA,"27904","auto","2002","03","17",NA,NA,NA,NA
"36","2020-11-04 11:19:37-03","ESALQ","ESA","49826","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","Pierre","Moraes, P.L.R.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,"ESA049826","ESA049826","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334","Moraes, P.L.R.",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:19:37-03","ESALQ","ESA","123746","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"Colletta, G.D. ; Ferreira, M.A.P.","1134.0","2013","05","01",NA,"Brasil","São Paulo",NA,"Árvore, 22m","ESA123746",NA,"Tapiraí","Reserva Particular da Votorantim (CBA), UHE Fumaça, trilha do Chagas.","-47.5","-23.9599990844727","Ivanauskas, N.M.",NA,NA,NA,NA,NA,"41034","auto","2013","05","01",NA,NA,NA,NA
"38","2021-01-14 15:33:33-03","MN","R","12063","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(Mart. & Eichler ex Miq.) Pierre","Glaziou, A.F.M.","8456","1875","08","05",NA,"Brasil","Rio de Janeiro",NA,"Plantas do Brasil Central","R000012063","R000012063_001","Maua",NA,NA,NA,"Aubreville",NA,NA,NA,NA,NA,NA,NA,"1965","01",NA,NA,NA,NA,NA
"39","2021-01-14 15:33:33-03","MN","R","93908","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","cuneata","Micropholis cuneata","(Raunk.) Pierre ex Glaz.","Freire Allemão, F.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,"Herbier de J. de Saldanha 413","R010052834","R010052834_001",NA,NA,NA,NA,"Pennington, T.D.",NA,NA,NA,NA,NA,NA,NA,"1985",NA,NA,NA,NA,NA,NA
"40","2015-07-02 14:04:17-03","JBP","HPL","10885","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicelata","Micropholis crassipedicelata",NA,"H. Lorenzi","6273","2007","05","28",NA,"Brasil","SP",NA,NA,NA,NA,"Campinas","Coletado no IAC, campos Santa Elisa, bosque do monjolinho.","-47.06","-22.9","H. Lorenzi",NA,NA,NA,NA,NA,"23900","auto","2007","05","28",NA,NA,NA,NA
"41","2015-07-02 14:04:17-03","JBP","HPL","8320","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicelata","Micropholis crassipedicelata",NA,"H. Lorenzi","6243","2007","03","18",NA,"Brasil","SP",NA,NA,NA,NA,"Campinas","Coletado e cultivado no Instituto Agronômico de Campinas (IAC); Fazenda Santa Elisa - Complexo do Monjolinho (do lado direito de quem entra, no final do bosque novo)","-47.06","-22.9","H. Lorenzi",NA,NA,NA,NA,NA,"23900","auto","2007","03","18",NA,NA,NA,NA
"42","2015-07-02 14:04:17-03","JBP","HPL","11740","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"H. Lorenzi","6465","2007","12","07",NA,"Brasil","SP",NA,NA,NA,NA,"Campinas","Coletado no arboreto da Fazenda Monjolinho, Instituto Agronômico de Campinas (IAC).","-47.06","-22.9","H. Lorenzi",NA,NA,NA,NA,NA,"23900","auto","2007","12","07",NA,NA,NA,NA
"43","2015-07-02 14:04:17-03","JBP","HPL","7235","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"H. Lorenzi","2112","1999","10","13",NA,"Brasil","GO",NA,NA,NA,NA,"Rio Quente","Coletado na Pousada do Rio Quente - em área de mata ciliar, junto às termas.","-48.7725","-17.7742","H. Lorenzi",NA,NA,NA,NA,NA,"17864","auto","1999","10","13",NA,NA,NA,NA
"44","2015-07-02 14:04:17-03","JBP","HPL","10050","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"R. Tsuji","1358","2006","09","01",NA,"Brasil","SP",NA,NA,NA,NA,"Campinas","Coletado no IAC, sede Santa Elisa.","-47.06","-22.9","R. Tsuji",NA,NA,NA,NA,NA,"23900","auto","2008","10","10",NA,NA,NA,NA
"45","2015-07-02 14:04:17-03","JBP","HPL","11806","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"H. Lorenzi & E. Franco","6678","2009","05","24",NA,"Brasil","SP",NA,NA,NA,NA,"Campinas","Cultivada no IAC Bosque Monjolinho","-47.06","-22.9",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA
"46","2015-07-02 14:04:17-03","JBP","HPL","8309","S","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata",NA,"R. Tsuji & Campos-Rocha","1879","2007","04","03",NA,"Brasil","SP",NA,NA,NA,NA,"Campinas","Coletado no Instituto Agronômico de Campinas (IAC); Fazenda Santa Elisa.","-47.06","-22.9","R. Tsuji",NA,NA,NA,NA,NA,"23900","auto","2007","04","03",NA,NA,NA,NA
"47","2020-12-20 21:19:26-03","UFV","VIC","018038","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(M & E.) Pierre","Ana Luiza.","s.n.","1995","08","14",NA,"Brasil","Bahia",NA,"Altura de 14 m, P 4 n°33.","VIC018038","VIC018038",NA,"FLONA Rio Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:19:26-03","UFV","VIC","019651","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Micropholis","crassipedicellata","Micropholis crassipedicellata","(M & E.) Pierre","Soares, M.P.; et al.","s.n.","2006","01",NA,NA,"Brasil","Bahia",NA,"Individuo 1143. com 183,5 cm de circunferência e 30 m de altura, exsudato amarronzado.","VIC019651",NA,"Caravelas","Floresta de Juerana","-39.2658004760742","-17.7318992614746",NA,NA,NA,NA,NA,NA,"106553","auto",NA,NA,NA,NA,NA,NA,NA
