"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","barcode","geoFlag","locality","verbatimLongitude","verbatimLatitude","occurrenceRemarks","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","order","continentOcean","individualCount"
"20","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","46908",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W. Weber",NA,NA,NA,NA,"A. D. Mattedi; et al","24","2009","03","07","Brasil","Espírito Santo","Venda Nova do Imigrante","-41.094167","-20.410278",NA,"MBML046908",NA,"Alto Caxixe","41W5'39","20S24'37","Epífita, sobre um tronco caído, inflorescência vermelha","MBML046908",NA,NA,NA,NA,NA,NA
"21","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","48346",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","Nagibi/15-11-2001",NA,NA,NA,"N.N.F. da Silva","74","2001","11","15","Brasil","Espírito Santo","Santa Teresa","-40.620278","-19.923889",NA,"MBML048346",NA,"São Lourenço, Parque Municipal de São Lourenço","40W37'13","19S55'26","Epífita, brácteas vermelhas, cálice e corola amarelas","MBML048346",NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","48816",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W. Weber","A.P. Fontana",NA,NA,NA,"A. P. Fontana; L. Kollmann & C.N. de Fraga","7849","2013","10","29","Brasil","Espírito Santo","Santa Teresa","-40.673611","-19.901111",NA,"MBML048816",NA,"Tabocas, Papa-Açú","40W40'25","19S54'4","Epífita. Brácteas vermelhas e flores amarelas","MBML048816","885","885",NA,NA,NA,NA
"23","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","48933",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","Nagibi/15-07-2001",NA,NA,NA,"N.N.F. da Silva","47","2001","07","10","Brasil","Espírito Santo","Santa Teresa","-40.620278","-19.923889",NA,"MBML048933",NA,"São Lourenço, Parque Municipal de São Lourenço","40W37'13","19S55'26","Epífita, brácteas vernelhas, cálice e corola amarelas.","MBML048933",NA,NA,NA,NA,NA,NA
"24","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","49184",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","L. Kollmann",NA,NA,NA,"L. Kollmann; A.P. Fontana","12483","2012","09","05","Brasil","Espírito Santo","Itarana","-40.859722","-19.992778",NA,"MBML049184",NA,"São Sebastião","40W51'35","19S59'34","Epifita na meia sombra, bracteas avermelhadas.","MBML049184","1130","1130",NA,NA,NA,NA
"25","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","49655",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber",NA,NA,NA,NA,"M. Simonelli; F. A. R. Matos, N. D'avila","1255","2007","11","10","Brasil","Espírito Santo","Venda Nova do Imigrante","-41.087056","-20.352389",NA,"MBML049655",NA,"Alto Caxixe","41W5'13,4","20S21'8,6","epifita, bracteas vermelhas, borda da trilha","MBML049655",NA,NA,NA,NA,NA,NA
"26","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","6967",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/1995",NA,NA,NA,"A. Costa; et al","526","1995","10","17","Brasil","Espírito Santo","Santa Teresa","-40.6075","-19.931389",NA,"MBML006967",NA,"Estação Biológica Caixa D'Água","40W36'27","19S55'53","Epífita folhas concolores brácteas escapais esverdeadas, com nervuras avermelhadas, brácteas florais vermelhas, sépalas esverdeadas.","MBML006967",NA,NA,NA,NA,NA,NA
"27","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","938",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/30-VIII-2001",NA,NA,NA,"H. Q. Boudet Fernandes","1130","1985","05","09","Brasil","Espírito Santo","Santa Teresa","-40.603611","-19.948611",NA,"MBML000938",NA,"Torre receptora de TV","40W36'13","19S56'55","Epífita com folha de base alva com manchas arroxeadas, inflorescência com brácteas vermelhas e botões florais amarelos com ápice esverdeado. Ciófila no interior de capoeira.","MBML000938",NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","951",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/30-VIII-2001",NA,NA,NA,"W. Boone","716","1985","08","28","Brasil","Espírito Santo","Santa Teresa","-40.65","-19.915556",NA,"MBML000951",NA,"Vargem Alta","40W38'60","19S54'56","Epífita sobre arbusto, a 1,5m do solo, brácteas vermelhas e fores amarelas, bainha foliar alvo.","MBML000951",NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","965",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/30-VIII-2001",NA,NA,NA,"H. Q. Boudet Fernandes","1070","1985","04","11","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,"MBML000965",NA,"Estação Biológica de Santa Lúcia","40W31'49","19S58'17","Epífita sobre um galho de árvore a beira do riacho, folhas com a base de cor vinho, inflorescência com brácteas vermelhas, sendo o cálice com as brácteas internas amarelas com a extremidade verde clara.","MBML000965",NA,NA,NA,NA,NA,NA
"30","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","974",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/30-VIII-2001",NA,NA,NA,"W. Boone","578","1985","07","09","Brasil","Espírito Santo","Santa Teresa","-40.635556","-19.925556",NA,"MBML000974",NA,"Country Club","40W38'8","19S55'32","Epífita em arbusto, com flor de brácteas vermelhas, cálice e corola amarelos.","MBML000974",NA,NA,NA,NA,NA,NA
"31","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","977",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/27-III-2007",NA,NA,NA,"W. Pizziolo","128","1984","06","19","Brasil","Espírito Santo","Santa Teresa","-40.683333","-19.931111",NA,"MBML000977",NA,"Mata Fria","40W41'0","19S55'52","Flor branca e amarela, solo barro escuro.","MBML000977",NA,NA,NA,NA,NA,NA
"32","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","1003",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","A. Costa/30-VIII-2001",NA,NA,NA,"W. A. Hoffmann","118","1984","05","22","Brasil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","MBML001003","auto","Torre VHF",NA,NA,"Flores vermelhas com amarelo, crescia sobre uma árvore.","MBML001003",NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","19477",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","J.R.Santos & L.Kollmann/2002",NA,NA,NA,"J. R. Santos; et al","29","2002","04","20","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.626944","-20.35",NA,"MBML019477",NA,"São José do Rio Claro","40W37'37","20S20'60","Mata de encosta. Epífita com crescimento na sombra. Bainha foliar violácea. Lâmina foliar verde claro. Brácteas escapais e florais vermelhas. Botões amarelos.","MBML019477",NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:44:50-03","MBML","MBML-HERBARIO","19478",NA,"Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W.Weber","J.R.Santos & L.Kollmann/2002",NA,NA,NA,"J. R. Santos; et al","4","2001","05","06","Brasil","Espírito Santo","Santa Maria de Jetibá","-40.626944","-20.35",NA,"MBML019478",NA,"São José do Rio Claro","40W37'37","20S20'60","Mata de encosta. Epífita com crescimento na sombra. Bainha foliar vinho. Lâmina foliar verde/vináceo. Brácteas escapais vermelho claro com ápice verde. Brácteas florais vermelhos claro. Pétalas amarelas.","MBML019478",NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2057902","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W. Weber",NA,NA,NA,NA,"M. B. Foster & R. Foster","798","1905","5","5","Brazil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","US01914499","auto","Cult.",NA,NA,NA,"US01914499_01",NA,NA,"Monocotyledonae","Bromeliales","South America - Neotropics","1"
"36","2020-09-12 05:00:02-03","US","US","3149438","PreservedSpecimen","Plantae","Bromeliaceae","Vriesea","seideliana","Vriesea seideliana","W. Weber",NA,NA,NA,NA,"H. Q. Boudet Fernandes","1070","1985","4","11","Brazil","Espírito Santo","Santa Teresa","-40.6002998352051","-19.9356002807617","23813","US01914498","auto","Estação Biológica da Caixa dÁgua.",NA,NA,NA,"US01914498_01",NA,NA,"Monocotyledonae","Bromeliales","South America - Neotropics","1"
