"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","infraspecificEpithet","class","relatedCatalogItem","typeStatus","dayIdentified","fieldNumber","individualCount","sex"
"17","2021-03-15 16:37:00-03","NY","NYBG","2230690","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","G. Martinelli","6877","1980","06","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395192' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230690","Magnoliophyta","Dioscoreales","Mart.",NA,"Pará","Oriximiná","Campos do Ariramba, campinas da margem do rio Jaramacarú, sujeitas a inundações. Crescendo nos campos inundáveis.","-55.7591289","-1.1645993","70.00","70.00","NY02230690_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","910841","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","J. G. Kuhlmann","8121","1918","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910841","Magnoliophyta","Dioscoreales","Mart.","F. C. Hoehne","Mato Grosso",NA,"Margens do S. Bello",NA,NA,NA,NA,"NY00910841_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2460797","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","B. Maguire","40848","1954","11","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673495' target='other'> <mi>dwc_moreinfo</mi></a>","NY02460797","Magnoliophyta","Dioscoreales","Mart.",NA,"Pará",NA,"Campina do Palha, vic. Vigia, 100 km N.E. Belem.",NA,NA,NA,NA,"NY02460797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","910837","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","H. S. Irwin","28923","1971","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988133' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910837","Magnoliophyta","Dioscoreales","Mart.","P. J. M. Maas","Minas Gerais",NA,"Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 10 km W. of Barão de Cocais","-43.4927778","-20.1263","1400","1400","NY00910837_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02098025","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","F. A. Michelangeli","2059","2013","08","13","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2177698' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098025","Magnoliophyta","Dioscoreales","Mart.","P. J. M. Maas","Sipaliwini",NA,"Around Rudi Kappel airstrip, trail to Petromina falls, ESE of airstrip","-56.13922","3.78669","310",NA,"NY02098025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","910840","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Goldsmith","58",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988144' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910840","Magnoliophyta","Dioscoreales","Mart.","H. Maas-van de Kamer; P. J. M. Maas","Mato Grosso",NA,NA,"-51.77","-12.82",NA,NA,"NY00910840_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02689904","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","B. Maguire","47126","1960","07","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2288649' target='other'> <mi>dwc_moreinfo</mi></a>","NY02689904","Magnoliophyta","Dioscoreales","Mart.",NA,"Amapá",NA,"Rio Oiapoque. Near Santo Antonio.","-51.8","3.88",NA,NA,"NY02689904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01552652","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","M. H. Nee","30539","1985","01","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184841' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552652","Magnoliophyta","Dioscoreales","Mart.","P. J. M. Maas; H. Maas-van de Kamer","Amazonas",NA,"Near Pintao, ca. 20 km. SE of Puerto Ayacucho.","-67.52","5.53","60","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","776803","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","E. P. dos Santos","871","2000","01","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=184840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00776803","Magnoliophyta","Dioscoreales","Mart.","E. P. dos Santos; R. C. Tardivo","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.87","1350","1350","NY00776803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","910839","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","L. B. Damazio","37236","1908","06","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910839","Magnoliophyta","Dioscoreales","Mart.","L. B. Damazio","Minas Gerais",NA,"Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY00910839_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2230683","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","J. J. Quelch","14",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395178' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230683","Magnoliophyta","Dioscoreales","Mart.",NA,"Roraima",NA,"Upper slopes.",NA,NA,NA,NA,"NY02230683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2230682","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","G. T. Prance","29117","1984","02","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395176' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230682","Magnoliophyta","Dioscoreales","Mart.",NA,"Amazonas",NA,"Southern extremity of northern Plateau of Serra Araca.","-63.3745909","0.9016571","1200","1200","NY02230682_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2460796","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","Collector unspecified","7757","1908","12",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673494' target='other'> <mi>dwc_moreinfo</mi></a>","NY02460796","Magnoliophyta","Dioscoreales","Mart.",NA,NA,NA,"Amazonas-Expedition. Rio Branco.",NA,NA,NA,NA,"NY02460796_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2230685","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","G. T. Prance","4515","1967","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395182' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230685","Magnoliophyta","Dioscoreales","Mart.",NA,"Roraima",NA,"Plateau of Serra Tepequem","-61.726002","3.785408","1200","1200","NY02230685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02098024","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","F. A. Michelangeli","2107","2013","08","16","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2177746' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098024","Magnoliophyta","Dioscoreales","Mart.","P. J. M. Maas","Sipaliwini",NA,"Tafelberg,small savanna NE of Augustus Camp","-56.1885","3.933","607",NA,"NY02098024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2230689","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","B. Maguire","40090","1954","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395190' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230689","Magnoliophyta","Dioscoreales","Mart.",NA,NA,NA,"Serra Tepequem",NA,NA,"1036","1097","NY02230689_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1032377","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","W. Ganev","1501","1992","11","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1198453' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032377","Magnoliophyta","Dioscoreales","Mart.","P. J. M. Maas; H. Maas-van de Kamer","Bahia","Abaíra","Serrinha.","-41.85","-13.32","1410","1410","NY01032377_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","910830","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","W. R. Anderson","8963","1973","04","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910830","Magnoliophyta","Dioscoreales","Mart.","P. J. M. Maas","Minas Gerais",NA,"Serra do Espinhaço, 10 km by road SW of Rio Jequití and Mendanha on road to Diamantina","-43.56681","-18.16389",NA,NA,"NY00910830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","2230686","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","G. T. Prance","21042","1974","05","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395184' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230686","Magnoliophyta","Dioscoreales","Mart.",NA,"Amazonas",NA,"Manaus-Caracarai Road; Km. 130, Igarapé Lages","-60.086031","-1.8595815",NA,NA,"NY02230686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","910843","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","M. F. F. da Silva","1083","1983","04","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988154' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910843","Magnoliophyta","Dioscoreales","Mart.",NA,"Maranhão","Carolina","BR 010; Transamazônica, margem esquerda da rodovia, lugar Pedra Caida.","-47.4692","-7.3331",NA,NA,"NY00910843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02460808","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","M. J. G. Hopkins","1006","1987","12","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673509' target='other'> <mi>dwc_moreinfo</mi></a>","NY02460808","Magnoliophyta","Dioscoreales","Mart.",NA,"Roraima","Alto Alegre","Serra de Tapequém. South and east side of plateau-Serra de Tapequém. South and east side of plateau between","-61.666667","3.833333","1100","1100","NY02460808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","910845","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","R. de Mello-Silva","1375","1997","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=988162' target='other'> <mi>dwc_moreinfo</mi></a>","NY00910845","Magnoliophyta","Dioscoreales","Mart.","A. Rapini","Minas Gerais","Santa Bárbara","Serra do Caraça. Trilha para a Gruta do Padre Caio.","-43.4153","-19.9594","1400","1400","NY00910845_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02460794","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","B. Maguire","40299","1954","12","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673492' target='other'> <mi>dwc_moreinfo</mi></a>","NY02460794","Magnoliophyta","Dioscoreales","Mart.",NA,NA,NA,"Serra Sabang.","-60.67","4.5","1650",NA,"NY02460794_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-07-21 09:36:00-03","NY","NYBG","2460795","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","G. H. H. Tate","344","1927","11","11","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2673493' target='other'> <mi>dwc_moreinfo</mi></a>","NY02460795","Magnoliophyta","Dioscoreales",NA,NA,NA,NA,"British Guiana and northern Brazil. Mt. Roraima: Philip Swamp",NA,NA,"1554.5","1585.0","NY02460795_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2230693","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","J. G. Kuhlmann","3579","1913","07",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395198' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230693","Magnoliophyta","Dioscoreales","Mart.",NA,"Roraima",NA,"Boa Vista",NA,NA,NA,NA,"NY02230693_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2230692","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","W. A. Egler","1422","1960","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395196' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230692","Magnoliophyta","Dioscoreales","Mart.",NA,"Amapá",NA,"Ciapoque, campo de aviação. Campo alagado.",NA,NA,NA,NA,"NY02230692_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","2230684","PreservedSpecimen","Plantae","Burmanniaceae","Burmannia","bicolor","Burmannia bicolor","O. Huber","10651","1985","06","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2395180' target='other'> <mi>dwc_moreinfo</mi></a>","NY02230684","Magnoliophyta","Dioscoreales","Mart.",NA,"Amazonas","Presidente Figueiredo","Campina das Pedras, ubicada en el km 115 de larodovia BR-174 (Manaus-Caracaraí), en el lado oriental del igarapé das Lajes. Común en vegetación herbácea secundaria sobre arena blanca anegadiza. Alas del hipantio morado intenso.","-60.0250015258789","-2.03444004058838","100.00","100.00","NY02230684_01","229398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
