"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","stateProvince","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1738283","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"J. D. García-González","1473","2010","04","19","South America","Brazil","Usina São José. Mata de Piedade.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1551419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738283","Magnoliophyta","Caryophyllales","Benth.","NY01738283_01","Pernambuco","Igarassu","-35.0042","-7.8325",NA,"53","53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","484932","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"R. M. Silva","CFCR7354","1984","12","20","South America","Brazil","Perto do trevo da entrada da cidade","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16686' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484932","Magnoliophyta","Caryophyllales","Benth.","NY00484932_01","Bahia","Lençóis","-41.3897","-12.5633","E. de Melo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00836912","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"S. C. de Sant'Ana","862","2000","05","19","South America","Brazil","APA de Itacaré/Serra Grande. Km 13 da Rod. Itacaré/Serra Grande","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923907' target='other'> <mi>dwc_moreinfo</mi></a>","NY00836912","Magnoliophyta","Caryophyllales","Benth.","NY00836912_01","Bahia","Itacaré","-38.9967","-14.2778","D. E. Atha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","821670","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"J. G. Jardim","496","1994","07","20","South America","Brazil","Estrada Una/São José; ca. 17 km ao W do município sede.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=900363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821670","Magnoliophyta","Caryophyllales","Benth.","NY00821670_01","Bahia","Una","-39.0753","-15.2933","E. de Melo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02200139","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"G. T. Prance","8783","1968","11","23","South America","Brazil","Rio Mutumparaná, 10 Km above Mutumparaná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2333649' target='other'> <mi>dwc_moreinfo</mi></a>","NY02200139","Magnoliophyta","Caryophyllales","Benth.","NY02200139_01","Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02429086","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"W. A. Ducke","108","1933","01","14","South America","Brazil",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2779529' target='other'> <mi>dwc_moreinfo</mi></a>","NY02429086","Magnoliophyta","Caryophyllales","Benth.","NY02429086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","03736229","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"H. S. Irwin","55412","1963","09","06","South America","Suriname","Wilhelmina Gebergte. Lucie Rivier. 2 km north of Lucie Rivier, 2 km west of Oost Rivier.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3992909' target='other'> <mi>dwc_moreinfo</mi></a>","NY03736229","Magnoliophyta","Caryophyllales","Benth.",NA,NA,NA,NA,NA,NA,"225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 02:17:00-03","NY","NYBG","38482","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata","type","M. R. Schomburgk","1265","1843","04",NA,"South America","Guyana",NA,"sheet",NA,"Annotation says Schomburgk 929 or 1265, which may mean that the specimen is syntype. There does not seem to be a problem with the collection number on the label <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16689' target='other'> <mi>dwc_moreinfo</mi></a>","NY00038482","Magnoliophyta","Caryophyllales",NA,"NY00038482_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","821669","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"W. W. Thomas","10427","1994","05","20","South America","Brazil","Uruçuca, Escola Media de Agropecuaria da RegiÔo Cacaueria Reserva Gregório Bondar","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=146295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00821669","Magnoliophyta","Caryophyllales","Benth.","NY00821669_01","Bahia","Uruçuca","-39.2842","-14.6033","E. de Melo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","484933","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"J. R. Pirani","2639","1993","01","23","South America","Brazil","Estância Santa Luzia, 18 km da Estância","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=16688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00484933","Magnoliophyta","Caryophyllales","Benth.","NY00484933_01","Sergipe","Santa Luzia do Itanhi","-37.5","-11.3","R. A. Howard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:44:52-03","UNEB","HUNEB","8240","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"França, F.","2992","1999","06","19",NA,"Brasil","ca. 2 km do rio Javuípe. Estrada para estação TQ 45 da Petrobrás.",NA,NA,"antropizada, beira de estrada.","HUNEB0008240","Angiospermae","Florideophycidae",NA,NA,"Bahia","São Sebastião do Passé","-38.636389","-12.438056",NA,"145","145","Dicotyledoneae","38W38'11''","12S26'17''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:47:09-03","EAO","IAN","59648","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Fróes, RL","26485","1950","08","31","Southern America","Brasil","Rio Capitarí, municipio de Codajás, igapó, terra baixa, floresta alta.",NA,NA,"Subindo em arbusto, flores verdes esbranquiçadas.","IAN059648","Dicotiledônea",NA,"Benth.",NA,"Amazonas",NA,NA,NA,"Melo, E de",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:47:09-03","EAO","IAN","118268","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Pires, JM","9979","1965","06","28","Southern America","Brasil","Rio Jamari, Cachoeira de Santa Cruz. Mata de terra firme.",NA,NA,"Árvore de 5m, com ramos decumbentes. Em ilha de pedras.","IAN118268","Dicotiledônea",NA,"Benth.",NA,"Rondônia",NA,NA,NA,"Melo, E de",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:47:09-03","EAO","IAN","135768","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Pires, JM","9979","1965","06","28","Southern America","Brasil","Rio Jamari, Cachoeira de Santa Cruz. Mata de terra firme.",NA,NA,"Árvore de 5m, com ramos decumbentes. Em ilha de pedras.","IAN135768","Dicotiledônea",NA,"Benth.",NA,"Rondônia",NA,NA,NA,"Melo, E de",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:47:09-03","EAO","IAN","135789","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Pires, JM","12009","1969","01","23","Southern America","Brasil","IPEAN, Reserva Aurá. Quadra 183.8",NA,NA,"Cipó.","IAN135789","Dicotiledônea",NA,"Benth.",NA,"Pará",NA,NA,NA,"Melo, E de",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:47:09-03","EAO","IAN","137136","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Belém, RP; Pinheiro, RS","3111","1967","01","13","Southern America","Brasil","Maraú, mata costeira.",NA,NA,"Cipó sobre árvore de 10 m., inflorescência em botões.","IAN137136","Dicotiledônea",NA,"Benth.",NA,"Bahia",NA,NA,NA,"Melo, E de",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:47:09-03","EAO","IAN","16389","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Fróes, RL","21002","1945","05","30","Southern America","Brasil","Fonte Bôa, restinga, arbusto.",NA,NA,NA,"IAN016389","Dicotiledônea",NA,"Benth.","IAN016389 IAN016389_1","Amazonas",NA,NA,NA,"Melo, E de",NA,NA,NA,NA,NA,"2005","11",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:47:09-03","EAO","IAN","29141","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Ducke, A","2106","1947","09","02","Southern America","Brasil","Mata altas dos fundos da colônia João Alfredo.",NA,NA,"Árvore de 25 a 30m, flor brancacenta.","IAN029141","Dicotiledônea",NA,"Benth.","IAN029141","Amazonas","Manaus","-60.0250015258789","-3.10193991661072","Melo, E de",NA,NA,NA,NA,NA,"2005","11","138090","auto",NA,NA,NA,NA,NA
"29","2021-03-30 12:47:09-03","EAO","IAN","86277","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Fróes, RL","31008","1954","08","20","Southern America","Brasil","Currupirú, terra firme, mata virgem, planalto de Santarém. Levantamento estatístico florestal em colaboração com SPVEA, FAO e IAN.",NA,NA,NA,"IAN086277","Dicotiledônea",NA,"Benth.",NA,"Pará","Santarém","-54.7083015441895","-2.44305992126465","Melo, E de",NA,NA,NA,NA,NA,"2005","11","205258","auto",NA,NA,NA,NA,NA
"30","2021-03-30 12:47:09-03","EAO","IAN","86277","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Fróes, RL","31008","1954","08","20","Southern America","Brasil","Currupirú, terra firme, mata virgem, planalto de Santarém. Levantamento estatístico florestal em colaboração com SPVEA, FAO e IAN.",NA,NA,NA,"IAN086277","Dicotiledônea",NA,"Benth.",NA,"Pará","Santarém","-54.7083015441895","-2.44305992126465","Melo, E de",NA,NA,NA,NA,NA,"2005","11","205258","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:47:09-03","EAO","IAN","80165","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Andrade-Lima, D de","220","1949","05","19","Southern America","Brasil","Mata de dois irmãos, muito abundante. Próximo a escada.",NA,NA,"Cipó, flores alva-creme.","IAN080165","Dicotiledônea",NA,"Benth.",NA,"Pernambuco","Recife","-34.8810997009277","-8.05389022827148","Melo, E de",NA,NA,NA,NA,NA,"2005","11","18865","auto",NA,NA,NA,NA,NA
"32","2019-10-09 11:23:04-03","UFBA","ALCB","105139","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Gomes, FS; Queiroz, EP; Mattos Andrade, PE de; Guedes, ML","1140","2012","06","07","Southern America","Brasil","Região Metropolitana Salvador, Nova Brasília",NA,NA,"escandente. Folhas cartáceas. Inflorescência com botões esverdeados.","ALCB008636","Dicotyledon",NA,"Benth.","ALCB008636","Bahia","Salvador","-38.5","-12.966667","Melo, E",NA,NA,NA,"-38.5","-12.966667","2014","07",NA,NA,"14",NA,NA,NA,NA
"33","2019-10-09 11:23:04-03","UFBA","ALCB","62069","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Oliveira, RP de; França, F; Silva, MM da","540","2000","05","05","Southern America","Brasil","Litoral Sul, Ca. de 10 km na estrada para Ituberá",NA,NA,"Folhas cartáceas discolores. Tépalas reflexas esverdeadas, filetes brancos, anteras amareladas.; Borda de mata antropizada.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Nilo Peçanha","-40.097222","-13.655833","Melo, E","5","5",NA,"-40.097222","-13.655833","2000","05",NA,NA,NA,NA,NA,NA,NA
"34","2020-05-19 10:30:33-03","UFBA","ALCB","134531","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Guedes, ML; Oliveira, MAJ de","31508","2019","04","27","Southern America","Brasil","Fazenda Majú, Rio Jacuípe.",NA,NA,"escandente. Folhas coriáceas, discolores. Inflorescência com flores em botões, esverdeados.","ALCB059307","Dicotyledon",NA,"Benth.","ALCB059307","Bahia","São Sebastião do Passé","-33.628056","-12.868333","Guedes, ML",NA,NA,NA,"-33.628056","-12.868333","2019","06",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:23:04-03","UFBA","ALCB","28001","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Guedes, ML; et al.","s/n","1993","09","14","Southern America","Brasil","Baixo Sul",NA,NA,"Escandente. Folhas semicoriáceas, discolores. Flores esverdeadas. Frutos imaturos de cor verde.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Cairu","-39.0438995361328","-13.4869003295898","Melo, E",NA,NA,NA,NA,NA,"1996","05","24756","auto",NA,NA,NA,NA,NA
"36","2019-10-09 11:23:04-03","UFBA","ALCB","27823","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Guedes, ML; et al.","s/n","1993","09","13","Southern America","Brasil","Baixo Sul, Gamboa",NA,NA,"Escandente. Folhas semicrassas, discolores. Fruto imaturo de cor verde.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Cairu","-39.0438995361328","-13.4869003295898","Melo, E",NA,NA,NA,NA,NA,"1996","05","24756","auto",NA,NA,NA,NA,NA
"37","2019-10-09 11:23:04-03","UFBA","ALCB","1017","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"s.col.","s/n",NA,NA,NA,"Southern America","Brasil","Paraguaçu, Estrada Bahia - Feira. Km 26 - 30",NA,NA,NA,NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Feira de Santana","-38.9667015075684","-12.2666997909546","Melo, E",NA,NA,NA,NA,NA,"1999","11","46325","auto",NA,NA,NA,NA,NA
"38","2019-10-09 11:23:04-03","UFBA","ALCB","128516","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Guedes, ML; Araújo, FS; Alunos de Botânica BIOC05","25755","2017","06","17","Southern America","Brasil","Chapada Diamantina, Margem do Rio Bonito.",NA,NA,"Folhas papiraceae. Frutos jovens mais ou menos globoso.","ALCB045700","Dicotyledon",NA,"Benth.","ALCB045700","Bahia","Wagner","-41.166667","-12.683333","Guedes, ML",NA,NA,NA,"-41.166667","-12.683333","2017","07",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:23:04-03","UFBA","ALCB","105327","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Queiroz, EP; Mattos Andrade, PE de; Texeira, SR; Gomes, FS","5397","2012","07","17","Southern America","Brasil","Região Metropolitana Salvador, Ilha dos Frades",NA,NA,NA,"ALCB008634","Dicotyledon",NA,"Benth.","ALCB008634","Bahia","Salvador","-38.5","-12.966667","Melo, E",NA,NA,NA,"-38.5","-12.966667","2014","07",NA,NA,"14",NA,NA,NA,NA
"40","2019-10-09 11:23:04-03","UFBA","ALCB","128595","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Guedes, ML; Barros, JS da H; Sales, C; Barreto, TS; et al.","25836","2017","06","30","Southern America","Brasil","Serra Grande",NA,NA,"escandente. Folhas dos ramos férteis muito variáveis, elíptica ou elíptica-obovada, cartáceas, ápice curto acuminado. Inflorescência tirsos simples laxifloros.; em estádio Secundário","ALCB045781","Dicotyledon",NA,"Benth.","ALCB045781","Bahia","Uruçuca","-39.283333","-14.583333","Guedes, ML",NA,NA,NA,"-39.283333","-14.583333","2017","09",NA,NA,NA,NA,NA,NA,NA
"41","2020-05-19 10:30:33-03","UFBA","ALCB","139125","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Guedes, ML; Souza, GH","31899","2020","01","28","Southern America","Brasil","Fazenda Majú, Rio Jacumirim.",NA,NA,"Folhas cartáceas, com venação impressa na face abaxial. Inflorescências espiciforme, flores cremes.","ALCB071091","Dicotyledon",NA,"Benth.",NA,"Bahia","São Sebastião do Passé","-33.616667","-12.85","Guedes, ML",NA,NA,NA,"-33.616667","-12.85","2020","02",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:23:04-03","UFBA","ALCB","41073","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Saar, E; Passos Júnior, LA; Funch, L; Guedes, ML; Stannard, B; Atkins, S","PCD4728","1997","01","30","Southern America","Brasil","Chapada Diamantina, Caminho para Mata de Remanso",NA,NA,"Escandente. Folhas discolores. Frutos imaturos verdes. Frequente.; Mata com algumas espécies emergentes com maçaranduba, quina e pau-dolho.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Lençóis","-41.362778","-12.596944","Melo, E","490","490",NA,"-41.362778","-12.596944","1999","11",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:23:04-03","UFBA","ALCB","41088","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Gasson, P; Natalino, L","PCD6202","1997","03","12","Southern America","Brasil","Chapada Diamantina, Pai Inácio. Próximo a BR 142",NA,NA,"Frutos verdes de 4mm de diâmetro. Ocasional.; Solo arenoso com afloramentos rochosos.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Palmeiras","-41.45","-12.466667","Melo, E","1000","1000",NA,"-41.45","-12.466667","1999","11",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:23:04-03","UFBA","ALCB","50435","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Carvalho, G; Guedes, ML; Santana, DL; Loureiro, DM","27","2001","03","27","Southern America","Brasil","Recôncavo, Fazenda Panema,",NA,NA,"folhas coriáceas, levemente discolores. Material estéril.; estádio inicial para médio de regeneração. Substrato areno-argiloso.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","São Sebastião do Passé","-38.382222","-12.556389","Melo, E",NA,NA,NA,"-38.382222","-12.556389","2012","07",NA,NA,"12",NA,NA,NA,NA
"45","2019-10-09 11:23:04-03","UFBA","ALCB","85711","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Prates, ARS; Guedes, ML; Gomes, FS","302","2009","02","01","Southern America","Brasil","Litoral Norte, Núcleo Agroecológico",NA,NA,"escandente. Folhas coriáceas, discolores. Inflorescência axilar com botões esverdeados.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Itanagra","-37.980833","-12.375556","Guedes, ML; Prates, ARS","30","30",NA,"-37.980833","-12.375556","2009","05",NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:23:04-03","UFBA","ALCB","64082","PreservedSpecimen","Plantae","Polygonaceae","Coccoloba","striata","Coccoloba striata",NA,"Silva, BM","87","2000","09","02","Southern America","Brasil","Litoral Norte",NA,NA,"Folhas concolores. Flor branco-amarelada.",NA,"Dicotyledon",NA,"Benth.",NA,"Bahia","Itanagra","-39.333333","-12.316667","Melo, E",NA,NA,NA,"-39.333333","-12.316667","2000","09",NA,NA,NA,NA,NA,NA,NA
