"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","locality","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","sex","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","616987","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"H. Fleming","1960","06","19","Trinidad and Tobago",NA,NA,"-61.226632","10.629418",NA,NA,"NY00616987",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278586' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Trinidad. BWI; Waller Field",NA,NA,"17","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"12","2016-09-27 02:35:00-03","NY","NYBG","616985","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"F. J. Guánchez","M. Melnyk","1992","08","13","Venezuela","Amazonas","Mun. Atures","-67.38","5.88",NA,NA,"NY00616985",NA,"62","62","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278545' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Huertos domesticos de la comunidad Limón de Parheuña, margen del caño Parhueña",NA,NA,"97","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00932462","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","C. E. B. Proença","J. A. Ratter","1987","11","13","Brazil","Mato Grosso do Sul",NA,"-57.17","-19.63",NA,NA,"NY00932462","NY00932462_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Area of Fazenda Acurizal (headquarters)",NA,NA,"R5959","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"14","2016-09-27 04:38:00-03","NY","NYBG","616989","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"L. R. Landrum","J. J. Pipoly","1986","12","04","Guyana","Essequibo Islands-West Demerara",NA,"-58.18","6.67",NA,NA,"NY00616989",NA,"1","1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278562' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Area W of Demerara River, N and S of Wales",NA,NA,"9096","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"15","2016-09-27 03:56:00-03","NY","NYBG","616990","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,NA,"B. M. Boom","1983","08","07","Ecuador","Esmeraldas",NA,"-78.83","1.25",NA,NA,"NY00616990",NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278587' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"2-4 km SE of San Lorenzo, along railroad track",NA,NA,"2552","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02636950","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","A. R. L. Lourenço","J. P. Souza-Alves","2012","01","11","Brazil","Sergipe","Capela","-37.05","-10.533333",NA,NA,"NY02636950","NY02636950_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3392139' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Refúgio de Vida Silvestre Mata do Junco: Área de ocorrência do Callicebus coimbrai, primata ameaçado de extinção",NA,NA,"649","South America","Sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"17","2016-09-27 02:02:00-03","NY","NYBG","41827","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,NA,"P. Gómez Andrade","1988","09","28","Ecuador","Morona-Santiago",NA,"-78.15","-2.52",NA,NA,"NY00041827",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278578' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Centro Shuar Yukutais, 10km S Sucua, right margin of Rio Upano",NA,NA,"493","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1438097","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"H. F. A. von Eggers","1889","10",NA,"Trinidad and Tobago",NA,NA,NA,NA,NA,NA,"NY01438097","NY01438097_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1689814' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Tobago. Ad Bacolet ubique.",NA,NA,"5583a","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00908493","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","P. C. Standley","Y. E. J. Mexia","1930","11","12","Brazil","Minas Gerais","Viçosa","-42.8817","-20.7542",NA,NA,"NY00908493","NY00908493_01","750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993730' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Viçosa; Fazenda de Lambari; Morro de Lambari",NA,NA,"5291","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","616994","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","B. K. Holst","S. B. Barbosa","1990","11","08","Brazil","Acre","Sena Madureira","-68.6567","-9.0658",NA,NA,"NY00616994","NY00616994_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278568' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"RBO - AC Floresta Estadual do Antimari, Colocacao Boa-vista",NA,NA,"141","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","616992","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","M. L. Kawasaki","M. H. Nee","1988","12","09","Bolivia","Santa Cruz","Andrés Ibáñez","-63.1","-17.93",NA,NA,"NY00616992",NA,"380","380","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278550' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Along Rio Pantano (=Rio Chore-Chore), 7 km. SE of Palmar del Oratorio and 18 km. SE of center of Santa Cruz",NA,NA,"37102","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"22","2016-09-27 01:09:00-03","NY","NYBG","1438055","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,NA,"L. M. Andrews","1963","03","20","Trinidad and Tobago","Tobago",NA,NA,NA,NA,NA,"NY01438055","NY01438055_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1689772' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Belmont Branch Road",NA,NA,"3-25","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","230304","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","M. H. Nee","M. H. Nee","1997","12","21","Bolivia","Santa Cruz","Ignacio Warnes","-63.125","-17.48",NA,NA,"NY00230304",NA,"320","320","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278539' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"4.5 km NE from RR on road to Okinawa, the RR crossing on the SE side of Warnes.",NA,NA,"47402","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00908467","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","L. R. Landrum","W. R. Anderson","1973","05","07","Brazil","Mato Grosso",NA,"-52.25","-15.83812",NA,NA,"NY00908467","NY00908467_01","500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993713' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Ca. 5 km N of Barra do Garças, south face of mountain",NA,NA,"9870","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00908468","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","R. McVaugh","G. T. Prance","1964","10","25","Brazil","Goiás","Caiapônia","-51.8103","-16.9569",NA,NA,"NY00908468","NY00908468_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993716' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Serra do Caiapó: 40 km S of Caiaponia",NA,NA,"59654","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","616993","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","L. R. Landrum","J. E. Montes","1955","02","02","Argentina","Misiones","Cainguás",NA,NA,NA,NA,"NY00616993",NA,"205","205","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278563' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Monte Carlo",NA,NA,"14803","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1182829","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","M. C. Souza","M. J. F. Barros","2009","04","18","Brazil","Rio de Janeiro","Carmo","-42.6086","-21.9336",NA,NA,"NY01182829","NY01182829_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410051' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Estrada da torre de televisão.",NA,NA,"33","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"28","2016-09-26 23:39:00-03","NY","NYBG","616988","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"B. K. Holst","E. M. Zardini","1990","01","27","Paraguay","Central",NA,"-57.47","-25.33",NA,NA,"NY00616988",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278567' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Estero del Ypoá, 13 km SW of Nueva Italia, SW of Pindoty",NA,NA,"18618","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"29","2016-09-27 14:03:00-03","NY","NYBG","01157443","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"M. L. Kawasaki","B. C. Bennett","1989","08","07","Ecuador","Napo",NA,"-77.6","-1.07",NA,NA,"NY01157443",NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278555' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Jatun Sacha Biological Station",NA,NA,"4013","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"30","2016-09-27 05:34:00-03","NY","NYBG","616991","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"J. Estrada","J. Estrada","1987","09","10","Colombia","Cauca",NA,"-78.18","2.98",NA,NA,"NY00616991","NY00616991_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278564' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Mpio. de Guapi, Parque Nacional Isla Gorgona, Playa de Pablo VI",NA,NA,"237","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","616984","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","D. Martins","C. Angeli","1983","11","21","Brazil","Rio de Janeiro","Rio de Janeiro","-43.275294","-22.973971",NA,NA,"NY00616984","NY00616984_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278565' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Estr. Vista Chinesa, próx. entroncamento Estr. Gávea Pequena",NA,NA,"546","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00041958","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","B. K. Holst","S. Tiwari","1991","10","12","Guyana",NA,NA,NA,NA,NA,NA,"NY00041958",NA,"1","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1150726' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Pomeroon. Kabakaburi",NA,NA,"361","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","694894","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","S. A. Mori","S. A. Mori","2003","07","27","Peru","Madre de Dios",NA,"-76.1111","-12.5692",NA,NA,"NY00694894",NA,"270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803917' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Los Amigos field station, on the Madre de Dios River near mouth of the Los Amigos River. Carretera Trail, on SSE part of trail descending from Los Amigos center.",NA,NA,"25625","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01538678","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"A. B. Anderson","1984","10","08","Brazil","Pará","Barcarena","-48.45","-1.42",NA,NA,"NY01538678","NY01538678_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807039' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Ilha das Onças, property of Dona Alice Dumalakis.",NA,NA,"1067","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00908490","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","L. R. Landrum","W. L. Balée","1985","04","21","Brazil","Maranhão","Monçao","-45.938086","-3.166032",NA,NA,"NY00908490","NY00908490_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993711' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Basin of the Rio Turiaçu; Ka'apor Indian Reserve; within 7 km of the settlement of Urutawy",NA,NA,"903","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","616986","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","M. L. Kawasaki","P. Shanley","1989","06","29","Peru","Loreto","Maynas","-73.75","-4.92",NA,NA,"NY00616986",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278551' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Iquitos District. Quistococha. 10 km S of Iquitos",NA,NA,"12","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01538677","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.",NA,"B. A. Krukoff","1931","09",NA,"Brazil","Pará",NA,"-53.9867735","-3.7272268",NA,NA,"NY01538677","NY01538677_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807038' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Upper Cupary River, plateau between the Xingu and Tapajos Rivers.",NA,NA,"1086","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"38","2016-09-27 04:38:00-03","NY","NYBG","191580","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"L. R. Landrum","P. Kunkumas","1985","09","02","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,"NY00191580",NA,"330","330","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278561' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Los alrededores del Centro Tuutin Entsa",NA,NA,"200","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"39","2016-09-26 23:44:00-03","NY","NYBG","00198295","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"B. K. Holst","S. Tiwari","1991","10","21","Guyana","Potaro-Siparuni",NA,"-59.5","5.33",NA,NA,"NY00198295",NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1664359' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Micobe",NA,NA,"688","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00908492","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","L. B. Smith","F. E. Drouet","1935","08","27","Brazil","Ceará","Caucaia","-38.6531","-3.7361",NA,NA,"NY00908492","NY00908492_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993725' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Lagoa Capuan, municipio de Soure",NA,NA,"2375","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00908469","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","R. McVaugh","G. T. Prance","1964","10","25","Brazil","Goiás","Caiapônia","-51.8103","-16.9569",NA,NA,"NY00908469","NY00908469_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993720' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Serra do Caiapó: 40 km S of Caiaponia",NA,NA,"59654","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00908466","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","R. McVaugh","W. R. Anderson","1973","03","17","Brazil","Goiás","Teresina de Goiás","-47.2647","-13.83967",NA,NA,"NY00908466","NY00908466_01","1080","1080","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993712' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Chapada dos Veadeiros, 7 km by road S of Teresina de Goiás.",NA,NA,"7338","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"43","2016-09-27 04:18:00-03","NY","NYBG","41538","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava",NA,"M. L. Kawasaki","M. Rios","1991","05","16","Ecuador","Napo",NA,"-77.58","-1.1",NA,NA,"NY00041538",NA,"310","310","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=278557' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"District Isle of San Rafa; In front of village of Ahuano",NA,NA,"351","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00908491","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","L. M. M. Carreira","L. M. M. Carreira","1983","05","08","Brazil","Mato Grosso","Vila Bela de Santíssima Trindade",NA,NA,NA,NA,"NY00908491","NY00908491_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993721' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Vila Bela da SS. Trinidade, estrada para Fazenda Formosa, km12",NA,NA,"959","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01538676","PreservedSpecimen","Plantae","Myrtaceae","Psidium","guajava","Psidium guajava","L.","L. R. Landrum","M. dos R. Cordeiro","1976","12","02","Brazil","Amazonas","Manaus","-60.0250015258789","-3.10193991661072",NA,NA,"NY01538676","NY01538676_01",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807037' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Arredores de aeroporto velho.","138090","auto","1298","South America","sheet",NA,NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA
