"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1028617","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"L. C. Bernacci","1987","12","08","Brazil","Goiás","Pirenópolis","Serra dos Pirineus, ca. 3km SW da torre de retrasmissão.","-48.9592","-15.8525",NA,NA,"1350","1350","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188396' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028617","NY01028617_01","19974","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","629689","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","I. Cordeiro","W. Ganev","1993","09","12","Brazil","Bahia","Abaíra","Rio da Agua Suja (volta) Estiva","-41.72","-13.32",NA,NA,"750","750","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00629689","NY00629689_01","2229","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1145327","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","P. G. Delprete","P. G. Delprete","2004","11","06","Brazil","Goiás","Pirenópolis","Serra dos Pireneus. Córrego da Barriguda.","-48.8842","-15.8175",NA,NA,"1080","1080","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1310796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145327","NY01145327_01","9072","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4081974","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"O. Huber","1980","03","14","Venezuela","Amazonas","Atures","sabanas y bosques en la región de Rincones de Chacorro, a unos 30 km. al N de Puerto Ayacucho y a unos 5 km. al NE de Galipero","-67.33","5.8",NA,NA,"80",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392490' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081974",NA,"5186","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4081997","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"R. L. Liesner","1987","11","09","Venezuela","Amazonas","Casiquiare","Near Chapezon, between Boca de Casiquiare and Solano","-67.05","1.97",NA,NA,"120",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392514' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081997",NA,"22924","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1028624","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","M. J. Huft","G. E. Schatz","1983","03","04","Brazil","Maranhão","Barra do Corda","Baixão do Peixe, just S of Funai village of Sardinha along Rio Corda, 40 km SSW of Barra do Corda.","-45.32","-5.72",NA,NA,NA,NA,"Wood voucher. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188432' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028624","NY01028624_01","851","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01451468","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","G. L. Webster","G. Davidse","1980","04","01","Brazil","Pará","Vigia","Ca 14 km ESE of Vigia; Campina do São Benedito","-48.07","-0.883333",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1326095' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451468","NY01451468_01","17741","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4081970","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"R. S. Williams","1902","02","02","Bolivia",NA,NA,"San Josa",NA,NA,NA,NA,"549",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392486' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081970",NA,"333","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01451653","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","P. C. Standley","B. A. Krukoff","1934","11","07","Brazil","Amazonas","Humaitá","On plateau between Rio Livramento and Rio Ipixuna","-63.0206","-7.5061",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1695049' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451653","NY01451653_01","7067","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4081976","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"J. A. Steyermark","1970","04","17","Venezuela","Amazonas",NA,"San Carios de Río Negro, sabana y selva alrededores del aeropuerto",NA,NA,NA,NA,"125",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392492' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081976",NA,"102787","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4081991","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"O. Huber","1978","12","04","Venezuela","Amazonas","Atabapo","sabanas y bosques al S-SE de Sta Bárbara del Orinoco, a lo largo de la pica hacia S. Antonio del Orinoco","-67.07","3.75",NA,NA,"100",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392508' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081991",NA,"2845","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01451455","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","G. L. Webster","J. F. Ramos","1973","12","26","Brazil","Amazonas","Manaus","INPA, Estrada do Aleixo, Km 3, near tracking station. Low, secondary forest on white sand.","-59.986249","-3.097461",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1323698' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451455","NY01451455_01","P20133","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","649214","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","K. J. Wurdack","L. Riedel",NA,NA,NA,"Brazil","Bahia","Barra",NA,"-43.14","-11.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503565' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649214","NY00649214_01",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1028619","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","M. J. Huft","W. W. Thomas","1985","10","08","Brazil","Mato Grosso","Luciara","Lake 2 km NW of Luciara.","-50.73","-11.18",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028619","NY01028619_01","4321","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01451440","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","K. J. Wurdack","P. Acevedo-Rodríguez","1996","08","08","Brazil","Amazonas",NA,"Along Aracá River (a black water tributary of Rio Negro). Boat stationed at Romao.","-62.9331","-0.4189",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1324767' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451440","NY01451440_01","8083","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","649205","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1963","12","17","Brazil","Paraná","Guaratuba","Morro do Morretes","-48.5744","-25.8831",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362700' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649205","NY00649205_01","10779","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4081963","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"B. A. Krukoff","1939","10","08","Bolivia","La Paz","Larecaja","Copacabana (about 10 km south of Mapiri)",NA,NA,NA,NA,"850","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392479' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081963",NA,"11056","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00476465","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","H.-J. Esser","D. C. Daly","1996","05","05","Brazil","Acre","Mâncio Lima","Parque Nacional Serra do Divisor, Serra do Moa.","-73.6242","-7.4667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503582' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476465","NY00476465_01","8858","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01451487","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","M. J. Huft","C. A. Cid Ferreira","1980","06","18","Brazil","Pará","Oriximiná","A 200m da margem esquerda da estrada da Cachoeira Porteira, paralela ao Rio Trombetas Km 6","-57.0326149","-1.0372179",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1325655' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451487","NY01451487_01","1054","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4081998","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"A. Fernandez","1989","06",NA,"Venezuela","Bolívar","Raúl Leoni","Cabeceras río Túriba y Caño La Miel, 45 km al Este de Pijiguaos","-66.38","6.57",NA,NA,"800",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392515' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081998",NA,"5766","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","870593","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","R. Souza","1967","09","02","Brazil","Mato Grosso",NA,"10 km S of Xavantina.","-52.33","-14.73",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870593","NY00870593_01","R590","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4081957","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.",NA,"A. Fuentes C.","2003","11","05","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, entre Pata y Virgen del Rosario","-68.6828","-14.6153",NA,NA,"1220",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4392473' target='other'> <mi>dwc_moreinfo</mi></a>","NY04081957",NA,"5572","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01451439","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","J. Wesenberg","G. K. Gottsberger","1975","04","28","Brazil","Amazonas",NA,"Basin of the Rio Negro, ca. 100 km NW of Manaus, along the Rio Cuieiras, 1 km S of the junction with the Rio Branquinho.","-60.3200886","-2.5541589",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1693966' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451439","NY01451439_01","11-28475","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","649200","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","G. G. Hatschbach","1970","10","22","Brazil","Mato Grosso do Sul","Rio Brilhante","Rod. Br 267, Entroncamento","-54.5464","-21.8019",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362703' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649200","NY00649200_01","25011","South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","649210","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","S. A. Mori","S. A. Mori","1981","05","24","Brazil","Bahia","Salvador","Vicinity of airport, Dois de Julho","-38.326094","-12.909706",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649210","NY00649210_01","14099","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01451450","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","D. Coêlho","I. L. do Amaral","1982","12","14","Brazil","Amazonas","Tefé","Rio Solimoes, margem direita, cabeçeira do lago Tefé","-64.6664071","-3.3656727",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1323107' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451450","NY01451450_01","747","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","870571","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis nervosa","Müll.Arg.","L. M. de Senna Valle","H. S. Irwin","1964","08","31","Brazil","Distrito Federal","Brasília","Parque Municipal do Gama. Ca. 20 km. S. of Brasília.","-48.0648","-16.0198",NA,NA,"700","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1192116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00870571","NY00870571_01","5817","South America","sheet",NA,"Magnoliophyta","Malpighiales","nervosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","649206","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","Pessoal do Horto Florestal","1927","12","27","Brazil","Rio de Janeiro","Rio de Janeiro","Vista Chineza","-43.249313","-22.973268",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649206","NY00649206_01",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01451492","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","L. F. Coêlho","C. A. Cid Ferreira","1985","04","12","Brazil","Amazonas","Humaitá","BR-230, Rodovia Transamazônica a 126 Km de Humaitá, reserva indígena dos Tenharim","-62.0333331","-7.9666669",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1324785' target='other'> <mi>dwc_moreinfo</mi></a>","NY01451492","NY01451492_01","5421","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1028605","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","G. L. Webster","G. L. Webster","1984","08","20","Brazil","Distrito Federal","Brasília","Mata da Escola Administração Fazendaria.","-47.53","-15.52",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188329' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028605","NY01028605_01","25247","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","649212","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","S. A. Mori","T. S. dos Santos","1979","02","15","Brazil","Bahia","Maracás","8 a 18 km ao S de Maracás, pela antiga Rodovia para Jequié. Folha SD 24 (14-40a)","-40.4306","-13.4411",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649212","NY00649212_01","3482","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1028618","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis","Aubl.","G. L. Webster","R. Kral","1988","10","11","Brazil","Goiás","Cristalina","5 km ENE Cristalina.","-47.6133","-16.7686",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1188419' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028618","NY01028618_01","75278","South America","sheet",NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","649199","PreservedSpecimen","Plantae","Euphorbiaceae","Maprounea","guianensis","Maprounea guianensis guianensis","Aubl.","L. M. d. Senna","Paulino","1932","01","14","Brazil","Rio de Janeiro",NA,"Pai Ricardo, perto do Horto Florestal",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=362699' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649199","NY00649199_01",NA,"South America","sheet",NA,"Magnoliophyta","Malpighiales","guianensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
