"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","class","fieldNumber","previousCatalogNumber"
"11","2021-03-01 16:24:23-03","UNICAMP","UEC","178904","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Heiden, G","Romero, R; Versiane, AFA; Bacci, LF; Castro, NM","8375","2010","09","22",NA,"Brazil","Minas Gerais","Diamantina","Estrada Diamantina-Galheiros, próximo ao vilarejo de Galheiros","-43.792167","-18.289472","1296","1296",NA,"Subarbusto ca. 0.1m de altura, brácteas involucrais verdes, corola do raio branca, corola do disco amarela; Campo rupestre","UEC024090","UEC024090","2017","10","18",NA,NA,"-43.792167","-18.289472",NA,NA,NA,NA,NA
"12","2021-03-01 16:24:23-03","UNICAMP","UEC","195038","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Monge, M","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2204","2013","11","17",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó. Alto do Palácio, entrada para Vellozia Gigante, planta presnsada em Álcool.","-43.835806","-19.374167",NA,NA,NA,"campo rupestre","UEC156597","UEC156597",NA,NA,NA,NA,NA,"-43.835806","-19.374167",NA,NA,NA,NA,NA
"13","2021-03-01 16:24:23-03","UNICAMP","UEC","1741","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom",NA,"Joly, AB; Giulietti, AM; Menezes, NL; Windisch, PG","4485","1973","10","18",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 114 ao longo da rodovia Lagoa Santa-Conceição do Mato Dentro-Diamantina","-43.7449989318848","-19.513599395752",NA,NA,NA,"Em touceira, + ou - 20 cm; Tudo queimado","UEC120792","UEC120792",NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:24:23-03","UNICAMP","UEC","33218","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Nakajima, JN","Gabrielli, AC; et al.","305","1980","10","16",NA,"Brazil","Minas Gerais","Poços de Caldas","Campo do saco","-46.5614013671875","-21.7877998352051",NA,NA,NA,"Erva em roseta, escapo floral com 15 cm, lígulas brancas, flores do centro amarelas, com xilopódio","UEC120789","UEC120789","1998","05",NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:24:23-03","UNICAMP","UEC","111865","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Nakajima, JN","Romero, R; Nakajima, JN; Klein, VLG; Alcantara, MB","2782","1995","09","26",NA,"Brazil","Minas Gerais","São Roque de Minas","Morro após o Vale do São Francisco, Córrego da Fazenda","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo ca. 0.15m, brácteas verdes, corola branca, anteras e estigmas amarelos; Campo rupestre, área recém queimada","UEC120790","UEC120790","1998","05",NA,"57119","auto",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:23-03","UNICAMP","UEC","66699","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Teles, AM","FEEP","285","1992","09","24",NA,"Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,"Herbáceo ca. 0.30m, capítulos brancos a creme amarelados; Cerrado","UEC120787","UEC120787","2004","10","15","58223","auto",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:24:23-03","UNICAMP","UEC","1495","S","Plantae","Magnoliopsida",NA,"Asteraceae","Inulopsis","phoenix","Inulopsis phoenix","G.L.Nesom","Jeffrey, C","Ratter, JA; Fonseca, SG; Fonsêca Filho, J; Ribeiro, JF; Silva, JCS","3493","1976","08","28",NA,"Brazil","Distrito Federal","Brasília","In the area of the Corrego Cabeça de Veado, c.9.5 km SEE of Brasilia TV Tower.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Small perennial herb. Ray florets white; disc florets pale yellow.","UEC055618","UEC055618","1978",NA,NA,"70570","auto",NA,NA,"isotypus",NA,NA,NA,NA
"18","2019-11-05 16:44:54-03","UFOP","OUPR","1656","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Teles, A.M.","Badini, J.","s.n.","1973","08","05",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Flores brancas",NA,NA,"2008","04","16","44599","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-11-05 16:44:54-03","UFOP","OUPR","1657","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Teles, A.M.","Badini, J.","s.n.","1973","08","05",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva. Flores brancas",NA,NA,"2008","04","16","44599","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-05 16:44:54-03","UFOP","OUPR","31478","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Nakajima, J.N.","Pedrosa, L.G.","520","2018","06","28",NA,"Brasil","Minas Gerais","Ouro Preto","Falcão","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, ca. 25cm. Flores alvas. Cerrado rupestre.",NA,NA,"2019","03","15","44599","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-05 16:44:54-03","UFOP","OUPR","33102","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Pedrosa, L.G.","Pedrosa, L.G.","1347","2019","02","22",NA,"Brasil","Minas Gerais","Ouro Preto","Região de Rodrigo Silva.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, 10-15cm. Flores alvas. Cerrado rupestre.",NA,NA,"2019","02","22","44599","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-03-12 10:29:00-03","UFOP","OUPR","34515","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Pedrosa, L.G.","Pedrosa, L.G.","1983","2019","09","16",NA,"Brasil","Minas Gerais","Ouro Preto","Rio Doce Manganês / Vale.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, 10cm. Flores brancas. Campo de afloramento / cerrado.",NA,NA,"2019","09","16","44599","auto",NA,NA,NA,NA,NA,NA,NA
"23","2019-11-05 16:44:54-03","UFOP","OUPR","31254","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Nakajima, J.N.","Pedrosa, L.G.","294","2018","05","16",NA,"Brasil","Minas Gerais","Ouro Preto","Rodrigo Silva","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Erva, 20cm. Flor branca/ amarela. Cerrado.",NA,NA,"2019","06",NA,"44599","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-02-23 15:16:46-03","UTFPR","HCF","3876","S","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","G. Heiden","M.L. Fonseca","652","1995","09","28",NA,"Brasil","GO","Alto Paraíso-Cruzeiro","Parque Nacional Chapada dos Veadeiros","-47.499444","-13.948056","1.1","1.1",NA,"erva heliófita, ca. 0,20 m de altura; inflorescência ereta; flores com cálice verde e pétalas brancas. Botões alvos. Campo limpo, queimado. Solo: arenoso",NA,NA,"2019","01","08",NA,NA,"47°29'58 W","13°56'53 S",NA,NA,NA,NA,NA
"25","2020-12-21 16:16:13-03","MBM","MBM","10025","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Pacheco, R.A.","Haas, H.","124",NA,NA,NA,"Southern America","Brazil","Tocantins",NA,NA,NA,NA,NA,NA,NA,NA,"MBM010025","MBM010025","2013","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:16:13-03","MBM","MBM","290150","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Teles, A.M.","Almeida, O.","s.n.","1972","09",NA,"Southern America","Brazil","Goiás","Goapó",NA,NA,NA,NA,NA,NA,"Frequente.; Cerrado.","MBM290150","MBM290150","2009","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:16:13-03","MBM","MBM","37574","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Teles, A.M.","Hatschbach, G.; Kummrow, R.; Kummrow, R.","37239","1975","09","28","Southern America","Brazil","Goiás","Alto Paraíso","Chapada dos Veadeiros",NA,NA,NA,NA,NA,"Lígulas alvas, capítulos amarelos.; Campo arenoso, recém queimado.","MBM037574","MBM037574","2009","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:16:13-03","MBM","MBM","290150","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Teles, A.M.","Almeida, O.","s.n.","1972","09",NA,"Southern America","Brazil","Goiás","Goiânia","Goapó","-49.2538986206055","-16.6786003112793",NA,NA,NA,"Frequente, cerrado IHN","MBM290150","MBM290150","2009","08",NA,"25250","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:16:13-03","MBM","MBM","66335","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Teles, A.M.","Hatschbach, G.","43057","1980","08","13","Southern America","Brazil","Goiás","Cristalina",NA,"-47.6136016845703","-16.7686004638672","1100","1100",NA,"Lígulas alvas, flores creme.; Campo rupestre.","MBM066335","MBM066335","2007","09","14","85457","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:16:13-03","MBM","MBM","243969","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Teles, A.M.","Hatschbach, G.; Spichiger, R.; Cervi, A.C.; Barboza, E.; Spichiger, R.; Cervi, A.C.; Barboza, E.","69663","1999","10","24","Southern America","Brazil","Minas Gerais","Diamantina","Barão do Guaçui.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flor amarela, lígulas alvas.; Campo cerrado, solo rochoso.","MBM243969","MBM243969","2007","09","14","101169","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:16:13-03","MBM","MBM","343270","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L. Neson","Nakajima, J.N.","Nakajima, J.N.; Romero, R.; Simão, D.G.; Romero, R.; Simão, D.G.","402","1994","08","19","Southern America","Brazil","Minas Gerais","Sacramento","Serra da Canastra","-47.439998626709","-19.8652992248535",NA,NA,NA,"Herbáceo, ca. 0,2 m. Brácteas esverdeadas. Corola ligulada branca. Corola tubulosa amarelada.; Campo limpo um mês após a queimada.","MBM343270","MBM343270",NA,NA,NA,"69737","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-10-01 14:15:31-03","JBB","HEPH","10461","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Calago, K","Ramos, AE","903","1994","09","05","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.85","-15.866667","1025","1025",NA,"(Duas semanas apos quiemada) Parece marga",NA,NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA
"33","2020-10-01 14:15:31-03","JBB","HEPH","13224","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Oliveira, RC; Walter, BMT; Santos, AA dos","825","1997","09","12","Southern America","Brasil","Goiás","Colinas do Sul","Ca. de 2,5Km Colinas do Sul - Canteiro da A.H.E. Serra da Mesa","-48.1275","-13.893611","500","500",NA,NA,NA,NA,"2013","11","28",NA,NA,"-48.1275","-13.893611",NA,NA,NA,NA,NA
"34","2020-10-01 14:15:31-03","JBB","HEPH","18361","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Rivera, VL","Rodrigues Silva, R","648","2002","11","06","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.881111","-15.913889","1025","1025",NA,"Perene",NA,NA,NA,NA,NA,NA,NA,"-47.881111","-15.913889",NA,NA,NA,NA,NA
"35","2020-10-01 14:15:31-03","JBB","HEPH","19455","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Rivera, VL","Rodrigues Silva, R","852","2003","09","05","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília","-47.904167","-15.916111","1104","1104",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.904167","-15.916111",NA,NA,NA,NA,NA
"36","2020-10-01 14:15:31-03","JBB","HEPH","22073","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Moreira, KRS; et al.","131","2005","10","04","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, area do Cristo Redentor","-47.85","-15.866667","1025","1025",NA,"frequente pos fogo",NA,NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA
"37","2020-10-01 14:15:31-03","JBB","HEPH","22079","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Paiva, VF","290","2005","10","06","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília Cristo Redentor","-47.85","-15.866667","1025","1025",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA
"38","2020-10-01 14:15:31-03","JBB","HEPH","30008","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Aparecida-Silva, M","Aparecida-Silva, M; Alvarenga, D","7384","2011","07","28","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área do cristo redentor, junto ao córrego intermitente, Taperinha. Divisa com a Reserva Ecológica do IBGE","-47.85","-15.866667","1100","1100",NA,NA,NA,NA,"2011","07","28",NA,NA,"-47.85","-15.866667",NA,NA,NA,NA,NA
"39","2020-10-01 14:15:31-03","JBB","HEPH","33224","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Hattori, EKO","Rosa, PO; Soares, ACA; Tinti, BV; Santos, D","1953","2017","10","03","Southern America","Brasil","Goiás","Pirenópolis","Mosteiro Zen Horyu-Zan Eisho-Ji","-48.939444","-15.72","1110","1110",NA,NA,NA,NA,"2018","09",NA,NA,NA,"-48.939444","-15.72",NA,NA,NA,NA,NA
"40","2020-10-01 14:15:31-03","JBB","HEPH","28023","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Paiva, VF","753","2011","08","16","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília.Área queimada prox. ao reabilita.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-10-01 14:15:31-03","JBB","HEPH","28087","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Parralego, Y","2","2011","09","29","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília - Caminho para o Cristo Redentor, divisa com o IBGE.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"(Pós fogo, mais ou menos 25 dias.)",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"42","2020-10-01 14:15:31-03","JBB","HEPH","27977","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Vidal, JRB","153","2011","07","14","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília- Cristo Redentor-área queimada.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-10-01 14:15:31-03","JBB","HEPH","28098","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Queiroz-Silva, L","43","2011","09","21","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília .Perto do morro do urubu- Área do Cristo Redentor.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Pós fogo, mais ou menos 30 dias.",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-10-01 14:15:31-03","JBB","HEPH","29480","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Oliveira, MS","Paiva, VF; Oliveira, MS; Soares, ACA; Jesus, FPR de","865","2013","09","26","Southern America","Brasil","Distrito Federal","Brasília","Granja do Ipê","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,"2013","09","26","70570","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-10-01 14:15:31-03","JBB","HEPH","5899","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Calago, K","Equipe do Jardim Botânico de Brasília","966","1987","07","02","Southern America","Brasil","Distrito Federal","Brasília","Jardim Botânico de Brasília, proximo a Cascalheira","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-01 14:15:31-03","JBB","HEPH","20907","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Bringel Júnior, JBA","Salles, AEH","3184","2004","10","05","Southern America","Brasil","Distrito Federal","Brasília","Rajadinha, Colorado, Paranoá","-47.9296989440918","-15.7797002792358","939","939",NA,"Coordenadas em UTM L0215818 8258846",NA,NA,"2010","02",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-10-01 14:15:31-03","JBB","HEPH","27375","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Bringel Júnior, JBA","Carvalho, FJ de; et al.","120","2010","10","15","Southern America","Brasil","Goiás","Cocalzinho de Goiás","Cocalzinho - Chácara próximo a Chapada dos Veadeiros.","-48.7757987976074","-15.7944002151489",NA,NA,NA,NA,NA,NA,NA,NA,NA,"56114","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-10-01 14:15:31-03","JBB","HEPH","22816","S","Plantae","Dicotyledon","Asterales","Asteraceae","Inulopsis","camporum","Inulopsis camporum","(Gardner) G.L.Nesom","Heiden, G","Salles, AEH","4232","2006","07","29","Southern America","Brasil","Minas Gerais","Oliveira","Rodovia entre Oliveira e Barão de Cocais","-44.8272018432617","-20.6963996887207",NA,NA,NA,NA,NA,NA,NA,NA,NA,"38796","auto",NA,NA,NA,NA,NA,NA,NA
