"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem","sex"
"18","2020-11-06 15:26:54-03","EPAMIG","PAMG","9777","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","L.C.P. Lima","M. Brandão; J.P. Laca-Buendia","4089","1975","05","05",NA,"Brasil","Minas Gerais","Porteirinha","Fazenda Oliveira, próxima ao Rio Gorutuba","-43.024722","-15.743889","850","850",NA,"Subarbusto ereto, de 1 a1,2 m de altura. Frequente em ciltivo de algodão. Unicata",NA,NA,NA,NA,"2011","12","43° 1' 29 W","15° 44' 38S",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-02 16:28:54-03","CPAN-UFMS","COR","256","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Nobre, A.V. M.","Conceição, C. A.","1377","1983","04","18",NA,"Brasil","Mato Grosso do Sul","Ladário","Polder","-57.6016998291016","-19.0046997070312",NA,NA,NA,"Planta rasteira e trepadeira; heliófila; flor pouco vistosa Habito: Planta rasteira e trepadeira",NA,NA,"23141","auto","2003","04",NA,NA,"02",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:15:59-03","UFBA","ALCB","09053","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(J.S.Mill.) Hitchc.","Pinto, GCP","Pinto, GCP","s/n","1971","04",NA,"Southern America","Brasil","Bahia",NA,"Itambé- Itapetinga",NA,NA,NA,NA,NA,"Pastagens naturais, campos.","ALCB030593","ALCB030593",NA,NA,"1971","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 09:12:32-03","NBC","NL-BOTANY","L.1943715","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Hatschbach GG",NA,"1968","04","23","Southern America","Brazil","Paraná",NA,"Sete Quedas.","-49.325312","-24.704378",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1943715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1943715","NL-L1943715",NA,NA,NA,NA,"-49.325312","-24.704378",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"22","2020-02-08 09:12:32-03","NBC","NL-BOTANY","U.1248036","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","procumbens","longipes","Desmodium procumbens longipes","(Schindl.) B.G.Schub.",NA,"Alston AHG",NA,"1938","12","11","Southern America","Venezuela",NA,NA,"Venezuela. State of Miranda. Path from Petare to La Guayrita. Savanna.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248036 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248036","NL-U1248036",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"23","2020-02-08 09:12:32-03","NBC","NL-BOTANY","L.1943814","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","procumbens","longipes","Desmodium procumbens longipes","(Schindl.) B.G.Schub.",NA,"Korthals PW",NA,NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1943814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1943814","NL-L1943814",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 09:12:32-03","NBC","NL-BOTANY","U.1248035","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","procumbens","longipes","Desmodium procumbens longipes","(Schindl.) B.G.Schub.",NA,"Steyermark JA; Carreño Espinoza V",NA,"1973","12","27","Southern America","Venezuela",NA,NA,"Estado Lara: Distrito Jimenez: Paso de Angostura: Sitio de represa de Yacambu, en la confluencia de la Quebrada Honda con el Rio Yacambu. 33 Km. Sureste de Sanare.","-69.516667","9.683333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248035 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248035","NL-U1248035",NA,NA,NA,NA,"-69.516667","9.683333",NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:12:32-03","NBC","NL-BOTANY","U.1248037","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","procumbens","longipes","Desmodium procumbens longipes","(Schindl.) B.G.Schub.",NA,"Mocquerys A",NA,"1893","01","01","Southern America","Venezuela",NA,NA,"Venezuela. Duaca.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248037 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248037","NL-U1248037",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:12:32-03","NBC","NL-BOTANY","U.1248038","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Desmodium","procumbens","longipes","Desmodium procumbens longipes","(Schindl.) B.G.Schub.",NA,"Mocquerys A",NA,"1893","01","01","Southern America","Venezuela",NA,NA,"Venezuela. Mariana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1248038 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1248038","NL-U1248038",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-11-04 11:09:20-03","ESALQ","ESA","124566","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens",NA,"Paula-Souza, J.","Paula-Souza, J.; Ferreira, M.A.P.; Silva, R.E.R.; Franco, J.O.R.","10993.0","2012","04","26",NA,"Brasil","Ceará","Santa Quitéria","Serra dos Quirino ou dos Pajeú. ca. 8,5km (em linha reta) de Itatira. Caatinga arbórea aberta.","-40.1567001342773","-4.33194017410278",NA,NA,NA,"Erva rastejante, flores amareladas, frutos imaturos verdes","ESA124566",NA,"62463","auto","2012","05",NA,NA,"01",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:09:20-03","ESALQ","ESA","86871","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.)Hitchc.","Lima, L.C.P.","Fernández, A.; Milano, B.; Williams, B.","16830.0","2000","08","26",NA,"Venezuela","Nueva Esparta","Antolín del campo",NA,NA,NA,NA,NA,NA,NA,"ESA086871",NA,NA,NA,"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:09:20-03","ESALQ","ESA","124494","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens",NA,"Paula-Souza, J.","Paula-Souza, J.; Ferreira, M.A.P.; Silva, R.E.R.; Franco, J.O.R.","10863.0","2012","04","24",NA,"Brasil","Ceará","Santa Quitéria","2,15km SE (em linha reta) da sede da Fazenda Itataia. Arredores de açude em caatinga arbórea aberta.","-40.1567001342773","-4.33194017410278","434","434",NA,"Erva, flores alvas, frutos imaturos verdes","ESA124494",NA,"62463","auto","2012","05",NA,NA,"01",NA,NA,NA,NA,NA,NA
"30","2021-01-14 15:29:13-03","MN","R","131698","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Asplund, E.",NA,"1955","04","12",NA,"Equador","Guayas","Guayaquil",NA,NA,NA,NA,NA,NA,"Iter Regnellianum sextum. Flora aequatoriensis.","R010057628",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-01-14 15:29:13-03","MN","R","223049","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Miranda, A.M.","Miranda, A.M.","6048","2009","07","09",NA,"Brasil","Pernambuco","Arquipélago de Fernando de Noronha",NA,NA,NA,NA,NA,NA,NA,"R010057633,R010057634",NA,NA,NA,"2009","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-01-14 15:29:13-03","MN","R","51024","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.",NA,"Asplund, E.",NA,"1939","06","06",NA,"Equador","Guayas","Salinas","La Puntilla",NA,NA,NA,NA,NA,"Iter Regnellianum sextum. Flora aequatoriensis.","R010057597",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-01-14 15:29:13-03","MN","R","5252","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Azevedo, A.M.G.","Ducke, W.A.","17091","1918","07","04",NA,"Brasil","Pará",NA,"Serra Santarém",NA,NA,NA,NA,NA,NA,"R010057583",NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-01-14 15:29:13-03","MN","R","67535","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Azevedo-Tozzi, A.M.G.","Freire Allemão, F. 371; Cysneiros, M.",NA,NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R000067535","R000067535_001 R000067535_002",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-01-14 15:29:13-03","MN","R","67543","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Azevedo, A.M.G.","Löfgren, A.","704","1910","05","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Inspectoria de Obras Contra as Seccas","R010057607,R010057608",NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-01-14 15:29:13-03","MN","R","67544","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Azevedo, A.M.G.","Löfgren, A.","503","1910","04","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"Inspectoria de Obras Contra as Seccas","R010057636,R010057637",NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:29:13-03","MN","R","67545","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Azevedo, A.M.G.","Löfgren, A.",NA,"1912","06","18",NA,"Brasil","Ceará","Cedro",NA,"-39.062198638916","-6.60666990280151",NA,NA,NA,NA,"R010057609,R010057610,R010057611",NA,"25872","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:29:13-03","MN","R","30300","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Azevedo, A.M.G.","Drouet, F.E.","2581","1935","10","09",NA,"Brasil","Ceará","Maranguape",NA,"-38.6856002807617","-3.89083003997803",NA,NA,NA,"Commissão Technica de Piscicultura do Nordeste do Brasil. Plants of The State of Ceará.","R010057591",NA,"40608","auto","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:29:13-03","MN","R","66874","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","spirale","var. bigelovii","Desmodium spirale var. bigelovii","(A. Gray) B.L. Rob. & Greenm.",NA,"Pringle, C.G.",NA,"1905","10","31",NA,"México","Michoacan","Uruapan",NA,NA,NA,NA,NA,NA,NA,"R010057216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-25 09:12:32-03","UFPI","TEPB","28926","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) DC.",NA,"Miranda, A. M.","6048","2009","07","09",NA,"Brasil","Pernambuco","Ilha de Fernando de Noronha","Margem da rodovia",NA,NA,"941","941",NA,"Subarbusto de ramos decumbentes, muito ramificado; caule verde; folhas membranáceas; flores brancas; frutos imaturos verdes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-06 09:00:34-03","UFPI","TEPB","5087","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","procumbens","longipes","Desmodium procumbens longipes","(Mill.) - (Schindler) Schub","M. F. A. Lucena","Stevens, W. D.",NA,"1979","11","15",NA,"Nicarágua","Estelí",NA,"Departamento Esteli: Loma Ocotecalzado (Mesas Moropotente), ca. 11 Km NE of 1 at Esteli","-86.3","13.166667","820","1100",NA,"Among rocks, decumbent Ambiente: Pastures and remnant semi-deciduous forest (on rocky peak) <ll>dwc_commonname:</ll> velame",NA,NA,NA,NA,"2007","04","86°18'W","13°10'N","30",NA,NA,NA,NA,NA,NA
"42","2021-04-02 11:40:20-03","UFPI","TEPB","1822","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","spirale",NA,"Desmodium spirale","DC.","FREIRE, F. M. T.","A. J. CASTRO",NA,"1981","06","15",NA,"Brasil","Piauí","José de Freitas","Margem direita do Rio Parnaíba","-42.5755996704102","-4.75639009475708",NA,NA,NA,"Subarbusto, flor lilás Ambiente: Capoiera <ll>dwc_commonname:</ll> Clitoris da flor vermelha",NA,NA,"39463","auto","1984","10",NA,NA,"21",NA,NA,NA,NA,NA,NA
"43","2021-04-02 02:00:43-03","UFPI","TEPB","1822","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","spirale",NA,"Desmodium spirale","DC.","M.B. Costa e Silva","A. J. CASTRO",NA,"1981","06","15",NA,"Brasil","Piauí","José de Freitas","Margem Direita do Rio Parnaíba","-42.5755996704102","-4.75639009475708",NA,NA,NA,"Subarbusto, comportamento independente. Pouco frequente. Flor lilás. Substrato arenoso. Ambiente: Capoeira <ll>dwc_commonname:</ll> Cobi",NA,NA,"39463","auto","2004","11",NA,NA,"05",NA,NA,NA,NA,NA,NA
"44","2021-04-02 02:00:43-03","UFPI","TEPB","56","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","spirale",NA,"Desmodium spirale","DC.","R. BARROS","FREIRE, F. M. T.",NA,"1978","06","29",NA,"Brasil","Piauí","Teresina","Campus da Ininga","-42.8018989562988","-5.08916997909546",NA,NA,NA,"Ambiente: Mata de Capoeira",NA,NA,"56344","auto","2007","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:23:43-03","CPAP","CPAP","3327","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Desmodium","spirale",NA,"Desmodium spirale","(Sw.) DC.","V. J. Pott","Pott, A.","2972","1987","06","13",NA,"Brasil","MS","Corumbá","Fazenda Alvorada ( do Sr. Jan Boabaid)","-57.45","-19.466667","140","140",NA,"Erva ereta ramificada, 0,5 m de altura. FLOR: não vista. FRUTO: ainda verde. INTERESSE: Forrgeira.. FREQUÊNCIA: Frequente. AMBIENTE: Roça. SUBSTRATO: solo calcimórfico, periodicamente encharcado. RELEVO: ondulado.",NA,NA,NA,NA,"1987","06","57°27' W","19°28' S","13",NA,NA,NA,NA,NA,NA
"46","2019-02-22 11:46:34-03","IPA","IPA","53144","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Rita Pereira","Guedes, F.","158","1992",NA,NA,"Southern America","Brasil","Pernambuco","Caruaru","Estação Experimental do IPA","-35.9761009216309","-8.28332996368408",NA,NA,NA,NA,"IPA0053144",NA,"35136","auto","1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-02-22 11:46:33-03","IPA","IPA","5191","S","Plantae","Plantae",NA,"Leguminosae-Pap.","Desmodium","procumbens",NA,"Desmodium procumbens","(Mill.) Hitchc.","Standley","Pickel, B.","3906","1935","06","19","Southern America","Brasil","Paraíba","Cajazeiras","A sombra de arbustos","-38.5553016662598","-6.89027976989746",NA,NA,NA,NA,"IPA0005191",NA,"20201","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
