"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","day","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","infraspecificEpithet","sex"
"146","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","24754","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Almeida Neto",NA,NA,NA,"M. Almeida-Neto","1997","04","Brasil","São Paulo","Palestina","fazenda corredeira","-49.4300003051758","-20.3899993896484",NA,NA,NA,NA,"GEOGRAFIA: margem de riacho em área de vegetação secundária;",NA,"152","21",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","34296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"147","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03834","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Simão, R.C.G.","1990","12","Brasil","São Paulo","Penápolis","arredores","-50.0699996948242","-21.4200000762939",NA,NA,NA,NA,"GEOGRAFIA: margem do riacho lageado;",NA,"019","09",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","25555","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"148","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11965","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","08","Brasil","São Paulo","Planalto","chácara próxima da cidade","-49.9199981689453","-21.0300006866455",NA,NA,NA,NA,"GEOGRAFIA: capão de mata paludosa;",NA,"3425","15",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","14440","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"149","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05230","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Máximo F. Morel","1989","10","Brasil","São Paulo","Pontes Gestal","córrego dos botelhos","-49.7000007629395","-20.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: região brejosa, próxima a cerrado;",NA,"010","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18176","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"150","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05225","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Máximo F. Morel","1989","10","Brasil","São Paulo","Pontes Gestal","córrego dos botelhos","-49.7000007629395","-20.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: região brejosa;",NA,"005","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18176","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"151","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05704","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Klein S.L.","1991","11","Brasil","São Paulo","Potirendaba","rio da água espalhada","-49.3699989318848","-21.0400009155273",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,"001","25",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","17988","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"152","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10962","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","09","Brasil","São Paulo","Presidente Epitácio","ribeirão xavantes","-52.1100006103516","-21.7600002288818",NA,NA,NA,NA,"GEOGRAFIA: capões de mata seca semi-decídua;",NA,"3484","23",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","59255","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"153","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16169","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Sandovalina","faz. são miguel","-51.7599983215332","-22.4500007629395",NA,NA,NA,NA,"GEOGRAFIA: região de conflitos de terras;",NA,"4073","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","28113","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"154","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16181","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Sandovalina","região do pontal","-51.7599983215332","-22.4500007629395",NA,NA,NA,NA,"GEOGRAFIA: capões de mata seca semidecídua baixa;",NA,"4062","25",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","28113","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"155","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14452","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki",NA,NA,NA,NA,"Lucea Jr., M.","1995","08","Brasil","São Paulo","Santa Adélia","arredores","-48.7999992370605","-21.2399997711182",NA,NA,NA,NA,"GEOGRAFIA: barranco;",NA,"035","01",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20846","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"156","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05645","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Vilela, E.","1991","11","Brasil","São Paulo","São José do Rio Preto","bairro matinha","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: margem do córrego do moraes ou da bituca;",NA,"015","16",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"157","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","14962","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"Romualdo, G.S.","1991","11","Brasil","São Paulo","São José do Rio Preto","bairro matinha","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: nascente do rio, solo argiloso, úmido;",NA,"006","16",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"158","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05687","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Romualdo, G.S.","1991","11","Brasil","São Paulo","São José do Rio Preto","bairro matinha","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: nascente do rio, solo argiloso;",NA,"006","16",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"159","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11305","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","03","Brasil","São Paulo","São José do Rio Preto","IPA","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: mata seca semi decídua com mata ciliar;",NA,"2219","10",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"160","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","17227","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"C.M.Y. Lemos","1997","11","Brasil","São Paulo","São José do Rio Preto","jardim nazaré","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: coletado em brejo;",NA,"015","23",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"161","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18536","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","D.F. Peralta",NA,NA,NA,"C.M.Y. Leos","1997","11","Brasil","São Paulo","São José do Rio Preto","jardim nazaréth","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: coletada em brejo;",NA,"017","23",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"162","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21354","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Cavalheiro, L.",NA,NA,NA,"Cavalheiro, L.","1998","10","Brasil","São Paulo","São José do Rio Preto","mata dos macacos","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: mata fechada, pouco úmida;",NA,"015","22",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"163","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21353","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Schiavinato, A.C.",NA,NA,NA,"Schiavinato, A.C.","1998","10","Brasil","São Paulo","São José do Rio Preto","mata dos macacos","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: beira de brejo, terrestre, ambiente luminoso;",NA,"002","22",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"164","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06980","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"M.R. Pietrobom-Silva","1992","06","Brasil","São Paulo","São José do Rio Preto","nova itapirema","-49.3699989318848","-20.8199996948242",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,"145","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","20305","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"165","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16390","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki",NA,NA,NA,NA,"Smidt, Eric C.","1996","09","Brasil","São Paulo","São Paulo","Jd. Britânia","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"GEOGRAFIA: mangue;",NA,"013","01",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","53584","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"166","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","18820","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom",NA,NA,NA,"Silveira, C.A.","1997","11","Brasil","São Paulo","Sebastianópolis do Sul","sítio flor da mata","-49.9199981689453","-20.6499996185303",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,NA,"01",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","10954","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"167","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","21355","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","K.A. Toledo",NA,NA,NA,"K.A. Toledo","1998","10","Brasil","São Paulo","Severinia","faz. favorita","-48.7999992370605","-20.7999992370605",NA,NA,NA,NA,"GEOGRAFIA: terrestre de mata ciliar, solo úmido;",NA,"008","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","9350","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"168","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03671","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Antonio Carlos Lofego",NA,NA,"Brasil","São Paulo","Sud Menucci","córrego campestre","-50.9199981689453","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,"003",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","22019","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"169","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","07563","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Rodrigues Jr., C.E.","1992","10","Brasil","São Paulo","Sud Menucci","sítio santa helena","-50.9199981689453","-20.6900005340576",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar, brejo, próximo ao riacho;",NA,"248","10",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","22019","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"170","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22694","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Tabapuã","distrito de Novais","-49.0299987792969","-20.9599990844727",NA,NA,NA,NA,"GEOGRAFIA: brejo, junto à mata ciliar;",NA,"440","05",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","17166","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"171","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04825","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"Viana L.M.S.","1990","12","Brasil","São Paulo","Tanabi","arredores","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,"007","12",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","33016","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"172","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06896","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"Rodrigues Jr., C.E.","1992","06","Brasil","São Paulo","Tanabi","estância Miuza Helena","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,"GEOGRAFIA: brejo;",NA,"071","13",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","33016","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"173","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","26733","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2003","01","Brasil","São Paulo","Tanabi","sentido Ibiporanga","-49.6399993896484","-20.6200008392334",NA,NA,NA,NA,"GEOGRAFIA: interior de mata paludosa;",NA,"1152","23",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","33016","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"174","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16474","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1997","07","Brasil","São Paulo","Tarabaí","região do pontal","-51.5499992370605","-22.2999992370605",NA,NA,NA,NA,"GEOGRAFIA: capões de mata seca semidecídua e baixada com mata alterada;",NA,"4008","25",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","19552","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"175","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01910","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M. Ponce",NA,NA,NA,"B. Ollgaard et Windisch","1985","09","Brasil","São Paulo","Teodoro Sampaio","morro do diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: na mata, varjão úmido, terrestre;",NA,"4269","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"176","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10956","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","01","Brasil","São Paulo","Teodoro Sampaio","morro do diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: mata latifoliada mesófila tropical seca semidecídua;",NA,"1656","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"177","2021-04-08 20:48:51-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","01175","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","A. Salino",NA,NA,NA,"B. Ollgaard et Windisch","1985","09","Brasil","São Paulo","Teodoro Sampaio","morro do diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: na mata, varjão úmido, terrestre;",NA,"4269","11",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"178","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10957","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","01","Brasil","São Paulo","Teodoro Sampaio","morro do diabo","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: mata latifoliada mesófila tropical seca semidecídua;",NA,"1662","30",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"179","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10958","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1995","01","Brasil","São Paulo","Teodoro Sampaio","pontal do paranapanema","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: mata latifoliada mesófila tropical seca semidecídua;",NA,"1634","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"180","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","10954","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","M.R. Pietrobom-Silva",NA,NA,NA,"M.R. Pietrobom-Silva","1996","03","Brasil","São Paulo","Teodoro Sampaio","região do pontal","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: mata paludosa, mata ciliar e brejo;",NA,"3138","10",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"181","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","11119","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","B. Ollgaard et Windisch",NA,NA,NA,"P.G. Windisch","1986","02","Brasil","São Paulo","Teodoro Sampaio","região do pontal","-52.1599998474121","-22.5300006866455",NA,NA,NA,NA,"GEOGRAFIA: terrestre, na mata;",NA,"4723","26",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","54606","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"182","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22581","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Ubarana","faz. de paulo teixeira","-49.7099990844727","-21.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: interior de mata paludosa;",NA,"611","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"183","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22580","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Ubarana","faz. de paulo teixeira","-49.7099990844727","-21.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: interior de mata paludosa;",NA,"608","31",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"184","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22699","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Ubarana","faz. santa emília","-49.7099990844727","-21.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar conservada, margeada por brejo;",NA,"550","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"185","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22697","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Ubarana","faz. santa emília","-49.7099990844727","-21.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: brejo, com formação de sub-bosque;",NA,"559","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"186","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22698","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Ubarana","faz. santa palmira","-49.7099990844727","-21.1599998474121",NA,NA,NA,NA,"GEOGRAFIA: mata ciliar bem conservada, junto a nascente;",NA,"567","18",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","18296","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"187","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22853","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"V.S. Pereira","2000","06","Brasil","São Paulo","Ubatuba","PEIA","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,"039","07",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","34265","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
"188","2021-04-08 20:48:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","22693","S","Plantae","Thelypteridaceae","Thelypteris","interrupta","Thelypteris interrupta","(Willd) Iwatsuki","Athayde, F.P.F.",NA,NA,NA,"Athayde, F.P.F.","2000","05","Brasil","São Paulo","Uchoa","sentido tabapuã","-49.1699981689453","-20.9500007629395",NA,NA,NA,NA,"GEOGRAFIA: área de mata ciliar conservada;",NA,"434","05",NA,"América do Sul",NA,NA,"Tracheophyta","Polypodiales","19864","auto","Polypodiopsida",NA,NA,NA,NA,NA,NA
