"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","class","individualCount","relatedCatalogItem","sex"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025237","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"G. Hatschbach; J. M. Silva","61519","1995","1","15",NA,"Brazil","Espirito Santo","Alto Bananal (Mun. Venda Novo do Imigrante) Espírito Santo, Brazil",NA,NA,"PMC-DPP 004; Árvore, 8m, pétalas alvas, anteras amarelas.",NA,"Magnoliophyta","Myrtales","Gardner","J. J. Wurdack",NA,"-41.13365","-20.3278",NA,NA,NA,NA,NA,NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:19:45-03","UNICAMP","UEC","38071","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Silva, IA","278","1981","12","09",NA,"Brazil","Espírito Santo","Reserva Florestal da CVRD - Estrada Jaca, Lado direito.",NA,NA,"flor e fruto, Árvore em floresta alta, mais ou menos 20 m de altura e fuste de mais ou menos 12 m, DAP de 32 cm, diâmetro da copa de mais ou menos 4 m. Com flor branca e botão verde. Fuste cilíndrico e casca escamosa. Nome vulgar: amarradinha.",NA,"Magnoliopsida",NA,"Gardner","Martins, AB","Linhares","-40.0722007751465","-19.3910999298096",NA,"1986","04",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:19:45-03","UNICAMP","UEC","83185","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Thomaz, LD","s.n.","1993","05","25",NA,"Brazil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,"Planta de 11 m de altura, PAP de 24 cm, caule int. branco com nervuras. Estéril. Mata Atlântica de encosta.",NA,"Magnoliopsida",NA,"Gardner","Goldenberg, R","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,"1995","10",NA,NA,NA,"23813","auto","650","800",NA,NA,NA,NA,NA
"14","2019-08-20 10:19:45-03","UNICAMP","UEC","83189","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Thomaz, LD","s.n.","1993","06","02",NA,"Brazil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,"Planta de 14 m de altura, PAP de 23 cm, caule int. branco. Mata Atlântica de encosta.",NA,"Magnoliopsida",NA,"Gardner","Goldenberg, R","Santa Teresa","-40.6002998352051","-19.9356002807617",NA,"1995","10",NA,NA,NA,"23813","auto","650","800",NA,NA,NA,NA,NA
"15","2021-03-16 17:53:45-03","UCS","HUCS","15035","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, G.","61519","1995","01","15",NA,"Brasil","Espírito Santo","Alto Bananal",NA,NA,"árvore 8m, pétalas , anteras amarelas; mata pluvial da encosta de morro",NA,"Angiospermae","Myrtales","Gardner","Wurdack, J.J.","Venda Novo do Imigrante",NA,NA,NA,"1995",NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA
"16","2019-06-27 10:25:40-03","UFES","VIES","31273","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Curto, R.A.; Martins, L.T.; David, H.C. & Silva, A.E.","109","2010","09","06",NA,"Brasil","Espírito Santo","Floresta do Rosal.",NA,NA,NA,"VIES031273",NA,NA,"Gardner",NA,"Guaçuí","-41.6794013977051","-20.7756004333496","VIES031273",NA,NA,NA,NA,NA,"17884","auto","650","650",NA,NA,NA,NA,NA
"17","2020-04-27 16:10:35-03","UFES","VIES","12129","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Assis, A.M.","789","2000","01","19",NA,"Brasil","Espírito Santo","Parque Estadual Paulo César Vinha.",NA,NA,NA,"VIES012129",NA,NA,"Gardner","Assis, A.M.","Guarapari","-40.5110015869141","-20.6580009460449","VIES012129","2000","01","19",NA,NA,"28401","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-04-27 16:10:35-03","UFES","VIES","22566","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Gomes, J.M.L.","3886","2011","08","15",NA,"Brasil","Espírito Santo","Flona de Goytacazes.",NA,NA,NA,"VIES022566",NA,NA,"Gardner","Gomes, J.M.L.","Linhares","-40.0722007751465","-19.3910999298096","VIES022566","2011","08","15",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-04-27 16:10:35-03","UFES","VIES","17091","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Pereira, O.J.; et al.","6246","2000","07","11",NA,"Brasil","Espírito Santo","Reserva Ecológica de Jacarenema.",NA,NA,NA,"VIES017091",NA,NA,"Gardner","Giaretta, A.O.","Vila Velha","-40.2924995422363","-20.3297004699707","VIES017091 VIES017091_1","2012","06",NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-09-27 18:05:24-03","UFES","VIES","24418","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Oliveira, I.R.; Rocha, T.L. & Ribeiro, M.","86","2010","09","25",NA,"Brasil","Espírito Santo","Reserva Biológica de Córrego Grande.",NA,NA,NA,"VIES024418",NA,NA,"Gardner","Ribeiro, M.","Conceição da Barra","-39.7322006225586","-18.5932998657227","VIES024418 VIES024418_1","2011","10","14",NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-04-27 16:10:35-03","UFES","VIES","13474","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Gomes, J.M.L.","3700","2009","11","22",NA,"Brasil","Espírito Santo","APA Mestre Álvaro.",NA,NA,NA,"VIES013474",NA,NA,"Gardner","V.C. Freitas","Serra","-40.3078002929688","-20.1285991668701","VIES013474","2018","07","25",NA,NA,"16451","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-04-27 16:10:35-03","UFES","VIES","10632","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Botelho, R.M.; Assis, A.M. & Cribari, R.S.","69","2010","06","18",NA,"Brasil","Espírito Santo","Mestre Álvaro.",NA,NA,NA,"VIES010632",NA,NA,"Gardner","Assis, A.M.","Serra","-40.3078002929688","-20.1285991668701","VIES010632","2010","06","18",NA,NA,"16451","auto","220","220",NA,NA,NA,NA,NA
"23","2019-12-19 16:36:56-03","UNESP-IBB","BOTUW","729","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,NA,NA,NA,NA,NA,NA,"Brasil","Espírito Santo","Comp. Vale do Rio Doce",NA,NA,NA,"BOTUW000729",NA,NA,"Gardner",NA,NA,"-40.533333","-19.866667",NA,NA,NA,NA,"40°32'W","19°52'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:34:57-03","MBM","MBM","171514","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61519",NA,NA,NA,"Southern America","Brazil","Espírito Santo","Alto Bananal",NA,NA,NA,"MBM171514",NA,NA,"Gardner","Wurdack, J.J.","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525","MBM171514",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"25","2017-05-09 16:59:37-03","MNHN","RECOLNAT_MNHN_P","P01168046","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea","isotype","Gardner, G.",NA,NA,NA,NA,NA,"Brésil",NA,"Montagne des Orgues","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01168046' target='other'> <mi>dwc_moreinfo</mi></a>","P01168046",NA,NA,"Gardner",NA,NA,NA,NA,"P01168046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5704 pp",NA,NA,NA,NA
"26","2017-04-19 15:35:50-03","MNHN","RECOLNAT_MNHN_P","P01168047","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea","isotype","Gardner, G.",NA,"1842","11","1",NA,"Brésil",NA,"Prov. Minas Geraes","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01168047' target='other'> <mi>dwc_moreinfo</mi></a>","P01168047",NA,NA,"Gardner",NA,NA,NA,NA,"P01168047_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"5704 pp",NA,NA,NA,NA
"27","2015-09-04 20:34:39-03","MNHN","RECOLNAT_MNHN_P","P05231982","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Abrantes, S.",NA,NA,NA,NA,NA,"Brasil",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05231982' target='other'> <mi>dwc_moreinfo</mi></a>","P05231982",NA,NA,"Gardner",NA,NA,NA,NA,"P05231982_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-04 20:34:39-03","MNHN","RECOLNAT_MNHN_P","P05231988","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil",NA,NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05231988' target='other'> <mi>dwc_moreinfo</mi></a>","P05231988",NA,NA,"Gardner",NA,NA,NA,NA,"P05231988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-04 20:34:39-03","MNHN","RECOLNAT_MNHN_P","P05231984","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Glaziou, A.",NA,"1882","1","15",NA,"Brasil","Rio de Janeiro",NA,"hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05231984' target='other'> <mi>dwc_moreinfo</mi></a>","P05231984",NA,NA,"Gardner",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","P05231984_01",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"30","2015-09-04 20:34:39-03","MNHN","RECOLNAT_MNHN_P","P05231987","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Glaziou, A.",NA,"1881","12","26",NA,"Brasil","Rio de Janeiro","Alto Macahé.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05231987' target='other'> <mi>dwc_moreinfo</mi></a>","P05231987",NA,NA,"Gardner",NA,"Nova Friburgo","-42.5311012268066","-22.2819004058838","P05231987_01",NA,NA,NA,NA,NA,"33190","auto",NA,NA,"13860",NA,NA,NA,NA
"31","2015-09-04 20:34:39-03","MNHN","RECOLNAT_MNHN_P","P05231983","PreservedSpecimen",NA,"Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Glaziou",NA,"1881","12","26",NA,"Brasil","Rio de Janeiro","Alto Macahé.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05231983' target='other'> <mi>dwc_moreinfo</mi></a>","P05231983",NA,NA,"Gardner",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232","P05231983_01",NA,NA,NA,NA,NA,"57442","auto",NA,NA,"13860",NA,NA,NA,NA
"32","2017-05-09 17:05:05-03","MNHN","RECOLNAT_MNHN_P","P01168048","PreservedSpecimen",NA,"Melastomataceae","Mouriri","petroniana","Mouriri petroniana","isotype","Saldanha, J. de",NA,"1883","1","1",NA,"Brésil","Rio de Janeiro","Serra de Nova Friburgo (Rio Jan.)","hb",NA,"Donné par Mme SIMART, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01168048' target='other'> <mi>dwc_moreinfo</mi></a>","P01168048",NA,NA,"Cogn. & Saldanha",NA,NA,NA,NA,"P01168048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"7058",NA,NA,NA,NA
"33","2020-10-01 14:23:48-03","JBB","HEPH","17056","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, G","61519","1995","01","15","Southern America","Brasil","Espírito Santo","Alto Bananal",NA,NA,NA,NA,"Dicotyledon","Myrtales","Gardner","Wurdack, JJ","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525",NA,"1995",NA,NA,NA,NA,"15909","auto","100","100",NA,NA,NA,NA,NA
"34","2021-02-11 17:20:13-03","UFPR","UPCB","41563","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, G.","61519","1995","01","15",NA,"Brasil","Espírito Santo","BLOQUEADO",NA,NA,"Árvore 8m, pétalas alvas, anteras amarelas. Mata pluvial da encosta de morro. Alt. 1000m..","UPCB0019276",NA,NA,"Gardner","Wurdack, J.J.","Venda Nova do Imigrante",NA,NA,"UPCB0019276","1995","01","01","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2009-07-27 09:32:00-03","MO","MOBOT","3262838","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Auguste F.M. Glaziou","Glaziou 13860","1895","2","2","South America","Brazil","Goiás","Provincei de lopez.",NA,NA,NA,NA,NA,NA,"Gardner","Thomas Morley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2009-07-27 09:36:00-03","MO","MOBOT","3262908","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Auguste F.M. Glaziou","Glaziou 13860","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Gardner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-08-31 09:07:06-03","INPA","INPA","203610","S","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Hatschbach, GG","61519","1995","01","15","Southern America","Brasil","Espírito Santo","Alto Bananal",NA,NA,NA,"INPA0203610","Dicotyledon Com-Clade","Myrtales","Gardner","Wurdack, JJ","Venda Novo do Imigrante",NA,NA,"INPA0203610 INPA0203610_e","1995",NA,NA,NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA
"38","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","11771",NA,"Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"V. Demuner; et al","439","1999","12","30",NA,"Brasil","Espírito Santo","Estação Biológica de Santa Lúcia",NA,NA,"Arvore 18m, Dap 30cm, fuste 12m, botões florais, flores co sépalas cor verde, pétalas cor branca, anteras cor amarela. Interior de mata.","MBML011771",NA,NA,"Gardner","R. Goldenberg/2005","Santa Teresa","-40.530278","-19.971389","MBML011771",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","14730",NA,"Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"L. Kollmann; et al","4189","2001","07","12",NA,"Brasil","Espírito Santo","Santo Antônio",NA,NA,"Árvore 13m. DAP 22cm. Fuste 10m. Frutos verdes.","MBML014730",NA,NA,"Gardner","R. Goldenberg/2005","Santa Teresa","-40.589167","-19.922222","MBML014730",NA,NA,NA,"40W35'21","19S55'20",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","14892",NA,"Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"L. Kollmann; et al","4294","2001","08","09",NA,"Brasil","Espírito Santo","Rio Saltinho",NA,NA,"Arvoreto 6m na sombra. Frutos verdes.","MBML014892",NA,NA,"Gardner","R. Goldenberg/2005","Santa Teresa","-40.506944","-19.936111","MBML014892",NA,NA,NA,"40W30'25","19S56'10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","15769",NA,"Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"L. Kollmann; et al","5124","2001","12","04",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia",NA,NA,"Arvoreto 8m. Frutos laranjas.","MBML015769",NA,NA,"Gardner","R. Goldenberg/2005","Santa Teresa","-40.553056","-19.9075","MBML015769",NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","30228",NA,"Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"V. Demuner; R. R. Vervloet, M. Belisario e Elias Bausen.","4076","2007","05","29",NA,"Brasil","Espírito Santo","Colina Verde (Morro do Agudo), propr.: Israel Elias Ramos (trilha da casa).",NA,NA,"Árvore 16m, fuste 11m, Dap 30cm, frutos verde. Interior de mata.","MBML030228",NA,NA,"Gardner","R. Goldenberg/2015","Santa Leopoldina","-40.442222","-20.107778","MBML030228",NA,NA,NA,"40W26'32","20S6'28",NA,NA,"150","150",NA,NA,NA,NA,NA
"43","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","12971",NA,"Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"G. Hatschbach; et al","61519","1995","01","15",NA,"Brasil","Espírito Santo","Alto Bananal",NA,NA,"Árvore, 8m, pétalas alvas, anteras amarelas. Mata pluvial de encosta de morro. Altitude de 1000m. EX HERB MBM.","MBML012971",NA,NA,"Gardner","J. Wurdack/1995","Venda Nova do Imigrante","-41.1347007751465","-20.3397006988525","MBML012971",NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-18 11:40:51-03","UERJ","HRJ","11407","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"?","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha Grande.",NA,NA,NA,"HRJ00011407",NA,NA,"Gardner",NA,"Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-18 11:40:51-03","UERJ","HRJ","12347","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"L. P. G. Rosa; W. Silva","s.n.","2011","11","06",NA,"Brasil","Rio de Janeiro","Ilha Grande.",NA,NA,NA,"HRJ00012558",NA,NA,"Gardner","J.F.A. Baumgratz","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,NA,"32988","auto","574","574",NA,NA,NA,NA,NA
"46","2021-02-25 10:13:00-03","CVRD","CVRD","14384","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Siqueira, G.S.","864","2013","03","18","América do Sul","BRASIL","ES",NA,NA,NA,"<ll>dwc_commonname:</ll> Amarradinha","CVRD014384","Magnoliophyta","Myrtales","Gardner","Geovane S. Siqueira","Linhares","-39.968917","-19.09775","CVRD014384","2013","03","26","39°58'08,1W","19°05'51,9S",NA,NA,"45","45",NA,"Magnoliopsida",NA,NA,NA
"47","2021-02-25 10:13:00-03","CVRD","CVRD","13846","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Folli, D.A.","6887","2012","07","25","América do Sul","BRASIL","ES",NA,NA,NA,"coletado na em floresta de aluvial do baixo Rio Doce <ll>dwc_commonname:</ll> Amarradinha","CVRD013846","Magnoliophyta","Myrtales","Gardner","Domingos A. Folli","Linhares","-40.0722007751465","-19.3910999298096","CVRD013846","2012","07","25",NA,NA,"48094","auto","30","30",NA,"Magnoliopsida",NA,NA,NA
"48","2021-02-25 10:13:00-03","CVRD","CVRD","831","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Silva, I.A.","278","1981","12","09","América do Sul","BRASIL","ES",NA,NA,NA,"<ll>dwc_commonname:</ll> Amarradinha","CVRD000831","Magnoliophyta","Myrtales","Gardner","T. Morley","Linhares","-40.0722007751465","-19.3910999298096","CVRD000831","1985","11","12",NA,NA,"48094","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
"49","2021-02-25 10:13:00-03","CVRD","CVRD","15167","PreservedSpecimen","Plantae","Melastomataceae","Mouriri","arborea","Mouriri arborea",NA,"Siqueira, G.S.","1022","2014","11","18","América do Sul","BRASIL","ES",NA,NA,NA,"<ll>dwc_commonname:</ll> Amarradinha","CVRD015167","Magnoliophyta","Myrtales","Gardner","Renato Goldenberg","Linhares","-40.0722007751465","-19.3910999298096","CVRD015167","2017","03","30",NA,NA,"48094","auto",NA,NA,NA,"Magnoliopsida",NA,NA,NA
