"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-10-09 11:28:24-03","UFBA","ALCB","035165","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S.Suárez","Braga, JMA","Bacelar, TG; Martins, LSS; Santos, BR dos","67","1998","04","20","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da Universidade Estadual de Santa Cruz, Km 16 da Rod. Ilhéus-Itabuna (BR 415). Coletas efetuadas em plantação de cacau","-39.033333","-14.783333",NA,"0,70 m. Folhas com faces adaxial verde lustroso e abaxial verde-claro. Inflorescência com brácteas verdes, flores amarelo-pálido.",NA,NA,"40","40","1998","07","-39.033333","-14.783333",NA,NA,NA,NA,NA,NA,NA
"12","2021-02-24 18:14:24-03","UFBA","ALCB","039298","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S.Suárez","Saka, M.N.","Mattos Silva, LA; Miranda, AS de; Brito, TA; Souza, MG","3882","1998","11","20","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da Universidade Estadual de Santa Cruz, Km 16 da Rod. Ilhéus-Itabuna (BR 415). Coletas na  rea da Reserva (remanescente de Mata Atlntica), próximo & cerca da frente","-39.166667","-14.8",NA,"60 cm. Flores amarelo-pálido com brácteas verdes.","ALCB020173","ALCB020173","40","40","2014","10","-39.166667","-14.8",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:28:24-03","UFBA","ALCB","08880","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S.Suárez","Saka, M.N.","Gusmão, EF de; Brito, Y","429","1976","07","05","Southern America","Brasil","Bahia",NA,"Serra da Copioba",NA,NA,NA,NA,"ALCB020170","ALCB020170",NA,NA,"2014","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:28:24-03","UFBA","ALCB","128813","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S.Suárez","Luna, NK","Silva, JPN; Paixão, JL","2","2015","08","18","Southern America","Brasil","Bahia","Ilhéus","Campus UESC. Margem do Rio Cachoeira, Km 16 da Rod. Ilhéus - Itabuna (BR 415).","-39.166667","-14.8",NA,"Folhas esverdeadas discolores. Inflorescência com brácteas verdes e flores amarelas.","ALCB046237","ALCB046237","40","40","2017","11","-39.166667","-14.8",NA,NA,"09",NA,NA,NA,NA
"15","2019-10-09 11:28:24-03","UFBA","ALCB","66224","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S.Suárez","Saka, M.N.","Mattos Silva, LA; Alunos de Agronomia","4734","2003","05","22","Southern America","Brasil","Bahia","Ilhéus","Litoral Sul, Campus da UESC. Próximo a entrada da reserva do córrego","-39.166667","-14.8",NA,"Rizomatosa. Ca. de 60cm. Folhas com face adaxial verde escura e face abaxial verde- clara, ambas glabras. Inflorescência com brácteas verde-escura e brilhosa, flores cremes.; Área de cabruca. Solo argilo-silicoso.","ALCB020169","ALCB020169","45","45","2014","10","-39.166667","-14.8",NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:28:24-03","UFBA","ALCB","71205","PreservedSpecimen","Plantae","Monocotyledon",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S.Suárez","Arns, RY","Hatschbach, G; Hatschbach, M; Motta, JT","63291","1995","08","14","Southern America","Brasil","Bahia",NA,"rod. BR-101, próximo a Itabebi",NA,NA,NA,"folhas até 1 m. Brácteas verde. Flor creme.","ALCB020171","ALCB020171",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:37:10-03","NBC","NL-BOTANY","L.1481905","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum.",NA,"Herb Persoon",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasil.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1481905 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1481905","NL-L1481905",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"18","2020-02-08 10:37:10-03","NBC","NL-BOTANY","U.1391097","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum.",NA,"Casari MB",NA,"1979","10","11","Southern America","Brazil",NA,NA,"Mun. de Rio de Janeiro, Jardim Botanico, caminho para Paineiras, via Pedre do Beijo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1391097 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1391097","NL-U1391097",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"19","2020-02-08 10:37:10-03","NBC","NL-BOTANY","U.1391098","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum.",NA,"Harley RM; et al.",NA,"1977","03","09","Southern America","Brazil",NA,NA,"Estado da Bahia, Coastal zone, Cepec, Itabuna, Quadra D, reserva Botanica, somewhat disturbed rain forest in old cacau plantation.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1391098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1391098","NL-U1391098",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"20","2020-02-08 10:37:10-03","NBC","NL-BOTANY","U.1391099","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum.",NA,"Maas PJM; Maas-van de Kamer H; Hage JL",NA,"1987","11","24","Southern America","Brazil",NA,NA,"Flora of Brazil, Bahia: Mun. de Ilheus, grounds of CEPEC (km 22 of road BR-415, from Ilheus to Itabuna), old forested cacao plantation.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1391099 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1391099","NL-U1391099",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"21","2020-11-04 11:13:06-03","ESALQ","ESA","95856","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica",NA,"Saka, M.N.","Paula-Souza, J.; Zuloaga, F.O.; Morrone, O.; Tsuji, R.; Silveira, M.F.","6178.0","2006","07","19",NA,"Brasil","Bahia","Ilhéus","Estrada para Itabuna, km 22. Plantação de cacau na área do CEPEC","-39.0494003295898","-14.7889003753662",NA,"Erva, flores amarelas","ESA095856","ESA095856",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA
"22","2020-11-04 11:13:06-03","ESALQ","ESA","69386","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, M.N.","Souza, J.P.; Mendes, J.C.T.; Ferraz, K.M.B.; Ferraz, S.F.B.; Silva, E.V.; Valente, R.; Rocha, E.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.","3418.0","2000","04","23",NA,"Brasil","São Paulo","São Sebastião","Praia da Baleia, Rua Olavo Pazzanesi, 100 m da antiga Rio - Santos, remanescente margeando loteamentos. Interior de Caxetal com perturbação.","-453.954","-234.627",NA,"Erva, inflorescências passadas","ESA069386","ESA069386","10","10","2013",NA,"-453,954","-234,627",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 11:13:06-03","ESALQ","ESA","62629","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, M.N.","Boone, W.","1002.0","1986","01","10",NA,"Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,"ESA062629","ESA062629",NA,NA,"2013",NA,NA,NA,"23813","auto",NA,NA,NA,NA,NA
"24","2020-11-04 11:13:06-03","ESALQ","ESA","62947","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, M.N.","Souza, V.C. et al.","21736.0","1998","12","18",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,"ESA062947","ESA062947",NA,NA,"2013",NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA
"25","2015-07-02 14:02:48-03","JBP","HPL","11423","S","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K. Schum.","S. Vieira","S. Vieira & K. Soares","330","2009","11","13",NA,"Brasil","SP","Nova Odessa","Coletado e cultivado no Jardim Botânico Plantarum, no Bosque dos Abacateiros.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,"2009","11",NA,NA,"8440","auto","13",NA,NA,NA,NA
"26","2015-07-02 14:02:48-03","JBP","HPL","11986","S","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K. Schum.","S. Vieira","S. Vieira","400","2010","05","06",NA,"Brasil","SP","Nova Odessa","Coletada em cultivo no Jardim Botânico Plantarum, Bosque das Helicônias, canteiro 5; crescendo na sombra.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,"2010","05",NA,NA,"8440","auto","06",NA,NA,NA,NA
"27","2015-07-02 14:02:48-03","JBP","HPL","5035","S","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscol) K. Schum.","S. Vieira","H. Lorenzi","1707","2004","05","01",NA,"Brasil","RJ","Rio de Janeiro","Coletada no sítio R. Burle Marx.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"2004","05",NA,NA,"57442","auto","01",NA,NA,NA,NA
"28","2015-07-02 14:02:48-03","JBP","HPL","5036","S","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscol) K. Schum.","V.L.C.R. Uliana & S. Vieira","E.R. Salviani & H. Lorenzi","908","2000","01","13",NA,"Brasil","RJ","Rio de Janeiro","Coletada no Sítio R. Burle Marx.","-43.2075","-22.9028",NA,NA,NA,NA,NA,NA,"2001","10",NA,NA,"57442","auto","01",NA,NA,NA,NA
"29","2015-07-02 14:02:48-03","JBP","HPL","10624","S","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K. Schum","S. Vieira & R.Tsuji","S. Vieira & R.Tsuji","221","2006","06","12",NA,"Brasil","SP","Nova Odessa","Coletado no Instituto Plantarum, na coleção de Heliconiaceae.","-47.29","-22.77",NA,NA,NA,NA,NA,NA,"2008","06",NA,NA,"8440","auto","12",NA,NA,NA,NA
"30","2015-07-02 14:02:48-03","JBP","HPL","12272","S","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K. Schum.","D.S. Gissi & V.C. Souza","S. Vieira, H. Lorenzi, E. Jacques & M. Peixoto","450","2010","12","10",NA,"Brasil","ES","Fundão","Coletada na beira da estrada, sentido Santa Teresa.","-40.4067","-19.9325",NA,NA,NA,NA,NA,NA,"2011","05",NA,NA,"27186","auto","23",NA,NA,NA,NA
"31","2019-02-15 11:45:26-02","IPA","IPA","18852","S","Plantae","Plantae",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Luna, N.K.","Andrade-Lima","68-5418","1968","07","30","Southern America","Brasil","Pernambuco","Vicência","Serra da Mascarenha, Engenho Jundiá, na mata da Serra da Mascarenha.","-35.3266983032227","-7.65693998336792",NA,NA,"IPA0018852",NA,NA,NA,"2018","08",NA,NA,"21084","auto","08",NA,NA,NA,NA
"32","2019-02-15 11:45:26-02","IPA","IPA","60743","S","Plantae","Plantae",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, M.N.","Baracho, G.; Lopes, A.V.F.; Pierrot, L.M.; Lopes, A.V.F.; Pierrot, L.M.","491","1997","08","14","Southern America","Brasil","Pernambuco","São Lourenço da Mata","Estação Ecológica de Tapacurá, Microrregião do Recife, Mesorregião Metropolitana do Recife, Zona da Mata.","-35.033333","-7.833333",NA,"Indivíduo em pequena população, no interior da mata, ca. 1,0m. Sinflorescência com brácteas esverdeadas. Flores diminutas, alvas, ornitófilas.; Mata do Camocim.","IPA0060743",NA,NA,NA,"2013","04","-35.033333","-7.833333",NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:45:26-02","IPA","IPA","3591","S","Plantae","Plantae",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, M.N.","Pickel, B.","2338","1930","02","24","Southern America","Brasil","Pernambuco",NA,"Tapera. São Bento.",NA,NA,NA,"Mata da Cuieira.","IPA0003591",NA,NA,NA,"2013","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-27 16:44:06-03","UFSC","CTBS","2882","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum.",NA,"Mota, M. & Marques-Neto, R.","118","2016","02","05",NA,"Brasil","Minas Gerais","Lima Duarte","Serra de Lima Duarte. Estrada de terra dentro do Sítio do Pão de Angu","-43.879167","-21.883056",NA,"Erva, 30cm, flores brancas, em nascente após trilha que inicia envolta por enorme touceira de Bambus e A. angustifolia.",NA,NA,"897","897",NA,NA,"43°52'45W","21°52'59S",NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:39:17-03","UFJF","CESJ","43681","PreservedSpecimen","Plantae","Angiosperma",NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum","S. Vieira","G. Hatschbach; M. Hatschbach; J.M. Silva","68405","1998","11","01","América do Sul","Brasil","Bahia",NA,"Rod. BR-101,proximo do trevo para Mascote(Mun.Mascote) Bahia.",NA,NA,NA,"TERRÍCOLA,ATÉ 1,50m,FLOR CREM. PLANTAÇÕES DE CACAU.","CESJ043681",NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:39:17-03","UFJF","CESJ","45632","PreservedSpecimen","Plantae","Angiosperma",NA,"Marantaceae","Calathea","cylindrica","Calathea cylindrica","(Roscoe) K.Schum","S. Vieira","G. Hatschbach; M. Hatschbach; J.M. Silva","68405","1998","10","11","América do Sul","Brasil","Bahia",NA,"Rod. BR-101,proximo do trevo para Mascote ( Mun.Mascote) Bahia.",NA,NA,NA,"TERRICULA,ATÉ 1,5 m,FLOR CREME. PLANTAÇÕES DE CACAU.","CESJ045632",NA,NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-21 14:39:17-03","UFJF","CESJ","375","PreservedSpecimen","Plantae","Angiosperma",NA,"Marantaceae","Calathea","grandifolia","Calathea grandifolia","Ldl.","Osw.Handro","L. Krieger","CESJ375","1943","01","20","América do Sul","Brasil","São Paulo","São Paulo","Santo Amaro","-46.6300010681152","-23.5400009155273",NA,"Erva alta da mata. Flores brancas em espiga volumosa.","CESJ000375",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA
"38","2019-11-27 13:50:28-03","UFS","ASE","2686","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, MN","Viana, G","605","1982","08","09","Southern America","Brasil","Sergipe","Riachão do Dantas",NA,"-37.724722","-11.068889",NA,"Arbusto. Flores alvas, folhas de mais ou menos 50cm de comprimento.; Arbusto. Flores alvas, folhas de mais ou menos 50cm de comprimento.; Caatinga hipoxerófila","ASE0014457","ASE0014457",NA,NA,"2013","04","-37.724722","-11.068889",NA,NA,NA,NA,NA,NA,NA
"39","2019-11-27 13:50:28-03","UFS","ASE","36461","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez",NA,"Farias, MCV; Santos, E; Figueiredo, MA; Santana, JP","A601","2014","06","25","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda de Dr. Belmiro","-37.7332","-11.0332",NA,"Área de Transição entre Caatinga e Mata Atlântica.","ASE0036906","ASE0036906",NA,NA,NA,NA,"-37.7332","-11.0332",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:50:28-03","UFS","ASE","30266","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Matos, GMA","Matos, GMA; Farias, MCV; Lima, BCS; Santos, E","326","2013","11","28","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Dr. Belmiro","-38.225611","-11.058972",NA,"Herbácea, 80 cm. de alt. Inlforescêcia co flores brancas.; Agreste.","ASE0001710","ASE0001710",NA,NA,"2014","01","-38.225611","-11.058972",NA,NA,"17",NA,NA,NA,NA
"41","2019-11-27 13:50:28-03","UFS","ASE","29762","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Freire, GS","Farias, MCV; Rocha, LP; Freire, GS; Santos, E","376","2013","10","24","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Senhor Delmiro","-38.234056","-11.051472",NA,"Herbácea. ca. 50 cm. Inflorescência com flores alvas.; Mata Atlântica.","ASE0001323","ASE0001323",NA,NA,"2013","11","-38.234056","-11.051472",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-27 13:50:28-03","UFS","ASE","29919","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Campos, DA","Farias, MCV; Santos, E; Santana, JP; Souza, AF","440","2013","09","12","Southern America","Brasil","Sergipe","Riachão do Dantas","Fazenda Zezé Rocha","-38.416861","-10.113722",NA,"Ca. de60 cm. Folha lisa. Flor amarela.","ASE0001415","ASE0001415",NA,NA,NA,NA,"-38.416861","-10.113722",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:50:28-03","UFS","ASE","39031","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Nunes, SS","Nunes, SS; Santos, E; Farias, MCV","296",NA,NA,NA,"Southern America","Brasil","Sergipe","Cristinápolis","Assentamento Sao Roque","-37.06079","-10.55213",NA,"Erva ca. 0,60 cm. Flores alvas.; Mata Atlântica","ASE0040502",NA,NA,NA,NA,NA,"-37.06079","-10.55213",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-27 13:50:28-03","UFS","ASE","4356","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Marantaceae","Goeppertia","cylindrica","Goeppertia cylindrica","(Roscoe) Borchs. & S. Suárez","Saka, MN","Viana, G","1475","1986","06","11","Southern America","Brasil","Sergipe","Riachão do Dantas",NA,"-37.724722","-11.068889",NA,"erva. Inflorescencia com brácteas verdes e flores alvas.; erva. Inflorescencia com brácteas verdes e flores alvas.; Mata seca","ASE0015621","ASE0015621",NA,NA,"2013","04","-37.724722","-11.068889",NA,NA,NA,NA,NA,NA,NA
