"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","typeStatus","fieldNumber","dayIdentified","individualCount","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00984784","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","D. Philcox","4277","1968","02","10","South America","Brazil","Goiás",NA,"c. 1 km S. of Lagoa c. 130 km NE of Brasília",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131696' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984784","NY00984784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00984783","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","E. Pereira","7392","1963","03","28","South America","Brazil","Goiás",NA,"Rio Cabeça de Veado",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984783","NY00984783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00984782","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","E. P. Heringer","11295","1967","01","18","South America","Brazil","Goiás",NA,"Granja Samambaia, Rio Corumbá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984782","NY00984782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00984761","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","15344","1966","04","26","South America","Brazil","Distrito Federal","Brasília","Near Ribeirão Torto, N.E. of Lagôa Paranoá.","-47.87","-15.72","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984761","NY00984761_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00984780","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","R. P. Belém","2021","1965","12","16","South America","Brazil","Goiás",NA,"Margem da Rodovia Brasília-Anápolis",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984780","NY00984780_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00984775","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","R. H. Fortunato","M. C. Garcia Kirkbride","1490","1981","02","25","South America","Brazil","Distrito Federal","Brasília","Fazenda Agua Limpo. Campo Experimental da UnB","-47.9","-15.95","1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984775","NY00984775_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00984771","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","W. R. Anderson","11425","1975","02","17","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km SW of Brasília on BR-060","-47.87","-15.65","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131630' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984771","NY00984771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00984779","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","R. P. Belém","2021","1965","12","16","South America","Brazil","Goiás",NA,"Margem da Rodovia Brasília-Anápolis",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984779","NY00984779_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00984768","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","11045","1965","12","04","South America","Brazil","Distrito Federal",NA,"Near Rio Descoberto, on the Goiás - D. F. boundary between Anápolis and Brasília","-48.25","-15.97","1010","1010","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984768","NY00984768_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00984787","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","G. G. Hatschbach","G. G. Hatschbach","39329","1977","01","08","South America","Brazil","Goiás","Abadiânia",NA,"-48.7067","-16.2044",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131702' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984787","NY00984787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00984781","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","E. P. Heringer","11295","1967","01","18","South America","Brazil","Goiás",NA,"Granja Samambaia, Rio Corumbá",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984781","NY00984781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00984760","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","15344","1966","04","26","South America","Brazil","Distrito Federal","Brasília","Near Ribeirão Torto, N.E. of Lagôa Paranoá.","-47.87","-15.72","975","975","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984760","NY00984760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00984753","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","31936","1971","03","16","South America","Brazil","Goiás","São João d'Aliança","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança, near Riacho","-47.5333","-14.72711","850","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131527' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984753","NY00984753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00984758","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","19411","1968","02","01","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km N.E. of Brasília. Chapada da Contagem.","-47.87","-15.7","1200","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984758","NY00984758_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00984762","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","12097","1966","01","28","South America","Brazil","Distrito Federal","Brasília","Ca. 25 km E. of Brasília","-47.68338","-15.7833","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984762","NY00984762_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00984773","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","B. Maguire","57126","1963","10","18","South America","Brazil","Distrito Federal","Brasília","Parque do Gama","-48.05","-16.03",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984773","NY00984773_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00984754","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","2596","1959","02","07","South America","Brazil","Distrito Federal","Brasília","101 km NE of Anápolis on road to Brasilia","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131530' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984754","NY00984754_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00984769","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","10166","1965","11","10","South America","Brazil","Distrito Federal","Brasília","Adjacent to Parque Municipal do Gama","-48","-16","1150","1150","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131617' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984769","NY00984769_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00984764","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","11540","1966","01","10","South America","Brazil","Distrito Federal","Brasília","Córrego Covanças, near Chapada da Contagem, ca. 20 km N.E. of Brasília","-47.78471","-15.6555","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984764","NY00984764_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00984765","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","11540","1966","01","10","South America","Brazil","Distrito Federal","Brasília","Córrego Covanças, near Chapada da Contagem, ca. 20 km N.E. of Brasília","-47.78471","-15.6555","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131611' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984765","NY00984765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00984785","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","E. Onishi","42","1970","09","24","South America","Brazil","Distrito Federal","Brasília","near Universidade de Brasília","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984785","NY00984785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00984756","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","26352","1970","02","18","South America","Brazil","Distrito Federal","Brasília","Morro da Igreginha, ca. 5 km SSE of Planaltina","-47.65855","-15.6237","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131535' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984756","NY00984756_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00984776","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","R. C. Barneby","M. Pereira Neto","580","1990","01","31","South America","Brazil","Distrito Federal","Brasília","Area do Cristo Redentor","-47.9","-15.9",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131666' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984776","NY00984776_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01057704","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","A. P. Fortuna Perez","J. G. A. Vieira","12","1980","10","08","South America","Brazil","Distrito Federal","Brasília","Parque Nacional de Brasilia","-48","-15.62","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162158' target='other'> <mi>dwc_moreinfo</mi></a>","NY01057704","NY01057704_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00984777","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","R. H. Fortunato","E. P. Heringer","2575","1979","10","22","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131654' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984777","NY00984777_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00984766","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","11512","1966","01","09","South America","Brazil","Distrito Federal","Brasília","Córrego Paranoazinho, near Sobradinho.","-47.9294","-15.7797","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984766","NY00984766_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00984757","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","J. W. Grear","H. S. Irwin","25302","1970","01","24","South America","Brazil","Goiás","Catalão","Contraforte Central, Serra do Facão, ca. 40 km N.E. of Catalão.","-47.68268","-17.91116","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131583' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984757","NY00984757_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00984786","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","R. C. Barneby","G. F. J. Pabst","8791","1966","01","28","South America","Brazil","Goiás",NA,"km 62 da estrada Brasília-Anápolis, margens do Rio Lajes",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1131698' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984786","NY00984786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:41:39-03","EAO","IAN","137977","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Eriosema","glaziovii","Eriosema glaziovii","Harms","Grear Jr., JW; Grear Jr., JW","Irwin, HS; Souza, R; Santos, RR dos","11045","1965","12","04","Southern America","Brasil","Goiás",NA,"Common. Campo and cerrado, near Rio Descoberto, on the Goiás-D.F. boundary between Anápolis and Brasilia.",NA,NA,"1010","1010",NA,"Creeping herb, the stems to 1 m long. Corolla yellow. Fruit green.","IAN137977",NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:39-03","EAO","IAN","1753","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"Glaziou, AFM","20891",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN001753","IAN001753_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:39-03","EAO","IAN","93067","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"sc","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN093067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:12:52-03","NBC","NL-BOTANY","U.1243120","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Eriosema","glaziovii","Eriosema glaziovii","Harms",NA,"Oldenburger FHF; Mecenas VV",NA,"1975","12","04","Southern America","Brazil",NA,NA,"D.F. Near Planaltina on monument hill, Cerrado.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1243120 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1243120","NL-U1243120",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:13:29-03","UNICAMP","UEC","124244","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Rodrigues, RS; Flores, AS","Rodrigues, RS; Belinello, R; Flores, AS; Barbosa, AR; Simões, AO","1398","2002","02","07",NA,"Brazil","Distrito Federal","Brasília","Planaltina, BR 020, junto Estação Ecológica de Água","-47.633333","-15.583333",NA,NA,NA,"flor, Em cerrado na beira da rodovia, subarbusto prostrado, corola amarela.",NA,NA,"2002",NA,"-47.633333","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-20 10:13:29-03","UNICAMP","UEC","124259","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Rodrigues, RS; Flores, AS","Flores, AS; Belinello, R; Rodrigues, RS; Barbosa, AR; Simões, AO","826","2002","02","06",NA,"Brazil","Goiás","Catalão","Distrito de Pires Belo, BR 050, km 237,","-47.766667","-17.85",NA,NA,NA,"fruto, Em cerrado na beira da rodovia, subarbusto prostrado, corola amarela, frutos imaturos, frequente.",NA,NA,"2002",NA,"-47.766667","-17.85",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:30:34-03","UNICAMP","UEC","170889","S","Plantae","Magnoliopsida",NA,"Fabaceae","Eriosema","glaziovii","Eriosema glaziovii","Harms","Guarino, ESG; et al.","Guarino, ESG; Salles, PA; Pereira, JB","42","2000","03","28",NA,"Brazil","Distrito Federal","Brasília","Fazenda Sucupira (FAZ), atrás da Mata do Riacho Fundo, próximo a sede da Caprinocultura.","-48","-15.866667","1100","1100",NA,"Erva terestre, estames amarelos, flor amarela.; Campo sujo, solo argiloso.","UEC046015","UEC046015",NA,NA,"-48","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
