"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount"
"11","2020-11-04 10:58:34-03","ESALQ","ESA","39571","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii",NA,"Duarte, A.R.","Farah, F.T. ; Gorenstein, M.R.","19.0","1997","07","26",NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,"ESA039571","ESA039571",NA,NA,NA,"26998","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 10:58:34-03","ESALQ","ESA","25133","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Souza, V.C.; Souza, J.P. et al.","9253.0","1995","10","08",NA,"Brasil","São Paulo","Itanhaém","Fazenda São Luís. Mata Atlântica.","-46.7799987792969","-24.1800003051758",NA,"Erva; brácteas verde-claras; corola alva com pintas vinho internamente.","ESA025133","ESA025133",NA,NA,NA,"26998","auto",NA,"1999",NA,NA,NA,NA,NA
"13","2015-07-02 14:55:12-03","JBP","HPL","353","S","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wasshausen & L. B. Smith","H. Lorenzi","H. Lorenzi","3174","2002","02","26",NA,"Brasil","PR","Paranaguá","Colonia Guintilho do lado da cachoeira na mata, formando densa vegetação a meia sombra.","-48.615183","-25.638783",NA,NA,NA,NA,NA,"60","60",NA,NA,NA,"2002","02","26","48° 36' 911 W","25° 38' 327 S",NA
"14","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0001367","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm. in Reitz","D.C. Wasshausen","O. S. Ribas; Barbosa, L. B. S. Pereira","1614","1996","11","7",NA,"Brazil","Parana",NA,"Estrada da Graciosa, Recanto Cavalcanti (Mun. Morretes) Parana","-48.8167","-25.4667",NA,"1367; Herbacea, ate 70cm, flores alvas, petalas inferiores vinosas.",NA,NA,NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:21:04-03","UNICAMP","UEC","88415","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C","Rodrigues, RR; Souza, VC; Souza, JP; Scalon, VR; Ivanauskas, NM; Arzolla, FARDP","152","1995","09","03",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo da Caverna do Diabo. Trilha do rolado. Mata Atlântica.","-48.394722","-24.6475",NA,"Arbusto, 0,7 cm alt.; flores com labelo branco e máculas carmim.","UEC022250","UEC022250",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.394722","-24.6475",NA
"16","2019-08-20 10:02:06-03","UNICAMP","UEC","142719","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.",NA,"Meireles, JE; R; Ikemoto, E; Firetti, F; Kubota, U; Obando, S; Furtado, AG; Ávila-Jr, R","247","2005","03","25",NA,"Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilah da Água Grande/ Ressurgência. Floresta Ombrófila Densa Baixo Montana pouco degradada sobre afloramento de calcário.","-48.403611","-24.630556",NA,"Erva 50 cm. Folhas cartáceas glabras. Brácteas pardas. Flores com corola branca e anteras brancas.","UEC022254","UEC022254",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-48.403611","-24.630556",NA
"17","2021-03-01 16:21:04-03","UNICAMP","UEC","36525","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Wasshausen, DC","Hatschbach, G","s.n.","1967","09","14",NA,"Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,"Erva 50 cm, flor alvecente com ápice rosado. Mata pluvial sombria, encosta de morro.","UEC022258","UEC022258",NA,NA,NA,"37295","auto",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:21:04-03","UNICAMP","UEC","36554","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C","Silva, JS","413","1975","10","23",NA,"Brazil","São Paulo","Cananéia","Praia do Marujá","-47.9199981689453","-25.0100002288818",NA,"Erva de +/- 0,30 cm. de altura, flores brancas.","UEC022262","UEC022262",NA,NA,NA,"37574","auto",NA,"1999",NA,NA,NA,NA,NA
"19","2021-03-01 16:21:04-03","UNICAMP","UEC","76613","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C","Souza, VC; Souza, JP; et al.","9253","1995","10","08",NA,"Brazil","São Paulo","Itanhaém","Fazenda São Luís, Mata Atlântica.","-46.7799987792969","-24.1800003051758",NA,"Erva; brácteas verde-claras; corola alva com pintas vinho internamente.","UEC022260","UEC022260",NA,NA,NA,"26998","auto",NA,"1999",NA,NA,NA,NA,NA
"20","2021-03-01 16:21:04-03","UNICAMP","UEC","149496","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C","Souza, VC; Souza, JP; Ivanauskas, NM; Duarte, AR; Eterovic, A; Marques, OAV","11072","1996","04","11",NA,"Brazil","São Paulo","Itanhaém","Ilha da Queimada Grande, A Ilha da Queimada Grande possui especial interesse ecológico por nela ocorrer de forma endêmica a jararaca ilhoa (Bothrops insularis).","-46.7799987792969","-24.1800003051758",NA,"Erva; corola alva com fauce arroxeada. Interior de mata.","UEC022256","UEC022256",NA,NA,NA,"26998","auto",NA,"1999",NA,NA,NA,NA,NA
"21","2019-08-20 10:02:09-03","UNICAMP","UEC","33761","S","Plantae","Magnoliopsida",NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.",NA,"Begossi, A","15006","1983","10","03",NA,"Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"UEC022252","UEC022252",NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-10-14 09:57:55-03","FURB","FURB","15968","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Funez, L.A.","Dreveck, S.; Carneiro, F.E.","1261","2009","11","17",NA,"Brasil","Santa Catarina","Joinville","Pirai.","-48.9619444","-26.28",NA,"Florística IFFSC 1027 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: herbácea; flor verde clara","FURB13737","FURB13737",NA,"85","85",NA,NA,NA,"2018","06","18","-48.9619444","-26.2800000",NA
"23","2020-10-14 09:57:55-03","FURB","FURB","30224","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Funez, L.A.","Dreveck, S.; Carneiro, F.E.","1881","2010","03","15",NA,"Brasil","Santa Catarina","São Francisco do Sul","Vila da Glória.","-48.69","-26.19",NA,"Florística IFFSC 1052 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento Habito: erva terrícola; flor roxa","FURB13724","FURB13724",NA,"430","430",NA,NA,NA,"2018","06","18","-48.6900000","-26.1900000",NA
"24","2020-10-14 09:57:55-03","FURB","FURB","45612","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Funez, L.A.","Gasper, A.L. de","3649","2015","02","03",NA,"Brasil","Santa Catarina","Joinville","Condomínio Perini Business Park.","-48.8777778","-26.2366666",NA,NA,"FURB13749","FURB13749",NA,"20","20",NA,NA,NA,"2018","06","18","-48.8777778","-26.2366666",NA
"25","2020-12-21 16:10:56-03","MBM","MBM","36521","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","5033","1958","09","21","Southern America","Brazil","Paraná","Guaratuba","Garuva","-48.5746994018555","-25.8827991485596",NA,"Flor lilás.; Mata sub-pluvial, tropical. Proximidades de córrego.","MBM036521","MBM036521",NA,NA,NA,"41937","auto",NA,"2009","05","28",NA,NA,NA
"26","2020-12-21 16:10:56-03","MBM","MBM","301280","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Cervi, A.C.","8297","2001","10","12","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,"Arbusto 80cm; flores alvas.; Interior da Floresta Ombrófila Densa Submontana.","MBM301280","MBM301280",NA,NA,NA,"30514","auto",NA,"2009","05","27",NA,NA,NA
"27","2020-12-21 16:10:56-03","MBM","MBM","10913","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.",NA,"Lindeman, J.C.; Haas, H.; Haas, H.","2576","1966","09","29","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Bela Vista","-48.834400177002","-25.476900100708",NA,NA,"MBM010913","MBM010913",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:10:56-03","MBM","MBM","51466","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Wasshausen, D.","Klein, R.M.; Reitz; Reitz","5037","1957","10","05","Southern America","Brazil","Santa Catarina","Garuva","Três Barras","-48.8549995422363","-26.0266990661621",NA,"Erva, flor lilás.; Mata.","MBM051466","MBM051466","PARATYPE","200","200","22441","auto",NA,"1968",NA,NA,NA,NA,NA
"29","2020-12-21 16:10:56-03","MBM","MBM","385313","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Larocca, P.","Engels, M.E.","1603","2013","09","02",NA,"Brasil","Paraná","Guaratuba","Serra do Mar, Linha de transmissão elétrica Curitiba a Joinville","-48.943056","-25.881944",NA,"Herbácea do sub-bosque. Caule e folhas verdes. Flores alvas com centro rosado.; Floresta Ombrófila Densa.","MBM385313","MBM385313",NA,"800","800",NA,NA,NA,"2013","10","02","-48.943056","-25.881944",NA
"30","2020-12-21 16:10:56-03","MBM","MBM","428710","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Lozano, E.D.; Canestraro, B.K.; Völtz, R.R.; Canestraro, B.K.; Völtz, R.R.","4060","2017","12","11","Southern America","Brazil","Paraná","Morretes","PARNA Saint-Hilaire/Lange, Trilha para a Torre da Prata","-48.715222","-25.595083",NA,"Herbácea, 50 cm, flores alvas com labelo roxo, interior da mata. Prensada com álcool.; Floresta Ombrófila Densa Submontana.","MBM428710",NA,NA,NA,NA,NA,NA,NA,"2019",NA,NA,"-48.715222","-25.595083",NA
"31","2020-12-21 16:10:56-03","MBM","MBM","25928","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Ribas, O.S.","Hatschbach, G.","31825","1973","04","25","Southern America","Brazil","Paraná","Antonina","Caixa D'Água","-48.7118988037109","-25.4286003112793",NA,"Erva; flor lilás.; Mata pluvial vertente atlântica. Alt.: 50m.","MBM025928","MBM025928",NA,NA,NA,"38300","auto",NA,"2004","04",NA,NA,NA,NA
"32","2020-12-21 16:10:56-03","MBM","MBM","89493","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","45274","1982","09","03","Southern America","Brazil","Paraná","Antonina","Mergulhão","-48.7118988037109","-25.4286003112793",NA,"Erva 35cm; flor alva, ápice lilás; Mata pluvial, encosta de morro.","MBM089493","MBM089493",NA,NA,NA,"38300","auto",NA,"2009","05","27",NA,NA,NA
"33","2020-12-21 16:10:56-03","MBM","MBM","129","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","12813","1965","09","17","Southern America","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,"Herbácea; flor lilás.; Mata pluvial.","MBM000129","MBM000129",NA,NA,NA,"38300","auto",NA,"2009","05","29",NA,NA,NA
"34","2020-12-21 16:10:56-03","MBM","MBM","36406","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","12813","1965","04","17","Southern America","Brazil","Paraná","Antonina","Rio Cotia","-48.7118988037109","-25.4286003112793",NA,"Herbácea,; flor lilás.; Mata pluvial.","MBM036406","MBM036406",NA,NA,NA,"38300","auto",NA,"2009","05","27",NA,NA,NA
"35","2020-12-21 16:10:56-03","MBM","MBM","294175","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Lima, A.","81","2000","10","09","Southern America","Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,"Arbusto; flor lilás.; Cultivo.","MBM294175","MBM294175",NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:10:56-03","MBM","MBM","268623","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Wasshausen, D.C.","Silva, J.M.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","3608","2002","03","20","Southern America","Brazil","Paraná","Guaratuba","Colônia Parati","-48.5746994018555","-25.8827991485596",NA,"Flor lilás.; Floresta atlântica.","MBM268623","MBM268623",NA,NA,NA,"41937","auto",NA,"2002","03","20",NA,NA,NA
"37","2020-12-21 16:10:56-03","MBM","MBM","36419","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","8062","1961","07","15","Southern America","Brazil","Paraná","Guaratuba","Pedra Branca de Araraquara","-48.5746994018555","-25.8827991485596",NA,"Terrestre; flor lilás.; Mata na margem de rio.","MBM036419","MBM036419",NA,NA,NA,"41937","auto",NA,"2009","05","27",NA,NA,NA
"38","2020-12-21 16:10:56-03","MBM","MBM","36527","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","11734","1964","10","18","Southern America","Brazil","Paraná","Guaratuba","Serra de Araraquara, Morro do Cauvi.","-48.5746994018555","-25.8827991485596",NA,"Erva, 35cm; flor alva, ápice lilás rosado.; Interior da mata pluvial. Alt.: 100m.","MBM036527","MBM036527",NA,NA,NA,"41937","auto",NA,"2004",NA,NA,NA,NA,NA
"39","2020-12-21 16:10:56-03","MBM","MBM","174191","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Dombrowski, L.T.; Scherer, G.C.; Scherer, G.C.","12143","1980","11","14","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,"Terrestre; frequente.; Interior da mata.","MBM174191","MBM174191",NA,NA,NA,"30514","auto",NA,"1993","06","15",NA,NA,NA
"40","2020-12-21 16:10:56-03","MBM","MBM","204316","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Wasshausen, D.C.","Ribas, O.S.; Barboza, E.; Pereira, L.B.S.; Barboza, E.; Pereira, L.B.S.","1614","1996","11","07","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa","-48.834400177002","-25.476900100708",NA,"Herbácea 70cm; flores alvas, pétalas inferiores vinosas.; Interior da floresta atlântica, Serra do Mar.","MBM204316","MBM204316",NA,NA,NA,"30514","auto",NA,"1997","11",NA,NA,NA,NA
"41","2020-12-21 16:10:56-03","MBM","MBM","36486","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Ribas, O.S.","Hatschbach, G.","4113","1952","12","07","Southern America","Brazil","Paraná","Morretes","Serra da Graciosa, Grota Funda","-48.834400177002","-25.476900100708",NA,"Erva 40-50cm; flor rajada de lilás rosado.; Mata higrofila.","MBM036486","MBM036486",NA,NA,NA,"30514","auto",NA,"2004","04",NA,NA,NA,NA
"42","2020-12-21 16:10:56-03","MBM","MBM","36404","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.; Lindeman, J.C.; Haas, H.; Lindeman, J.C.; Haas, H.","13526","1966","01","18","Southern America","Brazil","Paraná","Antonina","Caixa D'Água","-48.7118988037109","-25.4286003112793",NA,"Flor 10 P 6/8.; Interior da mata.","MBM036404","MBM036404",NA,NA,NA,"38300","auto",NA,"2009","05","27",NA,NA,NA
"43","2020-12-21 16:10:56-03","MBM","MBM","174190","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Motta, J.T.","Motta, J.T.","521","1986","12","08","Southern America","Brazil","Paraná","Antonina","Fazenda Thá","-48.7118988037109","-25.4286003112793",NA,"Subarbusto.","MBM174190","MBM174190",NA,NA,NA,"38300","auto",NA,"1986","12","08",NA,NA,NA
"44","2020-12-21 16:10:56-03","MBM","MBM","15622","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","24896","1970","10","08","Southern America","Brazil","Paraná","Guaraqueçaba","Ribeirão do Bananal","-48.3288993835449","-25.3066997528076",NA,NA,"MBM015622","MBM015622",NA,NA,NA,"37295","auto",NA,"2009","05","27",NA,NA,NA
"45","2020-12-21 16:10:56-03","MBM","MBM","15617","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","24910","1970","10","08","Southern America","Brazil","Paraná","Guaraqueçaba","Rio Açungui","-48.3288993835449","-25.3066997528076",NA,"Erva flor alvacenta.; Mata pluvial, margem de córrego. Alt.: 20m.","MBM015617","MBM015617",NA,NA,NA,"37295","auto",NA,"2009","05","27",NA,NA,NA
"46","2020-12-21 16:10:56-03","MBM","MBM","3891","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Wasshausen, D.C.","Hatschbach, G.","17211","1967","09","14","Southern America","Brazil","Paraná","Guaraqueçaba","Serrinha","-48.3288993835449","-25.3066997528076",NA,"Erva 50cm; flor alvacenta, ápice rosado.; Mata pluvial sombria, encosta de morro.","MBM003891","MBM003891",NA,NA,NA,"37295","auto",NA,"1972",NA,NA,NA,NA,NA
"47","2020-12-21 16:10:56-03","MBM","MBM","20988","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Wasshausen, D.C.","Hatschbach, G.","27566","1971","07","22","Southern America","Brazil","Paraná","Guaratuba","Colônia Limeira","-48.5746994018555","-25.8827991485596",NA,"Erva 35cm; flor alvacenta, ápice purpureo.; Mata pluvial, encosta de morro. Alt.: 100m.","MBM020988","MBM020988",NA,NA,NA,"41937","auto",NA,"1972",NA,NA,NA,NA,NA
"48","2020-12-21 16:10:56-03","MBM","MBM","36420","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","10268","1963","10","19","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Grota Funda.","-48.834400177002","-25.476900100708",NA,"Flor lilás.; Interior da mata pluvial.","MBM036420","MBM036420",NA,NA,NA,"30514","auto",NA,"2009","05","27",NA,NA,NA
"49","2020-12-21 16:10:56-03","MBM","MBM","36405","PreservedSpecimen","Plantae",NA,NA,"Acanthaceae","Justicia","kleinii","Justicia kleinii","Wassh. & L.B.Sm.","Kameyama, C.","Hatschbach, G.","2786","1952","09","28","Southern America","Brazil","Paraná","Paranaguá","Rio Cachoeirinha","-48.5092010498047","-25.5200004577637",NA,"Erva; flor alvacenta, ápice lilás rosado.; Mata higrofila.","MBM036405","MBM036405",NA,NA,NA,"24916","auto",NA,"2009","05","27",NA,NA,NA
