"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","locality","imagecode","decimalLongitude","decimalLatitude","stateProvince","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","infraspecificEpithet","yearIdentified","monthIdentified","fieldNumber","dayIdentified","individualCount","sex"
"11","2021-01-14 15:32:55-03","MN","R","7611","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Glaziou, A.F.M.","16708",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000007611","1888","01","29",NA,NA,"Gardner",NA,"R000007611_001",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-01-14 15:32:55-03","MN","R","78872","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Glaziou, A.F.M.",NA,NA,"Brasil",NA,NA,"Plantae Flum. Ex Herb. Glaziou, 4787; Herb. J. de Saldanha","R000078872",NA,NA,NA,NA,NA,"Gardner",NA,"R000078872_001","-48.5099983215332","-22.1299991607666","São Paulo",NA,"Bocaina",NA,NA,"18396","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-20 21:19:34-03","UFV","VIC","003447","PreservedSpecimen","Plantae","Ternstroemiaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Mexia, Y.","5777",NA,"Brasil",NA,NA,"Shrub 2,5 m, high.","VIC003447","1933","05","07",NA,NA,"Gardner","Serra do Rio Grande","VIC003447","-43.6002998352051","-18.2493991851807","Minas Gerais",NA,"Diamantina",NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:33:25-03","UFJF","CESJ","36356","PreservedSpecimen","Plantae","Clusiaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa",NA,"H.L. Mello Barreto","4509","América do Sul","Brasil",NA,NA,"Arbusto, 2,0m alt, pouco frequente, em campo pedregoso.","CESJ036356","1936","08","17","Angiosperma",NA,"Engl.","Serra do Cipó, Km 121.",NA,"-43.8513984680176","-19.7696990966797","Minas Gerais","Standley; Steyermark","Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,"glutinosa",NA,NA,NA,NA,NA,NA
"15","2019-11-21 14:33:25-03","UFJF","CESJ","36356","PreservedSpecimen","Plantae","Clusiaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa",NA,"H.L. Mello Barreto","4509","América do Sul","Brasil",NA,NA,"Arbusto, 2,0m alt, pouco frequente, em campo pedregoso.","CESJ036356","1936","08","17","Angiosperma",NA,"Engl.","Serra do Cipó, Km 121.",NA,"-43.8513984680176","-19.7696990966797","Minas Gerais","Standley; Steyermark","Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,"glutinosa",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:37:40-03","UNICAMP","UEC","104006","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Leoni, BS","4041",NA,"Brazil",NA,NA,"Arbusto com 25cm de altura; corola brancacenta.; Campo de Altitude.",NA,"1998","10","14","Magnoliopsida",NA,"Gardner","Parque Nacional",NA,"-41.8683013916016","-20.4333000183105","Minas Gerais","Bittrich, V","Alto Caparaó","2300","2300","21645","auto",NA,NA,NA,NA,"1999","01",NA,NA,NA,NA
"17","2019-08-20 10:22:33-03","UNICAMP","UEC","137911","S","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Meireles, LD; Shepherd, GJ","1307",NA,"Brazil",NA,NA,"Arbusto, cc. 2,5m, flores brancas, topo da serra.","UEC087180","2003","03","28","Magnoliopsida",NA,"Gardner","Monte Verde, Floresta Ombrófila Densa Alto-Montana","UEC087180","-46.1446990966797","-22.7553005218506","Minas Gerais",NA,"Camanducaia",NA,NA,"22140","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-11-07 05:56:28-02","MNHN","RECOLNAT_MNHN_P","P00780888","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","isotype","Gardner",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780888' target='other'> <mi>dwc_moreinfo</mi></a>","P00780888","1842",NA,NA,NA,NA,"Gardner","Montagnes Organ","P00780888_01",NA,NA,NA,"Weitzman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5681",NA,NA,NA
"19","2015-11-07 05:56:29-02","MNHN","RECOLNAT_MNHN_P","P00780889","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","isotype","Gardner",NA,NA,"Brésil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780889' target='other'> <mi>dwc_moreinfo</mi></a>","P00780889","1842",NA,NA,NA,NA,"Gardner","Montagnes Organ","P00780889_01",NA,NA,NA,"Weitzman",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5681",NA,NA,NA
"20","2015-04-10 18:00:09-03","MNHN","RECOLNAT_MNHN_P","P00780890","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","type","Glaziou, A.",NA,NA,NA,"hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780890' target='other'> <mi>dwc_moreinfo</mi></a>","P00780890","1876","2","10",NA,NA,"Wawra","Sao Paulo. Campos do Bocaina, près du jardin.","P00780890_01",NA,NA,NA,"Weitzman",NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,"8277",NA,NA,NA
"21","2018-12-07 10:20:39-02","MNHN","RECOLNAT_MNHN_P","P00780891","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","type","Glaziou, A.",NA,NA,NA,"hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780891' target='other'> <mi>dwc_moreinfo</mi></a>","P00780891","1876","2","10",NA,NA,"Wawra","Sao Paulo. Campos do Bocaina, près du jardin.","P00780891_01",NA,NA,NA,"Weitzman",NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,"8277",NA,NA,NA
"22","2015-09-04 08:19:01-03","MNHN","RECOLNAT_MNHN_P","P00481623","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","type","Glaziou, A.",NA,NA,NA,"hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481623' target='other'> <mi>dwc_moreinfo</mi></a>","P00481623","1876","2","10",NA,NA,"Wawra","Sao Paulo. Campos do Bocaina, près du jardin.","P00481623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,"8277",NA,NA,NA
"23","2015-09-04 16:05:26-03","MNHN","RECOLNAT_MNHN_P","P04614203","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Mexia, Y.",NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04614203' target='other'> <mi>dwc_moreinfo</mi></a>","P04614203","1931","5","7",NA,NA,"Gardner","Serra do Rio Grande; disintegrated rock between crags.","P04614203_01","-43.6002998352051","-18.2493991851807","Minas Gerais",NA,"Diamantina","1260",NA,"101169","auto",NA,NA,NA,NA,NA,NA,"5777",NA,NA,NA
"24","2015-04-10 18:00:09-03","MNHN","RECOLNAT_MNHN_P","P00780890","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","type","Glaziou, A.",NA,NA,NA,"hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780890' target='other'> <mi>dwc_moreinfo</mi></a>","P00780890","1876","2","10",NA,NA,"Wawra","Sao Paulo. Campos do Bocaina, près du jardin.","P00780890_01",NA,NA,NA,"Weitzman",NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,"8277",NA,NA,NA
"25","2018-12-07 10:20:39-02","MNHN","RECOLNAT_MNHN_P","P00780891","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","type","Glaziou, A.",NA,NA,NA,"hb",NA,"Herbier de A. Glaziou donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00780891' target='other'> <mi>dwc_moreinfo</mi></a>","P00780891","1876","2","10",NA,NA,"Wawra","Sao Paulo. Campos do Bocaina, près du jardin.","P00780891_01",NA,NA,NA,"Weitzman",NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,"8277",NA,NA,NA
"26","2015-09-04 08:19:01-03","MNHN","RECOLNAT_MNHN_P","P00481623","PreservedSpecimen",NA,"Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","type","Glaziou, A.",NA,NA,NA,"hb",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00481623' target='other'> <mi>dwc_moreinfo</mi></a>","P00481623","1876","2","10",NA,NA,"Wawra","Sao Paulo. Campos do Bocaina, près du jardin.","P00481623_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,"8277",NA,NA,NA
"27","2021-04-01 17:02:19-03","UFMG","BHCB","136416","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Bünger, MO; Fernandes, AC; Silva, MH; Ribeiro, ASS","488","Southern America","Brasil",NA,NA,"Arvoreta ca. 2m alt. Flores brancas.; Campo sobre afloramento.","BHCB046643","2010","03","09","Dicotyledon",NA,"Gardner","Parque Nacional do Caparaó, Trilha Pico da Bandeira - Terreirão.",NA,"-41.795833","-20.434778","Minas Gerais",NA,"Alto Caparaó","2890","2890",NA,NA,NA,"-41.795833","-20.434778",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-01 17:02:19-03","UFMG","BHCB","142140","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Oliveira, CT; Stehmann, JR; Batista, JAN","234","Southern America","Brasil",NA,NA,"Arbusto de 1,2 m, flores cremes, folhas discolores.","BHCB046642","2008","12","08","Dicotyledon",NA,"Gardner","RPPN Santuário do Caraça, Pico do Inficionado",NA,"-43.451389","-20.134722","Minas Gerais",NA,"Catas Altas","2075","2075",NA,NA,NA,"-43.451389","-20.134722",NA,"2008",NA,NA,NA,NA,NA
"29","2020-12-11 11:40:01-03","UFMG","BHCB","65601","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Barreto, HLM","4509","Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"Dicotyledon",NA,"Gardner",NA,NA,"-43.8513984680176","-19.7696990966797","Minas Gerais",NA,"Santa Luzia",NA,NA,"19939","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:40:01-03","UFMG","BHCB","20323","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Lucca, M; Pereira, M","941","Southern America","Brasil",NA,NA,"Arbusto; Campo rupestre (afloramento rochoso)","BHCB022925","1992","09","13","Dicotyledon",NA,"Gardner","Parque Nacional da Serra do Cipó, Coletada na região do Congonhas, abaixo da casa de Pedra, próximo ao Córrego Gavião",NA,"-43.7144012451172","-19.1688995361328","Minas Gerais",NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,"2015","03",NA,"19",NA,NA
"31","2020-12-11 11:40:01-03","UFMG","BHCB","20291","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Pereira, M; Lucca, M","297","Southern America","Brasil",NA,NA,"Arbusto, flor branca; Campo rupestre","BHCB022924","1991","11","26","Dicotyledon",NA,"Gardner","Parque Nacional da Serra do Cipó, Coletada na região do Congonhas, em frente a Serra Palácio",NA,"-43.7144012451172","-19.1688995361328","Minas Gerais",NA,"Santana do Riacho",NA,NA,"26557","auto",NA,NA,NA,NA,"2015","03",NA,"19",NA,NA
"32","2020-12-11 11:40:01-03","UFMG","BHCB","20326","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Pereira, M; Lucca, M","944","Southern America","Brasil",NA,NA,"Campo rupestre","BHCB022921","1992","03","21","Dicotyledon",NA,"Gardner","Parque Nacional da Serra do Cipó, Região do Congonhas, em frente a Serra Palacio",NA,"-43.7144012451172","-19.1688995361328","Minas Gerais",NA,"Santana do Riacho","1300","1300","26557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-04-01 17:02:19-03","UFMG","BHCB","20327","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Pereira, M; Lucca, M","945","Southern America","Brasil",NA,NA,"Arbustivo. Flor branca; Campo rupestre","BHCB022920","1991","11","26","Dicotyledon",NA,"Gardner","Parque Nacional da Serra do Cipó, Região do Congonhas, em frente a Serra Palácio",NA,"-43.7144012451172","-19.1688995361328","Minas Gerais",NA,"Santana do Riacho","1300","1300","26557","auto",NA,NA,NA,NA,"2015","03",NA,"19",NA,NA
"34","2010-09-23 15:13:00-03","MO","MOBOT","100306136","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Gert G. Hatschbach","Hatschbach 36327","South America","Brazil",NA,NA,NA,NA,"1975","2","20",NA,NA,"Gardner","GO-12, Chapada dos Veadeiros.",NA,"-47.5099983215332","-14.1324996948242","Goiás","B. Maguire","Alto Paraíso de Goiás","1300.00000000","1500.00000000","44724","auto",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"35","2019-08-08 11:30:00-03","MO","MOBOT","929735","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Hermes Cuadros V.","Cuadros Villalobos 4973","South America","Colombia",NA,NA,NA,NA,"1993","2","25",NA,NA,"Gardner","Antioquia, Ituango, camino entre El Retiro y Cerro Paramillo.",NA,"-75.91666","7.06666","Antioquia","M. Merello (MO)","Ituango","3200.00000000","3600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"13",NA,"7",NA
"36","2010-09-09 16:06:00-03","MO","MOBOT","100302160","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa",NA,"Auguste F.M. Glaziou","Glaziou 8277","South America","Brazil",NA,NA,NA,NA,"1861",NA,NA,NA,NA,"Engl.",NA,NA,NA,NA,NA,"A.Weitzman (US)(Photo Isot)",NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,NA,NA,"1",NA
"37","2010-09-09 16:06:00-03","MO","MOBOT","100302160","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa",NA,"Auguste F.M. Glaziou","Glaziou 8277","South America","Brazil",NA,NA,NA,NA,"1861",NA,NA,NA,NA,"Engl.",NA,NA,NA,NA,NA,"A.Weitzman (US)(Photo Isot)",NA,NA,NA,NA,NA,NA,NA,NA,"glutinosa",NA,NA,NA,NA,"1",NA
"38","2020-07-10 09:49:32-03","MBML","MBML-HERBARIO","41196",NA,"Plantae","Theaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"L. Kollmann; R. Goldenberg, M.K.Caddah, M.Reginato & F. Michelangeli","12165",NA,"Brasil",NA,NA,"Arbusto 1,5m, flores brancas.","MBML041196","2011","02","06",NA,NA,"Gardner","Alto Misterioso",NA,"-40.7725","-19.803333","Espírito Santo","Zorzanelli/2020","São Roque do Canaã","1000","1000",NA,NA,NA,"40W46'21","19S48'12",NA,NA,NA,NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","1618237","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Y. Mexia","5777","South America - Neotropics","Brazil",NA,NA,NA,"US00919522","1931","5","7",NA,"Theales","Gardner","Diamantina, Serra do Rio Grande.","US00919522_01",NA,NA,"Minas Geraes","Standley, P. C.",NA,"1260","1260",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","1483228","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"P. K. Dusén","581","South America - Neotropics","Brazil",NA,NA,NA,"US00919620","1902","6","20",NA,"Theales","Gardner","Serra do Itatiaia.","US00919620_01",NA,NA,NA,"Kobuski, C. E.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2323059","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"F. Segadas-Vianna","3277","South America - Neotropics","Brazil",NA,NA,NA,"US00919619","1951",NA,NA,NA,"Theales","Gardner","Barreiro Co. Serra da Bocaina, Cêrca Velha.","US00919619_01",NA,NA,"São Paulo",NA,NA,"1700","1700",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","1055736","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"P. K. Dusén","581","South America - Neotropics","Brazil",NA,NA,NA,"US00919621","1902","6","20",NA,"Theales","Gardner","Serra do Itatiaia.","US00919621_01",NA,NA,NA,"Kobuski, C. E.",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2019-01-23 11:25:22-02","F","FMNH-SEEDPLANTS","V0073861F","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","Isotype","G. Gardner","5681","South America","Brazil",NA,NA,NA,"V0073861F",NA,NA,NA,"Spermatophyta",NA,NA,NA,"V0073861F_01","-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-01-23 11:31:20-02","F","FMNH-SEEDPLANTS","V0092716F","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia","Isotype","G. Gardner","5681","South America","Brazil",NA,NA,NA,"V0092716F",NA,NA,NA,"Spermatophyta",NA,NA,NA,"V0092716F_01","-52.8731","-10.8339",NA,"A. L. Weitzman",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2018-04-04 16:36:19-03","F","FMNH-SEEDPLANTS","V0400928F","PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia",NA,"Y. Mexía","5777","South America","Brazil",NA,NA,NA,"V0400928F","1931","5","7","Spermatophyta",NA,NA,"Serra do Rio Grande","V0400928F_01 V0400928F_02",NA,NA,"Minas Gerais","RRC ID Flag",NA,"1260",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,"5777",NA,NA,NA
"46","2019-09-04 18:56:37-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Pentaphylacaceae","Ternstroemia","cuneifolia","Ternstroemia cuneifolia glutinosa","Type [status unknown]","A. Glaziou","8277","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"glutinosa",NA,NA,NA,NA,NA,NA
