"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","class","coordinatePrecision","geoFlag","individualCount"
"18","2021-01-26 14:12:26-03","CPACT","ECT","3846","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","G.Heiden","2019","04","29","G.N.Mauricio","2019","04","12","Brasil","Rio Grande do Sul","Pelotas","Dunas do Laranjal.","-52.25","-31.764444","52º14'60''W","31º45'52''S","1","1",NA,"ECT0003846","ECT0003846","Embryophyta",NA,"4",NA,NA,NA,NA,NA,NA
"19","2021-01-26 14:12:26-03","CPACT","ECT","5544","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","G.Heiden","2019","04","29","G.N.Mauricio","2019","04","12","Brasil","Rio Grande do Sul","Pelotas","Dunas do Laranjal.","-52.250278","-31.767778","52º15'1''W","31º46'4''S","1","1",NA,"ECT0005544","ECT0005544","Embryophyta",NA,"3",NA,NA,NA,NA,NA,NA
"20","2021-01-26 14:12:26-03","CPACT","ECT","962","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","G.Heiden","2016","07","26","G.Heiden; R.S.Neitzke | C.Romano","2009","05","25","Brasil","Rio Grande do Sul","Rio Grande","Ilha dos Marinheiros. Marambaia, próximo à ponte do córrego que desagua na porção leste da ilha. Vegetação costeira, dunas semiconsolidadas.","-52.100556","-31.996944","52º6'2''W","31º59'49''S","4","4",NA,"ECT0000962","ECT0000962","Embryophyta",NA,"1052",NA,NA,NA,NA,NA,NA
"21","2021-01-26 14:12:26-03","CPACT","ECT","3288","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","L.B.Barcelos","2017","05","22","L.B.Barcelos; G.Heiden | D.R.Vahl | G.L.klasen","2017","04","19","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Barra do Chuí. Próximo aos moles. Habitat em área de dunas, no litoral. Coordenadas geográficas obtidas a partir dos dados de localidade, Barra do Chuí.","-53.370278","-33.7325","53º22'13''W","33º43'57''S","9","9",NA,"ECT0003288","ECT0003288","Embryophyta",NA,"103",NA,NA,NA,NA,NA,NA
"22","2021-01-26 14:12:26-03","CPACT","ECT","3815","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","G.Heiden","2017","11","09","L.Scur","2009","01","21","Brasil","Rio Grande do Sul","São José do Norte","Vegetação das dunas. 22J 0424164 UTM 6476404. Coordenadas geográficas obtidas secundariamente. Sede do município.","-52.041667","-32.014722","52º2'30''W","32º0'53''S","4","4",NA,"ECT0003815","ECT0003815","Embryophyta",NA,"1173",NA,NA,NA,NA,NA,NA
"23","2020-09-12 05:00:02-03","US","US","2269568","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini",NA,NA,NA,NA,"L. Smith & R. M. Klein","1957","2","9","Brazil","Santa Catarina",NA,"Mun. Curitibanos, campo 2-3 km west of Curitibanos on the road to Campos Novos",NA,NA,NA,NA,"850",NA,NA,"US01709972","US01709972_01",NA,"Asterales","11106","South America",NA,"Dicotyledonae",NA,NA,"1"
"24","2020-09-12 05:00:02-03","US","US","2403048","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini",NA,NA,NA,NA,"-- Reitz & Klein, --","1953","5","14","Brazil","Santa Catarina",NA,"S. Catarina, Campo Massiambu, Palhoca",NA,NA,NA,NA,"2",NA,NA,"US01709971","US01709971_01",NA,"Asterales","642","South America",NA,"Dicotyledonae",NA,NA,"1"
"25","2021-03-15 18:25:32-03","USP","SPF","208502","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Heiden, G","2014","07","24","Heiden, G; Oliveira, CT","2011","11","14","Brasil","Santa Catarina","Laguna","Barra da Laguna. Dunas próximas ao molhe.","-48.762222","-28.495833","-48.762222","-28.495833","6","6","Subarbusto decumbente. Folhas verdes. Brácteas involucrais verdes, margens púrpura. Flores do raio róseas. Flores do disco amarelas. Fruto com papilho estramíneo.","SPF00208502",NA,NA,NA,"1811",NA,NA,NA,NA,NA,NA
"26","2021-03-15 18:25:32-03","USP","SPF","208711","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Heiden, G","2012","10","23","Heiden, G; Loeuille, B; Oliveira, CT; Siniscalchi, CM","2012","10","23","Brasil","Rio Grande do Sul","Torres","Parque Estadual de Itapeva, Praia da Guarita.","-49.735833","-29.3575","-49.735833","-29.3575","1","1","Subarbusto decumbente. Folhas verdes. Brácteas involucrais verdes, margens púrpura. Flores do raio róseas. Flores do disco amarelas. Fruto com papilho estramíneo.","SPF00208711",NA,NA,NA,"1997",NA,NA,NA,NA,NA,NA
"27","2020-08-20 14:55:15-03","UFSC","FLOR","29976","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Heiden, G.","2018","12","03","Sacco, J.C.","1956","03","07","Brasil","Rio Grande do Sul","Pelotas","Laranjal.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Habitat: dunas","FLOR0029976","FLOR0029976",NA,"Asterales","513",NA,NA,NA,"51462","auto",NA
"28","2020-08-20 14:55:15-03","UFSC","FLOR","23031","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Miranda, J.V.R.","2018","12","03","Severino, P.C.","1993","07","26","Brasil","Santa Catarina","Florianópolis","Dunas da praia da Joaquina, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"subarbustivo, ca. 30cm altura, flores brancas, amarelas ou rosa, abrem e fecham conforme as horas do dia. Flores liguladas nas bordas, no meio tubulosas. Lígula com 11mm Habitat: restinga","FLOR0023031","FLOR0023031",NA,"Asterales","4",NA,NA,NA,"27000","auto",NA
"29","2020-08-20 14:55:15-03","UFSC","FLOR","22939","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Miranda, J.V.R.","2018","12","03","Falkenberg, D.B.; et alii","1993","02","25","Brasil","Santa Catarina","Florianópolis","Dunas da praia da Joaquina, Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,"2","2","subarbusto prostrado, flor branca Habitat: restinga","FLOR0022939","FLOR0022939",NA,"Asterales","6096",NA,NA,NA,"27000","auto",NA
"30","2020-08-20 14:55:15-03","UFSC","FLOR","22701","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Miranda, J.V.R.","2018","12","03","Falkenberg, D.B.; Pereira, E.A.","1992","11","15","Brasil","Santa Catarina","Florianópolis","Dunas da praia da Joaquina, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"5","5","subarbusto, flor periférica branca, central amarela, 0,5m altura. Visitantes: coleóptero, díptero. Habitat: restinga, em dunas semifixas","FLOR0022701","FLOR0022701",NA,"Asterales","5956",NA,NA,NA,"27000","auto",NA
"31","2020-08-20 14:55:15-03","UFSC","FLOR","7347","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Miranda, J.V.R.","2018","12","03","Reis, A.; BLG","1983","04","08","Brasil","Santa Catarina","Florianópolis","Joaquina, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"erva, flor branca Habitat: dunas","FLOR0007347","FLOR0007347",NA,"Asterales","274",NA,NA,NA,"27000","auto",NA
"32","2020-08-20 14:55:15-03","UFSC","FLOR","39104","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Miranda, J.V.R.","2018","12","03","Queiroz, M.H. de","1991","05","10","Brasil","Santa Catarina","Florianópolis","Joaquina, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Tombo original: 31472a.","FLOR0039104","FLOR0039104",NA,"Asterales","403",NA,NA,NA,"27000","auto",NA
"33","2020-08-20 14:55:15-03","UFSC","FLOR","15176","PreservedSpecimen","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Miranda, J.V.R.","2018","12","03","Falkenberg, D.B.","1985","11","30","Brasil","Santa Catarina","Florianópolis","Praia Mole, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"10","10","subarbusto, flor relativamente branca Habitat: dunas, restinga","FLOR0015176","FLOR0015176",NA,"Asterales","3234",NA,NA,NA,"27000","auto",NA
"34","2021-02-08 12:36:49-03","UFRGS","ICN","157117","S","Plantae","Asteraceae","Noticastrum","cf. malmei","Noticastrum cf. malmei","Zardini","Falkenberg, DB",NA,NA,NA,"Souza, ML; Falkenberg, DB","1984","10","26","Brasil","SC","Florianópolis","Ilha de Santa Catarina Rio Vermelho","-48.5491981506348","-27.596700668335",NA,NA,"10","10","Doação do herário FLOR.; subarbusto com pilosidade lanosa, 0,4m, flor ligulada branca (quando jovem) ou rosada (velha).; restinga, campo antrópico em planície pós-dunas.",NA,NA,"Dicotyledon",NA,"373","América do Sul",NA,NA,"27000","auto",NA
"35","2021-02-08 12:36:49-03","UFRGS","ICN","170483","S","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Schneider, AA",NA,NA,NA,"Korte, A","2011","04","13","Brasil","SC","Água Doce","Jesuíno Mendes","-51.5560989379883","-26.9978008270264",NA,NA,"1244","1244","FURB 35273; Erva terrícola, flor rosa; Floresta Ombrófila Mista, campos naturais",NA,NA,"Dicotyledon",NA,"6582'","América do Sul",NA,NA,"52743","auto",NA
"36","2021-02-08 12:36:49-03","UFRGS","ICN","060750","S","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Heiden, G",NA,NA,NA,"Klein, RM; Bresolin, A","1966","01","18","Brasil","SC","Florianópolis","Pântano do Sul Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Plantas da Ilha de Santa Catarina; Periclínio branco; Restinga",NA,NA,"Dicotyledon",NA,"6598a","América do Sul",NA,NA,"27000","auto",NA
"37","2021-02-08 12:36:49-03","UFRGS","ICN","170485","S","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Schneider, AA",NA,NA,NA,"Korte, A","2011","05","05","Brasil","SC","Painel",NA,"-50.1049995422363","-27.9288997650146",NA,NA,"1200","1200","FURB 35405; Erva terrícola, flor lilás; Floresta Ombrófila Mista",NA,NA,"Dicotyledon",NA,"6768","América do Sul",NA,NA,"26535","auto",NA
"38","2021-02-08 12:36:49-03","UFRGS","ICN","060742","S","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Heiden, G",NA,NA,NA,"Klein, RM; Bresolin, A","1966","01","18","Brasil","SC","Florianópolis","Pântano do Sul Ilha de Santa Catarina","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,"Plantas da Ilha de Santa Catarina; Periclínio branco; Restinga",NA,NA,"Dicotyledon",NA,"6598","América do Sul",NA,NA,"27000","auto",NA
"39","2019-11-21 10:01:06-03","IBt","SP","160358","S","Plantae","Asteraceae","Noticastrum","malmei","Noticastrum malmei","Zardini","Robinson, H","1977",NA,NA,"Davidse, G; D'Arcy, WG","1976","03","10","Brasil","Santa Catarina","Santa Cecília","18 km NE of Santa Cecília along hihgway BR-116 to Curitiba","-50.4268989562988","-26.9608001708984",NA,NA,"1200","1200",NA,NA,NA,NA,NA,"11091",NA,NA,NA,"37034","auto",NA
