"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber","sex"
"11","2021-04-05 14:25:12-03","UNESC","CRI","10290","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","M. Sobral","2009","07","21","Robson dos Santos; Isabel Alves dos Santos, Alecssandro S. Klein",NA,"2009","07","21","Brasil","Santa Catarina","Grão Pará","Serra do Corvo Branco.","-49.214722","-28.185","49º12'53''W","28º11'6''S","860","860",NA,"CRI002293","CRI002293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:12-03","UNESC","CRI","13569","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","Renato Colares & Aline Votri Guislon","2018","08","01","Lucas Oliveira; Guilherme Elias, Peterson Padilha & Robson dos Santos",NA,"2016","12","15","Brasil","Santa Catarina","Treviso","Dois dedos","-49.525","-28.511111","49º31'30''W","28º30'40''S","743","743","Habitat: Terrestre Habito: Arbustivo","CRI012176","CRI012176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:39:01-03","E","E","293786","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Ganev, Wilson","2545","1993","11","22","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00293786 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00293786",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:308532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:39:01-03","E","E","208224","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Harley, R.M.; Stannard, B.; Nic Lughadha, E.; Queiroz, R.F.",NA,"1992","02","15","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00208224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00208224",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:218873",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:39:01-03","E","E","292751","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Gardner, George","4980",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00292751 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00292751",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:309507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:39:01-03","E","E","327000","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Riedel, Ludwig","457",NA,NA,NA,"BR",NA,NA,"In rupibus mont. [Itacolunia?]",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00327000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00327000",NA,NA,"E. Tropical South America","photograph of unspecified type","BGBASE:408511","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:39:01-03","E","E","292747","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Sellow, Friedrich",NA,NA,NA,NA,"BR",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00292747 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00292747",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:309511","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:39:01-03","E","E","373001","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Riedel, Ludwig","495",NA,NA,NA,"BR",NA,NA,"In campus [illegible.....] pr. Macahé",NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00373001 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00373001",NA,NA,"E. Tropical South America","photograph of unspecified type","BGBASE:408517","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:39:01-03","E","E","373003","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Wied-Neuwied, Maximilian Alexander Philipp Zu","11",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00373003 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00373003",NA,NA,"E. Tropical South America","photograph of unspecified type","BGBASE:408532","holotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:39:01-03","E","E","292749","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Glaziou, M.A.","20389",NA,NA,NA,"BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00292749 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00292749",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:309509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:39:01-03","E","E","292748","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Harley, R.M., Renvoize, S.A., Erskine, C.M., Brighton C.A. & Pinheiro R.","15566","1974","01","28","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00292748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00292748",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:309510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:39:01-03","E","E","292750","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Harley, R.M., Renvoize, S.A., Erskine, C.M., Brighton C.A. & Pinheiro R.","17106","1974","03","17","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00292750 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00292750",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:309508",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:39:01-03","E","E","292752","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Harley, R.M., Renvoize, S.A., Erskine, C.M., Brighton C.A. & Pinheiro R.","17351","1974","03","24","BR",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00292752 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00292752",NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:309506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:39:01-03","E","E","373002","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis",NA,NA,NA,NA,NA,"Blanchet, Jacques Samuel","1696","1905","03","25","BR","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00373002 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00373002",NA,NA,"E. Tropical South America","photograph of unspecified type","BGBASE:408529","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","376027","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","A. B. Joly",NA,NA,NA,"A. B. Joly",NA,"1947","07","22","Brazil","Rio de Janeiro","Cabo Frio","Cabo Frio","-42.032149","-22.874703",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376027","NY00376027_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","376032","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","J. L. Luteyn",NA,NA,NA,"F. R. Fosberg","43353","1962","10","28","Brazil","São Paulo","Ribeirao Pires","Serra do Moji, 0.5-1km west of Paranapiacaba, above Santos, Alto da Serra","-46.4097","-23.71",NA,NA,"760","840","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769446' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376032","NY00376032_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1018187","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"M. Gomes","199","1987","06","18","Brazil","Rio de Janeiro","Saquarema","Restinga de Jacarepiá, á beira do Brejo.","-42.5103","-22.9203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1250189' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018187","NY01018187_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","376049","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.","J. L. Luteyn",NA,NA,NA,"L. A. Mattos Silva","1274","1980","12","11","Brazil","Bahia","Valença","Ramal a esquerda da rodovia que liga Valença á Guaibim (litoral), com entrada no km 9","-38.995285","-13.275869",NA,NA,"10","10","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376049","NY00376049_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","376023","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis brasiliensis","(Spreng.) Meisn.","L. S. K. Gouvea",NA,NA,NA,"K. Lems",NA,"1964","03","18","Brazil","Rio de Janeiro","Cabo Frio","Cabo Frio. Open inland restinga W of town","-42.067913","-22.901199",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=526435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376023","NY00376023_01","brasiliensis","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00943242","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.","L. S. K. Gouvea",NA,NA,NA,"A. F. Regnell","II:180",NA,NA,NA,"Brazil","Minas Gerais","Caldas",NA,"-46.3858","-21.9236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943242","NY00943242_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00943211","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis brasiliensis","(Spreng.) Meisn.","A. A. Arantes",NA,NA,NA,"R. Romero","4622","1997","10","14","Brazil","Minas Gerais","São Roque de Minas","Estrada para a Serra da Chapada, Parque Nacional da Serra da Canastra.","-46.3656","-20.2456",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943211","NY00943211_01","brasiliensis","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","376013","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","J. L. Luteyn",NA,NA,NA,"W. W. Thomas","10081","1993","10","21","Brazil","Bahia","Prado","4.5 km north of Prado on coast road to Cumuruxatiba","-39.222039","-17.2839212",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769443' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376013","NY00376013_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","376063","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.","L. S. K. Gouvea",NA,NA,NA,"P. K. H. Dusén","6945","1908","10","22","Brazil","Paraná","Lapa","Serrinha, ad rivulum","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376063","NY00376063_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","632141","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","D. C. Zappi; E. Lucas",NA,NA,NA,"W. Ganev","3301","1994","06","06","Brazil","Bahia","Abaíra","Encosta Serra do rei","-41.9","-13.3",NA,NA,"1600","1600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769427' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632141","NY00632141_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00943176","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","J. W. Floyd",NA,NA,NA,"M. Aparecida da Silva","2123","1994","07","28","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros. 09 km de Alto Paraíso/Terezina de Goiás.","-47.5","-14.0503",NA,NA,"1520","1520","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1065252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943176","NY00943176_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00943188","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","J. L. Luteyn",NA,NA,NA,"W. R. Anderson","13643","1990","01","24","Brazil","Minas Gerais","Gouveia","4 km N of Gouveia on road to Diamantina.","-43.7406","-18.4544",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1065312' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943188","NY00943188_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","376056","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.",NA,NA,NA,NA,"J. C. Lindeman","2451","1966","09","15","Brazil","Paraná","Palmeira","Edge of plateau of second planalto on the Rodovia do cafe E. of Rio dos Papagaios.","-50.0064","-25.4294",NA,NA,"1100","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376056","NY00376056_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","376073","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.","L. S. K. Gouvea",NA,NA,NA,"G. G. Hatschbach","19952","1968","10","08","Brazil","Paraná","Quatro Barras","Rio Taquari","-49.0767","-25.3658",NA,NA,"1100","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53934' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376073","NY00376073_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","376035","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","J. L. Luteyn",NA,NA,NA,"F. R. Fosberg","43368","1962","11","02","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. East of Barros de Tijuca","-43.2075","-22.9031",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376035","NY00376035_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","376005","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis","(Spreng.) Meisn.","J. L. Luteyn",NA,NA,NA,"S. C. de Sant'Ana","138","1991","12","13","Brazil","Bahia","Santa Cruz Cabrália","Ca 6-7 km de Sta. Cruz de Cabralia, na antiga estrada para a Estaçao Ecológica do Pau-Brasil","-39.0933278","-16.3180647",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376005","NY00376005_01",NA,"South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","376043","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.","J. L. Luteyn",NA,NA,NA,"S. A. Mori","10926","1978","10","21","Brazil","Bahia","Santa Cruz Cabrália","Proximo a Santa Cruz de Cabrália, 2 a 4km de saída, pela antiga estrada","-39.0440986","-16.2986237",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=53916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376043","NY00376043_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2423322","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis brasiliensis","(Spreng.) Meisn.",NA,NA,NA,NA,"G. O. Romão","1642","2006","11","07","Brazil","Paraná","Bocaiuva do Sul","Serra da Bocaina; acesso pela rodovia Governador Jose Richa (BR-476), Km 70-71 na entrada indicada pela placa para a Fazenda Turbay; a 9km da BR em estrada de terra com acesso a Chácara Serra da Bocaina.","-49.02558","-25.05731",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685756' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423322","NY02423322_01","brasiliensis","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00943241","PreservedSpecimen","Plantae","Ericaceae","Gaylussacia","brasiliensis","Gaylussacia brasiliensis pubescens","(Cham. & Schltdl.) Meisn.","J. L. Luteyn",NA,NA,NA,"G. Davidse","11609","1976","03","30","Brazil","Minas Gerais",NA,"Ca. 17 km SW of the Minas Gerais - Bahia state border along Highway BR-116.",NA,NA,NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1068290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00943241","NY00943241_01","pubescens","South America","sheet",NA,NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA
