"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","recordedBy","recordNumber","year","month","day","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","infraspecificEpithet","relatedCatalogItem","typeStatus"
"11","2021-03-31 13:40:42-03","MN","R","5887","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb. f.",NA,"Herbário H. Barboza","Barboza, H.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Camarinhas",NA,NA,NA,NA,"Alves, P.","74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-20 21:18:43-03","UFV","VIC","024230","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd. ex Loudon) Rchb.f.",NA,"Espécie rupicola, heliofila, coletada em local de umidade relativa alta em mata nativa, sendo substrato rochoso coberto por m.o.",NA,NA,NA,NA,"Brasil","Minas Gerais","Mariana","Cachoeira do Bumbaça.","-43.4160995483398","-20.377799987793","33524","auto","Leão, N.A.P.","3","1999","09","01",NA,NA,NA,NA,"VIC024230","VIC024230",NA,NA,NA,NA,NA
"13","2016-09-01 11:57:59-03","FFCLRP","LBMBP","1264","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd. ex. Loudon) Rchb.f.",NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-07-05 11:14:14-03","FFCLRP","LBMBP","243","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.066667","-23.433333",NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45°04'W","23°26'S",NA,NA,NA
"15","2016-09-01 11:57:59-03","FFCLRP","LBMBP","1267","S","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","verboonenii","Bifrenaria verboonenii","G.A.Romero & V.P. Castro",NA,NA,"E.R. Pansarin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:40:39-03","UFJF","CESJ","9774","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina magnicalcarata","W.Hoehne",NA,"Saxícola sobre minério de ferro. Flor roxa..","P.S.I.Braga","1971","07","13","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348","20553","auto","L. Krieger","CESJ9774","1970","12","19","América do Sul",NA,NA,NA,"CESJ009774",NA,NA,NA,"magnicalcarata",NA,NA
"17","2019-11-21 14:40:39-03","UFJF","CESJ","61283","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Epífita, entre campo quartizítico e borda de mata ombrófila. Em tronco ereto a 5m de alt. Pétalas e sépalas liláses, labelo roxo.","N.L. Abreu","2012","10","19","Brasil","Minas Gerais","Rio Preto","Serra Negra, Vila Do Funil, entorno cânion","-43.8278007507324","-22.0891990661621","20815","auto","K. Antunes; R.J.V. Alves; J.H.C. Ribeiro; N. L. Abreu","300","2012","10","19","América do Sul",NA,NA,NA,"CESJ061283",NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:40:39-03","UFJF","CESJ","9774","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina magnicalcarata","W.Hoehne",NA,"Saxícola sobre minério de ferro. Flor roxa..","P.S.I.Braga","1971","07","13","Brasil","Minas Gerais","Itabirito",NA,"-43.801399230957","-20.2532997131348","20553","auto","L. Krieger","CESJ9774","1970","12","19","América do Sul",NA,NA,NA,"CESJ009774",NA,NA,NA,"magnicalcarata",NA,NA
"19","2021-03-01 16:20:02-03","UNICAMP","UEC","133195","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,"Orquídea terrestre. Segmentos de perianto purpúreos passando a creme-rosado com a idade. Labelo hirsuto, nervuras purpúreas num fundo branco na fauce. Fauce branca.; Campo arenoso com afloramento de rocha conglomerada. Afloramento na á","Koehler, S","2002","05",NA,"Brazil","Bahia","Rio de Contas","Pico das Almas, Vertente leste. Campo do Queiroz.","-41.95","-13.533333",NA,NA,"Harley, RM; Hind, DJN","26104","1988","11","12",NA,"1200","1200",NA,"UEC083040","UEC083040","-41.95","-13.533333",NA,NA,NA
"20","2019-08-20 10:00:33-03","UNICAMP","UEC","35150","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 128.","-43.7449989318848","-19.513599395752","31264","auto","Sazima, M","13341","1971","07","14",NA,NA,NA,NA,"UEC083037","UEC083037",NA,NA,NA,NA,NA
"21","2019-08-20 10:00:33-03","UNICAMP","UEC","35206","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 132.","-43.7449989318848","-19.513599395752","31264","auto","Sazima, M","13413","1972","11","02",NA,NA,NA,NA,"UEC083035","UEC083035",NA,NA,NA,NA,NA
"22","2019-08-20 10:00:33-03","UNICAMP","UEC","35308","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,NA,"Koehler, S","2002","05",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 138.","-43.7449989318848","-19.513599395752","31264","auto","Sazima, M","13386","1971","12","14",NA,NA,NA,NA,"UEC083038","UEC083038",NA,NA,NA,NA,NA
"23","2021-03-01 16:20:02-03","UNICAMP","UEC","117785","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Loudon) Rchb.f.",NA,"Sobre pedras emtre líquens. Pseudo bulbo amarelo. Flores róseo-alaranjadas com calcar.","Guimarães, LRS","2008","10","17","Brazil","Minas Gerais","Santana do Riacho","km 125","-43.7144012451172","-19.1688995361328","26557","auto","Giulietti, AM; et al.","s.n.","1985","11","01",NA,NA,NA,NA,"UEC083036","UEC083036",NA,NA,NA,NA,NA
"24","2019-11-06 10:17:17-03","UFOP","OUPR","30433","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Coletada na trilha para o setor de baixo da pedreira.; Herbácea, ca. 20cm. Cálice róseo, corola com venação roxa e pubescente. Presença de cálcar.; Localizada diretamente na superfície de afloramento rochoso.","Badia, C.C.V.; Vasconcelos, R.","2017",NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas, Morro São Sebastião. Trilha inicia na antiga pedreira e termina na nascente do Rio das Velhas, próxima à Rua das Camarinhas.","-43.503586","-20.369689",NA,NA,"Badia, C.C.V.","57","2017","11","15",NA,NA,NA,NA,NA,NA,"-43.503586","-20.369689",NA,NA,NA
"25","2019-11-06 09:56:49-03","UFOP","OUPR","4617","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Sobre canga. Erva. Vegetal estéril","Antônio-Silva, L.","2010","12","06","Brasil","Minas Gerais","Belo Horizonte","Serra da Moeda, Area da MBR","-43.937801361084","-19.9207992553711","17082","auto","Zurlo, M.A.; Silva, J.L.","s.n.","1986","05","27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-06 09:56:49-03","UFOP","OUPR","9623","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Saxícola (itacolomito). Erva. Flores roseo-violaceas","Antônio-Silva, L.","2010","12","06","Brasil","Minas Gerais","Ouro Preto","Alto do Itacolomi","-43.5080986022949","-20.2875003814697","44599","auto","Badini, J.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-06 09:56:49-03","UFOP","OUPR","9624","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Sobre quartzito. Erva. Flores violáceas","Antônio-Silva, L.","2010","12","06","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.5080986022949","-20.2875003814697","44599","auto","Badini, J.","s.n.","1974","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-10-01 14:25:52-03","JBB","HEPH","21071","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd. ex Loudon) Rchb.f.",NA,NA,"Salles, AEH","2004","06","13","Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.5505","-19.258972",NA,NA,"Salles, AEH; Oliveira, MS; Jesus, FPR de; Carvalho, FJ de; Azevedo, INC de","3272A,B,C","2004","06","13","Southern America",NA,NA,NA,NA,NA,"-43.5505","-19.258972",NA,NA,NA
"29","2020-12-11 11:44:19-03","UFMG","BHCB","176533","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Prensado em álcool; Erva; frutos imaturos verdes; Campo Rupestre Quartzitico",NA,"2015","05","01","Brasil","Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,"Paiva, JAM; Pivari, MOD; Tomich, S; Nascimento, L","364","2015","04","30","Southern America",NA,NA,NA,NA,NA,"-43.436667","-20.153611",NA,NA,NA
"30","2020-12-11 11:44:19-03","UFMG","BHCB","176590","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Prensado em álcool; Erva rupícola; bulbos amarelos a verdes; frutos castanhos.; Campo Rupestre Quartzítico local sombreado",NA,"2015","11",NA,"Brasil","Minas Gerais","Mariana","RPPN Horto Alegria","-43.436667","-20.153611",NA,NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2509","2015","06","26","Southern America",NA,NA,NA,NA,NA,"-43.436667","-20.153611",NA,NA,NA
"31","2020-12-11 11:44:19-03","UFMG","BHCB","178597","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Erva rupícola; frutos imaturos verdes.; Campo Rupestre Quartzítico",NA,"2015","11",NA,"Brasil","Minas Gerais","Itabirito","RPPN Cata Branca","-43.848611","-20.228611",NA,NA,"Paiva, JAM; Tomich, S; Nascimento, L","596","2015","08","18","Southern America",NA,NA,NA,NA,NA,"-43.848611","-20.228611",NA,NA,NA
"32","2020-12-11 11:44:19-03","UFMG","BHCB","179084","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Prensado em álcool; Erva rupícola; bulbos amarelos; folhas verdes; flores com pétalas castanhas; labelo com estrias vermelhas; forte odor.; Campo Rupestre Quartzítico",NA,"2015","11",NA,"Brasil","Minas Gerais","Ouro Preto","RPPN Capanema","-43.605","-20.197222",NA,NA,"Pivari, MOD; Paiva, JAM; Tomich, S; Nascimento, L","2628","2015","09","25","Southern America",NA,NA,NA,NA,NA,"-43.605","-20.197222",NA,NA,NA
"33","2020-12-11 11:44:19-03","UFMG","BHCB","184171","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Herbáceo, 0,3m alt. Rupícola. Fruto em formação verde, bulbo amarelo.; Campo Rupestre Quartizito. Afloramento rochoso, solo pedregoso, cascalhento.",NA,"2016","12","15","Brasil","Minas Gerais","Itabirito","RPPN Córrego Seco","-43.902778","-20.279722",NA,NA,"Sousa, NL; Souza, JAM; Avelar, R","542","2016","12","07","Southern America","1366","1366",NA,NA,NA,"-43.902778","-20.279722",NA,NA,NA
"34","2020-12-11 11:44:19-03","UFMG","BHCB","92507","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Planta coletada em mata ciliar; erva rupestre; calosidade do labelo amarelada e restante do mesmo vinho-escuro, demais pétalas e sépalas vináceas.",NA,NA,NA,NA,"Brasil","Minas Gerais","Serro","Milho Verde, Cachoeira do Moinho","-43.3793983459473","-18.604700088501","37754","auto","Mota, RC da","2628","2002","11","16","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:19-03","UFMG","BHCB","96994","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Planta coletada como saxícola; flores vináceas.; em paredões de canga",NA,"2006","02",NA,"Brasil","Minas Gerais","Catas Altas","Mina do Fazendão","-43.4075012207031","-20.0746994018555","11966","auto","Mota, RC da","2998","2005","10","20","Southern America","900","900",NA,"BHCB001022","BHCB001022",NA,NA,NA,NA,NA
"36","2020-12-11 11:44:19-03","UFMG","BHCB","86311","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Planta rupícola em campo rupestre. Flores rosas.",NA,NA,NA,NA,"Brasil","Minas Gerais","São Gonçalo do Rio Preto","P.E.do Rio Preto","-43.3908004760742","-18.0041999816895","26697","auto","Viana, PL; Mota, NFO; Salino, A; Rai, G do","1273","2003","12","05","Southern America","1400","1400",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:44:19-03","UFMG","BHCB","20188","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Campo rupestre (afloramento rochoso), herbáceo.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","P.N.Serra do Cipó, Coletada na região do Congonhas abaixo da Casa de Pedra e próximo ao córrego Gavião.","-43.7144012451172","-19.1688995361328","26557","auto","Pereira, M; Lucca, M","900","1991","11","26","Southern America","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:44:19-03","UFMG","BHCB","27968","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb",NA,"Campo rupestre, epífita. Flores róseas, bulbo amarelado.",NA,NA,NA,NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328","26557","auto","Queiroz, LP de","101","1990","11","17","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-11 17:20:53-03","UFPR","UPCB","64039","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","Rchb.f.",NA,"Rupícula, heliófila. Herbácea, pseudobulbos amarelos, flores com escapo verde, flores com tépalas brancas, labelo de lilás a branco com nervuras lilás..",NA,NA,NA,NA,"Brasil","Espírito Santo","Castelo","BLOQUEADO",NA,NA,NA,NA,"Fraga, C.N.","2232","2008","10","14",NA,"1500","1850",NA,NA,NA,"9999","9999",NA,NA,NA
"40","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","13655",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Sépalas e pétalas brancas, labelo vináceo.","L. Kollmann/2000",NA,NA,NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"L. Kollmann; et al","3192","2000","10","13",NA,NA,NA,NA,"MBML013655","MBML013655","41W6'2","20S31'9",NA,NA,NA
"41","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","22837",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Somente em álcool.","L. Kollmann/17-11-2004",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Pedra da Onça","-40.814722","-19.897778",NA,NA,NA,NA,"1942","10","28",NA,NA,NA,NA,"MBML022837",NA,"40W48'53","19S53'52",NA,NA,NA
"42","2020-07-10 09:48:08-03","MBML","MBML-HERBARIO","24088",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.) Rchb.f.",NA,"Rupícola, heliófila, flores com pétalas e sepálas brancas, labelo branco com listras lilas.","A. P. Fontana/06-07-2005",NA,NA,NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,NA,"A. P. Fontana; et al","1009","2004","11","01",NA,NA,NA,NA,"MBML024088","MBML024088","41W6'2","20S31'9",NA,NA,NA
"43","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","37655",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lood.) Rchb.f.",NA,"Rupícola, heliófila. Herbácea, pseudobulbos amarelos, flores com escapo verde, flores com tépalas brancas, labelo lilás a branco com nervuras lilás.","L. Kollmann/22-01-2013",NA,NA,NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha para a base do Fornão.Inselbergues.","-41.100556","-20.520556",NA,NA,"C. N. de Fraga; R.C.Forzza & P.H.Labiak.","2232","2008","10","14",NA,"1500","1500",NA,"MBML037655","MBML037655","41W6'2","20S31'14",NA,NA,NA
"44","2020-09-03 12:03:27-03","MBML","MBML-HERBARIO","38436",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.)Rchb.f.",NA,"Rupícola/saxícola. Vegetando sobre rochas em meia sombra. Flores amarelas com labelo avermelhado com vilosidades. Perto pedra da Carneira.","L. Kollmann - 22/05/05","2005","05","22","Brasil","Espírito Santo","Alegre","Monte Cristo","-41.386944","-20.688611",NA,NA,"D.R. Couto","195","1999","11","05",NA,"750","750",NA,"MBML038436","MBML038436","41W23'13","20S41'19",NA,NA,NA
"45","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","5309",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lood.) Rchb.f.",NA,"Flor com pétalas brancas, sépalas brancas rosadas, labelo roxo com calosidade amarela. Lóbulos laterias amarelos com linhas roxas. Herb./Culta (jardim rupestre).","L. Kollmann/22-01-2013",NA,NA,NA,"Brasil","Espírito Santo","Santa Teresa","Alto Pedra Alegre","-40.808611","-19.851944",NA,NA,"H. Q. Boudet Fernandes","2298","1988","02","17",NA,NA,NA,NA,"MBML005309","MBML005309","40W48'31","19S51'7",NA,NA,NA
"46","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","6252",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lood.) Rchb.f.",NA,"Rupestre, flor creme com bordos arroxeados. Altitude 1700m.","L. Kollmann/22-01-2013",NA,NA,NA,"Brasil","Espírito Santo","Castelo","Reserva Florestal Forno Grande","-41.100556","-20.519167",NA,NA,"Edson V. R. Mota","30","1991","11","07",NA,NA,NA,NA,"MBML006252","MBML006252","41W6'2","20S31'9",NA,NA,NA
"47","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","6254",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lood.) Rchb.f.",NA,"Flor amarelo creme com labelo branco e o fundo amarelo, altitude 1900m.","L. Kollmann/22-01-2013",NA,NA,NA,"Brasil","Espírito Santo","Castelo","Reserva Florestal Forno Grande","-41.100556","-20.519167",NA,NA,"Edson V. R. Mota","27","1991","11","07",NA,NA,NA,NA,"MBML006254","MBML006254","41W6'2","20S31'9",NA,NA,NA
"48","2020-07-10 09:48:11-03","MBML","MBML-HERBARIO","38533",NA,"Plantae",NA,NA,NA,"Orchidaceae","Bifrenaria","tyrianthina","Bifrenaria tyrianthina","(Lodd.)Rchb.f.",NA,"Rupícola/saxícola. Vegetando sobre rochas em meia sombra. Flores amarelas com labelo avermelhado com vilosidades. Perto pedra da Carneira.","L. Kollmann - 22/05/05","2005","05","22","Brasil","Espírito Santo","Mimoso do Sul","Pedra dos Pontões","-41.3664016723633","-21.0641994476318","29430","auto","D.R. Couto","82","2004","04","17",NA,"750","750",NA,"MBML038533","MBML038533",NA,NA,NA,NA,NA
