"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","typeStatus"
"11","2020-02-08 09:55:04-03","NBC","NL-BOTANY","U.1372410","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson WR","Pedersen TM",NA,"1969","12","09","Southern America","Paraguay","Caaguazú",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372410 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372410","NL-U1372410",NA,NA,"Magnoliopsidae","U 0085168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:55:04-03","NBC","NL-BOTANY","U.1372411","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.",NA,"Bernardi M",NA,"1978","12","09","Southern America","Paraguay",NA,NA,"Frequens in pascuis circa viam de Cerro Corá versus Cerro Guazú. 10-22 KM. 300M alt. Amambay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1372411 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1372411","NL-U1372411",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:12:35-03","ESALQ","ESA","78435","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Ferrucci, M.S. et al.","1612.0","1999","12","17",NA,"Paraguai",NA,NA,"Pedro Juan Caballero. Depto. Amambay",NA,NA,NA,NA,"ESA078435",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:12:35-03","ESALQ","ESA","60406","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","37391.0","1975","11","11",NA,"Brasil","Mato Grosso","Nova Andradina",NA,NA,NA,NA,NA,"ESA060406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-07 11:45:35-03","UFMS","CGMS","45173","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","A. Francener","A. Pott; V.J. Pott","11916","2004","10","12",NA,"Brasil","Mato Grosso do Sul","Rio Brilhante","Prudêncio Thomaz, rodovia BR-163.","-54.4291667","-21.6569444",NA,"Flor amarela. Fruto ausente. Duplicata SP. Habitat: Vegetação secundária de cerrado, de beira de estrada, após fogo. Solo latossolo vermelho. Relevo quase plano. Habito: Subarbusto. 30cm de altura , multicaule, com xilopódio. Frequen","CGMS1075140",NA,NA,NA,NA,NA,"2015","05","10","-54,4291667","-21,6569444","315","315",NA,NA,NA
"16","2019-08-20 10:17:32-03","UNICAMP","UEC","31927","S","Plantae","Magnoliopsida",NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Francener, A","Garcia, WBG","14115",NA,NA,NA,NA,"Brazil","Mato Grosso do Sul","Amambai","Arredores da tribo Caiuá","-55.320619","-23.118472",NA,"flor","UEC037678",NA,NA,NA,NA,NA,"2013","09","24","-55.320619","-23.118472",NA,NA,NA,NA,NA
"17","2021-03-16 17:53:24-03","UCS","HUCS","19603","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","33157","1973","11","13",NA,"Brasil","Mato Grosso do Sul","Rio Verde","Rod. BR-163",NA,NA,NA,"subarbusto 50 cm, flor amarela, solo arenoso; campo cerrado",NA,NA,NA,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-16 08:39:50-03","UTFPR","HCF","13241","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","cf. psilandra","Byrsonima cf. psilandra","Grisebach","R.F. Almeida","M.G. Caxambu","4984","2013","11","28",NA,"Brasil","PR","Tibagi","Sítio Sete Quedas","-50.259444","-24.583278",NA,"subarbusto heliófito, ca. 0,25 m. Flores amarelas.",NA,NA,NA,NA,NA,NA,"2016","11",NA,"50°15'34 W","24°34'59,8 S","1087","1087",NA,NA,NA
"19","2019-08-16 08:39:50-03","UTFPR","HCF","15233","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Grisebach","R.F. Almeida","M.G. Caxambu","5656","2014","10","24",NA,"Brasil","PR","Tibagi","Sítio Sete Quedas","-50.220722","-24.581083",NA,"arbusto ca. 0,80 m, heliófito. Flores amarelo-alaranjadas.",NA,NA,NA,NA,NA,NA,"2016","09",NA,"50°13'14,6 W","24°34'51,9 S","1032","1032",NA,NA,NA
"20","2019-08-16 08:39:50-03","UTFPR","HCF","6354","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Grisebach","J. Cordeiro & E. Barboza","M.G. Caxambu","1881","2007","11","03",NA,"Brasil","PR","Ponta Grossa","estrada para o Buraco do Padre","-49.9815","-25.173889",NA,"arbusto heliófito, em barranco, junto à estrada. Flores alaranjadas.",NA,NA,NA,NA,NA,NA,"2008",NA,NA,"49°58'53,4 W","25°10'26 S","955","955",NA,NA,NA
"21","2020-12-21 16:32:41-03","MBM","MBM","99255","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.; et al.; et al.","48427",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Amambai","Amambai, rodovia para Coronel Sapucaia","-55.2257995605469","-23.1042003631592",NA,NA,"MBM099255","MBM099255","73676","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-21 16:32:41-03","MBM","MBM","7252","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","18712",NA,NA,NA,"Southern America","Brazil","Paraná","Balsa Nova","Tamanduá","-49.6356010437012","-25.5839004516602",NA,NA,"MBM007252","MBM007252","27346","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-21 16:32:41-03","MBM","MBM","42610","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","1098",NA,NA,NA,"Southern America","Brazil","Paraná","Lapa","Engenheiro Bley","-49.7158012390137","-25.7696990966797",NA,NA,"MBM042610","MBM042610","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:32:41-03","MBM","MBM","13125","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.; et al.; et al.","23121",NA,NA,NA,"Southern America","Brazil","Paraná","Laranjeiras do Sul","Km 127","-52.4160995483398","-25.4078006744385",NA,NA,"MBM013125","MBM013125","28404","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:32:41-03","MBM","MBM","26212","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Hatschbach, G.","31842",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Colônia Quero-Quero","-50.0064010620117","-25.4293994903564",NA,NA,"MBM026212","MBM026212","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:32:41-03","MBM","MBM","222326","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Dombrowski, L.T.; et al.; et al.","7594",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Próximo a Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM222326",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:32:41-03","MBM","MBM","223664","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Johnsson, G.","198A",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,"MBM223664",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:32:41-03","MBM","MBM","17054","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","25184",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Brilhante","Rio Vacaria",NA,NA,NA,NA,"MBM017054","MBM017054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:32:41-03","MBM","MBM","101978","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Anderson, W.R.","12385",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM101978","MBM101978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:32:41-03","MBM","MBM","106475","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Bernardi, L.","19031",NA,NA,NA,"Southern America","Paraguay",NA,NA,"Amambai",NA,NA,NA,NA,"MBM106475","MBM106475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:32:41-03","MBM","MBM","110848","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Pedersen, T.M.","11022",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM110848","MBM110848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:32:41-03","MBM","MBM","28248","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33016",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Sidrolândia","Rod. BR-163",NA,NA,NA,NA,"MBM028248","MBM028248",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:32:41-03","MBM","MBM","28252","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.; Koczicki, C.; Koczicki, C.","33157",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Rio Verde","Rod. BR-163",NA,NA,NA,NA,"MBM028252","MBM028252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:32:41-03","MBM","MBM","38549","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","37391",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Nova Andradina","Fazenda Douradinho",NA,NA,NA,NA,"MBM038549","MBM038549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:32:41-03","MBM","MBM","394966","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Kramer, J.F.F.","Silva, J.M.; Motta, J.T.; Motta, J.T.","8735","2014","12","03","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Próximo à igreja","-50.010278","-25.243611",NA,"Xilopodífera, flor amarela.; Campo recém queimado.","MBM394966","MBM394966",NA,NA,NA,NA,"2015","01","20","-50.010278","-25.243611","860","860",NA,NA,NA
"36","2020-12-21 16:32:41-03","MBM","MBM","397925","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Amaral-Neto, L.P.","101","2012","12","22","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Atrás da igreja","-50.008056","-25.241944",NA,"Touceira, flores amarelas.; Campo Gerais, campo seco.","MBM397925","MBM397925",NA,NA,NA,NA,"2014","04",NA,"-50.008056","-25.241944","880","880",NA,NA,NA
"37","2020-12-21 16:32:41-03","MBM","MBM","401872","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Soares, E.L.C.","Lozano, E.D.","2144","2013","12","04","Southern America","Brazil","Paraná","Balsa Nova","São Luís do Purunã, Fazenda Tamanduá","-49.71475","-25.538833",NA,"Arbusto, 50 cm, flores amarelas, em afloramento rochoso.; Campos Gerais.","MBM401872","MBM401872",NA,NA,NA,NA,"2015",NA,NA,"-49.71475","-25.538833",NA,NA,NA,NA,NA
"38","2020-12-21 16:32:41-03","MBM","MBM","401873","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Soares, E.L.C.","Lozano, E.D.","2418","2013","12","18","Southern America","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991917","-25.247556",NA,"Subarbusto, 30 cm, flores amarelas, campo seco.; Campos Gerais.","MBM401873","MBM401873",NA,NA,NA,NA,"2015",NA,NA,"-49.991917","-25.247556",NA,NA,NA,NA,NA
"39","2020-12-21 16:32:41-03","MBM","MBM","86966","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.; et al.; et al.","47253",NA,NA,NA,"Southern America","Paraguay",NA,NA,"Fazenda El Buracon, 30km O de Pedro Juan Cabalero",NA,NA,NA,NA,"MBM086966","MBM086966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:32:41-03","MBM","MBM","95872","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Schinini, A.","21411",NA,NA,NA,"Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM095872","MBM095872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:32:41-03","MBM","MBM","118943","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","51534",NA,NA,NA,"Southern America","Brazil","Mato Grosso do Sul","Ponta Porã","Ponta Porã, próximo a Fazenda Modelo","-55.7256011962891","-22.5361003875732",NA,NA,"MBM118943","MBM118943","102608","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:32:41-03","MBM","MBM","222327","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Dombrowski, L.T.","6867",NA,NA,NA,"Southern America","Brazil","Paraná","Campo Largo","São Luís do Purunã","-49.5283012390137","-25.4585990905762",NA,NA,"MBM222327",NA,"53742","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:32:41-03","MBM","MBM","222325","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Dombrowski, L.T.; et al.; et al.","9005",NA,NA,NA,"Southern America","Brazil","Paraná","Jaguariaíva","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"MBM222325",NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:32:41-03","MBM","MBM","222324","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Ribas, O.S.","Dombrowski, L.T.; et al.; et al.","12392",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira","Rio do Salto","-50.0064010620117","-25.4293994903564",NA,NA,"MBM222324",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:32:41-03","MBM","MBM","342354","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Cordeiro, J.; Barboza, E.","Caxambú, M.G.; et al.; et al.","1881","2007","11","03","Southern America","Brazil","Paraná","Ponta Grossa","Estrada para o Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,"Arbusto heliófito, em barranco, junto á estrada. Flores alaranjadas. Relevo ondulado. Vegetação Estepe (campos gerais).","MBM342354","MBM342354","46557","auto",NA,NA,"2008",NA,NA,NA,NA,"955","955",NA,NA,NA
"46","2020-12-21 16:32:41-03","MBM","MBM","243510","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Hatschbach, G.","Ziller, S.R.","1732",NA,NA,NA,"Southern America","Brazil","Paraná","Ponta Grossa","Rio Tibagi, Cruzamento co a Rod. BR-376","-50.1618995666504","-25.0949993133545",NA,NA,"MBM243510","MBM243510","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:32:41-03","MBM","MBM","42623","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Hatschbach, G.","5486",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Fazenda Ingrata","-50.4136009216309","-24.5093994140625",NA,NA,"MBM042623","MBM042623","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:32:41-03","MBM","MBM","213556","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Guimarães, O.","Cervi, A.C.","3988",NA,NA,NA,"Southern America","Brazil","Paraná","Tibagi","Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,"MBM213556","MBM213556","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-11 11:37:33-03","UFMG","BHCB","76332","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.",NA,"Hatschbach, G","33157","1973","11","13","Southern America","Brasil","Mato Grosso","Rio Verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:19:27-03","UFPR","UPCB","37896","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Zardini, E.M.","25678","1991","01","05",NA,"Paraguai",NA,NA,"Caaguazu, 2km N of Arroyo Guaranungua, 25°22'S 55°55'W","-55.916667","-25.366667",NA,"Herb 40cm, cerrado scrub..",NA,NA,NA,NA,NA,NA,"1992","01","01","-55.916667","-25.366667",NA,NA,NA,NA,NA
"51","2021-02-11 17:19:27-03","UFPR","UPCB","37897","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","Anderson, W.R.","Zardini, E.M.","25878","1991","01","12",NA,"Paraguai",NA,NA,"Caaguazu, Arroyo Yuquyry-Arroyo Taruma, 4km N of Arroyo Yuquyry, 25°13'S 55°55'W","-55.916667","-25.216667",NA,"Herb 40cm, corolla yellow. Cerrado scrub..",NA,NA,NA,NA,NA,NA,"1992","01","01","-55.916667","-25.216667",NA,NA,NA,NA,NA
"52","2008-05-27 22:02:00-03","MO","MOBOT","1004772","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","psilandra","Byrsonima psilandra","Griseb.","W.R. Anderson (MICH)","Elsa M. Zardini|A. Vargas","Zardini 43605","1995","8","24","South America","Paraguay","San Pedro",NA,"Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. North side. Cerrado scrub on red, sandy soil.","-56.21138","-23.79611",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"210.00000000",NA,"1028","3",NA
