"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","dayIdentified","typeStatus","class"
"12","2016-02-02 14:37:51-02","BGBM","B","B 10 0157406","S","Plantae",NA,NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez in C.DC.",NA,NA,NA,"W. Schwacke",NA,NA,NA,"Brazil",NA,NA,"Minas Gerais: Serra de Antonio Pereira.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100157406 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>",NA,"8739","Middle and South America",NA,NA,NA,"B100157406","B100157406 B100157406_1",NA,NA,NA,"holotype",NA
"13","2020-12-20 21:16:25-03","UFV","VIC","043665","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","2002","04","20","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793","33524",NA,"Escapo verde, raquis lateral de vermelho a laranja, brácteas escapais paleáceas, brácteas florais verde avermelhado, sépalas de vermelho a alaranjado, pétalas laranja.","auto","s.n.",NA,NA,NA,NA,"VIC043665",NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:16:25-03","UFV","VIC","043666","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","2002","06","11","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793","33524",NA,"Folhas vinho, escapo verde, raquis laterais laranja, raquis principal verde da base aomeio e laranja do meo ao topo, brácteas escapais inferiores vinho esverdeado e superiores paleáceas, brácteas florais paleáceas, sépalas de base aver","auto","s.n.",NA,NA,NA,NA,"VIC043666",NA,NA,NA,NA,NA,NA
"15","2020-12-20 21:16:25-03","UFV","VIC","027825","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"Ribeiro, O.B.C.; de Paula, C.C.","2008","06","05","Brasil","Minas Gerais",NA,"Pé da Serra do Caraça, Acervo do UPCB -UFV com n°1.1.34.",NA,NA,NA,NA,"Terrestre em campo de canga.",NA,"71",NA,NA,NA,NA,"VIC027825","VIC027825",NA,NA,NA,NA,NA
"16","2020-12-20 21:16:25-03","UFV","VIC","043663","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","2002","04","04","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555","11966",NA,"Folhas de base vinho claro, escapo verde, brácteas escapais inferiores verdes e superiores paleáceas, bráctea floral palácea, sépala e pétalas alaranjadas.","auto","s.n.",NA,NA,NA,NA,"VIC043663",NA,NA,NA,NA,NA,NA
"17","2020-12-20 21:16:25-03","UFV","VIC","043664","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","2002","02","27","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555","11966",NA,"Escapo verde, bráteas escapais paleáceas, brácteas florais verdes, sépalas e pétalas laranjas.","auto","s.n.",NA,NA,NA,NA,"VIC043664",NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:16:25-03","UFV","VIC","26428","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.","Guarconi, E.","2012","04","Paula, C.C. de; Silva, R.R. de","2002","05","21","Brasil","Minas Gerais","Catas Altas",NA,"-43.4075012207031","-20.0746994018555","11966",NA,"Escapo verde, raquis verde da base ao meio e amarela no restante, brácteas escapais e primárias paleáceas, brácteas florais verdes com ápice preto, sépalas laranjas com mancha preta, pétala laranja.","auto","s.n.",NA,NA,NA,NA,"VIC026428","VIC026428 VIC026428_1",NA,NA,"24",NA,NA
"19","2020-12-20 21:16:25-03","UFV","VIC","043662","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","2002","04","11","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793","33524",NA,"Escapo verde, bráteas escapais paleáceas, raquis laranja, rácteas florais paleáeas, sépalas e pétalas laranjas.","auto","s.n.",NA,NA,NA,NA,"VIC043662",NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:16:25-03","UFV","VIC","043667","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. f.",NA,NA,NA,"de Paula, C.C.; Silva, R.R. da","2002","04","11","Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793","33524",NA,"Escapo verde, brácteas escapais paleáceas, raquis laranja, brácteas florais paleáceas, sépalas e pétalas laranja.","auto","s.n.",NA,NA,NA,NA,"VIC043667",NA,NA,NA,NA,NA,NA
"21","2019-11-05 16:46:29-03","UFOP","OUPR","12995","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez","Badini, J.","1982","08","Rapalo, J.A.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Timbopeba","-43.5080986022949","-20.2875003814697","44599",NA,"Sobre canga. Erva","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"07",NA,NA
"22","2019-11-05 16:46:29-03","UFOP","OUPR","8894","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,NA,NA,"Nogueira, R.E.","1999","09","12","Brasil","Minas Gerais","Ouro Preto","Pedra do Jacaré, APA da Cachoeira das Andorinhas","-43.5080986022949","-20.2875003814697","44599",NA,"Em campo rupestre. Erva. Flores laranjas","auto","71",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-06 10:13:51-03","UFOP","OUPR","30415","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Badia, C.C.V.","2017","11","Badia, C.C.V.; Soldevila, A. & Zeferino, L.C.","2017","10","19","Brasil","Minas Gerais","Ouro Preto","Serra das Camarinhas, Morro São Sebastião. A trilha se inicia na antiga pedreira e termina na nascente do Rio das Velhas, próxima à Rua das Camarinhas.","-43.5054","-20.383861",NA,NA,"Inflorescência com eixo pubescente. Flores com pétalas laranjas e estames amarelos; sépalas laranjas e bráctea escura na face abaxial; folhas espinhosas e róseas.; Localizada em platô não sombreado no bloco Nave-mãe.",NA,"27",NA,NA,NA,NA,NA,NA,"-43.5054","-20.383861","29",NA,NA
"24","2019-11-05 16:46:29-03","UFOP","OUPR","12998","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Forzza, R.C.","1998","08","Laila",NA,NA,NA,"Brasil","Minas Gerais","Belo Horizonte","Serra da Moeda, Em campo. Solo ferruginoso","-43.937801361084","-19.9207992553711","17082",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-05 16:46:29-03","UFOP","OUPR","12997","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Godoy, J.B.",NA,NA,"Godoy, J.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697","44599",NA,"Erva. Flores alaranjadas","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-05 16:46:29-03","UFOP","OUPR","6619","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Roschel, M.B.","1996","11","Roschel, M.B.; Craig, J.","1996","11","05","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Estrada da torre - SAMARCO Mineração","-43.5080986022949","-20.2875003814697","44599",NA,"Em campo ferruginoso. Erva rupícola. Flores alaranjadas","auto","319",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA
"27","2019-11-05 16:46:29-03","UFOP","OUPR","19418","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Messias, M.C.T.B.",NA,NA,"Ataíde, E.S.","2007","05","04","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697","44599",NA,"Erva. Campo ferruginoso.","auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-11-05 16:46:29-03","UFOP","OUPR","9255","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Forzza, R.C.","2011","05","Messias, M.C.T.B.","2000","09","22","Brasil","Minas Gerais","Ouro Preto","Camarinhas","-43.5080986022949","-20.2875003814697","44599",NA,"Em campo rupestre. Erva. Flores alaranjadas","auto","375",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-11-05 16:46:29-03","UFOP","OUPR","9897","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Forzza, R.C.","2011","05","Sousa, H.C. de","2000","04","17","Brasil","Minas Gerais","Ouro Preto","Estação Ecológica do Tripuí, Morro da Alcan - proximo das torres de transmissão","-43.5080986022949","-20.2875003814697","44599",NA,"Em campo sujo com manchas de canga e filito. Erva","auto","292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-05 16:46:29-03","UFOP","OUPR","20661","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Forzza, R.C.","2009",NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","12","19","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7","-43.5080986022949","-20.2875003814697","44599",NA,"Erva, flores alaranjadas. Campo rupestre","auto","1689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-11-05 16:46:29-03","UFOP","OUPR","21056","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.",NA,NA,NA,"Messias, M.C.T.B.; Silva, J.L.; Tonaco, A.C. & Ataíde, E.S.","2007","10","17","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira, Samarco, Alegria 7","-43.5080986022949","-20.2875003814697","44599",NA,"Erva rupícola. Campo rupestre","auto","1481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-11-05 16:46:29-03","UFOP","OUPR","12996","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Damazio, L.B.",NA,NA,"Damazio, L.B.",NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto","-43.5080986022949","-20.2875003814697","44599",NA,NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2014-10-14 15:56:20-03","BS","M","M-0010690","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.",NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"Habitat inter Sorocaba et V. Rica. Provinciae Min. Gerais et S. Pauli, in pascuis altis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0010690",NA,NA,NA,NA,"HOLOTYPE","Liliopsida"
"34","2014-10-14 15:56:20-03","BS","M","M-0111436","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.",NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"[Habitat inter Sorocaba et V. Rica. Provinciae Min. Gerais et S. Pauli. In pascuis altis.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0111436",NA,NA,NA,NA,"HOLOTYPE","Liliopsida"
"35","2014-10-14 15:56:20-03","BS","M","M-0111437","S","Plantae","Magnoliophyta","Poales","Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.",NA,NA,NA,"Martius, C.F.P. von",NA,NA,NA,"Brasil",NA,NA,"[Habitat inter Sorocaba et V. Rica. Provinciae Min. Gerais et S. Pauli. In pascuis altis.]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"M0111437",NA,NA,NA,NA,"HOLOTYPE","Liliopsida"
"36","2020-12-21 16:19:25-03","MBM","MBM","421350","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.f.","Campos-Rocha, A.","2019","02","Campos-Rocha, A.; Comin, M.; Comin, M.","2018","12","17","Brazil","Minas Gerais","Mariana","Bento Rodrigues","-43.411389","-20.226111",NA,NA,"Herbácea 25 cm altura (inflorescência 0.6 m), flores alaranjadas, frutos enegrecidos.; Campo rupestre",NA,"2172","Southern America","858","858",NA,"MBM421350",NA,"-43.411389","-20.226111","20",NA,NA
"37","2020-12-11 11:43:30-03","UFMG","BHCB","166131","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,"2015","05","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","03","07","Brasil","Minas Gerais","Mariana","Mina de Alegria, Morro da Mina","-43.453056","-20.161667",NA,NA,"Arbusto, flores e frutos passados; Terrestre no Campo Rupestre Ferruginoso. Litotipo: Itabirito, itabirito filítico e dolomítico.",NA,"2086","Southern America","993","993",NA,"BHCB024575",NA,"-43.453056","-20.161667","14",NA,NA
"38","2020-12-11 11:43:30-03","UFMG","BHCB","178188","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,"2014",NA,"Ribeiro, OBC","2014","09","16","Brasil","Minas Gerais","Ouro Preto","Serra de Antônio Pereira","-43.515278","-20.213081",NA,NA,"Rupicola ou saxícola.; Canga ferruginosa",NA,"691","Southern America","1278","1278",NA,"BHCB030677",NA,"-43.515278","-20.213081",NA,NA,NA
"39","2020-12-11 11:43:30-03","UFMG","BHCB","195823","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,NA,NA,"Rezende, SG","2019","02","19","Brasil","Minas Gerais","Catas Altas","Morro da Água Quente, Mina de Tamanduá","-43.419722","-20.133056",NA,NA,"Erva; Campo rupestre sobre canga",NA,"6492","Southern America","905","980",NA,"BHCB195823",NA,"-43.419722","-20.133056",NA,NA,NA
"40","2020-12-11 11:43:30-03","UFMG","BHCB","105195","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,"2015","05","Mota, RC da","2006","10","18","Brasil","Minas Gerais","Mariana","Mina de Alegria","-43.4160995483398","-20.377799987793","33524",NA,"Erva; corola alaranjada.; Campo rupestre ferruginoso","auto","3173","Southern America",NA,NA,NA,"BHCB024572",NA,NA,NA,"14",NA,NA
"41","2020-12-11 11:43:30-03","UFMG","BHCB","105230","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","elata","Dyckia elata","Mez",NA,"2015","05","Mota, RC da","2006","10","04","Brasil","Minas Gerais","Mariana","Mina de Alegria","-43.4160995483398","-20.377799987793","33524",NA,"Erva rupícula; flores alaranjadas; Campo rupestre ferruginoso","auto","3208","Southern America",NA,NA,NA,"BHCB010082",NA,NA,NA,"14",NA,NA
"42","2020-12-11 11:43:31-03","UFMG","BHCB","167456","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","04","Miranda, E; Tomich, S; Machado, TM; Souza, FS","2013","02","20","Brasil","Minas Gerais","São Gonçalo","Mina Brucutu, Litotipo: Canga; com laterita e, localmente, com fragmentos rolados de rocha.","-43.448333","-19.882222",NA,NA,"Erva em Campo Rupestre Ferruginoso Aberto, flor laranja. Projeto Lacunas do Conhecimento.",NA,"443","Southern America","940","940",NA,"BHCB057804","BHCB057804 BHCB057804_1","-43.448333","-19.882222",NA,NA,NA
"43","2020-12-11 11:43:31-03","UFMG","BHCB","165463","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","22","Brasil","Minas Gerais","Catas Altas","Mina de Fazendão, Chapada do Canga. Litotipo: Canga: fragmentos de formação ferrífera cimentados por limonita.","-43.415556","-20.159167",NA,NA,"Terrestre no Campo Rupestre Ferruginoso Arbustivo, flores laranjas. Projeto Lacunas do Conhecimento.",NA,"2054","Southern America","872","872",NA,"BHCB057802","BHCB057802 BHCB057802_1","-43.415556","-20.159167",NA,NA,NA
"44","2020-12-11 11:43:31-03","UFMG","BHCB","123562","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,NA,NA,"Rezende, SG; Dourado, BR","2008","03","07","Brasil","Minas Gerais","Mariana","Região da Mina de Fabrica Nova","-43.432222","-20.197222",NA,NA,"Formação ferruginosa de canga, herbácea.",NA,"2454","Southern America","1011","1011",NA,NA,NA,"-43.432222","-20.197222",NA,NA,NA
"45","2020-12-11 11:43:31-03","UFMG","BHCB","125775","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2016","06","Carmo, FF","2009","03","16","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.405278","-20.137361",NA,NA,"Em fendas e depressões. Afloramento de canga.",NA,"4392","Southern America","910","910",NA,"BHCB010118","BHCB010118 BHCB010118_1","-43.405278","-20.137361","07",NA,NA
"46","2020-12-11 11:43:31-03","UFMG","BHCB","165365","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","26","Brasil","Minas Gerais","Mariana","Mina Del Rey, Litotipo: Canga; capeamento limonítico.","-43.419167","-20.313889",NA,NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, frutos secos. Projeto Lacunas do Conhecimento.",NA,"2447","Southern America","908","908",NA,"BHCB057801","BHCB057801 BHCB057801_1","-43.419167","-20.313889",NA,NA,NA
"47","2020-12-11 11:43:31-03","UFMG","BHCB","165487","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2013","05","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","07","Brasil","Minas Gerais","Barão de Cocais","Mina do Baú, Litotipo: Canga: fragmento de rocha cimentados por limonita.","-43.5775","-20.018333",NA,NA,"Terrestre em Campo Rupestre Ferruginoso Aberto, flores laranjas. Projeto Lacunas do Conhecimento.",NA,"2446","Southern America","1134","1134",NA,"BHCB057799","BHCB057799 BHCB057799_1","-43.5775","-20.018333","11",NA,NA
"48","2020-12-11 11:43:31-03","UFMG","BHCB","166104","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2014","03","Souza, FS; Tomich, S; Miranda, E; Machado, TM","2013","02","28","Brasil","Minas Gerais","Mariana","Mina Del Rey, Litotipo: Itabirito, filito e itabirito dolomítico.","-43.414444","-20.3525",NA,NA,"Terrestre em Campo Rupestre Ferruginoso Arbustivo, flores passadas. Projeto Lacunas do Conhecimento.",NA,"2174","Southern America","853","853",NA,"BHCB057803","BHCB057803 BHCB057803_1","-43.414444","-20.3525",NA,NA,NA
"49","2020-12-11 11:43:31-03","UFMG","BHCB","186694","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2016","08","Vidal, CV","2016","07","20","Brasil","Minas Gerais","Mariana",NA,"-43.426111","-20.1575",NA,NA,"Campo Rupestre sobre Formação Ferrífera",NA,"s.n.","Southern America","919","919",NA,"BHCB186694","BHCB186694 BHCB186694_1","-43.426111","-20.1575","24",NA,NA
"50","2020-12-11 11:43:31-03","UFMG","BHCB","184338","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Dyckia","rariflora","Dyckia rariflora","Schult. & Schult.",NA,"2016","03","Mota, RC da","2016","03","16","Brasil","Minas Gerais","Catas Altas","Chapada de Canga","-43.406389","-20.165833",NA,NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva terrestre; flores alaranjadas.; Coletada em Campo Rupestre Ferruginoso",NA,"3695","Southern America","875","875",NA,"BHCB040078","BHCB040078 BHCB040078_1","-43.406389","-20.165833","30",NA,NA
