X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,recordNumber,year,month,day,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,identifiedBy,stateProvince,locality,imagecode,county,decimalLongitude,decimalLatitude,minimumElevationInMeters,yearIdentified,coordinatePrecision,geoFlag,verbatimLongitude,verbatimLatitude,maximumElevationInMeters,monthIdentified,class,dayIdentified,typeStatus,fieldNumber,individualCount,relatedCatalogItem,NM_MUNICIP,CD_GEOCMU
-46.774444,-23.9,"195",2020-06-15 15:31:06-03,UNESP-RC,HRCB,"19647",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,Godoy,NA,NA,NA,NA,NA,Brasil,NA,NA,NA,NA,NA,NA,O. Berg.,C. Proença,São Paulo,Parelheiros,NA,São Paulo,-46.774444,-23.9,NA,NA,NA,NA,46º46'28W,23º54'00S,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.4599990844727,"232",2020-09-12 05:00:02-03,US,US,"1954378",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,B. Hettfleish,"2467","1946","1","12",South America - Neotropics,Brazil,NA,NA,NA,US01889701,NA,Myrtales,O. Berg,NA,São Paulo,NA,US01889701_01 US01889701_02,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,"26398",auto,NA,NA,NA,NA,Dicotyledonae,NA,NA,NA,"1",NA,GUARULHOS,"3518800"
-46.774444,-23.9,"265",2019-11-13 11:27:22-03,USP,SPF,"101279",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Godoy, SAP","471","1995","04","19",NA,Brasil,NA,NA,NA,SPF00101279,NA,NA,O.Berg,"Proença, C",São Paulo,Parelheiros,NA,São Paulo,-46.774444,-23.9,NA,"2010",NA,NA,"-46.774444","-23.9",NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"348",2019-02-27 14:03:24-03,UFSJ,HUFSJ,"7527",S,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Dias, FMS",s.n.,"2009","04","22",NA,Brasil,NA,NA,"Arvoreta, 3 a 3,5m de altura, copa não tão aberta; frutos.",HUFSJ007527,NA,NA,O.Berg,"Sobral, M",São Paulo,USP - Rua da Praça dos bancos.,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,"2009","53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.9,"445",2019-10-03 10:04:22-03,UFSCar,SORO,"4144",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Godoy, S.A.P.; Pereira, D.L.; Ferreira, G.M.P.; Garcia, R.J.F.; Sordi, S.J.","471","1995","04","19",NA,Brasil,NA,NA,"Árvore ca 18m alt., DAP 0,25cm. Fuste ca 12m alt., descama tornando-se cinza claro. Frutos tintoriais cor de cereja.",NA,NA,NA,NA,NA,São Paulo,Camping Ana Paula,NA,Palheiros,-46.774444,-23.9,NA,NA,NA,NA,46°46'28W,23°54'0S,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"446",2019-12-05 14:48:39-03,UFSCar,SORO,"7738",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Ferreira, G.M.P.; Nakama, G.R.M.","361","2012","04","27",NA,Brasil,NA,NA,"Arvoreta, 2m alt., 5 cm DAP; casca descamante em placas arredondadas beges a marrons; frutos verdes e vináceos.",NA,NA,NA,O.Berg,E.H.P.Barreto,São Paulo,"Parque do Povo. Canteiro próximo à rua Olivia Feder, lado norte do campo de futebol.",NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,"2014","53584",auto,NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"447",2019-12-05 14:48:39-03,UFSCar,SORO,"7737",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Barreto, E.H.P.; Granato, L.; Carvalho, G.S.","613","2015","12","08",NA,Brasil,NA,NA,"Árvore, 6m alt.; botões e flores brancas, apenas um fruto verde e levemente vináceo.",NA,NA,NA,O.Berg,E.H.P.Barreto,São Paulo,Sítio Nova Esperança. Estrado do Gramado. Campo antrópico.,NA,São Paulo,-46.6300010681152,-23.5400009155273,NA,"2015","53584",auto,NA,NA,NA,"12",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"452",2020-08-20 20:40:37-03,UFSC,FLOR,"29845",PreservedSpecimen,Plantae,Myrtaceae,Psidium,giganteum,Psidium giganteum,"Mattos, J.","15451","1969","05","29",NA,Brasil,NA,NA,"arbusto, Fruto Maduro, vermelho, 1,8m altura. Folhas compridas e nervuras escuras",FLOR0029845,NA,Myrtales,Mattos,"Mattos, J.",São Paulo,"Via férrea São Paulo-Santos, Estação Biológica, Paranapiacaba, SP.",NA,Santo André,-46.5299987792969,-23.6599998474121,NA,"1969","27258",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.4599990844727,"459",2021-03-04 15:45:39-03,IF,SPSF,"02467",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,B.Hettfleisch,NA,"1946","01","12",América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Myrtales,NA,NA,SP,Gopouva,NA,Guarulhos,-46.5299987792969,-23.4599990844727,NA,NA,"26398",auto,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-45.8400001525879,-23.5300006866455,"473",2020-08-26 10:50:14-03,MCN-FZBRS,HAS,"87519",PreservedSpecimen,Plantae,Myrtaceae,Psidium,giganteum,Psidium giganteum,"Rabello, E.",s.n.,"1966","07",NA,NA,Brasil,NA,NA,"Na mata virgem. Árvore alta com ca. de 15m de altura. Frutos maduros, vermelhos.",HAS0087519,Magnoliophyta,NA,Mattos,NA,São Paulo,Estação Biológica de Boracéia,NA,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,Paratypus,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"475",2020-08-26 10:50:15-03,MCN-FZBRS,HAS,"87521",PreservedSpecimen,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Mattos, J.","13861","1966","08",NA,NA,Brasil,NA,NA,"Numa capoeira. Arbusto de 2m de alt.Casca cinzenta. Ramos e folhas novos avermelhados. Globo petalóide, no botão floral.",HAS0087521,Magnoliophyta,NA,O.Berg,NA,São Paulo,"Estação Ecológica da Boracéia, perto de Rio Claro",NA,Salesópolis,-45.8400001525879,-23.5300006866455,NA,NA,"18032",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-45.8400001525879,-23.5300006866455,"476",2019-11-21 10:12:37-03,IBt,SP,"115864",S,Plantae,Myrtaceae,Psidium,giganteum,Psidium giganteum,"Mattos, J","15305","1967","05","03",NA,Brasil,NA,NA,Árvore ca. 25 m alt.,SP001392,NA,NA,Mattos,"Mattos, JR",São Paulo,"Estação Biológica de Boracéia, Na mata virgem.",SP001392,Salesópolis,-45.8400001525879,-23.5300006866455,NA,"1969","18032",auto,NA,NA,NA,NA,NA,NA,Holotype,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.0299987792969,-23.5699996948242,"481",2019-11-21 10:12:38-03,IBt,SP,"357269",S,Plantae,Myrtaceae,Psidium,myrtoides,Psidium myrtoides,"Nicolau, SA; Braz, SA; Faria, VB","2953","2001","05","03",NA,Brasil,NA,NA,NA,NA,NA,NA,O.Berg,"Sobral, M",São Paulo,"Bairro de Manoel Ferreira sentido Pedra do Sapo, afluente do rio Biritiba Mirim, planície de inundação.",NA,Biritiba-Mirim,-46.0299987792969,-23.5699996948242,NA,"2004","19656",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BIRITIBA MIRIM,"3506607"
