X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,minimumElevationInMeters,maximumElevationInMeters,occurrenceRemarks,barcode,imagecode,stateProvince,phylum,order,continentOcean,preparationType,typeStatus,coordinatePrecision,geoFlag,class,relatedCatalogItem,individualCount,fieldNumber,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"999",2021-03-04 15:44:16-03,IF,SPSF,"01903",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,NA,NA,NA,NA,NA,A. Rodrigues,NA,"1944","01","12",Brasil,São Paulo,Arboreto de Vila Amália,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,SP,Magnoliophyta,Laurales,América do Sul,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1000",2021-03-04 15:44:16-03,IF,SPSF,"08963",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,NA,NA,NA,NA,NA,W.Hoehne,"1447","1944","08","22",Brasil,São Paulo,Parque do Estado,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: Instituto de Botanica&nf;;",NA,NA,SP,Magnoliophyta,Laurales,América do Sul,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-45.8400001525879,-23.5300006866455,"1026",2021-03-04 15:44:16-03,IF,SPSF,"34166",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,NA,J. B. Baitello,"2005","03","05",F. M. Souza & M. T. Z. Toniato & D.Souza,"490","2005","02","23",Brasil,Salesópolis,Parque Estadual da Serra do Mar,-45.8400001525879,-23.5300006866455,NA,NA,"1312","1312","COLETA: XLS: SPSFNovo; Árvore ca. 6,5 m, flores creme perfumadas; GEOGRAFIA: Trilha da Torre (SABESP). Floresta Ombrófila Densa Montana.&nf;UTM: X=429146 Y=7386493;",NA,NA,SP,Magnoliophyta,Laurales,América do Sul,NA,NA,"18032",auto,Magnoliopsida,NA,NA,NA,NA,SALESÓPOLIS,"3545001"
-46.6300010681152,-23.5400009155273,"1027",2021-03-04 15:44:16-03,IF,SPSF,"00340",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,J.B.Baitello,"2016","08","29",D.Bento Pickel,NA,"1943","11","01",Brasil,São Paulo,Arboreto de Vila Amália,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,SP,Magnoliophyta,Laurales,América do Sul,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1028",2021-03-04 15:44:16-03,IF,SPSF,"50396",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees) L.Barroso,J.B.Baitello,"2015","05","20",E.H.P. Barretto & F.F. Pascalicchio & R.J.F.Garcia & O.S.Anjos Neto,"349",NA,NA,NA,Brasil,São Paulo,"Marsilac, Estrada das Arapongas.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"COLETA: Árvore de 12m de altura, DAP = 15cm, tronco torto, flores amareladas.; GEOGRAFIA: Sítio Maravilha, rio Capivari.&nf;UTM: 23K, X=324844, Y=7350922.&nf;Mata secundária.;",NA,NA,SP,Magnoliophyta,Laurales,América do Sul,NA,NA,"53584",auto,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1069",2020-08-26 10:49:23-03,MCN-FZBRS,HAS,"90360",PreservedSpecimen,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Ness e Mart) Barroso,"Moraes, P.","2014","08","29","Mattos, J.",s.n.,"1960","12",NA,Brasil,São Paulo,"Planta cultivada no Jardim Botânico, próximo a casa da direção",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,Árvore de mais ou menos 30 anos.,HAS0090360,NA,São Paulo,Magnoliophyta,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.5299987792969,-23.6599998474121,"1100",2019-11-21 10:07:32-03,IBt,SP,"200305",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,"Baitello, JB","2003",NA,NA,"Kuhlmann, M",s.n.,"1946","08","19",Brasil,Santo André,Paranapiacaba,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"1101",2019-11-21 10:07:32-03,IBt,SP,"266975",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,"Baitello, JB","2003",NA,NA,"Cordeiro, I","1255","1993","09","15",Brasil,São Paulo,"Interlagos, Sesc Interlagos , mata junto ao viveiro (área de regeneração natural)",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1102",2019-11-21 10:07:32-03,IBt,SP,"204125",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,"Baitello, JB","2003",NA,NA,"Noffs, LS; et al.","48","1978","01","19",Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1103",2019-11-21 10:07:32-03,IBt,SP,"204128",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,"Baitello, JB","2003",NA,NA,"Noffs, LS; et al.","31","1977","11","03",Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SP055324,SP055324,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1104",2019-11-21 10:07:32-03,IBt,SP,"204129",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,"Baitello, JB","2003",NA,NA,"Kirizawa, M; et al.","304","1977","11","03",Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,SP055326,SP055326,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1105",2019-11-21 10:07:32-03,IBt,SP,"204130",S,Plantae,Lauraceae,Ocotea,porosa,Ocotea porosa,(Nees & Mart.) Barroso,"Baitello, JB","2003",NA,NA,"Wanderley, MGL; et al.","95","1976","10","22",Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Jardim Botânico",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,São Paulo,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
