X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,continentOcean,country,stateProvince,locality,minimumElevationInMeters,maximumElevationInMeters,preparationType,occurrenceRemarks,barcode,imagecode,county,decimalLongitude,decimalLatitude,coordinatePrecision,geoFlag,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,class,individualCount,typeStatus,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.627222,-23.643444,"260",2019-11-21 10:15:59-03,IBt,SP,"417999",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinicius Silva, R","Shirasuna, RT","2824","2010","03","30",NA,Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Mata cedida a Polícia Ambiental, PEFI, IBOT","781","781",NA,NA,NA,NA,São Paulo,-46.627222,-23.643444,NA,NA,"2017","06","29","-46.627222","-23.643444",NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"264",2019-11-21 10:15:59-03,IBt,SP,"46009",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Gehrt, A",s.n.,"1941","10","21",NA,Brasil,São Paulo,Jardim Botânico,NA,NA,NA,Nativa no Jardim,SP002619,SP002619,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"265",2019-11-21 10:15:59-03,IBt,SP,"166802",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Sendulsky, T","Sendulsky, T","1324","1973","12","23",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002608,SP002608,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1995",NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"266",2019-11-21 10:15:59-03,IBt,SP,166801a,Extra,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1314","1973","10","10",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002616,SP002616,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"267",2019-11-21 10:15:59-03,IBt,SP,"166801",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1314","1973","10","10",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002615,SP002615,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"268",2019-11-21 10:15:59-03,IBt,SP,"166798",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1315","1973","10","20",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002618,SP002618,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"269",2019-11-21 10:15:59-03,IBt,SP,"166796",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Sendulsky, T","Sendulsky, T","1318","1973","12","06",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002607,SP002607,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1995",NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"270",2019-11-21 10:15:59-03,IBt,SP,166795a,Extra,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1322","1973","12","17",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002613,SP002613,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"271",2019-11-21 10:15:59-03,IBt,SP,169753a,Extra,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1321","1973","12","17",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002614,SP002614,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"272",2019-11-21 10:15:59-03,IBt,SP,"169753",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1321","1973","12","17",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002611,SP002611,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"273",2019-11-21 10:15:59-03,IBt,SP,"166795",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1322","1973","12","17",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002612,SP002612,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"274",2019-11-21 10:15:59-03,IBt,SP,166802b,Extra,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Sendulsky, T","Sendulsky, T","1324","1973","12","23",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002610,SP002610,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1995",NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"275",2019-11-21 10:15:59-03,IBt,SP,166802a,Extra,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Sendulsky, T","Sendulsky, T","1324","1973","12","23",NA,Brasil,São Paulo,"Parque do Estado, 10 km south of center of city of São Paulo, in grounds of the Instituto de Botânica",NA,NA,NA,"Native, growing spontaneously inside secondary forest",SP002609,SP002609,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1995",NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"276",2019-11-21 10:15:59-03,IBt,SP,"120954",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Sendulsky, T","Skvortzov, B",s.n.,"1973","10","20",NA,Brasil,São Paulo,"Parque do Estado, Jardim Botânico",NA,NA,NA,NA,SP002620,SP002620,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"1997","05",NA,NA,NA,NA,NA,Holotype,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"277",2019-11-21 10:15:59-03,IBt,SP,"337794",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinicius Silva, R","Sarahyba, LS; Sendulsky, T; Gomes, DMS","1034","1999","09","14",NA,Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, IBt. Trilha junto ao prédio da DF, inicia em frente ao Anfiteatro e termina no Horto do Hoehne, lado esquerdo da trilha.",NA,NA,NA,NA,SP034604,SP034604,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,"2017","06","29",NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"278",2019-11-21 10:15:59-03,IBt,SP,"174478",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,NA,"Sendulsky, T","1341","1974","02","07",NA,Brasil,São Paulo,"Parque Estadual das Fontes do Ipiranga, Reserva Biológica",NA,NA,NA,NA,SP002617,SP002617,São Paulo,-46.6300010681152,-23.5400009155273,"53584",auto,NA,NA,NA,NA,NA,NA,NA,Paratype,NA,SÃO PAULO,"3550308"
-47.4500007629395,-23.5,"279",2019-11-21 10:15:59-03,IBt,SP,"454404",S,Plantae,NA,NA,Poaceae,Merostachys,skvortzovii,Merostachys skvortzovii,Send.,"Vinicius Silva, R","Medeiros, M",s.n.,"2013","08","10",NA,Brasil,São Paulo,NA,NA,NA,NA,NA,SP034608,SP034608,Sorocaba,-47.4500007629395,-23.5,"17154",auto,"2017","06","29",NA,NA,NA,NA,NA,NA,SOROCABA,"3552205"
