X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,year,month,day,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,locality,minimumElevationInMeters,maximumElevationInMeters,imagecode,recordNumber,infraspecificEpithet,coordinatePrecision,geoFlag,phylum,order,continentOcean,preparationType,class,previousCatalogNumber,typeStatus,relatedCatalogItem,relationshipType,individualCount,fieldNumber,NM_MUNICIP,CD_GEOCMU
-46.818889,-23.863056,"440",2020-10-20 14:18:17-03,UFOPA,HSTM,"7852",PreservedSpecimen,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Honda, S.","2008","05","08","Honda, S.; Garcia, R.J.F.; Ferreira, G.M.P.; Kurt Lo, V., Borioni, R.; Seino, J.; Plaza, D.S.","2008","04","11",Brasil,São Paulo,Guarulhos,-46.818889,-23.863056,46º49'8''W,23º51'47''S,NA,HSTM007852,"Mata da Ambev, Serra do Itaberaba. Vistoria Conjunta com o IBAMA.",NA,NA,HSTM007852,"519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.866667,-23.183333,"469",2021-03-01 16:41:44-03,UNICAMP,UEC,"40599",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Webster, GL",NA,NA,NA,"Webster, GL","1984","10","15",Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333","Tree 5 m high, flowers white.; montane thickets on upper ridges.",UEC085703,Serra do Japi.,"1050","1150",UEC085703,"25415",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.866667,-23.183333,"470",2021-03-01 16:41:44-03,UNICAMP,UEC,"52989",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Webster, GL",NA,NA,NA,"Webster, GL","1984","10","15",Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333","Tree 5 m high, flowers white.; montane thickets on upper ridges.",UEC085722,Serra do Japi.,"1050","1150",UEC085722,"25415",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"482",2021-03-01 16:41:44-03,UNICAMP,UEC,"40361",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1985","02","27",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore, 10 m de altura, frutos de cor verde.; mata.",UEC085713,Serra do Japi.,"1080","1080",UEC085713,"17804",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"483",2021-03-01 16:41:44-03,UNICAMP,UEC,"50046",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Buzato, S","1988","10","03",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,Árvore com 12m. Flores brancas.,UEC085695,Serra do Japi.,NA,NA,UEC085695,"20762",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"484",2021-03-01 16:41:44-03,UNICAMP,UEC,"50657",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Vasconcellos-Neto, J","1989","01","16",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árovre com 10 m de altura, frutos.",UEC085715,Serra do Japi.,NA,NA,UEC085715,"20987",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"485",2021-03-01 16:41:44-03,UNICAMP,UEC,"34039",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Sugiyama, M; Chiea, SAC","1983","09","22",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Arbusto 1,5 m de altura, pétalas brancas, anteras amarelas, perfume de flor de laranjeira.",UEC078808,Serra do Japi.,NA,NA,UEC078808,"15543",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"486",2021-03-01 16:41:44-03,UNICAMP,UEC,"49967",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Vasconcellos-Neto, J","1988","09","19",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,Árvore com 10 m de altura. Flores brancas.,UEC085696,Serra do Japi.,NA,NA,UEC085696,"20735",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"487",2021-03-01 16:41:44-03,UNICAMP,UEC,"162308",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1984","10","01",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore 5 m alt., flores cremes.",UEC024469,"Serra do Japi, Mirante.",NA,NA,UEC024469,"16625",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"488",2021-03-01 16:41:44-03,UNICAMP,UEC,"49183",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1984","10","01",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore 5 m alt., flores cremes.",UEC085702,"Serra do Japi, Mirante.",NA,NA,UEC085702,"16625",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"489",2021-03-01 16:41:44-03,UNICAMP,UEC,"35498",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Rodrigues, RR",NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1984","05","29",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore com 4 m de altura, frutos de cor verde.; Beira de estrada.",UEC085704,"Serra do Japi; Mirante.",NA,NA,UEC085704,"15982",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"490",2021-03-01 16:41:44-03,UNICAMP,UEC,"40337",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,NA,NA,NA,NA,"Morellato-Fonzar, LPC; Rodrigues, RR","1985","02","05",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore, 6m de altura, frutos maduros, cor verde.",UEC085698,"Serra do Japi; Mirante.",NA,NA,UEC085698,"17854",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.5800018310547,-23.3099994659424,"491",2021-03-01 16:41:44-03,UNICAMP,UEC,"137527",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Arzolla, FARDP","2005","03","08","Arzolla, FARDP; Vilela, FESP; Imamoto, M; Martins, RA","2005","02","28",Brazil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,"Árvore, 10 metros de altura, frutos imaturos.; remanescente de floresta.",UEC085714,Condomínio Park Imperial.,NA,NA,UEC085714,"674",NA,"15840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.5800018310547,-23.3099994659424,"492",2021-03-01 16:41:44-03,UNICAMP,UEC,"130080",S,Plantae,Solanaceae,Solanum,inaequale,Solanum inaequale,Vell.,"Pastore, JA","2000","06","17","Arzolla, FARDP","2000","06","07",Brazil,São Paulo,Mairiporã,-46.5800018310547,-23.3099994659424,NA,NA,"Árvore 18 m de altura, frutos imaturos verdes emaduros arroxeados.",UEC085717,"Parque estadual da Cantareira, região das águas claras.",NA,NA,UEC085717,"137",NA,"15840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAIRIPORÃ,"3528502"
-46.727778,-23.896111,"498",2021-03-01 16:41:49-03,UNICAMP,UEC,"072859",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR; Semir, J","1996","09",NA,"Godoy, SAP; Pereira, DL; Hoch, AM","1995","02","14",Brazil,São Paulo,Parelheiros,-46.727778,-23.896111,"-46.727778","-23.896111","Árvore ca 8,0 m alt., DAP 0,18 m. Frutos verdes.; Borda da mata à esquerda da casa do sítio.",UEC078667,"Sítio à esquerda na Estrada Eng° Marsilac, sentido Eng° Marsilac.",NA,NA,UEC078667,"376",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.727778,-23.896111,"501",2021-03-01 16:41:49-03,UNICAMP,UEC,"072860",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR; Semir, J","1996","09",NA,"Garcia, RJF; Ferreira, GMP; Neves.; Linnaeus, C; Silva, DCG","1995","02","14",Brazil,São Paulo,Parelheiros,-46.727778,-23.896111,"-46.727778","-23.896111","Árvore ca8m alt., DAP 0,20m. Frutos verdes.; Borda da mata à direita da casa do sítio.",UEC078672,"Sítio à esquerda na Estrada Eng° Marsilac, sentido Eng° Marsilac.",NA,NA,UEC078672,"555",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.775417,-23.989083,"509",2021-03-01 16:41:49-03,UNICAMP,UEC,"121802",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Rodrigues, RR; Souza, VC",NA,NA,NA,"Farah, FT; Aguiar, S; Breier, TB; Rodrigues, RR; Souza, VC; Tamashiro, JY","2001","04","13",Brazil,São Paulo,São Paulo,-46.775417,-23.989083,"-46.775417","-23.989083","Ca. 5m alt. Frutos alaranjados.; Floresta ribeirinha ao longo do Rio Mambu.",UEC049414,"Parque Estadual da Serra do Mar, Núcleo Curucutu.","750","750",UEC049414,"2219",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITANHAÉM,"3522109"
-46.866667,-23.183333,"516",2019-08-20 10:26:46-03,UNICAMP,UEC,"152345",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB; Schramm, JE","2008","02","03",Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333",NA,NA,"Serra do Japi, Mata semidecídua","920","1290",NA,s.n.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.866667,-23.183333,"517",2019-08-20 10:26:46-03,UNICAMP,UEC,"152345",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Caselli, CB; Schramm, JE","2008","02","03",Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333",NA,UEC049223,Serra do Japí.,"920","1290",UEC049223,s.n.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.866667,-23.183333,"518",2019-08-20 10:26:47-03,UNICAMP,UEC,"152348",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB",NA,NA,NA,Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333",NA,NA,"Serra do Japi, Mata semidecídua","920","1290",NA,s.n.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.866667,-23.183333,"519",2019-08-20 10:26:47-03,UNICAMP,UEC,"152348",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Caselli, CB",NA,NA,NA,Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333",NA,UEC078690,Serra do Japi.,"920","1290",UEC078690,s.n.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.866667,-23.183333,"520",2019-08-20 10:26:46-03,UNICAMP,UEC,"152348",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Vasconcellos-Neto, J",NA,NA,NA,"Caselli, CB",NA,NA,NA,Brazil,São Paulo,Jundiaí,-46.866667,-23.183333,"-46.866667","-23.183333",NA,NA,"Serra do Japi, Mata semidecídua","920","1290",NA,s.n.,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.246389,-23.264722,"526",2021-03-01 16:41:49-03,UNICAMP,UEC,"182880",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR","2001","09",NA,"Torres, RB; Paula, JB; Pereira, CA","2000","06","08",Brazil,Minas Gerais,Camanducaia,-46.246389,-23.264722,"-46.246389","-23.264722","Árvore 23m alt.; frutos imaturos verdes.; Dossel.",UEC103722,Mata ciliar do canelá.,"1048","1048",UEC103722,"1260",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA ISABEL,"3546801"
-46.704444,-23.704444,"529",2021-03-01 16:41:49-03,UNICAMP,UEC,"199366",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Almeida-Scabbia, RJ","2013","10",NA,"Almeida-Scabbia, RJ; Kameyama, C; Rossi, L; Fortes, EP","2012","10","16",Brazil,São Paulo,São Paulo,-46.704444,-23.704444,"-46.704444","-23.704444",Afloramento rochoso,UEC160584,Jardim Vitória Régia (Sítio da Viúva),"809","809",UEC160584,737A,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.1125,-23.523889,"538",2021-03-01 16:41:49-03,UNICAMP,UEC,"84531",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR","2011","09",NA,"Cardoso-Leite, E; Oliveira, A","1994","03","16",Brazil,São Paulo,São Roque,-47.1125,-23.523889,"-47.1125","-23.523889",Mata da Câmara. Mata mesófila semidecídua.,UEC085414,NA,NA,NA,UEC085414,"339",NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO ROQUE,"3550605"
-46.5499992370605,-23.1100006103516,"559",2021-03-01 16:41:49-03,UNICAMP,UEC,"55112",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR; Giacomin, LL","1996","09",NA,"Tamashiro, JY; Meira Neto, JAA; Bernacci, LC","1987","09","14",Brazil,São Paulo,Atibaia,-46.5499992370605,-23.1100006103516,NA,NA,"Árvore com 20 metros, flores com pétalas brancas e auteras amarelas.",UEC078685,Fazenda Grota Funda.,NA,NA,UEC078685,"21268",NA,"21675",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ATIBAIA,"3504107"
-46.8800010681152,-23.1800003051758,"579",2021-03-01 16:41:49-03,UNICAMP,UEC,"198593",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Barboza, GE","2003",NA,NA,"Bernacci, LC; Torres, RB; Maglio, CAFP; Camargo, O","1994","04","12",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore, 12metros de altura, frutos verdes.; Mata secundária, em bom estado de conservação, coleta principalmente na borda, mamíferos comuns.",UEC085405,NA,NA,NA,UEC085405,"13",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"580",2021-03-01 16:41:49-03,UNICAMP,UEC,"073260",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR; Semir, J","1996","09",NA,"Stehmann, JR; Semir, J","1995","04","21",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Árvore, ca. 5m de altura; frutos maduros verdes.",UEC078677,"Árvore, ca. 5m de altura; frutos maduros verdes.",NA,NA,UEC078677,"1634",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.8800010681152,-23.1800003051758,"581",2021-03-01 16:41:49-03,UNICAMP,UEC,"50664",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Vasconcellos-Neto, J","1989","01","30",Brazil,São Paulo,Jundiaí,-46.8800010681152,-23.1800003051758,NA,NA,"Arbusto com 2m, de altura, flores creme.",UEC082582,Serra do Japí.,NA,NA,UEC082582,"20994",NA,"17840",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JUNDIAÍ,"3525904"
-46.9900016784668,-24.3199996948242,"583",2019-08-20 10:26:47-03,UNICAMP,UEC,"76614",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Stehmann, JR","2019","07","10","Souza, VC; Souza, JP; et al.","1995","10","09",Brazil,São Paulo,Peruíbe,-46.9900016784668,-24.3199996948242,NA,NA,"Árvore, ca. 10 m alt.; flores creme.",UEC008987,"Arredores da foz do Rio Guaraú, Margem esquerda. Mata de restinga.",NA,NA,UEC008987,"9323",NA,"21922",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERUÍBE,"3537602"
-46.5299987792969,-23.6599998474121,"585",2021-03-01 16:41:49-03,UNICAMP,UEC,"105420",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,NA,NA,NA,NA,"Mariano Neto, E; Sugiyama, M; Godoy, JRL","1996","01","29",Brazil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"Árvore 7m alt., frutos verdes.",UEC033459,Campo Grande. Próximo à reserva de Paranapiacaba.,NA,NA,UEC033459,"25",NA,"27258",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"586",2021-03-01 16:41:49-03,UNICAMP,UEC,"81011",S,Plantae,Solanaceae,Solanum,pseudoquina,Solanum pseudoquina,A.St.-Hil.,"Giacomin, LL","2009","08",NA,"Sugiyama, M; Kiyama, CY; Mariano Neto, E","1996","01","31",Brazil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,"Árvore 6,0m alt., frutos verdes.; Mata de encosta.",UEC085410,"Trilha Contruída pela CESP, estrada da Torre, caminho para o Vale do Quilombo, próximo à Vila de Paranapiacaba.",NA,NA,UEC085410,"1403",NA,"27258",auto,Magnoliopsida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
