X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,coordinatePrecision,geoFlag,phylum,order,typeStatus,continentOcean,preparationType,imagecode,minimumElevationInMeters,maximumElevationInMeters,infraspecificEpithet,class,relatedCatalogItem,relationshipType,fieldNumber,individualCount,sex,NM_MUNICIP,CD_GEOCMU
-46.3899993896484,-23.9599990844727,"1409",2020-10-22 10:13:08-03,IBt,SP,"351829",S,Plantae,Loranthaceae,Struthanthus,martianus,Struthanthus martianus,Dettke & Waechter,NA,NA,NA,NA,"Pastore, JA","904","2001","01","12",Brasil,São Paulo,São Vicente,Parque Estadual Xixová-Japuí,-46.3899993896484,-23.9599990844727,NA,NA,NA,NA,"25482",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO VICENTE,"3551009"
-46.810001373291,-23.8299999237061,"1414",2020-10-08 08:53:11-03,IBt,SP,"337213",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Simão Bianchini, R","833","1995","10","26",Brasil,São Paulo,Embu-Guaçu,NA,-46.810001373291,-23.8299999237061,NA,NA,NA,NA,"15311",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EMBU-GUAÇU,"3515103"
-46.6300010681152,-23.5400009155273,"1419",2020-10-22 10:13:08-03,IBt,SP,"350292",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Groppo Jr, M","200","1996","08","29",Brasil,São Paulo,São Paulo,NA,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1420",2019-11-21 10:07:42-03,IBt,SP,"216621",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M","1987","07","23","Silva Filho, CA","23","1987","02","02",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1421",2019-11-21 10:07:42-03,IBt,SP,"216622",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,"Sugiyama, M","1987","07","23","Silva Filho, CA","24","1987","02","02",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1422",2019-11-21 10:07:42-03,IBt,SP,"237389",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Ludewigs, IYA; Kanashiro, S","21","1989","09","29",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1423",2019-11-21 10:07:42-03,IBt,SP,"237502",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Ludewigs, IYA; Kanashiro, S","7","1989","09","26",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1424",2019-11-21 10:07:42-03,IBt,SP,"237509",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Kanashiro, S; Ludewigs, IYA","20","1989","09","29",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1425",2019-11-21 10:07:42-03,IBt,SP,"237511",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Ludewigs, IYA; Kanashiro, S","12","1989","09","26",Brasil,São Paulo,São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"1426",2020-12-10 11:27:37-03,IBt,SP,"396083",S,Plantae,Loranthaceae,Struthanthus,vulgaris,Struthanthus vulgaris,Mart.,NA,NA,NA,NA,"Villagra, BLP","172","2007","01","16",Brasil,São Paulo,São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
