X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,phylum,order,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,continentOcean,country,stateProvince,preparationType,occurrenceRemarks,barcode,imagecode,day,county,locality,decimalLongitude,decimalLatitude,minimumElevationInMeters,maximumElevationInMeters,typeStatus,yearIdentified,monthIdentified,dayIdentified,verbatimLongitude,verbatimLatitude,coordinatePrecision,geoFlag,class,fieldNumber,individualCount,relatedCatalogItem,sex,NM_MUNICIP,CD_GEOCMU
-46.6300010681152,-23.5400009155273,"165",2021-02-08 12:34:46-03,UFRGS,ICN,"030578",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2080","1948","10",América do Sul,Brasil,SP,NA,"Doação La Salle; Forma feminina.",NA,NA,"28",São Paulo,"Via Anhanguera, km25",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"166",2021-02-08 12:34:46-03,UFRGS,ICN,"019917",S,Plantae,Dicotyledon,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusen,"Luis, Ir T","Hoehne, W","2079","1948","10",América do Sul,Brasil,SP,NA,"Doação La Salle - 167; Forma masculina.",NA,NA,"28",São Paulo,"Via Anhanguera, km25",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.456361,-23.396778,"168",2019-11-21 10:00:03-03,IBt,SP,"490105",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"São José, PA","Almeida Scabbia, RJ; Kameyama, C; Sugiyama, M; Fortes, EP","884","2012","12",NA,Brasil,São Paulo,NA,NA,NA,NA,"04",Guarulhos,Área da rotatória do Aeroporto (figs. 16 e 17).,-46.456361,-23.396778,"700","700",NA,NA,NA,NA,"-46.456361","-23.396778",NA,NA,NA,NA,NA,NA,NA,GUARULHOS,"3518800"
-46.7400016784668,-23.3600006103516,"169",2019-11-21 10:00:03-03,IBt,SP,"53394",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Hoehne, W",s.n.,"1946","01",NA,Brasil,São Paulo,NA,NA,NA,NA,"02",Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,"2011","06",NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.7400016784668,-23.3600006103516,"170",2019-11-21 10:00:03-03,IBt,SP,"313105",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Hoehne, W",s.n.,"1946","01",NA,Brasil,São Paulo,NA,NA,NA,NA,"02",Caieiras,NA,-46.7400016784668,-23.3600006103516,NA,NA,NA,"2011","06",NA,NA,NA,"9448",auto,NA,NA,NA,NA,NA,CAIEIRAS,"3509007"
-46.6300010681152,-23.5400009155273,"181",2019-11-21 10:00:03-03,IBt,SP,"16608",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Hammar, A",s.n.,"1903","01",NA,Brasil,São Paulo,NA,NA,NA,NA,"10",São Paulo,Cantareira,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"182",2019-11-21 10:00:03-03,IBt,SP,"313104",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Hoehne, W",s.n.,"1946","05",NA,Brasil,São Paulo,NA,NA,NA,NA,"16",São Paulo,Cidade Jardim.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"183",2019-11-21 10:00:03-03,IBt,SP,"6080",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Brade, AC","5436","1911","12",NA,Brasil,São Paulo,NA,NA,NA,NA,"31",São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"184",2019-11-21 10:00:03-03,IBt,SP,"16613",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Luederwaldt, H",s.n.,"1906","06",NA,Brasil,São Paulo,NA,NA,NA,NA,"16",São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"185",2019-11-21 10:00:03-03,IBt,SP,"48450",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Handro, O",s.n.,"1941","01",NA,Brasil,São Paulo,NA,NA,NA,NA,"27",São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"186",2019-11-21 10:00:03-03,IBt,SP,"29967",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Handro, O",s.n.,"1932","12",NA,Brasil,São Paulo,NA,NA,NA,NA,"26",São Paulo,Jardim Botânico,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"187",2019-11-21 10:00:03-03,IBt,SP,"138749",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Sakane, M","417","1976","01",NA,Brasil,São Paulo,NA,NA,NA,NA,"27",São Paulo,Parque Estadual das Fontes do Ipiranga,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"188",2019-11-21 10:00:03-03,IBt,SP,"313095",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Teodoro, I","Hoehne, W",s.n.,"1946","10",NA,Brasil,São Paulo,NA,NA,NA,NA,"26",São Paulo,Próximo a Jaraguá.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"1953","11","08",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"189",2019-11-21 10:00:03-03,IBt,SP,"313058",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Teodoro, I","Hoehne, W",s.n.,"1946","11",NA,Brasil,São Paulo,NA,NA,NA,NA,"28",São Paulo,Próximo a Jaraguá.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"1953","11","08",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"190",2019-11-21 10:00:03-03,IBt,SP,"313102",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Hoehne, W",s.n.,"1946","07",NA,Brasil,São Paulo,NA,NA,SP031500,SP031500,"03",São Paulo,Próximo ao Jaraguá,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"191",2019-11-21 10:00:03-03,IBt,SP,"313043",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Teodoro, I","Hoehne, W",s.n.,"1948","10",NA,Brasil,São Paulo,NA,NA,NA,NA,"28",São Paulo,Via Anhanguera.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"1953","11","08",NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"192",2019-11-21 10:00:03-03,IBt,SP,"6070",S,Plantae,NA,NA,Asteraceae,Baccharis,sphenophylla,Baccharis sphenophylla,Herring & Dusén,"Heiden, G","Brade, AC","7162","1914","01",NA,Brasil,São Paulo,NA,NA,NA,NA,"18",São Paulo,Vila Mariana.,-46.6300010681152,-23.5400009155273,NA,NA,NA,"2011","06",NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
