X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,recordedBy,continentOcean,country,preparationType,previousCatalogNumber,occurrenceRemarks,barcode,phylum,order,scientificNameAuthorship,recordNumber,year,month,day,stateProvince,county,decimalLongitude,decimalLatitude,imagecode,locality,minimumElevationInMeters,coordinatePrecision,maximumElevationInMeters,geoFlag,identifiedBy,yearIdentified,verbatimLongitude,verbatimLatitude,monthIdentified,dayIdentified,class,relatedCatalogItem,individualCount,fieldNumber,infraspecificEpithet,NM_MUNICIP,CD_GEOCMU
-46.3300018310547,-23.9599990844727,"761",2020-07-21 15:08:17-03,UNISANTA,HUSC,"10681",PreservedSpecimen,Plantae,Fabaceae,Paubrasilia,echinata,Paubrasilia echinata,"Marques, T.G.Q.; Olmos, A.",NA,Brasil,NA,NA,NA,NA,Magnoliophyta,NA,"(Lam.) Gagnon, H.C.Lima & G.P.Lewis",s.n.,"2007","11","12",São Paulo,Santos,-46.3300018310547,-23.9599990844727,NA,Jardim Botânico Municipal de Santos Chico Mendes.,NA,"26836",NA,auto,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.6300010681152,-23.5400009155273,"799",2021-03-04 15:43:07-03,IF,SPSF,"03137",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,J.P.Coelho,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,"1947","10","31",SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,Arboreto de Vila Amalia,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"807",2021-03-04 15:43:07-03,IF,SPSF,"13710",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,M.A. Cunha,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: lote 120&nf;;",NA,Magnoliophyta,Fabales,NA,NA,"1951","11","12",SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,Arboreto de Vila Amalia,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"808",2021-03-04 15:43:07-03,IF,SPSF,"06534",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,M.Gonzaga,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,Magnoliophyta,Fabales,NA,NA,"1943","11","01",SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,num jardim,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"809",2021-03-04 15:43:07-03,IF,SPSF,"03806",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,M.M.Gonzaga,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: no jardim do Museu&nf;;",NA,Magnoliophyta,Fabales,NA,NA,"1942","10","30",SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,Parque Estadual do Instituto Florestal,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"810",2021-03-04 15:43:07-03,IF,SPSF,"03483",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,L.Assis,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: no jardim do Museu&nf;;",NA,Magnoliophyta,Fabales,NA,NA,"1949","10","29",SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,Parque Estadual do Instituto Florestal,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"811",2021-03-04 15:43:07-03,IF,SPSF,"30615",PreservedSpecimen,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,F.S.Peres,América do Sul,Brasil,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: area administrativa&nf;;",NA,Magnoliophyta,Fabales,NA,NA,"2002","11","11",SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,P.E.Alberto Lofgren,NA,"53584",NA,auto,NA,NA,NA,NA,NA,NA,Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.616667,-23.429444,"812",2021-03-04 15:43:22-03,IF,SPSF,"50693",PreservedSpecimen,Plantae,Fabaceae,Paubrasilia,echinata,Paubrasilia echinata,A. Maruyama & L. Cicco,América do Sul,Brasil,NA,NA,"COLETA: Árvore ca. 5 m de altura. Flores com pétalas amarelas e vermelhas.; GEOGRAFIA: Floresta Ombrófila Densa, borda;",NA,Magnoliophyta,Fabales,G. P. Lewis,"70","2015","10","02",SP,Mairiporã,-46.616667,-23.429444,NA,NA,"803",NA,"803",NA,A. Maruyama,"2016",NA,NA,"11","02",Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.630833,-23.4625,"813",2021-03-04 15:43:22-03,IF,SPSF,"51186",PreservedSpecimen,Plantae,Fabaceae,Paubrasilia,echinata,Paubrasilia echinata,A. Maruyama & L. Cicco,América do Sul,Brasil,NA,NA,"COLETA: Árvore jovem ca. 2,0 m alt. Botões florais esverdeados.; GEOGRAFIA: Área em cultivo;",NA,Magnoliophyta,Fabales,"(Lam.) E. Gagnon, H.C. Lima & G. P. Lewis","552","2016","09","17",SP,São Paulo,-46.630833,-23.4625,NA,NA,"715",NA,"715",NA,A. Maruyama,"2016",NA,NA,"11","02",Magnoliopsida,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.623917,-23.640417,"840",2019-11-21 10:04:58-03,IBt,SP,"360819",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Rocha, YT",NA,Brasil,NA,NA,NA,NA,NA,NA,Lam.,"20","2002","11","25",São Paulo,São Paulo,-46.623917,-23.640417,NA,"Parque Estadual das Fontes do Ipiranga, Instituto de Botânica","774",NA,"774",NA,"Rocha, YT",NA,"-46.623917","-23.640417",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.372694,-23.938556,"842",2019-11-21 10:04:58-03,IBt,SP,"360821",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Rocha, YT",NA,Brasil,NA,NA,NA,NA,NA,NA,Lam.,"19","2002","11","21",São Paulo,Santos,-46.372694,-23.938556,NA,Jardim Botânico Municipal Chico Mendes. Bosque de espécies ameaçadas de extinção,NA,NA,NA,NA,"Rocha, YT",NA,"-46.372694","-23.938556",NA,NA,NA,NA,NA,NA,NA,SANTOS,"3548500"
-46.722389,-23.558944,"862",2019-11-21 10:04:58-03,IBt,SP,"362837",S,Plantae,Fabaceae,Caesalpinia,echinata,Caesalpinia echinata,"Rocha, YT",NA,Brasil,NA,NA,NA,SP011576,NA,NA,Lam.,"25","2003","02","04",São Paulo,São Paulo,-46.722389,-23.558944,SP011576,"Universidade de São Paulo, Cidade Universitária, praça do Relógio","741",NA,"741",NA,"Rocha, YT",NA,"-46.722389","-23.558944",NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
